timestamp,end_timestamp,label,start_price,end_price
1584009300000.0,1584009600000.0,-1,6825.9,6304.45
1584009600000.0,1584009900000.0,-1,6304.45,6198.34
1584009900000.0,1584010200000.0,-1,6198.34,5981.07
1584010200000.0,1584010800000.0,1,5981.07,6259.29
1584046800000.0,1584049500000.0,1,5612.0,5879.23
1584054600000.0,1584055500000.0,-1,5162.23,5038.52
1584055500000.0,1584055800000.0,-1,5038.52,4764.48
1584055800000.0,1584059400000.0,-1,4764.48,4543.34
1584056400000.0,1584059400000.0,-1,4689.39,4543.34
1584225900000.0,1584307200000.0,1,5100.46,5645.86
1584352500000.0,1584365700000.0,1,4525.32,4837.25
1584513300000.0,1584570000000.0,1,5112.15,5429.0
1584522000000.0,1584538500000.0,1,5026.37,5331.69
1584729300000.0,1584734700000.0,-1,6201.84,5963.0
1584731400000.0,1584735900000.0,-1,6077.71,5783.87
1584734700000.0,1584735900000.0,-1,5963.0,5783.87
1584735900000.0,1584737700000.0,1,5783.87,6182.02
1584878400000.0,1584900000000.0,-1,6017.61,5900.0
1585352100000.0,1585361700000.0,-1,6341.88,6187.79
1585353000000.0,1585361700000.0,-1,6272.9,6187.79
1585354200000.0,1585361700000.0,-1,6283.78,6187.79
1585361700000.0,1585365900000.0,-1,6187.79,6111.06
1585365900000.0,1585387800000.0,1,6111.06,6285.45
1585507800000.0,1585541400000.0,1,5934.61,6138.85
1585510500000.0,1585541400000.0,1,5924.3,6138.85
1585512300000.0,1585541400000.0,1,5917.71,6138.85
1585694700000.0,1585742100000.0,-1,6296.55,6222.08
1585700400000.0,1585742100000.0,-1,6301.07,6222.08
1585928100000.0,1585988700000.0,1,6645.57,6840.0
1586286300000.0,1586289900000.0,-1,7193.54,7110.79
1586289900000.0,1586306700000.0,1,7110.79,7224.87
1586290800000.0,1586313600000.0,1,7119.44,7306.24
1586432700000.0,1586437500000.0,1,7179.77,7313.31
1586433600000.0,1586437500000.0,1,7191.81,7313.31
1586489100000.0,1586492700000.0,-1,7124.2,6984.35
1586491500000.0,1586492700000.0,-1,7112.69,6984.35
1586492700000.0,1586501400000.0,-1,6984.35,6920.37
1586495100000.0,1586509500000.0,-1,6963.99,6900.71
1586496300000.0,1586509500000.0,-1,6955.59,6900.71
1586736600000.0,1586772600000.0,1,6684.94,6786.43
1586737800000.0,1586772600000.0,1,6652.92,6786.43
1586949300000.0,1586986800000.0,-1,6708.12,6643.47
1586952300000.0,1586986800000.0,-1,6703.9,6643.47
1586994300000.0,1587010500000.0,1,6552.5,6646.11
1586995500000.0,1587000000000.0,1,6508.84,6623.37
1587377700000.0,1587382200000.0,-1,7049.55,6983.8
1587382200000.0,1587403200000.0,-1,6983.8,6930.0
1587383400000.0,1587392400000.0,1,6953.65,7070.23
1587404400000.0,1587408000000.0,-1,6870.18,6809.47
1587734100000.0,1587756300000.0,1,7430.99,7536.11
1588237500000.0,1588239300000.0,-1,8950.0,8850.0
1588237800000.0,1588240200000.0,-1,8909.16,8809.95
1588240500000.0,1588241700000.0,1,8644.0,8840.91
1588267500000.0,1588269900000.0,1,8509.94,8665.1
1588268400000.0,1588269900000.0,1,8486.24,8665.1
1588511100000.0,1588517400000.0,-1,8850.92,8774.17
1588517400000.0,1588529400000.0,1,8774.17,8907.04
1588553400000.0,1588567500000.0,-1,8721.24,8596.53
1588555200000.0,1588567500000.0,-1,8707.92,8596.53
1588567500000.0,1588594500000.0,1,8596.53,8717.67
1588809600000.0,1588812600000.0,1,9104.03,9242.8
1588981800000.0,1588984200000.0,1,9788.11,9892.95
1589007300000.0,1589008500000.0,-1,9709.08,9658.71
1589008500000.0,1589019300000.0,-1,9658.71,9604.11
1589010000000.0,1589039700000.0,1,9620.01,9754.87
1589068200000.0,1589069100000.0,-1,9502.61,9345.56
1589069100000.0,1589069700000.0,-1,9345.56,8630.19
1589069700000.0,1589070000000.0,-1,8630.19,8367.28
1589070000000.0,1589070600000.0,1,8367.28,8682.66
1589070300000.0,1589071200000.0,1,8506.18,8804.65
1589128200000.0,1589129400000.0,-1,8467.46,8270.32
1589128800000.0,1589129400000.0,-1,8478.09,8270.32
1589129400000.0,1589130000000.0,1,8270.32,8472.57
1589214300000.0,1589220300000.0,-1,8499.34,8396.6
1589215200000.0,1589220300000.0,-1,8545.0,8396.6
1589509500000.0,1589523000000.0,1,9419.99,9594.35
1589569500000.0,1589573100000.0,-1,9389.24,9214.38
1589570400000.0,1589573100000.0,-1,9371.46,9214.38
1589573100000.0,1589576100000.0,1,9214.38,9376.91
1589575200000.0,1589576100000.0,1,9250.1,9376.91
1589791500000.0,1589797200000.0,1,9535.9,9666.41
1589859300000.0,1589872500000.0,1,9526.23,9683.65
1589987100000.0,1589989500000.0,-1,9605.37,9402.62
1589988000000.0,1589989500000.0,-1,9607.81,9402.62
1589989500000.0,1589995800000.0,1,9402.62,9528.64
1589990100000.0,1590003300000.0,1,9427.36,9571.83
1590049200000.0,1590068100000.0,-1,9343.73,9279.64
1590052800000.0,1590069900000.0,-1,9295.96,9210.01
1590069900000.0,1590071700000.0,-1,9210.01,9022.78
1590070500000.0,1590071700000.0,-1,9173.38,9022.78
1590071700000.0,1590084000000.0,-1,9022.78,8941.58
1590324600000.0,1590332700000.0,-1,9069.49,9009.18
1590328500000.0,1590336300000.0,-1,9052.49,8973.32
1590332700000.0,1590337200000.0,-1,9009.18,8918.78
1590336300000.0,1590337200000.0,-1,8973.32,8918.78
1590337200000.0,1590344400000.0,1,8918.78,9020.0
1590361500000.0,1590400800000.0,-1,8768.12,8680.0
1590363300000.0,1590400800000.0,-1,8772.59,8680.0
1590495000000.0,1590503700000.0,-1,8804.99,8750.72
1590503700000.0,1590521100000.0,1,8750.72,8866.45
1590507000000.0,1590521100000.0,1,8720.48,8866.45
1591105500000.0,1591111200000.0,-1,9579.99,9383.62
1591109400000.0,1591111200000.0,-1,9504.26,9383.62
1591109700000.0,1591111200000.0,-1,9551.09,9383.62
1591110300000.0,1591111200000.0,-1,9497.73,9383.62
1591111200000.0,1591179000000.0,1,9383.62,9589.01
1591353000000.0,1591398300000.0,-1,9699.78,9583.0
1591354800000.0,1591398300000.0,-1,9691.34,9583.0
1591398300000.0,1591439400000.0,1,9583.0,9724.11
1591531200000.0,1591537200000.0,-1,9512.64,9449.75
1591533000000.0,1591537200000.0,-1,9520.01,9449.75
1591535100000.0,1591555200000.0,1,9480.0,9655.99
1591537200000.0,1591555200000.0,1,9449.75,9655.99
1591661100000.0,1591732500000.0,1,9639.0,9795.01
1591880400000.0,1591881600000.0,-1,9688.0,9627.63
1591881600000.0,1591887300000.0,-1,9627.63,9530.01
1591887300000.0,1591893600000.0,-1,9530.01,9424.28
1591894200000.0,1591894500000.0,-1,9345.05,9083.01
1591894500000.0,1591894800000.0,1,9083.01,9258.8
1592143200000.0,1592172000000.0,-1,9350.76,9257.04
1592165700000.0,1592172000000.0,-1,9344.19,9257.04
1592172000000.0,1592173500000.0,1,9257.04,9383.94
1592184300000.0,1592190000000.0,-1,9270.0,9194.59
1592190000000.0,1592197500000.0,-1,9194.59,9099.57
1592192400000.0,1592197500000.0,-1,9176.41,9099.57
1592197500000.0,1592199600000.0,-1,9099.57,9038.9
1592199600000.0,1592200800000.0,-1,9038.9,8965.58
1592200800000.0,1592204700000.0,1,8965.58,9085.01
1592402700000.0,1592418900000.0,-1,9398.46,9330.53
1592407200000.0,1592423700000.0,-1,9368.16,9281.44
1592418900000.0,1592423700000.0,-1,9330.53,9281.44
1592423700000.0,1592425200000.0,1,9281.44,9410.6
1592512800000.0,1592517000000.0,1,9295.0,9400.02
1592528400000.0,1592535900000.0,-1,9304.99,9260.38
1592535900000.0,1592558100000.0,1,9260.38,9395.85
1592983800000.0,1592984700000.0,-1,9570.98,9519.0
1592984700000.0,1592991300000.0,-1,9519.0,9393.0
1592985600000.0,1592991300000.0,-1,9536.53,9393.0
1592987100000.0,1592991300000.0,-1,9513.09,9393.0
1592991300000.0,1593006900000.0,-1,9393.0,9345.41
1592995200000.0,1593006900000.0,-1,9384.16,9345.41
1592996400000.0,1593009000000.0,-1,9360.0,9300.2
1593049800000.0,1593054600000.0,-1,9187.59,9139.25
1593054600000.0,1593055200000.0,-1,9139.25,9048.32
1593055200000.0,1593059100000.0,1,9048.32,9170.74
1593056100000.0,1593059100000.0,1,9068.71,9170.74
1593155100000.0,1593162300000.0,1,9139.02,9222.19
1593156600000.0,1593162300000.0,1,9143.88,9222.19
1593158400000.0,1593162300000.0,1,9113.0,9222.19
1593180300000.0,1593182700000.0,1,9076.73,9178.0
1593282600000.0,1593287100000.0,-1,9026.83,8911.17
1593287100000.0,1593292800000.0,1,8911.17,9058.47
1593287400000.0,1593292800000.0,1,8914.96,9058.47
1593697800000.0,1593703500000.0,-1,9090.27,9049.61
1593702300000.0,1593703500000.0,-1,9099.9,9049.61
1593703500000.0,1593707400000.0,-1,9049.61,8993.24
1593705600000.0,1593707400000.0,-1,9041.73,8993.24
1593707400000.0,1593719700000.0,1,8993.24,9104.95
1593979500000.0,1593984000000.0,1,8959.13,9040.95
1594306800000.0,1594307400000.0,-1,9245.34,9200.3
1594307400000.0,1594348200000.0,-1,9200.3,9154.03
1594308300000.0,1594348200000.0,-1,9208.17,9154.03
1594716000000.0,1594725900000.0,1,9152.54,9222.26
1594882800000.0,1594887900000.0,-1,9143.12,9102.26
1594884000000.0,1594891200000.0,-1,9130.79,9062.03
1594887900000.0,1594891200000.0,-1,9102.26,9062.03
1594891200000.0,1594929900000.0,1,9062.03,9136.0
1596064800000.0,1596084300000.0,-1,11064.86,10974.37
1596066000000.0,1596136500000.0,1,11004.27,11159.01
1596342300000.0,1596343200000.0,-1,11347.6,11027.88
1596343200000.0,1596344400000.0,1,11027.88,11350.0
1596809100000.0,1596819900000.0,-1,11620.0,11500.05
1596810000000.0,1596819900000.0,-1,11628.0,11500.05
1596819900000.0,1596824700000.0,-1,11500.05,11374.18
1596824700000.0,1596825900000.0,1,11374.18,11506.53
1596980400000.0,1597011600000.0,1,11589.11,11747.94
1597137600000.0,1597153800000.0,-1,11688.3,11579.71
1597151100000.0,1597158000000.0,-1,11633.49,11446.99
1597153800000.0,1597158000000.0,-1,11579.71,11446.99
1597158000000.0,1597161600000.0,-1,11446.99,11360.08
1597161600000.0,1597164900000.0,1,11360.08,11550.0
1597176600000.0,1597185600000.0,1,11220.46,11405.05
1597177200000.0,1597183200000.0,1,11162.06,11314.36
1597306800000.0,1597308300000.0,-1,11402.28,11316.72
1597308300000.0,1597315200000.0,1,11316.72,11515.0
1597576800000.0,1597590000000.0,1,11728.33,11904.03
1597749600000.0,1597759200000.0,-1,12188.31,12044.06
1597754700000.0,1597759200000.0,-1,12156.36,12044.06
1597759200000.0,1597760400000.0,-1,12044.06,11872.84
1597760400000.0,1597762200000.0,1,11872.84,12026.04
1597761000000.0,1597778400000.0,1,11926.21,12066.89
1597809900000.0,1597810800000.0,-1,11790.31,11710.42
1597810800000.0,1597825200000.0,1,11710.42,11852.25
1598030700000.0,1598044800000.0,-1,11624.01,11554.94
1598052000000.0,1598056200000.0,-1,11463.04,11392.41
1598055000000.0,1598076300000.0,1,11433.41,11559.68
1598056200000.0,1598076300000.0,1,11392.41,11559.68
1598338800000.0,1598355300000.0,-1,11585.84,11491.73
1598355300000.0,1598361300000.0,-1,11491.73,11437.92
1598377800000.0,1598379000000.0,1,11143.39,11278.27
1598536200000.0,1598545500000.0,-1,11279.32,11216.79
1598545500000.0,1598548500000.0,-1,11216.79,11150.0
1598548500000.0,1598555700000.0,1,11150.0,11282.32
1599030000000.0,1599038100000.0,-1,11756.52,11632.07
1599033300000.0,1599038100000.0,-1,11712.0,11632.07
1599038100000.0,1599043800000.0,-1,11632.07,11545.62
1599042600000.0,1599044700000.0,-1,11588.99,11431.47
1599043800000.0,1599044700000.0,-1,11545.62,11431.47
1599044700000.0,1599045300000.0,-1,11431.47,11328.9
1599045300000.0,1599045900000.0,1,11328.9,11432.88
1599134400000.0,1599135900000.0,-1,10995.62,10800.53
1599135300000.0,1599135900000.0,-1,10964.28,10800.53
1599135900000.0,1599145800000.0,-1,10800.53,10717.01
1599136200000.0,1599145800000.0,-1,10833.99,10717.01
1599174900000.0,1599175800000.0,-1,10187.98,10066.07
1599175800000.0,1599177600000.0,1,10066.07,10253.3
1599176100000.0,1599179700000.0,1,10128.03,10309.74
1599301200000.0,1599307500000.0,-1,10249.01,10077.7
1599304500000.0,1599307500000.0,-1,10203.57,10077.7
1599307500000.0,1599312000000.0,1,10077.7,10283.75
1599309000000.0,1599311100000.0,1,10009.87,10180.8
1599331500000.0,1599332100000.0,1,9900.32,10121.86
1599476700000.0,1599481800000.0,-1,10018.0,9898.57
1599478800000.0,1599481800000.0,-1,10016.26,9898.57
1599481800000.0,1599485100000.0,1,9898.57,10078.76
1600680900000.0,1600683600000.0,-1,10725.62,10652.5
1600681800000.0,1600685700000.0,-1,10696.27,10616.23
1600682400000.0,1600685700000.0,-1,10687.13,10616.23
1600683600000.0,1600687500000.0,-1,10652.5,10601.13
1600685700000.0,1600690200000.0,-1,10616.23,10536.98
1600887300000.0,1600891200000.0,-1,10286.61,10236.67
1600888200000.0,1600891200000.0,-1,10302.03,10236.67
1600888800000.0,1600891200000.0,-1,10288.97,10236.67
1600891200000.0,1600893600000.0,-1,10236.67,10171.99
1600893600000.0,1600906200000.0,1,10171.99,10291.65
1601335200000.0,1601418000000.0,1,10693.0,10848.33
1601568900000.0,1601570100000.0,-1,10544.94,10468.3
1601570100000.0,1601575500000.0,1,10468.3,10566.91
1602010200000.0,1602012900000.0,-1,10597.55,10556.95
1602010800000.0,1602091500000.0,1,10575.43,10658.99
1602011400000.0,1602091500000.0,1,10580.0,10658.99
1602012900000.0,1602078900000.0,1,10556.95,10638.0
1602496200000.0,1602508800000.0,1,11236.02,11391.51
1603469100000.0,1603470600000.0,-1,12828.46,12753.51
1603470600000.0,1603479900000.0,1,12753.51,12901.21
1603728900000.0,1603741200000.0,1,12885.0,13007.2
1603883100000.0,1603884000000.0,-1,13480.58,13411.4
1603884000000.0,1603885500000.0,-1,13411.4,13314.95
1603885500000.0,1603887600000.0,-1,13314.95,13249.76
1603967400000.0,1603977000000.0,1,13068.01,13192.0
1603973100000.0,1603977000000.0,1,13023.31,13192.0
1604036100000.0,1604037000000.0,-1,13290.64,13177.72
1604037000000.0,1604045100000.0,1,13177.72,13304.29
1604201100000.0,1604213700000.0,1,13645.0,13784.71
1604305800000.0,1604307000000.0,-1,13534.76,13443.64
1604306400000.0,1604315700000.0,-1,13497.29,13415.0
1604307000000.0,1604318100000.0,-1,13443.64,13367.75
1604474700000.0,1604490900000.0,1,13598.42,13799.99
1604476200000.0,1604490900000.0,1,13592.83,13799.99
1604654100000.0,1604656800000.0,1,15381.97,15575.96
1604693100000.0,1604694600000.0,1,15273.31,15500.0
1604761500000.0,1604773800000.0,-1,15237.28,15070.0
1604764200000.0,1604773800000.0,-1,15233.67,15070.0
1604774700000.0,1604775600000.0,1,14870.31,15043.83
1604776200000.0,1604777400000.0,-1,14790.0,14687.78
1604777400000.0,1604778600000.0,-1,14687.78,14518.22
1604777700000.0,1604778600000.0,-1,14614.27,14518.22
1605020400000.0,1605039600000.0,1,15149.98,15333.94
1605139500000.0,1605153600000.0,1,15529.59,15703.54
1605265200000.0,1605268500000.0,1,16127.01,16274.85
1605278700000.0,1605284100000.0,-1,16104.0,16002.0
1605284100000.0,1605285000000.0,1,16002.0,16164.51
1605340800000.0,1605342000000.0,-1,15987.19,15917.01
1605342000000.0,1605346200000.0,-1,15917.01,15827.8
1605373800000.0,1605375000000.0,1,15749.1,15900.31
1605468000000.0,1605480900000.0,1,15843.16,15988.99
1605474300000.0,1605478500000.0,1,15794.89,15916.6
1605581700000.0,1605596100000.0,1,16587.14,16728.28
1605650400000.0,1605654000000.0,1,17487.42,17659.94
1605707400000.0,1605710100000.0,-1,17823.6,17700.1
1605710100000.0,1605712200000.0,-1,17700.1,17469.81
1605711600000.0,1605712200000.0,-1,17635.01,17469.81
1605712200000.0,1605713700000.0,1,17469.81,17680.94
1605712800000.0,1605713400000.0,1,17402.0,17652.0
1605825300000.0,1605837300000.0,1,17812.5,18005.39
1605827400000.0,1605837300000.0,1,17770.29,18005.39
1605993600000.0,1606001100000.0,1,18566.4,18721.99
1606008600000.0,1606010700000.0,1,18426.79,18598.33
1606040700000.0,1606043700000.0,-1,18193.18,18068.82
1606042800000.0,1606044300000.0,-1,18132.71,17918.26
1606043700000.0,1606044300000.0,-1,18068.82,17918.26
1606044300000.0,1606045200000.0,-1,17918.26,17828.86
1606045200000.0,1606045800000.0,-1,17828.86,17719.22
1606045800000.0,1606046100000.0,1,17719.22,17925.2
1606091100000.0,1606092600000.0,-1,18293.8,18062.4
1606091700000.0,1606092600000.0,-1,18230.59,18062.4
1606092600000.0,1606093500000.0,1,18062.4,18247.11
1606143900000.0,1606148700000.0,-1,18360.0,18198.2
1606197600000.0,1606198500000.0,1,18111.6,18355.62
1606249500000.0,1606262700000.0,1,19027.01,19217.99
1606252500000.0,1606260900000.0,1,18974.72,19202.44
1606274700000.0,1606280100000.0,-1,18851.17,18708.57
1606278300000.0,1606286400000.0,1,18787.58,18997.0
1606280100000.0,1606283100000.0,1,18708.57,18904.53
1606320300000.0,1606323600000.0,-1,19068.17,18942.05
1606321500000.0,1606325100000.0,-1,19017.53,18911.62
1606335600000.0,1606337700000.0,1,18772.97,19020.91
1606345800000.0,1606346400000.0,1,18548.25,18752.02
1606358100000.0,1606359600000.0,-1,18435.9,18321.17
1606359000000.0,1606359600000.0,-1,18420.06,18321.17
1606359600000.0,1606359900000.0,-1,18321.17,18163.4
1606359900000.0,1606361100000.0,-1,18163.4,17501.8
1606361100000.0,1606362300000.0,1,17501.8,17828.91
1606361700000.0,1606362000000.0,1,17432.62,17703.27
1606378800000.0,1606379400000.0,-1,17075.29,16858.7
1606379400000.0,1606380000000.0,-1,16858.7,16630.24
1606379700000.0,1606380000000.0,-1,16775.0,16630.24
1606380000000.0,1606381200000.0,1,16630.24,17064.07
1606409100000.0,1606411200000.0,-1,16645.87,16313.69
1606409700000.0,1606411200000.0,-1,16523.78,16313.69
1606411200000.0,1606413000000.0,1,16313.69,16699.21
1606464000000.0,1606469700000.0,-1,16893.92,16695.54
1606464600000.0,1606469700000.0,-1,16870.0,16695.54
1606465200000.0,1606467000000.0,1,16840.0,17116.22
1606755600000.0,1606756800000.0,1,19086.7,19418.12
1606824900000.0,1606825500000.0,-1,19113.15,18696.03
1606825500000.0,1606826100000.0,1,18696.03,18962.5
1606825800000.0,1606827000000.0,-1,18808.0,18570.32
1606866600000.0,1606867500000.0,-1,18641.62,18494.85
1606867500000.0,1606867800000.0,1,18494.85,18775.73
1607076000000.0,1607076900000.0,-1,19111.36,18943.14
1607076900000.0,1607083800000.0,-1,18943.14,18768.99
1607077200000.0,1607082900000.0,-1,18960.0,18838.05
1607122200000.0,1607139000000.0,1,18673.97,18914.45
1607125500000.0,1607133900000.0,1,18587.94,18845.01
1607126700000.0,1607133900000.0,1,18579.59,18845.01
1607362800000.0,1607383500000.0,1,19009.82,19172.88
1607365200000.0,1607378700000.0,1,18984.41,19146.12
1607365500000.0,1607378700000.0,1,18959.43,19146.12
1607420100000.0,1607430600000.0,-1,18808.55,18684.05
1607420400000.0,1607430600000.0,-1,18813.15,18684.05
1607466900000.0,1607474400000.0,-1,18316.0,18178.22
1607468400000.0,1607474400000.0,-1,18348.24,18178.22
1607468700000.0,1607474400000.0,-1,18279.99,18178.22
1607499000000.0,1607502000000.0,-1,17941.05,17857.06
1607501100000.0,1607502300000.0,-1,17891.12,17660.48
1607502000000.0,1607502300000.0,-1,17857.06,17660.48
1607502300000.0,1607503800000.0,1,17660.48,18043.0
1607595900000.0,1607610300000.0,-1,18155.66,18053.36
1607612100000.0,1607614200000.0,1,17940.01,18135.04
1607680800000.0,1607685600000.0,-1,17688.25,17604.99
1607685600000.0,1607688300000.0,1,17604.99,17772.5
1607895900000.0,1607911800000.0,1,19042.16,19222.08
1608228300000.0,1608230100000.0,1,22840.7,23227.14
1608228900000.0,1608230100000.0,1,22768.38,23227.14
1608299400000.0,1608323400000.0,1,22595.2,22882.45
1608300000000.0,1608323400000.0,1,22535.18,22882.45
1608423000000.0,1608432300000.0,-1,23510.06,23326.39
1608423900000.0,1608435000000.0,-1,23399.23,23252.83
1608424200000.0,1608435000000.0,-1,23394.95,23252.83
1608501000000.0,1608501600000.0,-1,23396.87,23273.48
1608501600000.0,1608502500000.0,1,23273.48,23512.42
1608541500000.0,1608543300000.0,-1,23604.56,23446.0
1608543300000.0,1608544800000.0,-1,23446.0,23226.47
1608544800000.0,1608545400000.0,-1,23226.47,22815.47
1608545400000.0,1608548100000.0,-1,22815.47,22471.63
1608546000000.0,1608547500000.0,-1,22881.24,22744.59
1608546300000.0,1608548100000.0,-1,22839.1,22471.63
1608624300000.0,1608626100000.0,1,22425.6,22674.76
1608721500000.0,1608726300000.0,1,23084.92,23381.75
1608721800000.0,1608726300000.0,1,23124.67,23381.75
1608722100000.0,1608725400000.0,1,23028.5,23276.0
1608722400000.0,1608725400000.0,1,23014.8,23276.0
1608758400000.0,1608761100000.0,-1,23239.37,23031.13
1608761100000.0,1608761700000.0,-1,23031.13,22866.53
1608761700000.0,1608762600000.0,1,22866.53,23158.24
1608978000000.0,1608984900000.0,1,24670.01,24912.42
1609070700000.0,1609075800000.0,1,27062.5,27434.7
1609071000000.0,1609073400000.0,1,27000.0,27321.0
1609101900000.0,1609103100000.0,-1,26346.66,25960.03
1609102200000.0,1609103100000.0,-1,26244.51,25960.03
1609102800000.0,1609103100000.0,-1,26200.13,25960.03
1609103100000.0,1609104900000.0,1,25960.03,26428.43
1609193100000.0,1609195800000.0,1,26538.68,26917.48
1609213500000.0,1609218300000.0,-1,26473.39,26216.58
1609214400000.0,1609218900000.0,-1,26362.0,26056.0
1609218900000.0,1609220400000.0,1,26056.0,26476.6
1609258200000.0,1609263900000.0,1,26382.55,26694.02
1609318500000.0,1609321800000.0,1,27560.09,27912.0
1609376700000.0,1609378500000.0,1,28394.37,28752.61
1609418400000.0,1609419600000.0,-1,28693.2,28296.82
1609419300000.0,1609419600000.0,-1,28629.49,28296.82
1609419600000.0,1609420200000.0,-1,28296.82,28115.66
1609420200000.0,1609421400000.0,1,28115.66,28541.85
1609525800000.0,1609531500000.0,1,28902.07,29201.82
1609618800000.0,1609619400000.0,-1,32222.26,32020.44
1609619400000.0,1609620300000.0,-1,32020.44,31771.07
1609620300000.0,1609620900000.0,-1,31771.07,30912.0
1609620600000.0,1609620900000.0,-1,31692.43,30912.0
1609620900000.0,1609621200000.0,1,30912.0,31589.94
1609669200000.0,1609674300000.0,1,33788.72,34370.0
1609685400000.0,1609687200000.0,-1,33627.1,33405.31
1609687500000.0,1609688700000.0,1,33122.98,33605.27
1609692600000.0,1609694400000.0,1,32742.51,33129.95
1609693500000.0,1609694400000.0,1,32651.8,33129.95
1609719600000.0,1609724100000.0,1,32575.5,33334.84
1609744800000.0,1609745100000.0,1,31936.74,32433.0
1609745700000.0,1609750800000.0,-1,32092.2,31807.96
1609754700000.0,1609755300000.0,-1,29789.0,29031.46
1609755300000.0,1609756800000.0,1,29031.46,30116.37
1609755600000.0,1609756800000.0,1,29365.22,30116.37
1609818300000.0,1609819500000.0,-1,31483.18,30735.68
1609818600000.0,1609819500000.0,-1,31478.41,30735.68
1609819500000.0,1609820400000.0,1,30735.68,31282.03
1609921200000.0,1609924500000.0,-1,34240.88,33848.26
1609924500000.0,1609928400000.0,1,33848.26,34419.99
1610006700000.0,1610008500000.0,1,36562.0,37330.49
1610007600000.0,1610008500000.0,1,36561.02,37330.49
1610044800000.0,1610045100000.0,-1,38032.38,37625.27
1610045100000.0,1610045400000.0,1,37625.27,38466.5
1610069400000.0,1610071500000.0,-1,38168.4,37659.03
1610071500000.0,1610073000000.0,-1,37659.03,37255.88
1610072400000.0,1610073000000.0,-1,37628.51,37255.88
1610073000000.0,1610073600000.0,-1,37255.88,36690.89
1610073600000.0,1610073900000.0,1,36690.89,37424.51
1610119500000.0,1610119800000.0,-1,40533.61,39980.39
1610119800000.0,1610120400000.0,1,39980.39,40672.71
1610132100000.0,1610137800000.0,-1,39956.48,39455.35
1610138400000.0,1610142900000.0,1,39201.27,40144.36
1610172900000.0,1610176800000.0,1,38946.54,39610.99
1610210100000.0,1610212800000.0,1,40006.19,40609.68
1610274300000.0,1610277600000.0,-1,40104.49,39247.86
1610277600000.0,1610283900000.0,1,39247.86,39878.92
1610277900000.0,1610283900000.0,1,39341.54,39878.92
1610297400000.0,1610298900000.0,-1,39093.74,38835.5
1610298300000.0,1610299200000.0,-1,39060.09,38421.11
1610298900000.0,1610299200000.0,-1,38835.5,38421.11
1610299200000.0,1610300100000.0,-1,38421.11,37366.31
1610299500000.0,1610300100000.0,-1,38210.45,37366.31
1610299800000.0,1610300100000.0,-1,38212.5,37366.31
1610300100000.0,1610300700000.0,1,37366.31,38338.62
1610309100000.0,1610309400000.0,-1,37177.7,36880.4
