timestamp,btc_puell_multiple
1579431900000.0,1.5667
1579432800000.0,1.3061
1579434900000.0,1.1606
1579437300000.0,1.2386
1579441800000.0,1.0803
1579449900000.0,1.1996
1579459500000.0,1.2339
1579469400000.0,1.3298
1579472400000.0,1.3904
1579476000000.0,1.0704
1579481100000.0,1.2437
1579488900000.0,1.2855
1579501200000.0,1.425
1579512000000.0,1.5713
1579523100000.0,0.8666
1579527000000.0,1.2194
1579531500000.0,1.2326
1579537800000.0,1.4061
1579552800000.0,1.4465
1579561200000.0,1.2904
1579566300000.0,1.1023
1579583400000.0,1.2363
1579597200000.0,1.0098
1579610700000.0,1.3355
1579627500000.0,1.2023
1579635900000.0,1.2308
1579637400000.0,0.908
1579639500000.0,1.0992
1579642800000.0,1.3565
1579653300000.0,1.33
1579675500000.0,1.355
1579679100000.0,1.1145
1579683900000.0,1.171
1579692300000.0,1.4916
1579703400000.0,1.2078
1579712100000.0,1.1529
1579721100000.0,1.0969
1579741800000.0,1.3026
1579748700000.0,1.3891
1579758000000.0,1.47
1579764600000.0,1.2107
1579770000000.0,1.5411
1579773300000.0,1.1634
1579778400000.0,1.3912
1579781700000.0,1.3823
1579786200000.0,1.4524
1579790100000.0,1.3211
1579797900000.0,1.3759
1579804200000.0,1.5628
1579814700000.0,1.3627
1579824000000.0,1.0046
1579834800000.0,1.4212
1579845300000.0,1.5448
1579858200000.0,1.1276
1579863300000.0,1.2144
1579866000000.0,1.0743
1579869300000.0,1.222
1579875600000.0,1.5692
1579879800000.0,1.5188
1579885800000.0,1.4278
1579896000000.0,1.3503
1579903800000.0,1.136
1579912500000.0,1.5714
1579917300000.0,1.1586
1579926900000.0,1.3266
1579939200000.0,1.105
1579950000000.0,1.3266
1579962300000.0,1.6493
1579980600000.0,1.0722
1579991400000.0,1.3368
1579999500000.0,1.5624
1580016900000.0,1.1545
1580026800000.0,1.0729
1580031000000.0,1.5189
1580039700000.0,1.4214
1580051400000.0,1.4921
1580058600000.0,1.3334
1580064600000.0,1.3307
1580071200000.0,1.3953
1580082900000.0,0.9679
1580085600000.0,1.0489
1580094900000.0,1.0181
1580107200000.0,1.0136
1580115900000.0,1.2962
1580125800000.0,1.3542
1580127000000.0,1.078
1580132100000.0,1.5226
1580137800000.0,1.2633
1580142300000.0,0.7978
1580151300000.0,1.0684
1580153100000.0,1.741
1580155200000.0,1.1897
1580159700000.0,1.5459
1580166600000.0,1.2149
1580172000000.0,1.5069
1580173800000.0,1.2692
1580177700000.0,1.0075
1580185800000.0,1.1454
1580189400000.0,1.4366
1580194200000.0,1.3699
1580200500000.0,1.2207
1580205900000.0,1.3222
1580210700000.0,1.3984
1580214900000.0,1.2148
1580220900000.0,1.6468
1580222700000.0,1.1153
1580223900000.0,1.3678
1580227500000.0,0.9876
1580232000000.0,1.6039
1580235600000.0,1.4431
1580242500000.0,1.1316
1580248500000.0,1.0974
1580253600000.0,1.4275
1580254800000.0,1.3894
1580256000000.0,1.5411
1580258100000.0,1.2414
1580261100000.0,1.6269
1580266500000.0,0.9163
1580274300000.0,1.5025
1580282700000.0,1.3747
1580291700000.0,1.2326
1580294100000.0,1.2351
1580296200000.0,1.3559
1580299200000.0,1.5905
1580304600000.0,1.0542
1580312700000.0,1.1496
1580319000000.0,1.1082
1580327100000.0,1.4352
1580333100000.0,1.1788
1580342100000.0,1.3715
1580345700000.0,1.2311
1580357700000.0,1.3688
1580369400000.0,1.6273
1580375400000.0,1.2663
1580384400000.0,1.1287
1580391900000.0,1.2491
1580395500000.0,1.2481
1580401500000.0,1.7003
1580402100000.0,1.6965
1580403900000.0,1.3861
1580405100000.0,1.2583
1580406300000.0,1.5675
1580410200000.0,1.3209
1580415600000.0,1.3142
1580418600000.0,0.9083
1580427600000.0,1.3382
1580433300000.0,0.9847
1580438400000.0,1.4365
1580446500000.0,1.3096
1580450700000.0,1.0421
1580458200000.0,1.3761
1580467200000.0,1.4005
1580470500000.0,1.3355
1580475300000.0,0.9644
1580479200000.0,1.281
1580486400000.0,1.3565
1580491800000.0,1.3956
1580502000000.0,1.4641
1580511000000.0,1.7593
1580517600000.0,1.5467
1580523600000.0,1.3617
1580530800000.0,1.4951
1580541600000.0,1.3048
1580548800000.0,1.0646
1580557200000.0,1.2447
1580563500000.0,1.6253
1580571600000.0,1.0629
1580578200000.0,0.9128
1580592300000.0,1.2053
1580604300000.0,1.3342
1580610900000.0,1.1376
1580616600000.0,1.13
1580619600000.0,1.4137
1580625900000.0,1.3805
1580633400000.0,1.2192
1580638800000.0,0.7716
1580645100000.0,1.344
1580649600000.0,1.407
1580654700000.0,1.0416
1580661000000.0,1.3704
1580672100000.0,1.5665
1580682900000.0,0.9778
1580687400000.0,1.1577
1580691900000.0,1.2594
1580694000000.0,1.0934
1580695500000.0,1.4528
1580699100000.0,1.4961
1580706300000.0,1.3526
1580717400000.0,1.2805
1580725500000.0,1.7454
1580731200000.0,1.0562
1580740500000.0,1.0099
1580745300000.0,1.356
1580748600000.0,1.1346
1580754000000.0,1.1065
1580763300000.0,1.2308
1580775300000.0,1.1258
1580781600000.0,1.1447
1580792100000.0,1.7199
1580798700000.0,1.2362
1580806500000.0,1.196
1580809800000.0,1.2569
1580814600000.0,1.2351
1580816400000.0,1.765
1580820000000.0,1.2009
1580823600000.0,1.0774
1580829300000.0,1.1662
1580836200000.0,1.2459
1580847900000.0,1.6604
1580862900000.0,1.4482
1580872500000.0,1.5466
1580882400000.0,1.1514
1580889900000.0,1.2237
1580898600000.0,1.4145
1580900700000.0,1.0726
1580904300000.0,1.1522
1580905200000.0,1.7122
1580910000000.0,1.2488
1580913900000.0,1.2661
1580918700000.0,1.5759
1580920500000.0,1.1931
1580924700000.0,1.5631
1580926800000.0,1.3978
1580927400000.0,1.1472
1580929800000.0,1.2276
1580933400000.0,1.1852
1580939700000.0,1.0284
1580944800000.0,1.5321
1580948400000.0,1.4371
1580952300000.0,1.1366
1580959500000.0,1.378
1580967000000.0,1.2218
1580974200000.0,1.5446
1580978400000.0,0.9441
1580986200000.0,1.2218
1580991300000.0,1.541
1580993700000.0,1.5628
1580995800000.0,1.451
1580997000000.0,1.2061
1580998800000.0,1.282
1581001200000.0,1.5926
1581004200000.0,1.5404
1581008700000.0,1.0224
1581013500000.0,1.2475
1581021300000.0,1.2219
1581029400000.0,1.0268
1581034200000.0,1.3831
1581040200000.0,1.121
1581045900000.0,1.5103
1581054000000.0,1.4775
1581062700000.0,1.4754
1581070800000.0,1.6422
1581076200000.0,1.4885
1581079500000.0,1.3895
1581086100000.0,1.5263
1581092100000.0,1.4953
1581103800000.0,1.4199
1581115500000.0,1.6359
1581126900000.0,1.7541
1581132000000.0,1.6622
1581139200000.0,1.4101
1581150000000.0,1.2267
1581156300000.0,1.0475
1581161100000.0,1.6595
1581169500000.0,1.4942
1581173100000.0,1.7451
1581179100000.0,1.6072
1581185100000.0,1.8116
1581196500000.0,1.3552
1581199800000.0,1.177
1581208800000.0,1.5945
1581216900000.0,1.5595
1581219000000.0,1.6615
1581221700000.0,1.4347
1581227400000.0,1.3361
1581234600000.0,1.3992
1581239700000.0,1.4968
1581245400000.0,1.4588
1581252000000.0,1.3824
1581260100000.0,0.9062
1581263100000.0,1.509
1581269100000.0,1.5678
1581280200000.0,1.5489
1581290700000.0,1.2164
1581295500000.0,1.1119
1581300900000.0,1.5405
1581306600000.0,1.1706
1581312900000.0,1.6056
1581314400000.0,1.6636
1581315300000.0,0.9798
1581317400000.0,0.9311
1581321900000.0,1.4433
1581325200000.0,1.5058
1581327300000.0,1.501
1581332400000.0,1.105
1581336900000.0,1.35
1581343800000.0,1.2081
1581348900000.0,1.6941
1581354000000.0,0.8288
1581363900000.0,1.659
1581376500000.0,1.4886
1581381300000.0,1.0367
1581384900000.0,1.5063
1581392700000.0,1.467
1581400200000.0,1.3179
1581410400000.0,1.4002
1581417600000.0,1.2791
1581424200000.0,1.6639
1581429600000.0,1.2997
1581434700000.0,1.195
1581435600000.0,1.4539
1581436200000.0,1.2997
1581437100000.0,1.4836
1581438000000.0,1.5068
1581441300000.0,0.9805
1581445500000.0,1.6714
1581450900000.0,1.1415
1581459900000.0,1.547
1581466200000.0,1.5298
1581469800000.0,1.1354
1581476700000.0,1.4056
1581486000000.0,1.4474
1581490800000.0,1.4093
1581493800000.0,1.5998
1581496200000.0,1.1804
1581499200000.0,1.6989
1581505800000.0,1.8098
1581511500000.0,1.4072
1581516900000.0,1.5918
1581520500000.0,1.5014
1581525600000.0,1.6477
1581534300000.0,1.3972
1581542100000.0,1.5856
1581550500000.0,1.5051
1581559200000.0,1.1838
1581564900000.0,1.8357
1581573300000.0,1.545
1581578400000.0,1.4233
1581581400000.0,1.5197
1581582000000.0,1.2333
1581584700000.0,1.5129
1581586500000.0,1.0603
1581590100000.0,1.2088
1581594600000.0,1.1012
1581599100000.0,1.4794
1581601200000.0,1.2845
1581602400000.0,1.5102
1581603000000.0,1.1906
1581605100000.0,0.9491
1581609600000.0,1.4572
1581613200000.0,1.2551
1581618000000.0,1.2986
1581627600000.0,1.0393
1581639300000.0,1.4699
1581646500000.0,1.2414
1581654600000.0,1.2737
1581661500000.0,1.5056
1581668100000.0,1.5609
1581675300000.0,1.499
1581678000000.0,1.6647
1581684300000.0,1.6354
1581690900000.0,1.1756
1581694800000.0,1.4269
1581702300000.0,1.6513
1581707100000.0,1.391
1581715500000.0,1.3805
1581725700000.0,1.2398
1581732600000.0,1.3817
1581741600000.0,1.4985
1581751500000.0,1.1948
1581761100000.0,1.3969
1581772200000.0,1.4002
1581781800000.0,1.5105
1581782100000.0,1.5745
1581782700000.0,1.391
1581784200000.0,1.3353
1581785100000.0,1.3745
1581788400000.0,0.7385
1581790800000.0,1.4545
1581798900000.0,1.0532
1581813600000.0,0.9998
1581822000000.0,1.4549
1581831600000.0,1.1826
1581843000000.0,1.322
1581852300000.0,1.2033
1581860100000.0,0.8578
1581867000000.0,1.2953
1581870000000.0,1.4165
1581872100000.0,1.2164
1581874800000.0,1.3978
1581882000000.0,1.5773
1581891900000.0,1.2089
1581896400000.0,1.134
1581900300000.0,1.1865
1581907500000.0,1.3137
1581913500000.0,1.4087
1581918600000.0,0.8743
1581927300000.0,1.3329
1581934500000.0,1.6185
1581938100000.0,1.1021
1581939600000.0,1.3289
1581942000000.0,1.0489
1581946800000.0,1.3101
1581949200000.0,1.2841
1581951300000.0,1.1615
1581954000000.0,1.1198
1581957000000.0,1.1472
1581960600000.0,1.2133
1581967800000.0,1.4171
1581976200000.0,1.2972
1581986100000.0,1.2396
1581996300000.0,1.0974
1582005600000.0,1.1215
1582016100000.0,1.537
1582021200000.0,1.3403
1582028400000.0,0.8122
1582033500000.0,0.8795
1582039200000.0,1.5412
1582041300000.0,1.1807
1582045200000.0,1.3421
1582049100000.0,1.2508
1582052400000.0,1.1424
1582057800000.0,1.3732
1582060200000.0,1.1896
1582062600000.0,1.7294
1582067100000.0,1.0475
1582072500000.0,0.8225
1582080900000.0,1.8426
1582090200000.0,1.5372
1582098900000.0,1.1255
1582104300000.0,1.103
1582113600000.0,1.3327
1582116900000.0,1.3924
1582131000000.0,1.4042
1582134300000.0,1.5141
1582141200000.0,1.0368
1582146000000.0,1.3859
1582148400000.0,0.8761
1582149000000.0,1.1249
1582149300000.0,1.0024
1582150200000.0,1.2686
1582152000000.0,1.4139
1582156800000.0,1.2864
1582164300000.0,1.3122
1582170000000.0,1.1923
1582182000000.0,1.3285
1582191000000.0,1.0975
1582198500000.0,0.8624
1582205700000.0,1.4147
1582212600000.0,1.1708
1582216800000.0,1.1924
1582217700000.0,1.2328
1582219800000.0,1.1868
1582224000000.0,1.3622
1582235400000.0,1.1415
1582246800000.0,1.3769
1582256100000.0,1.4357
1582263300000.0,1.4722
1582274400000.0,1.1065
1582285200000.0,1.229
1582292700000.0,1.1518
1582302000000.0,1.1944
1582314300000.0,1.5711
1582317900000.0,1.0846
1582328100000.0,1.2213
1582343100000.0,1.1464
1582353300000.0,1.0575
1582368900000.0,1.3037
1582384800000.0,1.4743
1582398300000.0,1.4981
1582422600000.0,1.2331
1582430700000.0,0.9932
1582435500000.0,1.4769
1582446000000.0,1.1804
1582454100000.0,1.2416
1582459200000.0,0.9328
1582468500000.0,1.3287
1582482600000.0,0.9497
1582499100000.0,1.028
1582503300000.0,1.3851
1582508400000.0,0.9795
1582512000000.0,1.6115
1582515000000.0,0.9848
1582526100000.0,1.3141
1582531800000.0,1.0628
1582540800000.0,1.0281
1582547700000.0,1.0835
1582555200000.0,1.5794
1582559400000.0,0.971
1582563600000.0,1.5952
1582567500000.0,1.1188
1582570800000.0,1.2356
1582577400000.0,1.0958
1582588200000.0,0.8759
1582600200000.0,1.2369
1582610400000.0,1.5505
1582617900000.0,1.2588
1582625100000.0,1.2094
1582632000000.0,1.1923
1582637100000.0,0.6941
1582640700000.0,0.9275
1582642200000.0,1.0531
1582646100000.0,0.9784
1582648200000.0,1.0313
1582650900000.0,0.5707
1582656900000.0,1.3026
1582663500000.0,1.1362
1582666200000.0,1.2061
1582675200000.0,1.0828
1582680600000.0,1.0601
1582683600000.0,1.2064
1582687800000.0,0.9647
1582695000000.0,1.1085
1582701900000.0,1.1724
1582707300000.0,0.9818
1582711800000.0,0.8895
1582719000000.0,0.9013
1582720800000.0,1.1622
1582724400000.0,1.1803
1582725900000.0,0.9004
1582727400000.0,0.8201
1582730100000.0,0.6118
1582733400000.0,0.9028
1582734300000.0,1.0495
1582735800000.0,0.8887
1582737000000.0,1.1155
1582740300000.0,0.7305
1582744500000.0,0.623
1582752000000.0,1.1016
1582759200000.0,1.0568
1582763700000.0,0.9303
1582765800000.0,1.0067
1582768500000.0,1.1663
1582774200000.0,0.8364
1582781100000.0,1.0261
1582787700000.0,0.7386
1582794900000.0,0.8542
1582801200000.0,0.7359
1582806300000.0,0.5354
1582808400000.0,0.4947
1582814100000.0,1.0698
1582819800000.0,0.8838
1582823700000.0,0.5341
1582830900000.0,0.7635
1582839600000.0,0.7447
1582843200000.0,0.9342
1582848300000.0,0.8391
1582856100000.0,1.2214
1582868700000.0,1.1482
1582876800000.0,0.7784
1582882500000.0,0.8227
1582884300000.0,1.0323
1582887600000.0,0.8887
1582892100000.0,1.0267
1582894200000.0,0.9703
1582896000000.0,0.9275
1582899900000.0,0.9668
1582904100000.0,1.5176
1582909500000.0,0.8637
1582914600000.0,0.4986
1582921200000.0,0.8898
1582929900000.0,0.6756
1582936200000.0,0.6604
1582947900000.0,1.0365
1582958700000.0,0.8871
1582970400000.0,1.0459
1582977300000.0,0.9573
1582986000000.0,1.3462
1582991700000.0,1.2842
1583002200000.0,1.142
1583018100000.0,0.8752
1583022900000.0,0.8368
1583028300000.0,0.9354
1583037000000.0,0.7417
1583047200000.0,0.5189
1583054700000.0,0.5456
1583064000000.0,1.2974
1583065500000.0,0.9099
1583067900000.0,0.8652
1583073600000.0,0.801
1583080500000.0,0.9441
1583083500000.0,0.5464
1583089500000.0,0.9577
1583093400000.0,0.964
1583102100000.0,1.1764
1583108700000.0,0.9354
1583117700000.0,0.6497
1583127000000.0,1.6604
1583133900000.0,0.8351
1583142300000.0,0.8491
1583146800000.0,0.9269
1583153100000.0,0.6019
1583156400000.0,1.0388
1583159700000.0,1.0863
1583163600000.0,1.2373
1583168700000.0,1.082
1583175000000.0,1.0259
1583184000000.0,1.2567
1583190600000.0,1.0672
1583196900000.0,0.9044
1583208000000.0,0.9105
1583218800000.0,1.0645
1583223900000.0,1.4272
1583230800000.0,1.2587
1583237100000.0,1.3626
1583241000000.0,0.7017
1583246400000.0,1.0465
1583248200000.0,1.2326
1583249100000.0,1.0551
1583253000000.0,0.9805
1583260800000.0,0.7374
1583271600000.0,1.3802
1583283900000.0,1.0366
1583294400000.0,1.1546
1583305800000.0,1.0303
1583316000000.0,1.0182
1583322900000.0,1.1504
1583332200000.0,0.8772
1583335500000.0,0.6415
1583341500000.0,1.0141
1583355000000.0,1.0637
1583368500000.0,1.1373
1583371200000.0,0.7325
1583376900000.0,0.828
1583382600000.0,0.9248
1583391300000.0,1.3152
1583400600000.0,0.9897
1583403900000.0,0.7664
1583408700000.0,1.1062
1583414100000.0,0.9989
1583420700000.0,0.7505
1583426700000.0,0.8173
1583436900000.0,1.0984
1583441700000.0,1.0416
1583451300000.0,0.69
1583456700000.0,1.322
1583467500000.0,1.0894
1583475000000.0,1.6263
1583482800000.0,1.038
1583492100000.0,0.8367
1583497500000.0,1.0142
1583504100000.0,1.2922
1583510700000.0,1.4542
1583523300000.0,0.774
1583536800000.0,0.9222
1583547000000.0,1.6125
1583561700000.0,1.2318
1583575200000.0,1.2415
1583584800000.0,1.1545
1583597100000.0,1.2073
1583599500000.0,1.2596
1583600700000.0,0.9636
1583603700000.0,1.1494
1583606400000.0,1.0967
1583616900000.0,1.2196
1583627100000.0,1.1262
1583632800000.0,1.0553
1583644800000.0,1.0481
1583658600000.0,0.898
1583667000000.0,1.1538
1583673300000.0,0.9996
1583678100000.0,1.055
1583680500000.0,0.9954
1583681700000.0,0.7666
1583682600000.0,0.9626
1583684400000.0,0.8243
1583685000000.0,1.0351
1583686200000.0,0.5294
1583689200000.0,0.7827
1583694900000.0,0.9853
1583704800000.0,0.9419
1583709000000.0,0.6056
1583711400000.0,1.1436
1583712600000.0,0.5092
1583717100000.0,0.7827
1583723700000.0,1.2297
1583727300000.0,0.7078
1583728500000.0,0.5792
1583731500000.0,0.7169
1583732400000.0,0.9692
1583733600000.0,0.8447
1583736300000.0,0.8591
1583741400000.0,0.9415
1583748000000.0,0.6741
1583752500000.0,0.8518
1583755800000.0,0.9959
1583759100000.0,0.7602
1583762100000.0,0.7857
1583764200000.0,0.9785
1583766900000.0,0.359
1583768700000.0,1.0149
1583770800000.0,0.6709
1583772600000.0,1.0986
1583776500000.0,0.9658
1583781900000.0,0.7587
1583786100000.0,1.2348
1583795400000.0,0.9332
1583802000000.0,0.6263
1583809500000.0,0.7693
1583819700000.0,1.0366
1583828100000.0,0.9343
1583836200000.0,0.9265
1583837700000.0,0.8962
1583840100000.0,1.1059
1583844300000.0,0.9288
1583847900000.0,0.8899
1583851800000.0,1.2739
1583854500000.0,0.9139
1583855100000.0,1.0212
1583856300000.0,0.8987
1583860500000.0,0.6994
1583865300000.0,1.0383
1583870700000.0,1.2285
1583875500000.0,0.7152
1583880600000.0,0.8293
1583884500000.0,1.0195
1583893800000.0,1.0741
1583905200000.0,0.8289
1583912100000.0,0.7703
1583916000000.0,1.2148
1583922600000.0,0.5919
1583928300000.0,0.8234
1583934300000.0,1.0679
1583940600000.0,1.0882
1583943600000.0,1.0894
1583946900000.0,0.8655
1583949600000.0,1.3602
1583951700000.0,1.0531
1583954100000.0,0.765
1583958600000.0,0.9289
1583966100000.0,0.9064
1583968800000.0,0.8135
1583975400000.0,0.9788
1583978400000.0,0.5859
1583979900000.0,0.7035
1583982300000.0,0.9459
1583986800000.0,1.0283
1583991300000.0,1.1075
1583995200000.0,1.0996
1583997300000.0,1.0032
1583998500000.0,1.1379
1584001200000.0,0.8837
1584003900000.0,0.7206
1584008400000.0,0.877
1584009300000.0,0.5709
1584009600000.0,0.5005
1584009900000.0,0.5735
1584010200000.0,0.6241
1584010800000.0,0.5179
1584011400000.0,0.6096
1584012600000.0,0.8066
1584013800000.0,0.7646
1584015000000.0,0.6044
1584016500000.0,0.7286
1584018300000.0,0.3645
1584020400000.0,0.5351
1584021900000.0,0.7081
1584024000000.0,0.9096
1584026400000.0,0.4264
1584029700000.0,0.5312
1584033000000.0,0.5721
1584036900000.0,0.7648
1584042000000.0,0.8488
1584045300000.0,0.5389
1584046800000.0,0.8098
1584049500000.0,0.2839
1584051300000.0,0.8258
1584054600000.0,-0.1143
1584055500000.0,0.1608
1584055800000.0,0.3983
1584056400000.0,0.4271
1584057000000.0,0.1159
1584057900000.0,0.3025
1584059400000.0,0.3816
1584061200000.0,0.3626
1584063600000.0,-0.3303
1584064800000.0,0.0323
1584066000000.0,0.4249
1584067200000.0,0.2111
1584068100000.0,0.7853
1584069600000.0,0.4218
1584070500000.0,0.2205
1584071700000.0,0.2313
1584073800000.0,0.3153
1584075900000.0,0.3821
1584077400000.0,0.4089
1584079800000.0,0.2205
1584082500000.0,0.2278
1584085200000.0,0.3436
1584087000000.0,0.5641
1584088800000.0,0.6105
1584092700000.0,0.6537
1584094500000.0,0.6584
1584097500000.0,0.6091
1584099600000.0,0.4826
1584102600000.0,0.3533
1584105000000.0,0.424
1584106500000.0,0.8744
1584107400000.0,0.917
1584109200000.0,0.4553
1584111000000.0,0.3666
1584111900000.0,0.3598
1584113400000.0,0.4659
1584114600000.0,0.3619
1584115500000.0,0.542
1584117600000.0,0.6831
1584120000000.0,0.594
1584123300000.0,0.3168
1584125700000.0,0.7215
1584128100000.0,0.2939
1584129300000.0,0.3821
1584131100000.0,0.5096
1584135300000.0,0.4697
1584139500000.0,0.6709
1584143100000.0,0.3094
1584146700000.0,0.8828
1584151200000.0,0.4866
1584156000000.0,0.4662
1584161100000.0,0.4591
1584167700000.0,0.4133
1584173700000.0,0.3233
1584178800000.0,0.3053
1584183000000.0,0.4626
1584187800000.0,0.1988
1584193800000.0,0.4905
1584199800000.0,0.9493
1584203700000.0,0.3374
1584211200000.0,0.3227
1584219000000.0,0.3977
1584225900000.0,0.779
1584228300000.0,0.3252
1584231600000.0,0.4412
1584237300000.0,0.4176
1584247800000.0,0.422
1584258600000.0,0.626
1584267900000.0,0.2173
1584272400000.0,0.2644
1584275400000.0,0.4288
