timestamp,stablecoin_exchange_supply_ratio
1578490500000.0,20.067
1578492900000.0,20.0682
1578496200000.0,20.0681
1578499500000.0,20.0646
1578501300000.0,20.0548
1578501900000.0,20.0562
1578503400000.0,20.056
1578505500000.0,20.0534
1578511800000.0,20.0455
1578514200000.0,20.0503
1578516600000.0,20.0511
1578521100000.0,20.0532
1578527700000.0,20.0479
1578531600000.0,20.0488
1578541200000.0,20.0454
1578550500000.0,20.0469
1578558000000.0,20.0431
1578563700000.0,20.0424
1578569400000.0,20.0459
1578576000000.0,20.0446
1578584700000.0,20.0394
1578588900000.0,20.0379
1578593700000.0,20.0454
1578600000000.0,20.039
1578603300000.0,20.0391
1578605700000.0,20.0393
1578613200000.0,20.0386
1578624900000.0,20.0343
1578636000000.0,20.0346
1578643200000.0,20.0332
1578648900000.0,20.0355
1578653400000.0,20.0394
1578656400000.0,20.0431
1578660600000.0,20.0442
1578664200000.0,20.048
1578667200000.0,20.053
1578669600000.0,20.0576
1578672300000.0,20.0513
1578673800000.0,20.0477
1578676500000.0,20.053
1578679800000.0,20.0548
1578682200000.0,20.052
1578684600000.0,20.055
1578689700000.0,20.0538
1578693600000.0,20.0603
1578700200000.0,20.0613
1578704400000.0,20.062
1578708900000.0,20.0587
1578716700000.0,20.0565
1578724200000.0,20.0539
1578730200000.0,20.0558
1578738600000.0,20.054
1578745500000.0,20.0557
1578753900000.0,20.0587
1578760500000.0,20.0594
1578765900000.0,20.0633
1578778800000.0,20.057
1578780000000.0,20.0541
1578784500000.0,20.0521
1578789300000.0,20.0558
1578800100000.0,20.0563
1578814500000.0,20.0582
1578825300000.0,20.0603
1578838200000.0,20.0569
1578848700000.0,20.058
1578850500000.0,20.0594
1578860700000.0,20.0619
1578873600000.0,20.0567
1578886500000.0,20.0549
1578901200000.0,20.0553
1578916800000.0,20.0555
1578930900000.0,20.0591
1578948300000.0,20.0595
1578961800000.0,20.0679
1578963300000.0,20.0719
1578964800000.0,20.0763
1578966600000.0,20.075
1578971100000.0,20.0828
1578974700000.0,20.0821
1578978600000.0,20.0822
1578985800000.0,20.0831
1578995100000.0,20.0825
1579002000000.0,20.0809
1579005600000.0,20.0828
1579008900000.0,20.09
1579011600000.0,20.0908
1579012800000.0,20.0916
1579015500000.0,20.0845
1579017900000.0,20.088
1579020300000.0,20.0931
1579021800000.0,20.0977
1579024200000.0,20.0989
1579026600000.0,20.0958
1579029000000.0,20.0918
1579035900000.0,20.0982
1579044300000.0,20.0951
1579046700000.0,20.1008
1579048800000.0,20.0976
1579052100000.0,20.0956
1579058700000.0,20.0886
1579062300000.0,20.0875
1579065300000.0,20.0914
1579071600000.0,20.0901
1579079100000.0,20.0947
1579083600000.0,20.0966
1579088400000.0,20.0964
1579093200000.0,20.1033
1579096800000.0,20.0987
1579098000000.0,20.1
1579100700000.0,20.0973
1579103400000.0,20.0979
1579105200000.0,20.0975
1579110300000.0,20.0966
1579116300000.0,20.0999
1579122300000.0,20.1007
1579129800000.0,20.0957
1579134300000.0,20.0904
1579137900000.0,20.0905
1579141800000.0,20.0885
1579147500000.0,20.0924
1579155600000.0,20.093
1579163100000.0,20.0883
1579169400000.0,20.0927
1579175100000.0,20.0948
1579178700000.0,20.0918
1579182900000.0,20.092
1579189200000.0,20.0901
1579194300000.0,20.0924
1579202100000.0,20.0913
1579209900000.0,20.0925
1579221300000.0,20.0965
1579229700000.0,20.0985
1579233900000.0,20.1019
1579240200000.0,20.1067
1579242000000.0,20.103
1579244700000.0,20.1084
1579248900000.0,20.1082
1579253400000.0,20.1063
1579256700000.0,20.1047
1579261800000.0,20.1008
1579264200000.0,20.1
1579270200000.0,20.1002
1579275300000.0,20.1036
1579280100000.0,20.1038
1579286400000.0,20.1021
1579290900000.0,20.1047
1579298700000.0,20.106
1579307100000.0,20.1051
1579313700000.0,20.1015
1579323000000.0,20.1017
1579331100000.0,20.1034
1579340100000.0,20.1035
1579350600000.0,20.106
1579358700000.0,20.1049
1579364400000.0,20.1037
1579371000000.0,20.1055
1579385400000.0,20.1054
1579393500000.0,20.1124
1579395900000.0,20.1173
1579397700000.0,20.1181
1579400700000.0,20.117
1579407000000.0,20.1147
1579416600000.0,20.1149
1579422900000.0,20.1127
1579431300000.0,20.0919
1579431900000.0,20.0913
1579432800000.0,20.092
1579434900000.0,20.0879
1579437300000.0,20.0891
1579441800000.0,20.0901
1579449900000.0,20.0892
1579459500000.0,20.0946
1579469400000.0,20.0865
1579472400000.0,20.0902
1579476000000.0,20.0913
1579481100000.0,20.09
1579488900000.0,20.091
1579501200000.0,20.0904
1579512000000.0,20.0866
1579523100000.0,20.0844
1579527000000.0,20.0897
1579531500000.0,20.0907
1579537800000.0,20.0904
1579552800000.0,20.09
1579561200000.0,20.0892
1579566300000.0,20.091
1579583400000.0,20.0901
1579597200000.0,20.0895
1579610700000.0,20.0895
1579627500000.0,20.0841
1579635900000.0,20.09
1579637400000.0,20.0928
1579639500000.0,20.0943
1579642800000.0,20.0952
1579653300000.0,20.0954
1579675500000.0,20.0938
1579679100000.0,20.0903
1579683900000.0,20.09
1579692300000.0,20.0898
1579703400000.0,20.0918
1579712100000.0,20.0895
1579721100000.0,20.0894
1579741800000.0,20.0871
1579748700000.0,20.0835
1579758000000.0,20.0861
1579764600000.0,20.0815
1579770000000.0,20.0785
1579773300000.0,20.0777
1579778400000.0,20.0791
1579781700000.0,20.0751
1579786200000.0,20.0728
1579790100000.0,20.0723
1579797900000.0,20.0714
1579804200000.0,20.0764
1579814700000.0,20.0753
1579824000000.0,20.0693
1579834800000.0,20.0706
1579845300000.0,20.0696
1579858200000.0,20.0661
1579863300000.0,20.0737
1579866000000.0,20.0759
1579869300000.0,20.0779
1579875600000.0,20.0803
1579879800000.0,20.0788
1579885800000.0,20.0809
1579896000000.0,20.0783
1579903800000.0,20.0726
1579912500000.0,20.0673
1579917300000.0,20.0695
1579926900000.0,20.0699
1579939200000.0,20.0707
1579950000000.0,20.0714
1579962300000.0,20.0717
1579980600000.0,20.0755
1579991400000.0,20.0699
1579999500000.0,20.0741
1580016900000.0,20.0749
1580026800000.0,20.0752
1580031000000.0,20.0784
1580039700000.0,20.0791
1580051400000.0,20.0853
1580058600000.0,20.0856
1580064600000.0,20.0866
1580071200000.0,20.0862
1580082900000.0,20.0902
1580085600000.0,20.0893
1580094900000.0,20.0893
1580107200000.0,20.0872
1580115900000.0,20.0912
1580125800000.0,20.0939
1580127000000.0,20.0958
1580132100000.0,20.0966
1580137800000.0,20.0975
1580142300000.0,20.0981
1580151300000.0,20.106
1580153100000.0,20.1055
1580155200000.0,20.1069
1580159700000.0,20.1044
1580166600000.0,20.1123
1580172000000.0,20.1158
1580173800000.0,20.1163
1580177700000.0,20.1161
1580185800000.0,20.1092
1580189400000.0,20.1119
1580194200000.0,20.1095
1580200500000.0,20.1074
1580205900000.0,20.1139
1580210700000.0,20.1109
1580214900000.0,20.1181
1580220900000.0,20.1158
1580222700000.0,20.1106
1580223900000.0,20.1098
1580227500000.0,20.1062
1580232000000.0,20.1102
1580235600000.0,20.1135
1580242500000.0,20.114
1580248500000.0,20.1176
1580253600000.0,20.1295
1580254800000.0,20.1309
1580256000000.0,20.1296
1580258100000.0,20.1285
1580261100000.0,20.1286
1580266500000.0,20.1278
1580274300000.0,20.1286
1580282700000.0,20.128
1580291700000.0,20.1297
1580294100000.0,20.1261
1580296200000.0,20.1263
1580299200000.0,20.1256
1580304600000.0,20.1256
1580312700000.0,20.1297
1580319000000.0,20.131
1580327100000.0,20.1288
1580333100000.0,20.1262
1580342100000.0,20.1248
1580345700000.0,20.1278
1580357700000.0,20.1295
1580369400000.0,20.129
1580375400000.0,20.1288
1580384400000.0,20.1307
1580391900000.0,20.1287
1580395500000.0,20.1332
1580401500000.0,20.1253
1580402100000.0,20.1312
1580403900000.0,20.1352
1580405100000.0,20.1343
1580406300000.0,20.1367
1580410200000.0,20.138
1580415600000.0,20.1398
1580418600000.0,20.137
1580427600000.0,20.1365
1580433300000.0,20.1335
1580438400000.0,20.1323
1580446500000.0,20.1283
1580450700000.0,20.1287
1580458200000.0,20.1305
1580467200000.0,20.1277
1580470500000.0,20.1253
1580475300000.0,20.1245
1580479200000.0,20.1281
1580486400000.0,20.1268
1580491800000.0,20.128
1580502000000.0,20.1326
1580511000000.0,20.1302
1580517600000.0,20.1341
1580523600000.0,20.1335
1580530800000.0,20.1336
1580541600000.0,20.1296
1580548800000.0,20.1288
1580557200000.0,20.1293
1580563500000.0,20.1297
1580571600000.0,20.1323
1580578200000.0,20.1299
1580592300000.0,20.1293
1580604300000.0,20.1236
1580610900000.0,20.1221
1580616600000.0,20.1271
1580619600000.0,20.1299
1580625900000.0,20.1301
1580633400000.0,20.1327
1580638800000.0,20.1337
1580645100000.0,20.1325
1580649600000.0,20.1336
1580654700000.0,20.1333
1580661000000.0,20.1341
1580672100000.0,20.1307
1580682900000.0,20.1286
1580687400000.0,20.132
1580691900000.0,20.1397
1580694000000.0,20.1304
1580695500000.0,20.1304
1580699100000.0,20.1315
1580706300000.0,20.1292
1580717400000.0,20.1274
1580725500000.0,20.1287
1580731200000.0,20.1286
1580740500000.0,20.1256
1580745300000.0,20.1257
1580748600000.0,20.1247
1580754000000.0,20.127
1580763300000.0,20.1279
1580775300000.0,20.1249
1580781600000.0,20.1245
1580792100000.0,20.1241
1580798700000.0,20.1229
1580806500000.0,20.1197
1580809800000.0,20.1201
1580814600000.0,20.1228
1580816400000.0,20.1168
1580820000000.0,20.1172
1580823600000.0,20.1216
1580829300000.0,20.1208
1580836200000.0,20.1188
1580847900000.0,20.1214
1580862900000.0,20.1214
1580872500000.0,20.1245
1580882400000.0,20.1236
1580889900000.0,20.1274
1580898600000.0,20.1302
1580900700000.0,20.1332
1580904300000.0,20.1352
1580905200000.0,20.1335
1580910000000.0,20.1339
1580913900000.0,20.1373
1580918700000.0,20.1384
1580920500000.0,20.1396
1580924700000.0,20.1472
1580926800000.0,20.1448
1580927400000.0,20.1457
1580929800000.0,20.1464
1580933400000.0,20.1469
1580939700000.0,20.1457
1580944800000.0,20.141
1580948400000.0,20.1422
1580952300000.0,20.1415
1580959500000.0,20.1453
1580967000000.0,20.1462
1580974200000.0,20.1443
1580978400000.0,20.1456
1580986200000.0,20.1486
1580991300000.0,20.1528
1580993700000.0,20.1529
1580995800000.0,20.1481
1580997000000.0,20.1503
1580998800000.0,20.1538
1581001200000.0,20.1521
1581004200000.0,20.151
1581008700000.0,20.1487
1581013500000.0,20.1515
1581021300000.0,20.1475
1581029400000.0,20.153
1581034200000.0,20.1522
1581040200000.0,20.152
1581045900000.0,20.1507
1581054000000.0,20.1527
1581062700000.0,20.1535
1581070800000.0,20.1533
1581076200000.0,20.1492
1581079500000.0,20.1528
1581086100000.0,20.1535
1581092100000.0,20.1512
1581103800000.0,20.1527
1581115500000.0,20.1517
1581126900000.0,20.1472
1581132000000.0,20.1497
1581139200000.0,20.1515
1581150000000.0,20.154
1581156300000.0,20.1533
1581161100000.0,20.1523
1581169500000.0,20.154
1581173100000.0,20.1541
1581179100000.0,20.1553
1581185100000.0,20.1558
1581196500000.0,20.156
1581199800000.0,20.1591
1581208800000.0,20.1618
1581216900000.0,20.162
1581219000000.0,20.1675
1581221700000.0,20.1671
1581227400000.0,20.1695
1581234600000.0,20.1679
1581239700000.0,20.1685
1581245400000.0,20.1693
1581252000000.0,20.1669
1581260100000.0,20.1669
1581263100000.0,20.1673
1581269100000.0,20.1663
1581280200000.0,20.1693
1581290700000.0,20.1717
1581295500000.0,20.1672
1581300900000.0,20.1668
1581306600000.0,20.1663
1581312900000.0,20.1543
1581314400000.0,20.1581
1581315300000.0,20.161
1581317400000.0,20.1614
1581321900000.0,20.1585
1581325200000.0,20.154
1581327300000.0,20.1546
1581332400000.0,20.1525
1581336900000.0,20.1543
1581343800000.0,20.1582
1581348900000.0,20.1539
1581354000000.0,20.1544
1581363900000.0,20.1551
1581376500000.0,20.1521
1581381300000.0,20.1512
1581384900000.0,20.1493
1581392700000.0,20.1499
1581400200000.0,20.1504
1581410400000.0,20.1515
1581417600000.0,20.1553
1581424200000.0,20.1559
1581429600000.0,20.1607
1581434700000.0,20.1652
1581435600000.0,20.1695
1581436200000.0,20.1814
1581437100000.0,20.1752
1581438000000.0,20.176
1581441300000.0,20.1771
1581445500000.0,20.1758
1581450900000.0,20.1738
1581459900000.0,20.1762
1581466200000.0,20.1771
1581469800000.0,20.1753
1581476700000.0,20.1769
1581486000000.0,20.1787
1581490800000.0,20.1805
1581493800000.0,20.1783
1581496200000.0,20.1754
1581499200000.0,20.1789
1581505800000.0,20.1787
1581511500000.0,20.1782
1581516900000.0,20.1782
1581520500000.0,20.1794
1581525600000.0,20.1799
1581534300000.0,20.1829
1581542100000.0,20.1794
1581550500000.0,20.182
1581559200000.0,20.1811
1581564900000.0,20.1836
1581573300000.0,20.1822
1581578400000.0,20.1766
1581581400000.0,20.1749
1581582000000.0,20.1739
1581584700000.0,20.1711
1581586500000.0,20.1723
1581590100000.0,20.1694
1581594600000.0,20.1745
1581599100000.0,20.1841
1581601200000.0,20.1708
1581602400000.0,20.1757
1581603000000.0,20.1757
1581605100000.0,20.1749
1581609600000.0,20.1707
1581613200000.0,20.174
1581618000000.0,20.1738
1581627600000.0,20.1732
1581639300000.0,20.1748
1581646500000.0,20.1735
1581654600000.0,20.1719
1581661500000.0,20.1709
1581668100000.0,20.1742
1581675300000.0,20.175
1581678000000.0,20.1756
1581684300000.0,20.1781
1581690900000.0,20.1758
1581694800000.0,20.1759
1581702300000.0,20.1809
1581707100000.0,20.1799
1581715500000.0,20.1796
1581725700000.0,20.1748
1581732600000.0,20.1755
1581741600000.0,20.1738
1581751500000.0,20.1752
1581761100000.0,20.1742
1581772200000.0,20.1715
1581781800000.0,20.1573
1581782100000.0,20.1649
1581782700000.0,20.1612
1581784200000.0,20.1585
1581785100000.0,20.1566
1581788400000.0,20.1569
1581790800000.0,20.1568
1581798900000.0,20.1583
1581813600000.0,20.1646
1581822000000.0,20.1609
1581831600000.0,20.1629
1581843000000.0,20.1596
1581852300000.0,20.1575
1581860100000.0,20.1562
1581867000000.0,20.1511
1581870000000.0,20.1476
1581872100000.0,20.1507
1581874800000.0,20.1502
1581882000000.0,20.1524
1581891900000.0,20.1599
1581896400000.0,20.1564
1581900300000.0,20.1543
1581907500000.0,20.1502
1581913500000.0,20.1507
1581918600000.0,20.1498
1581927300000.0,20.15
1581934500000.0,20.1466
1581938100000.0,20.1431
1581939600000.0,20.1437
1581942000000.0,20.1395
1581946800000.0,20.1365
1581949200000.0,20.1423
1581951300000.0,20.1413
1581954000000.0,20.1448
1581957000000.0,20.1421
1581960600000.0,20.1435
1581967800000.0,20.1444
1581976200000.0,20.1449
1581986100000.0,20.1474
1581996300000.0,20.1514
1582005600000.0,20.1495
1582016100000.0,20.1454
1582021200000.0,20.1456
1582028400000.0,20.1432
1582033500000.0,20.1501
1582039200000.0,20.1541
1582041300000.0,20.1583
1582045200000.0,20.1633
1582049100000.0,20.1617
1582052400000.0,20.1662
1582057800000.0,20.1729
1582060200000.0,20.1665
1582062600000.0,20.1724
1582067100000.0,20.1686
1582072500000.0,20.1699
1582080900000.0,20.1675
1582090200000.0,20.1649
1582098900000.0,20.1696
1582104300000.0,20.1724
1582113600000.0,20.1674
1582116900000.0,20.1706
1582131000000.0,20.1723
1582134300000.0,20.1718
1582141200000.0,20.1697
1582146000000.0,20.1597
1582148400000.0,20.1339
1582149000000.0,20.1397
1582149300000.0,20.1419
1582150200000.0,20.1446
1582152000000.0,20.1412
1582156800000.0,20.1406
1582164300000.0,20.1416
1582170000000.0,20.1426
1582182000000.0,20.1399
1582191000000.0,20.1409
1582198500000.0,20.1393
1582205700000.0,20.1411
1582212600000.0,20.1349
1582216800000.0,20.1435
1582217700000.0,20.1369
1582219800000.0,20.1395
1582224000000.0,20.1415
1582235400000.0,20.1417
1582246800000.0,20.1464
1582256100000.0,20.1448
1582263300000.0,20.1426
1582274400000.0,20.1472
1582285200000.0,20.1485
1582292700000.0,20.1464
1582302000000.0,20.1456
1582314300000.0,20.1461
1582317900000.0,20.1468
1582328100000.0,20.1457
1582343100000.0,20.1419
1582353300000.0,20.1433
1582368900000.0,20.1433
1582384800000.0,20.1452
1582398300000.0,20.1453
1582422600000.0,20.1572
1582430700000.0,20.1556
1582435500000.0,20.156
1582446000000.0,20.1586
1582454100000.0,20.1539
1582459200000.0,20.1566
1582468500000.0,20.1565
1582482600000.0,20.1592
1582499100000.0,20.1604
1582503300000.0,20.1581
1582508400000.0,20.1482
1582512000000.0,20.1493
1582515000000.0,20.1495
1582526100000.0,20.1494
1582531800000.0,20.1492
1582540800000.0,20.1526
1582547700000.0,20.1517
1582555200000.0,20.1472
1582559400000.0,20.1445
1582563600000.0,20.1373
1582567500000.0,20.1413
1582570800000.0,20.142
1582577400000.0,20.145
1582588200000.0,20.1426
1582600200000.0,20.1396
1582610400000.0,20.1377
1582617900000.0,20.1406
1582625100000.0,20.1431
1582632000000.0,20.1403
1582637100000.0,20.1357
1582640700000.0,20.1337
1582642200000.0,20.1312
1582646100000.0,20.1302
1582648200000.0,20.1277
1582650900000.0,20.1306
1582656900000.0,20.1267
1582663500000.0,20.1299
1582666200000.0,20.127
1582675200000.0,20.1219
1582680600000.0,20.1168
1582683600000.0,20.1176
1582687800000.0,20.1181
1582695000000.0,20.1189
1582701900000.0,20.121
1582707300000.0,20.1185
1582711800000.0,20.1184
1582719000000.0,20.1244
1582720800000.0,20.1192
1582724400000.0,20.1137
1582725900000.0,20.1109
1582727400000.0,20.1095
1582730100000.0,20.105
1582733400000.0,20.1014
1582734300000.0,20.0909
1582735800000.0,20.0957
1582737000000.0,20.0961
1582740300000.0,20.0985
1582744500000.0,20.0995
1582752000000.0,20.0986
1582759200000.0,20.0912
1582763700000.0,20.0839
1582765800000.0,20.0925
1582768500000.0,20.0915
1582774200000.0,20.0938
1582781100000.0,20.0983
1582787700000.0,20.0988
1582794900000.0,20.0993
1582801200000.0,20.1036
1582806300000.0,20.0974
1582808400000.0,20.1
1582814100000.0,20.1027
1582819800000.0,20.1046
1582823700000.0,20.1021
1582830900000.0,20.0962
1582839600000.0,20.0983
1582843200000.0,20.0978
1582848300000.0,20.1021
1582856100000.0,20.0974
1582868700000.0,20.0943
1582876800000.0,20.0917
1582882500000.0,20.0888
1582884300000.0,20.0865
1582887600000.0,20.084
1582892100000.0,20.0822
1582894200000.0,20.0895
1582896000000.0,20.0872
1582899900000.0,20.0926
1582904100000.0,20.0878
1582909500000.0,20.0837
1582914600000.0,20.0929
1582921200000.0,20.0962
1582929900000.0,20.0951
1582936200000.0,20.093
1582947900000.0,20.0945
1582958700000.0,20.0922
1582970400000.0,20.093
1582977300000.0,20.0866
1582986000000.0,20.0907
1582991700000.0,20.091
1583002200000.0,20.089
1583018100000.0,20.0867
1583022900000.0,20.0902
1583028300000.0,20.0852
1583037000000.0,20.084
1583047200000.0,20.0852
1583054700000.0,20.0897
1583064000000.0,20.0916
1583065500000.0,20.0853
1583067900000.0,20.0869
1583073600000.0,20.0799
1583080500000.0,20.0807
1583083500000.0,20.0774
1583089500000.0,20.0832
1583093400000.0,20.0827
1583102100000.0,20.0833
1583108700000.0,20.0888
1583117700000.0,20.0882
1583127000000.0,20.0873
1583133900000.0,20.0925
1583142300000.0,20.0937
1583146800000.0,20.0943
1583153100000.0,20.1005
1583156400000.0,20.1007
1583159700000.0,20.0972
1583163600000.0,20.1021
1583168700000.0,20.1017
1583175000000.0,20.1054
1583184000000.0,20.1036
1583190600000.0,20.1012
1583196900000.0,20.102
1583208000000.0,20.0974
1583218800000.0,20.0969
1583223900000.0,20.1006
1583230800000.0,20.103
1583237100000.0,20.0972
1583241000000.0,20.0935
1583246400000.0,20.1005
1583248200000.0,20.0929
1583249100000.0,20.092
1583253000000.0,20.0931
1583260800000.0,20.095
1583271600000.0,20.0981
1583283900000.0,20.0976
1583294400000.0,20.0979
1583305800000.0,20.0952
1583316000000.0,20.0945
1583322900000.0,20.0967
1583332200000.0,20.0947
1583335500000.0,20.0943
1583341500000.0,20.0923
1583355000000.0,20.0984
1583368500000.0,20.1016
1583371200000.0,20.1052
1583376900000.0,20.1038
1583382600000.0,20.1049
1583391300000.0,20.111
1583400600000.0,20.113
1583403900000.0,20.1135
1583408700000.0,20.1145
1583414100000.0,20.1115
1583420700000.0,20.1137
1583426700000.0,20.1152
1583436900000.0,20.1149
1583441700000.0,20.1139
1583451300000.0,20.1106
1583456700000.0,20.1122
1583467500000.0,20.1155
1583475000000.0,20.1141
1583482800000.0,20.1171
1583492100000.0,20.1149
1583497500000.0,20.1132
1583504100000.0,20.1115
1583510700000.0,20.115
1583523300000.0,20.1165
1583536800000.0,20.1152
1583547000000.0,20.1144
1583561700000.0,20.1158
1583575200000.0,20.1158
1583584800000.0,20.1154
1583597100000.0,20.1138
1583599500000.0,20.1061
1583600700000.0,20.1052
1583603700000.0,20.1027
1583606400000.0,20.1033
1583616900000.0,20.098
1583627100000.0,20.0962
1583632800000.0,20.0939
1583644800000.0,20.0948
1583658600000.0,20.0941
1583667000000.0,20.0906
1583673300000.0,20.0882
1583678100000.0,20.0821
1583680500000.0,20.0724
1583681700000.0,20.0742
1583682600000.0,20.0653
1583684400000.0,20.0634
1583685000000.0,20.0672
1583686200000.0,20.0706
1583689200000.0,20.0674
1583694900000.0,20.0658
1583704800000.0,20.062
1583709000000.0,20.0503
1583711400000.0,20.0585
1583712600000.0,20.0549
1583717100000.0,20.0526
1583723700000.0,20.0444
1583727300000.0,20.0392
1583728500000.0,20.0354
1583731500000.0,20.0391
1583732400000.0,20.0464
1583733600000.0,20.0438
1583736300000.0,20.0476
1583741400000.0,20.0436
1583748000000.0,20.0378
1583752500000.0,20.0437
1583755800000.0,20.0422
1583759100000.0,20.0386
1583762100000.0,20.0357
1583764200000.0,20.0325
1583766900000.0,20.0283
1583768700000.0,20.0366
1583770800000.0,20.0381
1583772600000.0,20.0334
1583776500000.0,20.0381
1583781900000.0,20.0431
1583786100000.0,20.0423
1583795400000.0,20.0466
1583802000000.0,20.0425
1583809500000.0,20.0468
1583819700000.0,20.0444
1583828100000.0,20.0466
1583836200000.0,20.0524
1583837700000.0,20.0548
1583840100000.0,20.0579
1583844300000.0,20.052
1583847900000.0,20.054
1583851800000.0,20.0418
1583854500000.0,20.0416
1583855100000.0,20.0377
1583856300000.0,20.0442
1583860500000.0,20.0426
1583865300000.0,20.0462
1583870700000.0,20.0518
1583875500000.0,20.0482
1583880600000.0,20.0437
1583884500000.0,20.0453
1583893800000.0,20.0427
1583905200000.0,20.0419
1583912100000.0,20.0389
1583916000000.0,20.036
1583922600000.0,20.0389
1583928300000.0,20.0416
1583934300000.0,20.0371
1583940600000.0,20.0359
1583943600000.0,20.0298
1583946900000.0,20.0298
1583949600000.0,20.0338
1583951700000.0,20.0359
1583954100000.0,20.0394
1583958600000.0,20.0467
1583966100000.0,20.046
1583968800000.0,20.0425
1583975400000.0,20.0324
1583978400000.0,20.0277
1583979900000.0,20.0293
1583982300000.0,20.0243
1583986800000.0,20.0275
1583991300000.0,20.0198
1583995200000.0,20.0115
1583997300000.0,20.0143
1583998500000.0,20.009
1584001200000.0,20.0094
1584003900000.0,20.0014
1584008400000.0,19.9898
1584009300000.0,19.971
1584009600000.0,19.9312
1584009900000.0,19.9227
1584010200000.0,19.9049
1584010800000.0,19.9276
1584011400000.0,19.9216
1584012600000.0,19.895
1584013800000.0,19.9112
1584015000000.0,19.9147
1584016500000.0,19.9125
1584018300000.0,19.8949
1584020400000.0,19.9019
1584021900000.0,19.9182
1584024000000.0,19.912
1584026400000.0,19.9098
1584029700000.0,19.9205
1584033000000.0,19.9167
1584036900000.0,19.9106
1584042000000.0,19.8956
1584045300000.0,19.8841
1584046800000.0,19.8731
1584049500000.0,19.8963
1584051300000.0,19.8752
1584054600000.0,19.8313
1584055500000.0,19.8192
1584055800000.0,19.7912
1584056400000.0,19.7833
1584057000000.0,19.7922
1584057900000.0,19.7821
1584059400000.0,19.7674
1584061200000.0,19.7671
1584063600000.0,19.7116
1584064800000.0,19.6936
1584066000000.0,19.8203
1584067200000.0,19.7935
1584068100000.0,19.8346
1584069600000.0,19.8455
1584070500000.0,19.8195
1584071700000.0,19.8083
1584073800000.0,19.8079
1584075900000.0,19.821
1584077400000.0,19.8064
1584079800000.0,19.8238
1584082500000.0,19.8269
1584085200000.0,19.8591
1584087000000.0,19.8363
1584088800000.0,19.8627
1584092700000.0,19.8633
1584094500000.0,19.8487
1584097500000.0,19.8651
1584099600000.0,19.8692
1584102600000.0,19.863
1584105000000.0,19.9022
1584106500000.0,19.8835
1584107400000.0,19.8896
1584109200000.0,19.8746
1584111000000.0,19.8333
1584111900000.0,19.8376
1584113400000.0,19.814
1584114600000.0,19.8256
1584115500000.0,19.8462
1584117600000.0,19.8287
1584120000000.0,19.8233
1584123300000.0,19.8145
1584125700000.0,19.8063
1584128100000.0,19.8488
1584129300000.0,19.8504
1584131100000.0,19.8689
1584135300000.0,19.8662
1584139500000.0,19.8649
1584143100000.0,19.8637
1584146700000.0,19.8612
1584151200000.0,19.8694
1584156000000.0,19.8651
1584161100000.0,19.855
1584167700000.0,19.8483
1584173700000.0,19.8447
1584178800000.0,19.8478
1584183000000.0,19.8488
1584187800000.0,19.846
