timestamp,btc_korea_premium_index
1578584700000.0,4.7327
1578588900000.0,-0.6957
1578593700000.0,2.1886
1578600000000.0,2.6018
1578603300000.0,3.1729
1578605700000.0,2.6208
1578613200000.0,1.5646
1578624900000.0,3.7211
1578636000000.0,-0.6283
1578643200000.0,2.1881
1578648900000.0,-0.9803
1578653400000.0,3.0251
1578656400000.0,2.959
1578660600000.0,2.1991
1578664200000.0,2.4288
1578667200000.0,4.0907
1578669600000.0,2.1886
1578672300000.0,-0.0982
1578673800000.0,0.2336
1578676500000.0,1.2054
1578679800000.0,0.2862
1578682200000.0,1.9328
1578684600000.0,4.0833
1578689700000.0,0.1446
1578693600000.0,1.893
1578700200000.0,2.9565
1578704400000.0,4.347
1578708900000.0,1.971
1578716700000.0,1.1999
1578724200000.0,2.7778
1578730200000.0,-0.6302
1578738600000.0,0.2741
1578745500000.0,4.5
1578753900000.0,4.7123
1578760500000.0,-0.1732
1578765900000.0,2.0429
1578778800000.0,4.8076
1578780000000.0,0.2823
1578784500000.0,1.7139
1578789300000.0,0.7674
1578800100000.0,-0.6405
1578814500000.0,1.7353
1578825300000.0,-0.436
1578838200000.0,0.0299
1578848700000.0,2.2609
1578850500000.0,2.1754
1578860700000.0,1.8945
1578873600000.0,1.5217
1578886500000.0,3.566
1578901200000.0,2.1304
1578916800000.0,3.8179
1578930900000.0,2.0547
1578948300000.0,4.5448
1578961800000.0,3.3676
1578963300000.0,3.8815
1578964800000.0,-0.2984
1578966600000.0,4.9125
1578971100000.0,4.9745
1578974700000.0,1.1723
1578978600000.0,1.9676
1578985800000.0,-0.2964
1578995100000.0,3.7949
1579002000000.0,3.2156
1579005600000.0,4.4001
1579008900000.0,-0.7581
1579011600000.0,0.4858
1579012800000.0,4.9573
1579015500000.0,2.4197
1579017900000.0,0.839
1579020300000.0,1.4467
1579021800000.0,1.7448
1579024200000.0,3.8943
1579026600000.0,0.7622
1579029000000.0,4.0791
1579035900000.0,1.039
1579044300000.0,1.1992
1579046700000.0,1.2821
1579048800000.0,4.0401
1579052100000.0,3.4414
1579058700000.0,2.2616
1579062300000.0,2.3028
1579065300000.0,1.2927
1579071600000.0,1.2844
1579079100000.0,4.5519
1579083600000.0,4.919
1579088400000.0,2.5442
1579093200000.0,-0.3945
1579096800000.0,3.7464
1579098000000.0,2.8976
1579100700000.0,4.9036
1579103400000.0,1.347
1579105200000.0,-0.8739
1579110300000.0,3.5566
1579116300000.0,0.6577
1579122300000.0,2.513
1579129800000.0,1.6864
1579134300000.0,2.7968
1579137900000.0,3.16
1579141800000.0,3.7544
1579147500000.0,4.3735
1579155600000.0,0.3973
1579163100000.0,4.7345
1579169400000.0,2.0094
1579175100000.0,1.4657
1579178700000.0,4.8346
1579182900000.0,2.2626
1579189200000.0,-0.7701
1579194300000.0,0.6049
1579202100000.0,-0.7185
1579209900000.0,3.5614
1579221300000.0,0.3116
1579229700000.0,4.1993
1579233900000.0,3.7383
1579240200000.0,4.4306
1579242000000.0,3.1813
1579244700000.0,2.9651
1579248900000.0,1.0714
1579253400000.0,3.2191
1579256700000.0,3.8284
1579261800000.0,3.7713
1579264200000.0,3.6837
1579270200000.0,4.9062
1579275300000.0,-0.5673
1579280100000.0,0.6435
1579286400000.0,-0.8351
1579290900000.0,4.1356
1579298700000.0,3.7463
1579307100000.0,-0.8082
1579313700000.0,1.2789
1579323000000.0,2.4051
1579331100000.0,0.3899
1579340100000.0,-0.7586
1579350600000.0,-0.1587
1579358700000.0,4.8586
1579364400000.0,4.6919
1579371000000.0,2.106
1579385400000.0,0.7809
1579393500000.0,3.4067
1579395900000.0,1.8542
1579397700000.0,4.0352
1579400700000.0,4.5305
1579407000000.0,4.9156
1579416600000.0,1.1648
1579422900000.0,2.0256
1579431300000.0,1.4934
1579431900000.0,3.7791
1579432800000.0,1.6484
1579434900000.0,3.8571
1579437300000.0,4.2225
1579441800000.0,0.0686
1579449900000.0,4.6693
1579459500000.0,3.0742
1579469400000.0,1.0547
1579472400000.0,3.3252
1579476000000.0,4.1963
1579481100000.0,4.684
1579488900000.0,3.5575
1579501200000.0,4.6022
1579512000000.0,3.2801
1579523100000.0,3.053
1579527000000.0,4.9975
1579531500000.0,4.1401
1579537800000.0,2.4803
1579552800000.0,0.8082
1579561200000.0,-0.9331
1579566300000.0,3.1463
1579583400000.0,-0.1607
1579597200000.0,4.801
1579610700000.0,1.3937
1579627500000.0,2.4914
1579635900000.0,2.4379
1579637400000.0,2.9345
1579639500000.0,-0.218
1579642800000.0,0.9421
1579653300000.0,0.2937
1579675500000.0,-0.8518
1579679100000.0,3.3807
1579683900000.0,2.2706
1579692300000.0,2.4611
1579703400000.0,4.0163
1579712100000.0,2.9618
1579721100000.0,1.1532
1579741800000.0,2.7604
1579748700000.0,0.7974
1579758000000.0,0.0542
1579764600000.0,1.9883
1579770000000.0,2.0371
1579773300000.0,2.3819
1579778400000.0,4.7911
1579781700000.0,0.0302
1579786200000.0,0.0807
1579790100000.0,1.2246
1579797900000.0,0.2309
1579804200000.0,1.3875
1579814700000.0,-0.8284
1579824000000.0,1.5625
1579834800000.0,4.2419
1579845300000.0,3.0685
1579858200000.0,2.9883
1579863300000.0,1.5834
1579866000000.0,-0.1026
1579869300000.0,1.1384
1579875600000.0,-0.9196
1579879800000.0,2.4019
1579885800000.0,1.9306
1579896000000.0,1.5921
1579903800000.0,1.6849
1579912500000.0,1.3114
1579917300000.0,4.0456
1579926900000.0,4.0849
1579939200000.0,3.6703
1579950000000.0,2.4177
1579962300000.0,0.592
1579980600000.0,3.2598
1579991400000.0,1.2489
1579999500000.0,0.7131
1580016900000.0,3.482
1580026800000.0,3.6037
1580031000000.0,2.5523
1580039700000.0,3.595
1580051400000.0,0.8782
1580058600000.0,-0.5402
1580064600000.0,2.7092
1580071200000.0,1.9531
1580082900000.0,-0.419
1580085600000.0,2.7489
1580094900000.0,0.1922
1580107200000.0,2.5628
1580115900000.0,0.656
1580125800000.0,1.5849
1580127000000.0,4.7794
1580132100000.0,3.5919
1580137800000.0,1.8023
1580142300000.0,2.2967
1580151300000.0,1.3126
1580153100000.0,0.3932
1580155200000.0,3.0265
1580159700000.0,3.7609
1580166600000.0,4.4807
1580172000000.0,3.4362
1580173800000.0,4.7286
1580177700000.0,1.9209
1580185800000.0,4.4055
1580189400000.0,2.257
1580194200000.0,2.5663
1580200500000.0,2.2973
1580205900000.0,1.48
1580210700000.0,2.9414
1580214900000.0,2.3948
1580220900000.0,1.2887
1580222700000.0,2.2688
1580223900000.0,2.0232
1580227500000.0,0.9853
1580232000000.0,2.86
1580235600000.0,3.6664
1580242500000.0,1.6991
1580248500000.0,3.6175
1580253600000.0,0.9326
1580254800000.0,3.4806
1580256000000.0,1.7716
1580258100000.0,0.2161
1580261100000.0,3.8323
1580266500000.0,1.6492
1580274300000.0,2.7335
1580282700000.0,1.1604
1580291700000.0,-0.1073
1580294100000.0,1.9232
1580296200000.0,4.6866
1580299200000.0,1.1453
1580304600000.0,-0.9329
1580312700000.0,-0.95
1580319000000.0,0.6247
1580327100000.0,0.2189
1580333100000.0,-0.4929
1580342100000.0,-0.7553
1580345700000.0,4.0374
1580357700000.0,1.5715
1580369400000.0,3.1842
1580375400000.0,4.9731
1580384400000.0,1.5036
1580391900000.0,3.263
1580395500000.0,-0.5685
1580401500000.0,0.0258
1580402100000.0,-0.6742
1580403900000.0,-0.2341
1580405100000.0,-0.3119
1580406300000.0,4.8021
1580410200000.0,2.8562
1580415600000.0,0.1986
1580418600000.0,4.5791
1580427600000.0,4.0914
1580433300000.0,0.5275
1580438400000.0,1.8143
1580446500000.0,4.8759
1580450700000.0,4.9641
1580458200000.0,2.822
1580467200000.0,1.7357
1580470500000.0,1.3129
1580475300000.0,-0.3156
1580479200000.0,-0.2339
1580486400000.0,4.1452
1580491800000.0,-0.7065
1580502000000.0,3.8818
1580511000000.0,0.7482
1580517600000.0,1.9788
1580523600000.0,3.5862
1580530800000.0,3.1213
1580541600000.0,4.7239
1580548800000.0,1.6782
1580557200000.0,4.2676
1580563500000.0,4.0256
1580571600000.0,4.2625
1580578200000.0,2.7358
1580592300000.0,-0.1421
1580604300000.0,0.93
1580610900000.0,1.2772
1580616600000.0,2.591
1580619600000.0,0.5732
1580625900000.0,2.3277
1580633400000.0,3.2976
1580638800000.0,-0.2395
1580645100000.0,-0.4781
1580649600000.0,0.2735
1580654700000.0,4.6937
1580661000000.0,2.1236
1580672100000.0,3.2652
1580682900000.0,3.2202
1580687400000.0,0.3952
1580691900000.0,-0.7633
1580694000000.0,0.4673
1580695500000.0,1.5494
1580699100000.0,1.0787
1580706300000.0,1.7415
1580717400000.0,0.1828
1580725500000.0,0.0792
1580731200000.0,0.3946
1580740500000.0,1.6607
1580745300000.0,3.7783
1580748600000.0,0.883
1580754000000.0,2.0972
1580763300000.0,0.4998
1580775300000.0,-0.2004
1580781600000.0,1.699
1580792100000.0,0.5637
1580798700000.0,4.3247
1580806500000.0,4.5925
1580809800000.0,1.1524
1580814600000.0,-0.9912
1580816400000.0,2.0107
1580820000000.0,3.0453
1580823600000.0,4.0336
1580829300000.0,2.344
1580836200000.0,3.6619
1580847900000.0,3.2302
1580862900000.0,0.9404
1580872500000.0,1.4806
1580882400000.0,0.0813
1580889900000.0,3.6219
1580898600000.0,4.5187
1580900700000.0,1.0586
1580904300000.0,2.2348
1580905200000.0,0.4352
1580910000000.0,4.956
1580913900000.0,0.9135
1580918700000.0,-0.6924
1580920500000.0,3.8988
1580924700000.0,4.5256
1580926800000.0,4.6086
1580927400000.0,2.9394
1580929800000.0,4.1207
1580933400000.0,1.4215
1580939700000.0,4.4849
1580944800000.0,0.188
1580948400000.0,1.3643
1580952300000.0,4.8651
1580959500000.0,-0.3152
1580967000000.0,3.3768
1580974200000.0,2.7313
1580978400000.0,3.3237
1580986200000.0,2.6609
1580991300000.0,2.5
1580993700000.0,1.7449
1580995800000.0,3.2091
1580997000000.0,0.0604
1580998800000.0,3.7274
1581001200000.0,1.8659
1581004200000.0,3.8688
1581008700000.0,3.3463
1581013500000.0,0.0546
1581021300000.0,-0.8237
1581029400000.0,4.644
1581034200000.0,2.9438
1581040200000.0,0.6647
1581045900000.0,1.4929
1581054000000.0,1.9643
1581062700000.0,1.9839
1581070800000.0,3.5005
1581076200000.0,0.0045
1581079500000.0,1.1231
1581086100000.0,2.141
1581092100000.0,1.0363
1581103800000.0,3.6242
1581115500000.0,2.6396
1581126900000.0,-0.1374
1581132000000.0,1.6183
1581139200000.0,0.1208
1581150000000.0,-0.1802
1581156300000.0,2.9707
1581161100000.0,3.7417
1581169500000.0,2.828
1581173100000.0,2.0835
1581179100000.0,4.2448
1581185100000.0,4.6238
1581196500000.0,1.0504
1581199800000.0,4.8156
1581208800000.0,3.5947
1581216900000.0,3.12
1581219000000.0,3.9654
1581221700000.0,3.0167
1581227400000.0,4.0303
1581234600000.0,1.7398
1581239700000.0,4.281
1581245400000.0,1.58
1581252000000.0,-0.6403
1581260100000.0,1.5413
1581263100000.0,1.593
1581269100000.0,-0.4676
1581280200000.0,1.526
1581290700000.0,4.0913
1581295500000.0,2.3516
1581300900000.0,2.7342
1581306600000.0,1.2322
1581312900000.0,0.1409
1581314400000.0,0.0303
1581315300000.0,3.6446
1581317400000.0,-0.604
1581321900000.0,-0.4603
1581325200000.0,4.6115
1581327300000.0,2.6706
1581332400000.0,0.2383
1581336900000.0,0.698
1581343800000.0,4.8688
1581348900000.0,2.4762
1581354000000.0,-0.2677
1581363900000.0,2.9084
1581376500000.0,4.0054
1581381300000.0,2.3722
1581384900000.0,1.3198
1581392700000.0,-0.7037
1581400200000.0,3.3913
1581410400000.0,4.1521
1581417600000.0,4.4743
1581424200000.0,-0.225
1581429600000.0,2.9707
1581434700000.0,1.6826
1581435600000.0,3.7527
1581436200000.0,1.441
1581437100000.0,-0.5624
1581438000000.0,2.8641
1581441300000.0,-0.8334
1581445500000.0,2.5075
1581450900000.0,2.2578
1581459900000.0,4.9077
1581466200000.0,-0.1812
1581469800000.0,-0.1495
1581476700000.0,4.8138
1581486000000.0,4.5201
1581490800000.0,1.6863
1581493800000.0,2.7604
1581496200000.0,4.5521
1581499200000.0,2.6761
1581505800000.0,3.4602
1581511500000.0,4.7386
1581516900000.0,-0.5164
1581520500000.0,0.3058
1581525600000.0,-0.3408
1581534300000.0,3.4279
1581542100000.0,-0.8059
1581550500000.0,0.4453
1581559200000.0,3.6145
1581564900000.0,1.4039
1581573300000.0,4.2891
1581578400000.0,2.0784
1581581400000.0,-0.6007
1581582000000.0,2.7673
1581584700000.0,1.9229
1581586500000.0,1.0066
1581590100000.0,1.8627
1581594600000.0,4.2237
1581599100000.0,0.2417
1581601200000.0,-0.3154
1581602400000.0,2.9055
1581603000000.0,2.6817
1581605100000.0,2.4177
1581609600000.0,1.9398
1581613200000.0,0.1441
1581618000000.0,3.0578
1581627600000.0,1.8285
1581639300000.0,2.8184
1581646500000.0,4.1279
1581654600000.0,4.8753
1581661500000.0,2.1085
1581668100000.0,1.711
1581675300000.0,-0.8878
1581678000000.0,4.6624
1581684300000.0,2.0327
1581690900000.0,1.9222
1581694800000.0,3.9532
1581702300000.0,1.9098
1581707100000.0,1.0802
1581715500000.0,3.5382
1581725700000.0,3.6993
1581732600000.0,2.0258
1581741600000.0,3.603
1581751500000.0,0.9385
1581761100000.0,1.2427
1581772200000.0,1.1011
1581781800000.0,4.426
1581782100000.0,3.4171
1581782700000.0,-0.7008
1581784200000.0,2.0152
1581785100000.0,4.2537
1581788400000.0,-0.8617
1581790800000.0,1.5919
1581798900000.0,1.5183
1581813600000.0,1.1394
1581822000000.0,-0.4181
1581831600000.0,3.1989
1581843000000.0,1.3545
1581852300000.0,3.335
1581860100000.0,3.4376
1581867000000.0,0.4737
1581870000000.0,0.8361
1581872100000.0,0.2329
1581874800000.0,0.27
1581882000000.0,-0.8067
1581891900000.0,-0.051
1581896400000.0,-0.1387
1581900300000.0,2.5427
1581907500000.0,2.4412
1581913500000.0,2.6953
1581918600000.0,1.8268
1581927300000.0,3.2409
1581934500000.0,0.5733
1581938100000.0,1.8279
1581939600000.0,0.8808
1581942000000.0,0.5691
1581946800000.0,4.0898
1581949200000.0,2.0742
1581951300000.0,3.8269
1581954000000.0,0.9134
1581957000000.0,3.0119
1581960600000.0,0.5289
1581967800000.0,2.4036
1581976200000.0,0.3048
1581986100000.0,3.2414
1581996300000.0,3.0245
1582005600000.0,0.9414
1582016100000.0,2.3244
1582021200000.0,3.6682
1582028400000.0,4.2667
1582033500000.0,-0.8411
1582039200000.0,4.8992
1582041300000.0,2.5347
1582045200000.0,1.5421
1582049100000.0,0.7577
1582052400000.0,2.6781
1582057800000.0,3.0301
1582060200000.0,3.5065
1582062600000.0,3.0084
1582067100000.0,-0.9125
1582072500000.0,4.3319
1582080900000.0,2.8264
1582090200000.0,1.1271
1582098900000.0,-0.0686
1582104300000.0,2.1769
1582113600000.0,3.1081
1582116900000.0,3.1977
1582131000000.0,-0.9668
1582134300000.0,4.3244
1582141200000.0,1.4591
1582146000000.0,0.3088
1582148400000.0,2.3437
1582149000000.0,-0.4204
1582149300000.0,1.2112
1582150200000.0,1.6061
1582152000000.0,2.279
1582156800000.0,4.683
1582164300000.0,-0.2181
1582170000000.0,4.3921
1582182000000.0,3.8312
1582191000000.0,1.7589
1582198500000.0,-0.0531
1582205700000.0,-0.4414
1582212600000.0,1.5989
1582216800000.0,0.0409
1582217700000.0,2.966
1582219800000.0,1.8746
1582224000000.0,-0.7777
1582235400000.0,0.6059
1582246800000.0,1.8844
1582256100000.0,3.1807
1582263300000.0,2.215
1582274400000.0,1.3793
1582285200000.0,0.9457
1582292700000.0,2.5419
1582302000000.0,1.743
1582314300000.0,-0.0037
1582317900000.0,3.6999
1582328100000.0,2.5078
1582343100000.0,-0.7311
1582353300000.0,4.8508
1582368900000.0,0.692
1582384800000.0,4.022
1582398300000.0,3.22
1582422600000.0,1.7161
1582430700000.0,0.1177
1582435500000.0,3.1632
1582446000000.0,3.2271
1582454100000.0,-0.3738
1582459200000.0,3.6046
1582468500000.0,4.6808
1582482600000.0,2.6457
1582499100000.0,1.5813
1582503300000.0,3.7101
1582508400000.0,-0.5329
1582512000000.0,1.3616
1582515000000.0,0.977
1582526100000.0,0.4197
1582531800000.0,0.5209
1582540800000.0,1.1726
1582547700000.0,2.2215
1582555200000.0,-0.206
1582559400000.0,4.2481
1582563600000.0,3.978
1582567500000.0,3.0808
1582570800000.0,-0.8776
1582577400000.0,4.1593
1582588200000.0,0.5663
1582600200000.0,3.1043
1582610400000.0,-0.6011
1582617900000.0,0.1732
1582625100000.0,2.8859
1582632000000.0,1.0733
1582637100000.0,0.8502
1582640700000.0,4.3695
1582642200000.0,3.9295
1582646100000.0,-0.4377
1582648200000.0,4.1499
1582650900000.0,2.0343
1582656900000.0,1.7819
1582663500000.0,2.9316
1582666200000.0,4.4638
1582675200000.0,-0.8246
1582680600000.0,3.801
1582683600000.0,1.5407
1582687800000.0,4.6012
1582695000000.0,-0.18
1582701900000.0,1.5357
1582707300000.0,4.2364
1582711800000.0,1.4582
1582719000000.0,3.0762
1582720800000.0,1.1904
1582724400000.0,1.5281
1582725900000.0,-0.8678
1582727400000.0,1.2833
1582730100000.0,3.3762
1582733400000.0,1.8968
1582734300000.0,3.8312
1582735800000.0,-0.7719
1582737000000.0,1.6566
1582740300000.0,2.3037
1582744500000.0,2.4912
1582752000000.0,4.6145
1582759200000.0,4.0379
1582763700000.0,2.8655
1582765800000.0,3.1307
1582768500000.0,2.7381
1582774200000.0,4.8914
1582781100000.0,-0.7375
1582787700000.0,3.4963
1582794900000.0,4.5583
1582801200000.0,3.8239
1582806300000.0,-0.8516
1582808400000.0,0.6143
1582814100000.0,2.0744
1582819800000.0,-0.161
1582823700000.0,-0.199
1582830900000.0,4.1101
1582839600000.0,2.2903
1582843200000.0,-0.5364
1582848300000.0,-0.964
1582856100000.0,1.3417
1582868700000.0,4.5188
1582876800000.0,0.2145
1582882500000.0,1.9745
1582884300000.0,3.5876
1582887600000.0,-0.1991
1582892100000.0,4.1923
1582894200000.0,4.9179
1582896000000.0,-0.1146
1582899900000.0,3.5067
1582904100000.0,0.3004
1582909500000.0,2.9196
1582914600000.0,2.6169
1582921200000.0,4.108
1582929900000.0,-0.2759
1582936200000.0,1.3152
1582947900000.0,3.2054
1582958700000.0,2.5327
1582970400000.0,4.5188
1582977300000.0,1.5275
1582986000000.0,4.9565
1582991700000.0,3.0722
1583002200000.0,0.3575
1583018100000.0,2.7072
1583022900000.0,0.6725
1583028300000.0,1.6614
1583037000000.0,0.0823
1583047200000.0,1.9282
1583054700000.0,4.9579
1583064000000.0,2.2264
1583065500000.0,4.4892
1583067900000.0,-0.1649
1583073600000.0,0.6614
1583080500000.0,3.0131
1583083500000.0,0.4754
1583089500000.0,-0.7283
1583093400000.0,3.8749
1583102100000.0,0.9053
1583108700000.0,4.3681
1583117700000.0,0.1973
1583127000000.0,0.6621
1583133900000.0,0.3912
1583142300000.0,3.2467
1583146800000.0,0.2528
1583153100000.0,1.2857
1583156400000.0,0.8733
1583159700000.0,3.0751
1583163600000.0,-0.5315
1583168700000.0,0.3772
1583175000000.0,3.1854
1583184000000.0,-0.3869
1583190600000.0,-0.4382
1583196900000.0,0.7004
1583208000000.0,0.0621
1583218800000.0,-0.8187
1583223900000.0,-0.4115
1583230800000.0,3.2725
1583237100000.0,4.0848
1583241000000.0,3.3072
1583246400000.0,1.9953
1583248200000.0,3.8342
1583249100000.0,-0.901
1583253000000.0,1.6642
1583260800000.0,1.3355
1583271600000.0,0.34
1583283900000.0,2.5296
1583294400000.0,0.1689
1583305800000.0,2.3364
1583316000000.0,-0.0965
1583322900000.0,0.3196
1583332200000.0,0.8298
1583335500000.0,4.1196
1583341500000.0,-0.8618
1583355000000.0,1.5661
1583368500000.0,2.9795
1583371200000.0,1.4271
1583376900000.0,1.3625
1583382600000.0,4.6185
1583391300000.0,3.2455
1583400600000.0,-0.7034
1583403900000.0,3.4966
1583408700000.0,4.6253
1583414100000.0,-0.6368
1583420700000.0,0.6477
1583426700000.0,3.5139
1583436900000.0,3.9809
1583441700000.0,2.0266
1583451300000.0,1.9863
1583456700000.0,4.8475
1583467500000.0,-0.441
1583475000000.0,4.5134
1583482800000.0,1.7976
1583492100000.0,0.8577
1583497500000.0,-0.4419
1583504100000.0,-0.3206
1583510700000.0,3.6428
1583523300000.0,1.4251
1583536800000.0,0.9735
1583547000000.0,0.2581
1583561700000.0,3.2908
1583575200000.0,1.1328
1583584800000.0,0.6429
1583597100000.0,4.2181
1583599500000.0,1.9241
1583600700000.0,1.5291
1583603700000.0,2.2867
1583606400000.0,-0.933
1583616900000.0,3.8084
1583627100000.0,0.2909
1583632800000.0,2.4186
1583644800000.0,4.0128
1583658600000.0,1.348
1583667000000.0,1.7145
1583673300000.0,2.2028
1583678100000.0,2.1324
1583680500000.0,2.737
1583681700000.0,0.2866
1583682600000.0,3.7728
1583684400000.0,1.4693
1583685000000.0,-0.9715
1583686200000.0,2.8787
1583689200000.0,0.801
1583694900000.0,1.6421
1583704800000.0,3.4149
1583709000000.0,-0.6014
1583711400000.0,1.8924
1583712600000.0,3.0658
1583717100000.0,0.0763
1583723700000.0,3.5939
1583727300000.0,1.4317
1583728500000.0,2.2836
1583731500000.0,-0.724
1583732400000.0,-0.9681
1583733600000.0,1.1229
1583736300000.0,3.1037
1583741400000.0,4.6083
1583748000000.0,0.3773
1583752500000.0,4.1291
1583755800000.0,1.9424
1583759100000.0,3.7157
1583762100000.0,4.4474
1583764200000.0,2.3368
1583766900000.0,3.3864
1583768700000.0,4.7766
1583770800000.0,2.7421
1583772600000.0,2.3192
1583776500000.0,2.8931
1583781900000.0,2.657
1583786100000.0,1.5773
1583795400000.0,4.8492
1583802000000.0,4.6602
1583809500000.0,0.5095
1583819700000.0,1.4452
1583828100000.0,1.0214
1583836200000.0,1.2905
1583837700000.0,4.7005
1583840100000.0,2.4436
1583844300000.0,4.7544
1583847900000.0,-0.7971
1583851800000.0,3.0281
1583854500000.0,4.2931
1583855100000.0,-0.7471
1583856300000.0,0.7408
1583860500000.0,2.7187
1583865300000.0,2.423
1583870700000.0,2.4825
1583875500000.0,3.2648
1583880600000.0,1.913
1583884500000.0,4.7535
1583893800000.0,2.982
1583905200000.0,4.036
1583912100000.0,3.1238
1583916000000.0,1.0905
1583922600000.0,3.1094
1583928300000.0,4.0941
1583934300000.0,4.0579
1583940600000.0,4.5211
1583943600000.0,3.0524
1583946900000.0,3.9857
1583949600000.0,1.3615
1583951700000.0,0.554
1583954100000.0,4.5087
1583958600000.0,2.4061
1583966100000.0,2.8005
1583968800000.0,3.6795
1583975400000.0,-0.9633
1583978400000.0,4.9524
1583979900000.0,4.6373
1583982300000.0,0.7063
1583986800000.0,3.5398
1583991300000.0,2.8028
1583995200000.0,2.3722
1583997300000.0,4.0588
1583998500000.0,2.3372
1584001200000.0,4.2925
1584003900000.0,0.8495
1584008400000.0,-0.3703
1584009300000.0,-0.6745
1584009600000.0,1.8278
1584009900000.0,2.4344
1584010200000.0,3.2951
1584010800000.0,2.7624
1584011400000.0,3.6268
1584012600000.0,-0.5827
1584013800000.0,1.729
1584015000000.0,4.069
1584016500000.0,3.4936
1584018300000.0,4.8495
1584020400000.0,4.0484
1584021900000.0,3.3528
1584024000000.0,2.8163
1584026400000.0,0.016
1584029700000.0,4.9136
1584033000000.0,4.6681
1584036900000.0,2.4787
1584042000000.0,3.9241
1584045300000.0,0.7086
1584046800000.0,3.5496
1584049500000.0,2.9203
1584051300000.0,-0.4307
1584054600000.0,1.6529
1584055500000.0,1.0455
1584055800000.0,1.1873
1584056400000.0,4.7986
1584057000000.0,3.3323
1584057900000.0,1.2155
1584059400000.0,2.5116
1584061200000.0,2.9411
1584063600000.0,3.1273
1584064800000.0,4.6045
1584066000000.0,0.5773
1584067200000.0,-0.5463
1584068100000.0,3.3503
1584069600000.0,2.3672
1584070500000.0,3.5073
1584071700000.0,-0.4437
1584073800000.0,3.8742
1584075900000.0,1.5534
1584077400000.0,2.732
1584079800000.0,1.1576
1584082500000.0,-0.9423
1584085200000.0,3.4627
1584087000000.0,0.5495
1584088800000.0,4.121
1584092700000.0,0.4092
1584094500000.0,4.3972
1584097500000.0,0.8576
1584099600000.0,2.9711
1584102600000.0,1.1022
1584105000000.0,4.1514
1584106500000.0,3.2669
1584107400000.0,1.9236
1584109200000.0,0.9143
1584111000000.0,3.1247
1584111900000.0,1.4241
1584113400000.0,-0.2572
1584114600000.0,-0.7627
1584115500000.0,2.6774
1584117600000.0,2.0427
1584120000000.0,2.3036
1584123300000.0,3.5342
1584125700000.0,0.5133
1584128100000.0,0.3612
1584129300000.0,-0.8977
1584131100000.0,2.5065
