timestamp,btc_mvrv_ratio
1578445500000.0,1.5634
1578447900000.0,1.4777
1578450900000.0,1.3578
1578453900000.0,1.7397
1578459000000.0,1.4457
1578465900000.0,1.6572
1578472500000.0,1.6545
1578479400000.0,1.5782
1578488100000.0,1.4744
1578490500000.0,1.658
1578492900000.0,1.4401
1578496200000.0,1.3083
1578499500000.0,1.5712
1578501300000.0,1.5885
1578501900000.0,1.6152
1578503400000.0,1.5049
1578505500000.0,1.5416
1578511800000.0,1.5273
1578514200000.0,1.2869
1578516600000.0,1.4687
1578521100000.0,1.3837
1578527700000.0,1.5418
1578531600000.0,1.6134
1578541200000.0,1.4984
1578550500000.0,1.353
1578558000000.0,1.4749
1578563700000.0,1.3766
1578569400000.0,1.5613
1578576000000.0,1.5032
1578584700000.0,1.4745
1578588900000.0,1.449
1578593700000.0,1.3969
1578600000000.0,1.5067
1578603300000.0,1.4873
1578605700000.0,1.6667
1578613200000.0,1.6205
1578624900000.0,1.5931
1578636000000.0,1.3722
1578643200000.0,1.3644
1578648900000.0,1.4073
1578653400000.0,1.3075
1578656400000.0,1.5153
1578660600000.0,1.3626
1578664200000.0,1.3967
1578667200000.0,1.3235
1578669600000.0,1.3547
1578672300000.0,1.4506
1578673800000.0,1.4368
1578676500000.0,1.4976
1578679800000.0,1.4313
1578682200000.0,1.4949
1578684600000.0,1.4728
1578689700000.0,1.5672
1578693600000.0,1.6066
1578700200000.0,1.529
1578704400000.0,1.5411
1578708900000.0,1.4239
1578716700000.0,1.4288
1578724200000.0,1.4043
1578730200000.0,1.3521
1578738600000.0,1.5383
1578745500000.0,1.551
1578753900000.0,1.6079
1578760500000.0,1.5629
1578765900000.0,1.4538
1578778800000.0,1.4725
1578780000000.0,1.4724
1578784500000.0,1.5911
1578789300000.0,1.6652
1578800100000.0,1.5179
1578814500000.0,1.508
1578825300000.0,1.5842
1578838200000.0,1.5825
1578848700000.0,1.4868
1578850500000.0,1.4409
1578860700000.0,1.4294
1578873600000.0,1.6086
1578886500000.0,1.4464
1578901200000.0,1.4914
1578916800000.0,1.5639
1578930900000.0,1.6056
1578948300000.0,1.3941
1578961800000.0,1.5533
1578963300000.0,1.5998
1578964800000.0,1.6287
1578966600000.0,1.3511
1578971100000.0,1.51
1578974700000.0,1.4038
1578978600000.0,1.4834
1578985800000.0,1.5719
1578995100000.0,1.5946
1579002000000.0,1.4248
1579005600000.0,1.4833
1579008900000.0,1.4674
1579011600000.0,1.5254
1579012800000.0,1.5761
1579015500000.0,1.6003
1579017900000.0,1.5343
1579020300000.0,1.5983
1579021800000.0,1.6089
1579024200000.0,1.6387
1579026600000.0,1.4379
1579029000000.0,1.401
1579035900000.0,1.5102
1579044300000.0,1.4428
1579046700000.0,1.4538
1579048800000.0,1.3992
1579052100000.0,1.5907
1579058700000.0,1.5384
1579062300000.0,1.4663
1579065300000.0,1.6117
1579071600000.0,1.5715
1579079100000.0,1.5385
1579083600000.0,1.5087
1579088400000.0,1.5321
1579093200000.0,1.5397
1579096800000.0,1.3612
1579098000000.0,1.5254
1579100700000.0,1.718
1579103400000.0,1.6428
1579105200000.0,1.5488
1579110300000.0,1.5597
1579116300000.0,1.4234
1579122300000.0,1.5637
1579129800000.0,1.4556
1579134300000.0,1.634
1579137900000.0,1.4677
1579141800000.0,1.6894
1579147500000.0,1.4738
1579155600000.0,1.5597
1579163100000.0,1.4309
1579169400000.0,1.4641
1579175100000.0,1.6649
1579178700000.0,1.62
1579182900000.0,1.669
1579189200000.0,1.5154
1579194300000.0,1.5681
1579202100000.0,1.4407
1579209900000.0,1.5681
1579221300000.0,1.4659
1579229700000.0,1.5844
1579233900000.0,1.6473
1579240200000.0,1.5398
1579242000000.0,1.394
1579244700000.0,1.4095
1579248900000.0,1.4743
1579253400000.0,1.6279
1579256700000.0,1.6307
1579261800000.0,1.4761
1579264200000.0,1.5662
1579270200000.0,1.3683
1579275300000.0,1.2865
1579280100000.0,1.5379
1579286400000.0,1.6253
1579290900000.0,1.4362
1579298700000.0,1.4044
1579307100000.0,1.5582
1579313700000.0,1.4454
1579323000000.0,1.2894
1579331100000.0,1.3783
1579340100000.0,1.5074
1579350600000.0,1.5262
1579358700000.0,1.5366
1579364400000.0,1.46
1579371000000.0,1.5019
1579385400000.0,1.6595
1579393500000.0,1.5443
1579395900000.0,1.5192
1579397700000.0,1.5132
1579400700000.0,1.2261
1579407000000.0,1.3772
1579416600000.0,1.3085
1579422900000.0,1.4723
1579431300000.0,1.3608
1579431900000.0,1.5491
1579432800000.0,1.4637
1579434900000.0,1.6829
1579437300000.0,1.5562
1579441800000.0,1.448
1579449900000.0,1.559
1579459500000.0,1.5006
1579469400000.0,1.5638
1579472400000.0,1.6979
1579476000000.0,1.4355
1579481100000.0,1.5334
1579488900000.0,1.7051
1579501200000.0,1.5065
1579512000000.0,1.5808
1579523100000.0,1.4336
1579527000000.0,1.4589
1579531500000.0,1.5565
1579537800000.0,1.5185
1579552800000.0,1.4372
1579561200000.0,1.4686
1579566300000.0,1.5131
1579583400000.0,1.3974
1579597200000.0,1.4968
1579610700000.0,1.59
1579627500000.0,1.5514
1579635900000.0,1.5112
1579637400000.0,1.4276
1579639500000.0,1.3521
1579642800000.0,1.3663
1579653300000.0,1.4919
1579675500000.0,1.5771
1579679100000.0,1.746
1579683900000.0,1.4879
1579692300000.0,1.3552
1579703400000.0,1.4752
1579712100000.0,1.5393
1579721100000.0,1.6439
1579741800000.0,1.4944
1579748700000.0,1.4406
1579758000000.0,1.5978
1579764600000.0,1.4237
1579770000000.0,1.6059
1579773300000.0,1.4231
1579778400000.0,1.3767
1579781700000.0,1.4702
1579786200000.0,1.5606
1579790100000.0,1.5357
1579797900000.0,1.3791
1579804200000.0,1.3771
1579814700000.0,1.4735
1579824000000.0,1.6879
1579834800000.0,1.6849
1579845300000.0,1.4754
1579858200000.0,1.5057
1579863300000.0,1.6032
1579866000000.0,1.5233
1579869300000.0,1.6321
1579875600000.0,1.2756
1579879800000.0,1.4757
1579885800000.0,1.5338
1579896000000.0,1.3375
1579903800000.0,1.4646
1579912500000.0,1.4322
1579917300000.0,1.4222
1579926900000.0,1.404
1579939200000.0,1.4648
1579950000000.0,1.5676
1579962300000.0,1.3978
1579980600000.0,1.6236
1579991400000.0,1.6123
1579999500000.0,1.4189
1580016900000.0,1.5394
1580026800000.0,1.3598
1580031000000.0,1.5319
1580039700000.0,1.5162
1580051400000.0,1.5312
1580058600000.0,1.5417
1580064600000.0,1.5712
1580071200000.0,1.181
1580082900000.0,1.4841
1580085600000.0,1.4742
1580094900000.0,1.4773
1580107200000.0,1.4829
1580115900000.0,1.3666
1580125800000.0,1.478
1580127000000.0,1.4328
1580132100000.0,1.5949
1580137800000.0,1.5863
1580142300000.0,1.5447
1580151300000.0,1.1973
1580153100000.0,1.4603
1580155200000.0,1.4119
1580159700000.0,1.5376
1580166600000.0,1.4553
1580172000000.0,1.4132
1580173800000.0,1.6102
1580177700000.0,1.5537
1580185800000.0,1.386
1580189400000.0,1.3122
1580194200000.0,1.5532
1580200500000.0,1.5755
1580205900000.0,1.7168
1580210700000.0,1.6214
1580214900000.0,1.3506
1580220900000.0,1.5818
1580222700000.0,1.5024
1580223900000.0,1.5147
1580227500000.0,1.479
1580232000000.0,1.4831
1580235600000.0,1.5861
1580242500000.0,1.476
1580248500000.0,1.4215
1580253600000.0,1.4676
1580254800000.0,1.4477
1580256000000.0,1.5652
1580258100000.0,1.4069
1580261100000.0,1.5743
1580266500000.0,1.589
1580274300000.0,1.6149
1580282700000.0,1.5389
1580291700000.0,1.3893
1580294100000.0,1.4322
1580296200000.0,1.6235
1580299200000.0,1.3609
1580304600000.0,1.4735
1580312700000.0,1.472
1580319000000.0,1.6035
1580327100000.0,1.5314
1580333100000.0,1.3995
1580342100000.0,1.4903
1580345700000.0,1.4954
1580357700000.0,1.5917
1580369400000.0,1.5245
1580375400000.0,1.4617
1580384400000.0,1.4482
1580391900000.0,1.6337
1580395500000.0,1.6544
1580401500000.0,1.6098
1580402100000.0,1.5332
1580403900000.0,1.5093
1580405100000.0,1.4293
1580406300000.0,1.4976
1580410200000.0,1.359
1580415600000.0,1.4292
1580418600000.0,1.5477
1580427600000.0,1.449
1580433300000.0,1.5892
1580438400000.0,1.4439
1580446500000.0,1.3466
1580450700000.0,1.6158
1580458200000.0,1.6362
1580467200000.0,1.3753
1580470500000.0,1.5722
1580475300000.0,1.3608
1580479200000.0,1.5543
1580486400000.0,1.5769
1580491800000.0,1.5928
1580502000000.0,1.3797
1580511000000.0,1.502
1580517600000.0,1.5454
1580523600000.0,1.5826
1580530800000.0,1.5314
1580541600000.0,1.5693
1580548800000.0,1.5517
1580557200000.0,1.527
1580563500000.0,1.5172
1580571600000.0,1.5964
1580578200000.0,1.2342
1580592300000.0,1.4306
1580604300000.0,1.3335
1580610900000.0,1.5536
1580616600000.0,1.5869
1580619600000.0,1.5849
1580625900000.0,1.4207
1580633400000.0,1.6724
1580638800000.0,1.6578
1580645100000.0,1.5549
1580649600000.0,1.4429
1580654700000.0,1.6088
1580661000000.0,1.7032
1580672100000.0,1.5585
1580682900000.0,1.4776
1580687400000.0,1.4648
1580691900000.0,1.5674
1580694000000.0,1.2521
1580695500000.0,1.5034
1580699100000.0,1.2943
1580706300000.0,1.5342
1580717400000.0,1.3596
1580725500000.0,1.4249
1580731200000.0,1.5001
1580740500000.0,1.3788
1580745300000.0,1.4249
1580748600000.0,1.4507
1580754000000.0,1.5217
1580763300000.0,1.577
1580775300000.0,1.5548
1580781600000.0,1.4965
1580792100000.0,1.3897
1580798700000.0,1.4214
1580806500000.0,1.4615
1580809800000.0,1.4466
1580814600000.0,1.6423
1580816400000.0,1.6034
1580820000000.0,1.4041
1580823600000.0,1.4665
1580829300000.0,1.4915
1580836200000.0,1.606
1580847900000.0,1.6731
1580862900000.0,1.5553
1580872500000.0,1.2235
1580882400000.0,1.5662
1580889900000.0,1.5302
1580898600000.0,1.4823
1580900700000.0,1.5079
1580904300000.0,1.5002
1580905200000.0,1.6588
1580910000000.0,1.6695
1580913900000.0,1.597
1580918700000.0,1.5127
1580920500000.0,1.7214
1580924700000.0,1.5269
1580926800000.0,1.3919
1580927400000.0,1.5114
1580929800000.0,1.5826
1580933400000.0,1.4847
1580939700000.0,1.5765
1580944800000.0,1.4247
1580948400000.0,1.5119
1580952300000.0,1.4886
1580959500000.0,1.5264
1580967000000.0,1.3589
1580974200000.0,1.6831
1580978400000.0,1.6451
1580986200000.0,1.5959
1580991300000.0,1.4568
1580993700000.0,1.4472
1580995800000.0,1.5594
1580997000000.0,1.4683
1580998800000.0,1.6095
1581001200000.0,1.4622
1581004200000.0,1.2797
1581008700000.0,1.3646
1581013500000.0,1.5026
1581021300000.0,1.7051
1581029400000.0,1.4434
1581034200000.0,1.4502
1581040200000.0,1.5952
1581045900000.0,1.3093
1581054000000.0,1.4671
1581062700000.0,1.3817
1581070800000.0,1.494
1581076200000.0,1.6589
1581079500000.0,1.4707
1581086100000.0,1.6124
1581092100000.0,1.5259
1581103800000.0,1.4727
1581115500000.0,1.5751
1581126900000.0,1.4863
1581132000000.0,1.4699
1581139200000.0,1.5434
1581150000000.0,1.5352
1581156300000.0,1.3934
1581161100000.0,1.5573
1581169500000.0,1.5665
1581173100000.0,1.489
1581179100000.0,1.5528
1581185100000.0,1.5137
1581196500000.0,1.4574
1581199800000.0,1.4406
1581208800000.0,1.6335
1581216900000.0,1.5165
1581219000000.0,1.5117
1581221700000.0,1.5099
1581227400000.0,1.5521
1581234600000.0,1.4836
1581239700000.0,1.4774
1581245400000.0,1.28
1581252000000.0,1.6149
1581260100000.0,1.4547
1581263100000.0,1.5161
1581269100000.0,1.477
1581280200000.0,1.4602
1581290700000.0,1.6032
1581295500000.0,1.4949
1581300900000.0,1.4248
1581306600000.0,1.5069
1581312900000.0,1.6293
1581314400000.0,1.5289
1581315300000.0,1.5241
1581317400000.0,1.7142
1581321900000.0,1.4439
1581325200000.0,1.5621
1581327300000.0,1.5308
1581332400000.0,1.5405
1581336900000.0,1.5826
1581343800000.0,1.5392
1581348900000.0,1.4771
1581354000000.0,1.5393
1581363900000.0,1.5592
1581376500000.0,1.6696
1581381300000.0,1.6965
1581384900000.0,1.5629
1581392700000.0,1.6389
1581400200000.0,1.6242
1581410400000.0,1.373
1581417600000.0,1.635
1581424200000.0,1.4998
1581429600000.0,1.48
1581434700000.0,1.4313
1581435600000.0,1.6393
1581436200000.0,1.639
1581437100000.0,1.6622
1581438000000.0,1.4574
1581441300000.0,1.3719
1581445500000.0,1.686
1581450900000.0,1.5057
1581459900000.0,1.6409
1581466200000.0,1.4828
1581469800000.0,1.4564
1581476700000.0,1.6175
1581486000000.0,1.2763
1581490800000.0,1.4999
1581493800000.0,1.4479
1581496200000.0,1.3982
1581499200000.0,1.4974
1581505800000.0,1.6289
1581511500000.0,1.4522
1581516900000.0,1.5518
1581520500000.0,1.5679
1581525600000.0,1.5148
1581534300000.0,1.4894
1581542100000.0,1.617
1581550500000.0,1.593
1581559200000.0,1.7271
1581564900000.0,1.7
1581573300000.0,1.204
1581578400000.0,1.5652
1581581400000.0,1.3318
1581582000000.0,1.5843
1581584700000.0,1.5634
1581586500000.0,1.6533
1581590100000.0,1.4892
1581594600000.0,1.6035
1581599100000.0,1.3165
1581601200000.0,1.5153
1581602400000.0,1.5184
1581603000000.0,1.4047
1581605100000.0,1.4911
1581609600000.0,1.3609
1581613200000.0,1.6414
1581618000000.0,1.5526
1581627600000.0,1.553
1581639300000.0,1.5279
1581646500000.0,1.5588
1581654600000.0,1.5819
1581661500000.0,1.6213
1581668100000.0,1.4145
1581675300000.0,1.5969
1581678000000.0,1.4998
1581684300000.0,1.4069
1581690900000.0,1.5291
1581694800000.0,1.4911
1581702300000.0,1.4218
1581707100000.0,1.676
1581715500000.0,1.425
1581725700000.0,1.5613
1581732600000.0,1.471
1581741600000.0,1.4673
1581751500000.0,1.566
1581761100000.0,1.5726
1581772200000.0,1.4953
1581781800000.0,1.5438
1581782100000.0,1.6934
1581782700000.0,1.4663
1581784200000.0,1.6552
1581785100000.0,1.5565
1581788400000.0,1.5675
1581790800000.0,1.5697
1581798900000.0,1.5494
1581813600000.0,1.5249
1581822000000.0,1.4246
1581831600000.0,1.3483
1581843000000.0,1.787
1581852300000.0,1.5324
1581860100000.0,1.5499
1581867000000.0,1.815
1581870000000.0,1.7071
1581872100000.0,1.4739
1581874800000.0,1.4773
1581882000000.0,1.5373
1581891900000.0,1.4288
1581896400000.0,1.7328
1581900300000.0,1.6651
1581907500000.0,1.4977
1581913500000.0,1.4329
1581918600000.0,1.5431
1581927300000.0,1.4506
1581934500000.0,1.4595
1581938100000.0,1.4707
1581939600000.0,1.493
1581942000000.0,1.6089
1581946800000.0,1.4994
1581949200000.0,1.5943
1581951300000.0,1.5259
1581954000000.0,1.3813
1581957000000.0,1.417
1581960600000.0,1.6486
1581967800000.0,1.4732
1581976200000.0,1.5868
1581986100000.0,1.6037
1581996300000.0,1.5074
1582005600000.0,1.4412
1582016100000.0,1.442
1582021200000.0,1.4312
1582028400000.0,1.4588
1582033500000.0,1.5512
1582039200000.0,1.6386
1582041300000.0,1.6308
1582045200000.0,1.5023
1582049100000.0,1.373
1582052400000.0,1.5532
1582057800000.0,1.5578
1582060200000.0,1.5244
1582062600000.0,1.5677
1582067100000.0,1.4773
1582072500000.0,1.6991
1582080900000.0,1.343
1582090200000.0,1.4661
1582098900000.0,1.4316
1582104300000.0,1.4016
1582113600000.0,1.359
1582116900000.0,1.3839
1582131000000.0,1.4892
1582134300000.0,1.5452
1582141200000.0,1.5502
1582146000000.0,1.5077
1582148400000.0,1.4069
1582149000000.0,1.525
1582149300000.0,1.5998
1582150200000.0,1.5723
1582152000000.0,1.4876
1582156800000.0,1.4667
1582164300000.0,1.4837
1582170000000.0,1.5091
1582182000000.0,1.5484
1582191000000.0,1.5117
1582198500000.0,1.5502
1582205700000.0,1.3289
1582212600000.0,1.4739
1582216800000.0,1.3807
1582217700000.0,1.529
1582219800000.0,1.5237
1582224000000.0,1.6238
1582235400000.0,1.4061
1582246800000.0,1.747
1582256100000.0,1.5008
1582263300000.0,1.5373
1582274400000.0,1.772
1582285200000.0,1.4914
1582292700000.0,1.4737
1582302000000.0,1.5972
1582314300000.0,1.5312
1582317900000.0,1.3233
1582328100000.0,1.6496
1582343100000.0,1.5446
1582353300000.0,1.5679
1582368900000.0,1.563
1582384800000.0,1.3553
1582398300000.0,1.4689
1582422600000.0,1.2987
1582430700000.0,1.4082
1582435500000.0,1.4764
1582446000000.0,1.5138
1582454100000.0,1.5493
1582459200000.0,1.6026
1582468500000.0,1.2276
1582482600000.0,1.5265
1582499100000.0,1.4268
1582503300000.0,1.4871
1582508400000.0,1.4883
1582512000000.0,1.5579
1582515000000.0,1.4763
1582526100000.0,1.4492
1582531800000.0,1.7438
1582540800000.0,1.5024
1582547700000.0,1.4197
1582555200000.0,1.5176
1582559400000.0,1.5908
1582563600000.0,1.5943
1582567500000.0,1.5663
1582570800000.0,1.671
1582577400000.0,1.4066
1582588200000.0,1.4147
1582600200000.0,1.449
1582610400000.0,1.5616
1582617900000.0,1.5703
1582625100000.0,1.678
1582632000000.0,1.495
1582637100000.0,1.5949
1582640700000.0,1.6167
1582642200000.0,1.6191
1582646100000.0,1.6083
1582648200000.0,1.4217
1582650900000.0,1.4916
1582656900000.0,1.4418
1582663500000.0,1.4005
1582666200000.0,1.3719
1582675200000.0,1.4293
1582680600000.0,1.5473
1582683600000.0,1.6238
1582687800000.0,1.7773
1582695000000.0,1.6476
1582701900000.0,1.4852
1582707300000.0,1.5127
1582711800000.0,1.6279
1582719000000.0,1.566
1582720800000.0,1.5521
1582724400000.0,1.6301
1582725900000.0,1.5363
1582727400000.0,1.549
1582730100000.0,1.5834
1582733400000.0,1.5132
1582734300000.0,1.4523
1582735800000.0,1.4246
1582737000000.0,1.2916
1582740300000.0,1.5829
1582744500000.0,1.4201
1582752000000.0,1.4301
1582759200000.0,1.5104
1582763700000.0,1.4474
1582765800000.0,1.391
1582768500000.0,1.4258
1582774200000.0,1.4612
1582781100000.0,1.4475
1582787700000.0,1.4783
1582794900000.0,1.4924
1582801200000.0,1.4401
1582806300000.0,1.6922
1582808400000.0,1.6289
1582814100000.0,1.5979
1582819800000.0,1.3631
1582823700000.0,1.6349
1582830900000.0,1.6492
1582839600000.0,1.5254
1582843200000.0,1.735
1582848300000.0,1.479
1582856100000.0,1.7333
1582868700000.0,1.5273
1582876800000.0,1.5245
1582882500000.0,1.518
1582884300000.0,1.5821
1582887600000.0,1.3848
1582892100000.0,1.6379
1582894200000.0,1.3441
1582896000000.0,1.6587
1582899900000.0,1.46
1582904100000.0,1.5089
1582909500000.0,1.6324
1582914600000.0,1.3727
1582921200000.0,1.4612
1582929900000.0,1.2713
1582936200000.0,1.7005
1582947900000.0,1.4352
1582958700000.0,1.7244
1582970400000.0,1.4327
1582977300000.0,1.4287
1582986000000.0,1.3908
1582991700000.0,1.5021
1583002200000.0,1.6269
1583018100000.0,1.5675
1583022900000.0,1.4934
1583028300000.0,1.7137
1583037000000.0,1.5734
1583047200000.0,1.3783
1583054700000.0,1.366
1583064000000.0,1.5697
1583065500000.0,1.4895
1583067900000.0,1.5003
1583073600000.0,1.3404
1583080500000.0,1.5546
1583083500000.0,1.5976
1583089500000.0,1.5569
1583093400000.0,1.5951
1583102100000.0,1.5078
1583108700000.0,1.497
1583117700000.0,1.5013
1583127000000.0,1.4958
1583133900000.0,1.4611
1583142300000.0,1.5479
1583146800000.0,1.5688
1583153100000.0,1.5434
1583156400000.0,1.4019
1583159700000.0,1.4504
1583163600000.0,1.526
1583168700000.0,1.5751
1583175000000.0,1.4631
1583184000000.0,1.5535
1583190600000.0,1.6814
1583196900000.0,1.5946
1583208000000.0,1.5052
1583218800000.0,1.4559
1583223900000.0,1.4379
1583230800000.0,1.3147
1583237100000.0,1.5431
1583241000000.0,1.5432
1583246400000.0,1.4429
1583248200000.0,1.5828
1583249100000.0,1.672
1583253000000.0,1.4797
1583260800000.0,1.6392
1583271600000.0,1.4877
1583283900000.0,1.6266
1583294400000.0,1.4025
1583305800000.0,1.5451
1583316000000.0,1.4919
1583322900000.0,1.5229
1583332200000.0,1.62
1583335500000.0,1.4532
1583341500000.0,1.6162
1583355000000.0,1.4795
1583368500000.0,1.4532
1583371200000.0,1.6701
1583376900000.0,1.48
1583382600000.0,1.5275
1583391300000.0,1.3477
1583400600000.0,1.3759
1583403900000.0,1.5367
1583408700000.0,1.4457
1583414100000.0,1.5448
1583420700000.0,1.5482
1583426700000.0,1.5806
1583436900000.0,1.3972
1583441700000.0,1.5152
1583451300000.0,1.4444
1583456700000.0,1.4304
1583467500000.0,1.3652
1583475000000.0,1.4499
1583482800000.0,1.5817
1583492100000.0,1.3023
1583497500000.0,1.5565
1583504100000.0,1.4733
1583510700000.0,1.4753
1583523300000.0,1.5565
1583536800000.0,1.5912
1583547000000.0,1.5177
1583561700000.0,1.5242
1583575200000.0,1.4838
1583584800000.0,1.4437
1583597100000.0,1.5179
1583599500000.0,1.4382
1583600700000.0,1.682
1583603700000.0,1.3838
1583606400000.0,1.4089
1583616900000.0,1.4848
1583627100000.0,1.5436
1583632800000.0,1.524
1583644800000.0,1.4041
1583658600000.0,1.4994
1583667000000.0,1.5279
1583673300000.0,1.4791
1583678100000.0,1.4879
1583680500000.0,1.4889
1583681700000.0,1.3695
1583682600000.0,1.4553
1583684400000.0,1.423
1583685000000.0,1.4888
1583686200000.0,1.5594
1583689200000.0,1.4213
1583694900000.0,1.4771
1583704800000.0,1.4137
1583709000000.0,1.6107
1583711400000.0,1.4985
1583712600000.0,1.491
1583717100000.0,1.4918
1583723700000.0,1.7089
1583727300000.0,1.6796
1583728500000.0,1.5892
1583731500000.0,1.5621
1583732400000.0,1.4881
1583733600000.0,1.5646
1583736300000.0,1.5697
1583741400000.0,1.5408
1583748000000.0,1.4769
1583752500000.0,1.368
1583755800000.0,1.6779
1583759100000.0,1.2872
1583762100000.0,1.4628
1583764200000.0,1.4165
1583766900000.0,1.5066
1583768700000.0,1.4507
1583770800000.0,1.4861
1583772600000.0,1.4492
1583776500000.0,1.5712
1583781900000.0,1.4267
1583786100000.0,1.3871
1583795400000.0,1.3487
1583802000000.0,1.6289
1583809500000.0,1.6145
1583819700000.0,1.5731
1583828100000.0,1.4926
1583836200000.0,1.4168
1583837700000.0,1.6648
1583840100000.0,1.5626
1583844300000.0,1.4826
1583847900000.0,1.5338
1583851800000.0,1.5672
1583854500000.0,1.5208
1583855100000.0,1.457
1583856300000.0,1.4661
1583860500000.0,1.6495
1583865300000.0,1.4787
1583870700000.0,1.6446
1583875500000.0,1.4968
1583880600000.0,1.5167
1583884500000.0,1.7072
1583893800000.0,1.4065
1583905200000.0,1.5137
1583912100000.0,1.4539
1583916000000.0,1.371
1583922600000.0,1.4181
1583928300000.0,1.4881
1583934300000.0,1.4457
1583940600000.0,1.4148
1583943600000.0,1.5393
1583946900000.0,1.4361
1583949600000.0,1.5734
1583951700000.0,1.55
1583954100000.0,1.4776
1583958600000.0,1.4848
1583966100000.0,1.4744
1583968800000.0,1.5098
1583975400000.0,1.4025
1583978400000.0,1.4424
1583979900000.0,1.5606
1583982300000.0,1.5227
1583986800000.0,1.4655
1583991300000.0,1.4655
1583995200000.0,1.4281
1583997300000.0,1.5972
1583998500000.0,1.4124
1584001200000.0,1.5664
1584003900000.0,1.3635
1584008400000.0,1.4924
1584009300000.0,1.4771
1584009600000.0,1.4737
1584009900000.0,1.5791
1584010200000.0,1.4136
1584010800000.0,1.5375
1584011400000.0,1.3727
1584012600000.0,1.5175
1584013800000.0,1.5831
1584015000000.0,1.4607
1584016500000.0,1.6559
1584018300000.0,1.4664
1584020400000.0,1.3932
1584021900000.0,1.4054
1584024000000.0,1.3813
1584026400000.0,1.5223
1584029700000.0,1.5423
1584033000000.0,1.6826
1584036900000.0,1.5419
1584042000000.0,1.4945
1584045300000.0,1.4344
1584046800000.0,1.7879
1584049500000.0,1.4261
1584051300000.0,1.6531
1584054600000.0,1.4635
1584055500000.0,1.49
1584055800000.0,1.5781
1584056400000.0,1.3264
1584057000000.0,1.3772
1584057900000.0,1.4977
1584059400000.0,1.5118
1584061200000.0,1.3787
1584063600000.0,1.4546
1584064800000.0,1.4427
1584066000000.0,1.4119
1584067200000.0,1.6207
1584068100000.0,1.5511
1584069600000.0,1.3169
1584070500000.0,1.6391
1584071700000.0,1.3512
1584073800000.0,1.5063
1584075900000.0,1.4629
1584077400000.0,1.5724
1584079800000.0,1.4135
1584082500000.0,1.4585
1584085200000.0,1.3625
1584087000000.0,1.4757
1584088800000.0,1.4848
1584092700000.0,1.6353
1584094500000.0,1.4487
1584097500000.0,1.3761
1584099600000.0,1.5829
1584102600000.0,1.5066
1584105000000.0,1.3286
1584106500000.0,1.4774
1584107400000.0,1.6239
1584109200000.0,1.455
1584111000000.0,1.5693
1584111900000.0,1.3267
1584113400000.0,1.5958
1584114600000.0,1.5068
1584115500000.0,1.3542
1584117600000.0,1.4191
1584120000000.0,1.4717
1584123300000.0,1.5342
1584125700000.0,1.4166
1584128100000.0,1.6096
1584129300000.0,1.5271
1584131100000.0,1.4471
1584135300000.0,1.3129
1584139500000.0,1.6457
1584143100000.0,1.3526
1584146700000.0,1.5721
1584151200000.0,1.5223
1584156000000.0,1.4277
1584161100000.0,1.329
1584167700000.0,1.5081
1584173700000.0,1.5339
1584178800000.0,1.4427
1584183000000.0,1.5179
1584187800000.0,1.5395
1584193800000.0,1.4083
