timestamp,stablecoin_exchange_reserve
1579256700000.0,998952772.42
1579261800000.0,998992291.47
1579264200000.0,998999619.48
1579270200000.0,998997899.6
1579275300000.0,998964485.24
1579280100000.0,998961878.77
1579286400000.0,998979098.75
1579290900000.0,998952968.63
1579298700000.0,998939521.29
1579307100000.0,998949342.91
1579313700000.0,998985431.2
1579323000000.0,998983473.65
1579331100000.0,998965957.6
1579340100000.0,998964614.48
1579350600000.0,998939605.15
1579358700000.0,998950799.6
1579364400000.0,998962839.19
1579371000000.0,998944583.59
1579385400000.0,998946005.31
1579393500000.0,998876171.6
1579395900000.0,998827076.87
1579397700000.0,998818523.59
1579400700000.0,998829559.3
1579407000000.0,998852808.39
1579416600000.0,998851489.82
1579422900000.0,998873329.36
1579431300000.0,999080950.29
1579431900000.0,999086618.5
1579432800000.0,999079644.92
1579434900000.0,999121041.67
1579437300000.0,999109055.07
1579441800000.0,999099290.18
1579449900000.0,999108135.55
1579459500000.0,999054415.44
1579469400000.0,999135411.29
1579472400000.0,999097841.51
1579476000000.0,999086699.11
1579481100000.0,999099578.81
1579488900000.0,999090005.23
1579501200000.0,999095845.24
1579512000000.0,999134329.95
1579523100000.0,999156082.95
1579527000000.0,999103107.19
1579531500000.0,999093359.66
1579537800000.0,999095943.3
1579552800000.0,999100057.97
1579561200000.0,999107678.74
1579566300000.0,999089757.48
1579583400000.0,999098661.02
1579597200000.0,999104990.79
1579610700000.0,999105273.97
1579627500000.0,999158605.75
1579635900000.0,999099584.58
1579637400000.0,999072181.54
1579639500000.0,999057185.09
1579642800000.0,999047920.8
1579653300000.0,999045967.19
1579675500000.0,999062276.32
1579679100000.0,999096924.05
1579683900000.0,999099873.22
1579692300000.0,999101784.48
1579703400000.0,999082232.98
1579712100000.0,999105175.72
1579721100000.0,999106164.06
1579741800000.0,999128909.36
1579748700000.0,999165491.53
1579758000000.0,999138674.15
1579764600000.0,999184655.56
1579770000000.0,999214538.21
1579773300000.0,999222732.03
1579778400000.0,999208705.5
1579781700000.0,999248661.0
1579786200000.0,999271706.88
1579790100000.0,999277009.45
1579797900000.0,999285552.02
1579804200000.0,999236086.06
1579814700000.0,999247091.12
1579824000000.0,999307023.65
1579834800000.0,999294337.27
1579845300000.0,999304039.97
1579858200000.0,999338817.54
1579863300000.0,999262985.12
1579866000000.0,999241107.49
1579869300000.0,999221016.48
1579875600000.0,999196901.51
1579879800000.0,999211744.98
1579885800000.0,999191277.46
1579896000000.0,999217232.53
1579903800000.0,999273912.12
1579912500000.0,999326702.73
1579917300000.0,999304978.19
1579926900000.0,999301148.22
1579939200000.0,999293005.0
1579950000000.0,999285647.88
1579962300000.0,999283371.59
1579980600000.0,999244909.56
1579991400000.0,999301250.39
1579999500000.0,999258960.69
1580016900000.0,999250826.34
1580026800000.0,999247745.17
1580031000000.0,999216251.54
1580039700000.0,999208504.9
1580051400000.0,999146517.21
1580058600000.0,999144384.92
1580064600000.0,999133998.62
1580071200000.0,999137836.42
1580082900000.0,999097501.05
1580085600000.0,999106956.03
1580094900000.0,999107094.79
1580107200000.0,999127591.41
1580115900000.0,999087701.08
1580125800000.0,999061371.08
1580127000000.0,999042433.23
1580132100000.0,999033549.41
1580137800000.0,999025494.63
1580142300000.0,999018986.3
1580151300000.0,998940477.42
1580153100000.0,998944617.17
1580155200000.0,998930667.6
1580159700000.0,998956064.06
1580166600000.0,998876767.85
1580172000000.0,998842373.77
1580173800000.0,998837024.94
1580177700000.0,998839128.71
1580185800000.0,998908287.8
1580189400000.0,998881148.03
1580194200000.0,998905282.88
1580200500000.0,998926098.86
1580205900000.0,998860837.16
1580210700000.0,998890645.15
1580214900000.0,998819380.44
1580220900000.0,998841589.72
1580222700000.0,998894355.97
1580223900000.0,998901730.4
1580227500000.0,998937771.65
1580232000000.0,998897759.06
1580235600000.0,998865341.11
1580242500000.0,998860215.29
1580248500000.0,998823541.27
1580253600000.0,998704938.62
1580254800000.0,998690954.8
1580256000000.0,998703722.48
1580258100000.0,998715373.36
1580261100000.0,998714464.66
1580266500000.0,998722279.52
1580274300000.0,998713871.42
1580282700000.0,998719523.4
1580291700000.0,998702847.89
1580294100000.0,998739482.01
1580296200000.0,998736651.97
1580299200000.0,998744313.42
1580304600000.0,998743883.29
1580312700000.0,998703077.18
1580319000000.0,998690380.31
1580327100000.0,998711515.2
1580333100000.0,998738058.73
1580342100000.0,998752476.68
1580345700000.0,998721519.43
1580357700000.0,998705194.69
1580369400000.0,998710035.79
1580375400000.0,998712444.74
1580384400000.0,998692785.12
1580391900000.0,998712695.85
1580395500000.0,998668121.56
1580401500000.0,998746604.46
1580402100000.0,998687705.51
1580403900000.0,998647880.86
1580405100000.0,998657256.44
1580406300000.0,998632509.43
1580410200000.0,998620163.35
1580415600000.0,998602184.59
1580418600000.0,998630254.3
1580427600000.0,998635312.68
1580433300000.0,998665236.35
1580438400000.0,998677015.29
1580446500000.0,998717084.3
1580450700000.0,998713256.88
1580458200000.0,998694994.11
1580467200000.0,998723484.12
1580470500000.0,998746593.7
1580475300000.0,998754943.89
1580479200000.0,998718549.76
1580486400000.0,998732090.77
1580491800000.0,998719753.46
1580502000000.0,998674294.61
1580511000000.0,998698296.09
1580517600000.0,998658593.47
1580523600000.0,998664881.77
1580530800000.0,998663712.36
1580541600000.0,998703743.81
1580548800000.0,998712391.31
1580557200000.0,998707254.39
1580563500000.0,998702794.56
1580571600000.0,998676909.19
1580578200000.0,998700715.38
1580592300000.0,998707451.86
1580604300000.0,998764063.72
1580610900000.0,998779336.61
1580616600000.0,998728884.32
1580619600000.0,998701072.51
1580625900000.0,998699462.96
1580633400000.0,998673350.94
1580638800000.0,998662691.34
1580645100000.0,998674724.09
1580649600000.0,998663886.96
1580654700000.0,998666919.63
1580661000000.0,998658678.03
1580672100000.0,998693162.98
1580682900000.0,998714341.73
1580687400000.0,998680454.06
1580691900000.0,998603078.34
1580694000000.0,998695659.65
1580695500000.0,998695808.75
1580699100000.0,998685095.9
1580706300000.0,998708151.1
1580717400000.0,998726429.94
1580725500000.0,998713486.66
1580731200000.0,998714389.83
1580740500000.0,998744152.11
1580745300000.0,998743351.06
1580748600000.0,998752907.55
1580754000000.0,998730294.26
1580763300000.0,998720791.56
1580775300000.0,998750872.04
1580781600000.0,998754669.1
1580792100000.0,998758787.19
1580798700000.0,998770653.72
1580806500000.0,998803016.47
1580809800000.0,998799057.5
1580814600000.0,998772270.14
1580816400000.0,998832267.31
1580820000000.0,998827913.32
1580823600000.0,998784033.27
1580829300000.0,998791827.42
1580836200000.0,998811766.69
1580847900000.0,998785946.78
1580862900000.0,998786234.14
1580872500000.0,998754647.55
1580882400000.0,998764360.63
1580889900000.0,998726033.49
1580898600000.0,998697987.11
1580900700000.0,998668068.6
1580904300000.0,998648054.91
1580905200000.0,998664648.92
1580910000000.0,998660787.39
1580913900000.0,998627028.44
1580918700000.0,998615974.4
1580920500000.0,998604249.33
1580924700000.0,998528076.27
1580926800000.0,998552025.94
1580927400000.0,998542860.93
1580929800000.0,998536063.95
1580933400000.0,998531012.19
1580939700000.0,998542530.42
1580944800000.0,998590382.29
1580948400000.0,998578176.08
1580952300000.0,998584624.37
1580959500000.0,998547350.88
1580967000000.0,998538230.55
1580974200000.0,998557244.0
1580978400000.0,998543759.63
1580986200000.0,998513663.79
1580991300000.0,998472466.09
1580993700000.0,998470867.37
1580995800000.0,998518605.52
1580997000000.0,998497337.4
1580998800000.0,998461793.9
1581001200000.0,998479223.01
1581004200000.0,998489615.69
1581008700000.0,998512590.81
1581013500000.0,998485432.54
1581021300000.0,998525090.61
1581029400000.0,998470164.91
1581034200000.0,998478478.59
1581040200000.0,998479727.85
1581045900000.0,998493009.72
1581054000000.0,998473454.09
1581062700000.0,998464757.24
1581070800000.0,998466603.23
1581076200000.0,998507516.55
1581079500000.0,998472430.45
1581086100000.0,998464731.82
1581092100000.0,998487970.61
1581103800000.0,998472562.85
1581115500000.0,998482752.87
1581126900000.0,998527849.71
1581132000000.0,998502672.85
1581139200000.0,998485136.43
1581150000000.0,998460356.07
1581156300000.0,998466760.91
1581161100000.0,998476587.44
1581169500000.0,998460279.87
1581173100000.0,998459142.11
1581179100000.0,998446937.61
1581185100000.0,998441787.8
1581196500000.0,998440178.62
1581199800000.0,998409415.6
1581208800000.0,998382155.33
1581216900000.0,998379650.39
1581219000000.0,998324609.79
1581221700000.0,998328739.64
1581227400000.0,998305178.55
1581234600000.0,998321011.93
1581239700000.0,998315467.01
1581245400000.0,998307143.89
1581252000000.0,998331283.55
1581260100000.0,998330640.03
1581263100000.0,998327171.38
1581269100000.0,998337019.51
1581280200000.0,998306577.36
1581290700000.0,998283497.77
1581295500000.0,998327750.14
1581300900000.0,998332174.72
1581306600000.0,998337183.07
1581312900000.0,998456633.85
1581314400000.0,998418510.29
1581315300000.0,998389857.98
1581317400000.0,998386448.13
1581321900000.0,998415136.23
1581325200000.0,998459954.77
1581327300000.0,998454279.06
1581332400000.0,998474681.72
1581336900000.0,998457441.03
1581343800000.0,998418253.38
1581348900000.0,998460919.98
1581354000000.0,998455786.2
1581363900000.0,998449020.31
1581376500000.0,998478799.8
1581381300000.0,998488287.32
1581384900000.0,998507111.45
1581392700000.0,998500659.86
1581400200000.0,998495976.28
1581410400000.0,998485447.85
1581417600000.0,998446775.49
1581424200000.0,998441398.11
1581429600000.0,998392563.48
1581434700000.0,998347661.83
1581435600000.0,998304981.56
1581436200000.0,998186374.15
1581437100000.0,998248219.92
1581438000000.0,998239662.79
1581441300000.0,998229087.58
1581445500000.0,998242074.23
1581450900000.0,998261954.55
1581459900000.0,998237777.23
1581466200000.0,998229208.84
1581469800000.0,998246954.15
1581476700000.0,998230931.05
1581486000000.0,998212894.3
1581490800000.0,998194642.98
1581493800000.0,998216773.2
1581496200000.0,998246394.4
1581499200000.0,998210917.31
1581505800000.0,998212913.64
1581511500000.0,998218370.12
1581516900000.0,998217586.11
1581520500000.0,998206140.01
1581525600000.0,998201468.57
1581534300000.0,998170562.88
1581542100000.0,998206149.67
1581550500000.0,998180414.45
1581559200000.0,998188702.29
1581564900000.0,998163539.96
1581573300000.0,998178320.62
1581578400000.0,998234173.32
1581581400000.0,998250523.45
1581582000000.0,998260675.54
1581584700000.0,998288649.0
1581586500000.0,998277122.51
1581590100000.0,998306183.29
1581594600000.0,998255089.83
1581599100000.0,998159405.56
1581601200000.0,998292135.23
1581602400000.0,998242935.05
1581603000000.0,998242857.23
1581605100000.0,998250523.45
1581609600000.0,998293014.53
1581613200000.0,998259797.02
1581618000000.0,998262428.16
1581627600000.0,998267728.79
1581639300000.0,998251512.4
1581646500000.0,998264625.89
1581654600000.0,998280551.69
1581661500000.0,998291069.46
1581668100000.0,998258469.78
1581675300000.0,998249695.42
1581678000000.0,998243557.65
1581684300000.0,998219270.44
1581690900000.0,998241879.72
1581694800000.0,998241019.08
1581702300000.0,998190786.02
1581707100000.0,998200658.27
1581715500000.0,998203523.85
1581725700000.0,998252204.29
1581732600000.0,998245440.53
1581741600000.0,998261949.67
1581751500000.0,998248010.56
1581761100000.0,998257933.13
1581772200000.0,998285253.5
1581781800000.0,998427439.88
1581782100000.0,998350558.28
1581782700000.0,998387609.52
1581784200000.0,998415352.7
1581785100000.0,998433827.93
1581788400000.0,998431286.88
1581790800000.0,998432302.14
1581798900000.0,998417104.99
1581813600000.0,998354147.63
1581822000000.0,998390879.89
1581831600000.0,998371135.01
1581843000000.0,998403887.35
1581852300000.0,998425229.95
1581860100000.0,998438064.2
1581867000000.0,998488644.93
1581870000000.0,998524061.49
1581872100000.0,998493285.85
1581874800000.0,998497782.65
1581882000000.0,998475884.17
1581891900000.0,998401015.07
1581896400000.0,998435662.53
1581900300000.0,998457141.49
1581907500000.0,998498115.34
1581913500000.0,998493423.91
1581918600000.0,998501848.09
1581927300000.0,998499937.85
1581934500000.0,998534130.27
1581938100000.0,998569316.09
1581939600000.0,998562783.79
1581942000000.0,998605326.47
1581946800000.0,998634954.95
1581949200000.0,998576803.18
1581951300000.0,998587473.84
1581954000000.0,998552465.74
1581957000000.0,998578899.08
1581960600000.0,998564562.6
1581967800000.0,998555985.58
1581976200000.0,998550887.8
1581986100000.0,998525723.63
1581996300000.0,998486040.13
1582005600000.0,998504676.39
1582016100000.0,998546415.35
1582021200000.0,998543604.67
1582028400000.0,998567987.15
1582033500000.0,998499246.65
1582039200000.0,998459116.71
1582041300000.0,998417019.38
1582045200000.0,998367149.5
1582049100000.0,998382645.46
1582052400000.0,998337857.17
1582057800000.0,998271097.73
1582060200000.0,998335418.92
1582062600000.0,998276108.9
1582067100000.0,998314475.2
1582072500000.0,998300935.24
1582080900000.0,998325346.48
1582090200000.0,998350578.15
1582098900000.0,998304370.96
1582104300000.0,998275648.68
1582113600000.0,998325608.55
1582116900000.0,998294296.93
1582131000000.0,998277230.25
1582134300000.0,998282321.09
1582141200000.0,998302657.73
1582146000000.0,998403083.75
1582148400000.0,998660951.31
1582149000000.0,998602539.98
1582149300000.0,998580688.83
1582150200000.0,998554349.58
1582152000000.0,998588453.56
1582156800000.0,998593939.36
1582164300000.0,998584332.74
1582170000000.0,998573725.93
1582182000000.0,998601249.21
1582191000000.0,998591378.23
1582198500000.0,998606545.07
1582205700000.0,998588635.98
1582212600000.0,998651204.65
1582216800000.0,998565325.14
1582217700000.0,998631347.57
1582219800000.0,998605091.16
1582224000000.0,998585280.59
1582235400000.0,998582541.69
1582246800000.0,998536136.15
1582256100000.0,998552082.85
1582263300000.0,998574198.83
1582274400000.0,998528050.52
1582285200000.0,998514526.44
1582292700000.0,998536151.62
1582302000000.0,998543651.16
1582314300000.0,998539453.54
1582317900000.0,998531919.07
1582328100000.0,998543134.66
1582343100000.0,998581261.27
1582353300000.0,998566897.26
1582368900000.0,998566720.83
1582384800000.0,998548307.25
1582398300000.0,998546916.69
1582422600000.0,998427889.05
1582430700000.0,998443503.82
1582435500000.0,998440122.97
1582446000000.0,998414496.92
1582454100000.0,998460584.67
1582459200000.0,998434479.82
1582468500000.0,998434823.49
1582482600000.0,998408123.45
1582499100000.0,998396057.75
1582503300000.0,998419482.65
1582508400000.0,998517891.19
1582512000000.0,998506757.65
1582515000000.0,998504876.28
1582526100000.0,998506024.5
1582531800000.0,998508419.18
1582540800000.0,998473892.13
1582547700000.0,998482783.49
1582555200000.0,998528174.11
1582559400000.0,998554566.99
1582563600000.0,998626986.42
1582567500000.0,998586874.64
1582570800000.0,998579799.08
1582577400000.0,998550417.1
1582588200000.0,998574219.62
1582600200000.0,998603972.24
1582610400000.0,998622786.51
1582617900000.0,998594007.19
1582625100000.0,998568506.22
1582632000000.0,998596512.25
1582637100000.0,998642772.87
1582640700000.0,998662834.16
1582642200000.0,998687923.48
1582646100000.0,998697864.58
1582648200000.0,998722681.02
1582650900000.0,998694142.34
1582656900000.0,998733270.92
1582663500000.0,998700987.23
1582666200000.0,998729929.68
1582675200000.0,998780777.1
1582680600000.0,998832404.12
1582683600000.0,998823961.91
1582687800000.0,998818905.61
1582695000000.0,998810840.3
1582701900000.0,998789672.92
1582707300000.0,998815021.29
1582711800000.0,998816472.1
1582719000000.0,998755913.87
1582720800000.0,998807947.82
1582724400000.0,998863259.32
1582725900000.0,998891436.93
1582727400000.0,998904999.7
1582730100000.0,998949679.03
1582733400000.0,998985910.83
1582734300000.0,999091411.28
1582735800000.0,999043186.63
1582737000000.0,999039375.14
1582740300000.0,999015022.93
1582744500000.0,999005071.57
1582752000000.0,999014114.86
1582759200000.0,999088040.88
1582763700000.0,999161252.55
1582765800000.0,999075208.07
1582768500000.0,999084701.52
1582774200000.0,999061640.35
1582781100000.0,999016515.92
1582787700000.0,999011760.33
1582794900000.0,999007354.94
1582801200000.0,998963704.28
1582806300000.0,999025989.5
1582808400000.0,998999794.9
1582814100000.0,998972515.41
1582819800000.0,998953876.87
1582823700000.0,998978856.43
1582830900000.0,999038405.61
1582839600000.0,999017066.68
1582843200000.0,999022310.46
1582848300000.0,998979301.62
1582856100000.0,999026228.42
1582868700000.0,999056669.96
1582876800000.0,999083268.59
1582882500000.0,999111970.9
1582884300000.0,999135149.65
1582887600000.0,999160042.91
1582892100000.0,999177637.8
1582894200000.0,999105418.45
1582896000000.0,999128177.77
1582899900000.0,999073726.16
1582904100000.0,999121795.41
1582909500000.0,999163310.2
1582914600000.0,999071366.36
1582921200000.0,999037504.69
1582929900000.0,999049223.62
1582936200000.0,999070092.18
1582947900000.0,999055279.36
1582958700000.0,999077575.43
1582970400000.0,999070103.66
1582977300000.0,999134074.19
1582986000000.0,999093123.28
1582991700000.0,999090039.8
1583002200000.0,999109610.34
1583018100000.0,999132824.61
1583022900000.0,999098170.46
1583028300000.0,999148288.99
1583037000000.0,999159739.09
1583047200000.0,999147560.39
1583054700000.0,999103280.5
1583064000000.0,999084275.63
1583065500000.0,999146977.58
1583067900000.0,999131488.2
1583073600000.0,999201435.94
1583080500000.0,999192941.66
1583083500000.0,999226230.01
1583089500000.0,999167714.77
1583093400000.0,999173083.89
1583102100000.0,999166889.72
1583108700000.0,999111947.75
1583117700000.0,999117714.97
1583127000000.0,999126662.67
1583133900000.0,999074645.12
1583142300000.0,999062826.41
1583146800000.0,999056555.49
1583153100000.0,998994704.68
1583156400000.0,998993286.0
1583159700000.0,999027673.55
1583163600000.0,998978557.79
1583168700000.0,998982954.78
1583175000000.0,998945686.23
1583184000000.0,998963530.13
1583190600000.0,998988106.43
1583196900000.0,998980259.75
1583208000000.0,999026376.33
1583218800000.0,999030713.1
1583223900000.0,998993692.91
1583230800000.0,998969972.26
1583237100000.0,999028162.94
1583241000000.0,999065342.72
1583246400000.0,998995100.4
1583248200000.0,999071263.03
1583249100000.0,999080116.42
1583253000000.0,999069248.65
1583260800000.0,999050389.6
1583271600000.0,999019026.06
1583283900000.0,999024175.23
1583294400000.0,999020560.03
1583305800000.0,999047886.52
1583316000000.0,999054615.67
1583322900000.0,999032609.49
1583332200000.0,999053157.02
1583335500000.0,999056698.57
1583341500000.0,999076776.61
1583355000000.0,999016095.79
1583368500000.0,998984190.01
1583371200000.0,998948065.84
1583376900000.0,998962114.65
1583382600000.0,998951242.3
1583391300000.0,998890340.65
1583400600000.0,998869860.15
1583403900000.0,998865109.76
1583408700000.0,998855314.62
1583414100000.0,998884757.8
1583420700000.0,998863380.46
1583426700000.0,998848145.52
1583436900000.0,998850731.8
1583441700000.0,998860754.61
1583451300000.0,998893968.15
1583456700000.0,998878369.24
1583467500000.0,998844995.47
1583475000000.0,998859312.9
1583482800000.0,998828788.19
1583492100000.0,998850940.52
1583497500000.0,998867743.41
1583504100000.0,998884685.91
1583510700000.0,998849809.15
1583523300000.0,998834588.07
1583536800000.0,998848398.05
1583547000000.0,998856282.27
1583561700000.0,998841611.65
1583575200000.0,998842099.61
1583584800000.0,998845516.68
1583597100000.0,998862339.86
1583599500000.0,998939046.09
1583600700000.0,998947741.03
1583603700000.0,998972926.27
1583606400000.0,998967093.07
1583616900000.0,999020202.06
1583627100000.0,999038280.16
1583632800000.0,999060993.0
1583644800000.0,999052167.66
1583658600000.0,999058873.95
1583667000000.0,999094045.81
1583673300000.0,999117714.97
1583678100000.0,999179432.38
1583680500000.0,999276070.48
1583681700000.0,999258394.55
1583682600000.0,999346544.48
1583684400000.0,999366264.35
1583685000000.0,999328382.41
1583686200000.0,999294043.18
1583689200000.0,999325917.46
1583694900000.0,999342215.92
1583704800000.0,999380166.57
1583709000000.0,999496752.96
1583711400000.0,999414969.23
1583712600000.0,999451396.8
1583717100000.0,999473681.27
1583723700000.0,999556059.55
1583727300000.0,999607904.32
1583728500000.0,999646195.43
1583731500000.0,999608869.38
1583732400000.0,999535647.6
1583733600000.0,999562375.46
1583736300000.0,999524102.62
1583741400000.0,999564484.65
1583748000000.0,999622393.37
1583752500000.0,999563319.1
1583755800000.0,999577723.81
1583759100000.0,999614375.68
1583762100000.0,999642706.37
1583764200000.0,999674882.37
1583766900000.0,999716505.87
1583768700000.0,999633673.18
1583770800000.0,999619189.88
1583772600000.0,999666482.71
1583776500000.0,999619106.61
1583781900000.0,999568838.86
1583786100000.0,999577037.84
1583795400000.0,999533846.46
1583802000000.0,999574859.86
1583809500000.0,999532392.17
1583819700000.0,999556407.41
1583828100000.0,999534406.89
1583836200000.0,999475996.1
1583837700000.0,999451508.29
1583840100000.0,999421035.43
1583844300000.0,999479819.17
1583847900000.0,999459814.74
1583851800000.0,999582057.78
1583854500000.0,999584461.51
1583855100000.0,999623412.51
1583856300000.0,999558109.13
1583860500000.0,999574269.5
1583865300000.0,999538211.87
1583870700000.0,999481931.2
1583875500000.0,999517615.17
1583880600000.0,999562616.11
1583884500000.0,999546998.33
1583893800000.0,999573196.86
1583905200000.0,999581339.43
1583912100000.0,999610627.41
1583916000000.0,999639714.93
1583922600000.0,999610908.75
1583928300000.0,999584391.54
1583934300000.0,999629114.56
1583940600000.0,999640879.13
1583943600000.0,999701748.43
1583946900000.0,999702282.4
1583949600000.0,999662146.03
1583951700000.0,999641175.05
1583954100000.0,999605770.35
1583958600000.0,999532914.66
1583966100000.0,999540336.11
1583968800000.0,999574504.37
1583975400000.0,999676398.14
1583978400000.0,999723361.39
1583979900000.0,999706562.79
1583982300000.0,999757122.27
1583986800000.0,999725120.9
1583991300000.0,999802228.57
