timestamp,bb_upper
1579248900000.0,8989.0782
1579253400000.0,9013.1687
1579256700000.0,9026.3515
1579261800000.0,9031.6239
1579264200000.0,9035.1114
1579270200000.0,9031.6314
1579275300000.0,9038.5892
1579280100000.0,9046.2617
1579286400000.0,9045.9318
1579290900000.0,9048.4769
1579298700000.0,9045.6053
1579307100000.0,9041.7372
1579313700000.0,9024.6361
1579323000000.0,9004.8634
1579331100000.0,8996.1569
1579340100000.0,8991.0714
1579350600000.0,8995.0437
1579358700000.0,8990.7807
1579364400000.0,8991.1076
1579371000000.0,8981.3307
1579385400000.0,8971.1577
1579393500000.0,9003.8995
1579395900000.0,9062.9052
1579397700000.0,9111.3477
1579400700000.0,9143.3824
1579407000000.0,9160.5027
1579416600000.0,9177.8537
1579422900000.0,9187.0131
1579431300000.0,9210.3192
1579431900000.0,9230.1203
1579432800000.0,9242.1283
1579434900000.0,9260.3044
1579437300000.0,9272.563
1579441800000.0,9280.3853
1579449900000.0,9286.2802
1579459500000.0,9284.711
1579469400000.0,9287.1843
1579472400000.0,9283.6668
1579476000000.0,9279.3916
1579481100000.0,9271.6188
1579488900000.0,9261.876
1579501200000.0,9233.0318
1579512000000.0,9182.5803
1579523100000.0,9119.667
1579527000000.0,9046.9917
1579531500000.0,8972.968
1579537800000.0,8875.0828
1579552800000.0,8735.8704
1579561200000.0,8731.8552
1579566300000.0,8731.1998
1579583400000.0,8727.2537
1579597200000.0,8727.2971
1579610700000.0,8727.4816
1579627500000.0,8734.1567
1579635900000.0,8735.0041
1579637400000.0,8727.4748
1579639500000.0,8739.2571
1579642800000.0,8753.8337
1579653300000.0,8766.0723
1579675500000.0,8772.9636
1579679100000.0,8772.2568
1579683900000.0,8771.9456
1579692300000.0,8770.2892
1579703400000.0,8763.8046
1579712100000.0,8763.8187
1579721100000.0,8763.4641
1579741800000.0,8765.1209
1579748700000.0,8774.7459
1579758000000.0,8776.5796
1579764600000.0,8786.1131
1579770000000.0,8801.4935
1579773300000.0,8814.0331
1579778400000.0,8818.8746
1579781700000.0,8833.3056
1579786200000.0,8844.9214
1579790100000.0,8845.545
1579797900000.0,8837.5241
1579804200000.0,8813.5816
1579814700000.0,8785.115
1579824000000.0,8766.2561
1579834800000.0,8751.2797
1579845300000.0,8733.9665
1579858200000.0,8717.8108
1579863300000.0,8679.8254
1579866000000.0,8647.021
1579869300000.0,8611.7007
1579875600000.0,8587.7969
1579879800000.0,8574.4957
1579885800000.0,8552.8785
1579896000000.0,8543.4463
1579903800000.0,8536.6185
1579912500000.0,8536.2618
1579917300000.0,8526.7091
1579926900000.0,8524.6301
1579939200000.0,8524.26
1579950000000.0,8524.0454
1579962300000.0,8524.0739
1579980600000.0,8522.3848
1579991400000.0,8519.0623
1579999500000.0,8520.3244
1580016900000.0,8522.8752
1580026800000.0,8524.8108
1580031000000.0,8525.6796
1580039700000.0,8534.97
1580051400000.0,8565.3722
1580058600000.0,8589.7636
1580064600000.0,8611.3653
1580071200000.0,8632.3488
1580082900000.0,8664.4309
1580085600000.0,8693.087
1580094900000.0,8720.5332
1580107200000.0,8731.9315
1580115900000.0,8754.8277
1580125800000.0,8782.2157
1580127000000.0,8811.5128
1580132100000.0,8838.3985
1580137800000.0,8861.6517
1580142300000.0,8887.0001
1580151300000.0,8926.1181
1580153100000.0,8961.0811
1580155200000.0,8993.5034
1580159700000.0,9006.7529
1580166600000.0,9051.1673
1580172000000.0,9101.3485
1580173800000.0,9152.5112
1580177700000.0,9193.1814
1580185800000.0,9205.3057
1580189400000.0,9218.9028
1580194200000.0,9227.5367
1580200500000.0,9226.6714
1580205900000.0,9235.8725
1580210700000.0,9224.2571
1580214900000.0,9236.0531
1580220900000.0,9239.1216
1580222700000.0,9229.3259
1580223900000.0,9215.7699
1580227500000.0,9198.6169
1580232000000.0,9177.8115
1580235600000.0,9179.9284
1580242500000.0,9180.6683
1580248500000.0,9192.5102
1580253600000.0,9261.9973
1580254800000.0,9328.1074
1580256000000.0,9372.5699
1580258100000.0,9405.7849
1580261100000.0,9436.2403
1580266500000.0,9460.6674
1580274300000.0,9485.8087
1580282700000.0,9503.8962
1580291700000.0,9519.7972
1580294100000.0,9529.7443
1580296200000.0,9535.3235
1580299200000.0,9542.4303
1580304600000.0,9548.2489
1580312700000.0,9553.8072
1580319000000.0,9555.4754
1580327100000.0,9530.1681
1580333100000.0,9503.6806
1580342100000.0,9479.4359
1580345700000.0,9445.3141
1580357700000.0,9415.2877
1580369400000.0,9414.1829
1580375400000.0,9407.8505
1580384400000.0,9411.5671
1580391900000.0,9411.978
1580395500000.0,9429.092
1580401500000.0,9430.5294
1580402100000.0,9436.8278
1580403900000.0,9461.1989
1580405100000.0,9475.4989
1580406300000.0,9500.3686
1580410200000.0,9527.0014
1580415600000.0,9556.7337
1580418600000.0,9569.0246
1580427600000.0,9580.4012
1580433300000.0,9583.3469
1580438400000.0,9584.6237
1580446500000.0,9582.1039
1580450700000.0,9575.7701
1580458200000.0,9574.1435
1580467200000.0,9575.8395
1580470500000.0,9581.1285
1580475300000.0,9587.3323
1580479200000.0,9587.5847
1580486400000.0,9589.0191
1580491800000.0,9586.1739
1580502000000.0,9584.8768
1580511000000.0,9584.364
1580517600000.0,9581.9262
1580523600000.0,9580.4388
1580530800000.0,9572.2902
1580541600000.0,9554.1703
1580548800000.0,9523.1683
1580557200000.0,9502.8362
1580563500000.0,9482.1296
1580571600000.0,9478.3579
1580578200000.0,9473.5548
1580592300000.0,9473.8564
1580604300000.0,9481.0869
1580610900000.0,9488.2306
1580616600000.0,9488.22
1580619600000.0,9488.6296
1580625900000.0,9486.9085
1580633400000.0,9493.6209
1580638800000.0,9502.0195
1580645100000.0,9506.6838
1580649600000.0,9509.4845
1580654700000.0,9515.0433
1580661000000.0,9515.0165
1580672100000.0,9509.3969
1580682900000.0,9501.7348
1580687400000.0,9504.9138
1580691900000.0,9539.0369
1580694000000.0,9539.5893
1580695500000.0,9539.9825
1580699100000.0,9538.7359
1580706300000.0,9538.5004
1580717400000.0,9539.0404
1580725500000.0,9531.3743
1580731200000.0,9515.021
1580740500000.0,9518.3947
1580745300000.0,9522.9208
1580748600000.0,9528.3266
1580754000000.0,9525.144
1580763300000.0,9517.7493
1580775300000.0,9515.393
1580781600000.0,9508.7322
1580792100000.0,9501.4986
1580798700000.0,9490.7109
1580806500000.0,9495.1951
1580809800000.0,9499.1859
1580814600000.0,9489.2086
1580816400000.0,9444.6532
1580820000000.0,9441.8047
1580823600000.0,9428.2402
1580829300000.0,9407.964
1580836200000.0,9396.8596
1580847900000.0,9388.0009
1580862900000.0,9373.0
1580872500000.0,9359.9049
1580882400000.0,9355.4676
1580889900000.0,9361.4292
1580898600000.0,9381.7154
1580900700000.0,9410.0518
1580904300000.0,9443.1296
1580905200000.0,9469.3738
1580910000000.0,9494.8046
1580913900000.0,9532.4753
1580918700000.0,9570.4631
1580920500000.0,9606.7979
1580924700000.0,9673.9152
1580926800000.0,9719.4859
1580927400000.0,9754.6898
1580929800000.0,9784.6789
1580933400000.0,9816.1937
1580939700000.0,9835.6952
1580944800000.0,9831.0899
1580948400000.0,9828.8899
1580952300000.0,9818.1031
1580959500000.0,9817.9201
1580967000000.0,9808.0354
1580974200000.0,9797.1026
1580978400000.0,9791.6234
1580986200000.0,9799.0634
1580991300000.0,9824.4029
1580993700000.0,9838.7298
1580995800000.0,9829.2236
1580997000000.0,9831.6674
1580998800000.0,9847.4017
1581001200000.0,9853.4874
1581004200000.0,9861.2789
1581008700000.0,9863.8434
1581013500000.0,9872.4276
1581021300000.0,9873.0054
1581029400000.0,9885.2307
1581034200000.0,9893.6726
1581040200000.0,9891.8213
1581045900000.0,9886.8263
1581054000000.0,9879.3591
1581062700000.0,9882.9429
1581070800000.0,9885.7608
1581076200000.0,9874.0931
1581079500000.0,9867.5873
1581086100000.0,9870.4131
1581092100000.0,9868.16
1581103800000.0,9867.746
1581115500000.0,9864.4604
1581126900000.0,9871.2379
1581132000000.0,9865.669
1581139200000.0,9864.785
1581150000000.0,9871.1905
1581156300000.0,9873.2051
1581161100000.0,9874.2711
1581169500000.0,9872.3857
1581173100000.0,9875.3932
1581179100000.0,9884.039
1581185100000.0,9894.0289
1581196500000.0,9903.2268
1581199800000.0,9926.3534
1581208800000.0,9960.7488
1581216900000.0,9990.2636
1581219000000.0,10045.6903
1581221700000.0,10088.7203
1581227400000.0,10137.1494
1581234600000.0,10169.3513
1581239700000.0,10200.0
1581245400000.0,10228.7693
1581252000000.0,10235.6311
1581260100000.0,10243.0183
1581263100000.0,10250.5816
1581269100000.0,10256.3904
1581280200000.0,10266.5389
1581290700000.0,10277.2956
1581295500000.0,10273.3859
1581300900000.0,10263.9787
1581306600000.0,10252.3876
1581312900000.0,10258.1305
1581314400000.0,10251.6343
1581315300000.0,10248.1266
1581317400000.0,10248.5983
1581321900000.0,10254.3193
1581325200000.0,10267.1378
1581327300000.0,10272.9601
1581332400000.0,10273.2699
1581336900000.0,10269.0066
1581343800000.0,10255.8954
1581348900000.0,10241.7659
1581354000000.0,10231.4872
1581363900000.0,10217.8477
1581376500000.0,10203.5502
1581381300000.0,10190.3608
1581384900000.0,10162.7789
1581392700000.0,10112.1237
1581400200000.0,10077.713
1581410400000.0,10036.9085
1581417600000.0,9990.3043
1581424200000.0,9992.3071
1581429600000.0,10002.2075
1581434700000.0,10025.497
1581435600000.0,10072.444
1581436200000.0,10203.6758
1581437100000.0,10266.2436
1581438000000.0,10323.647
1581441300000.0,10377.6024
1581445500000.0,10419.2636
1581450900000.0,10448.9451
1581459900000.0,10483.1364
1581466200000.0,10515.823
1581469800000.0,10538.8256
1581476700000.0,10559.1455
1581486000000.0,10577.4076
1581490800000.0,10589.2567
1581493800000.0,10585.7697
1581496200000.0,10565.5571
1581499200000.0,10543.2619
1581505800000.0,10520.678
1581511500000.0,10479.4714
1581516900000.0,10442.4734
1581520500000.0,10414.891
1581525600000.0,10400.3993
1581534300000.0,10409.6574
1581542100000.0,10412.0857
1581550500000.0,10424.166
1581559200000.0,10431.6745
1581564900000.0,10448.1775
1581573300000.0,10449.9029
1581578400000.0,10449.369
1581581400000.0,10453.0406
1581582000000.0,10456.7025
1581584700000.0,10471.5415
1581586500000.0,10477.7563
1581590100000.0,10486.6433
1581594600000.0,10485.4759
1581599100000.0,10503.1144
1581601200000.0,10506.8784
1581602400000.0,10504.3509
1581603000000.0,10502.4452
1581605100000.0,10500.1918
1581609600000.0,10499.1593
1581613200000.0,10492.3987
1581618000000.0,10473.9132
1581627600000.0,10466.3554
1581639300000.0,10448.943
1581646500000.0,10432.5942
1581654600000.0,10399.6732
1581661500000.0,10370.3066
1581668100000.0,10365.1338
1581675300000.0,10365.292
1581678000000.0,10368.2609
1581684300000.0,10378.3452
1581690900000.0,10381.464
1581694800000.0,10379.5993
1581702300000.0,10399.2653
1581707100000.0,10373.3667
1581715500000.0,10384.0714
1581725700000.0,10383.0914
1581732600000.0,10382.7431
1581741600000.0,10382.2489
1581751500000.0,10378.6836
1581761100000.0,10378.6839
1581772200000.0,10381.3018
1581781800000.0,10450.5981
1581782100000.0,10458.562
1581782700000.0,10475.1095
1581784200000.0,10496.0875
1581785100000.0,10517.0112
1581788400000.0,10526.7485
1581790800000.0,10529.353
1581798900000.0,10523.0408
1581813600000.0,10501.7978
1581822000000.0,10486.3356
1581831600000.0,10467.4575
1581843000000.0,10426.5825
1581852300000.0,10385.1616
1581860100000.0,10338.2073
1581867000000.0,10315.9592
1581870000000.0,10290.5168
1581872100000.0,10256.7123
1581874800000.0,10206.5899
1581882000000.0,10147.1041
1581891900000.0,10096.9521
1581896400000.0,10096.2663
1581900300000.0,10072.469
1581907500000.0,10064.747
1581913500000.0,10061.6959
1581918600000.0,10061.8179
1581927300000.0,10060.1059
1581934500000.0,10062.6215
1581938100000.0,10066.8913
1581939600000.0,10038.6036
1581942000000.0,10031.9209
1581946800000.0,10016.1062
1581949200000.0,9992.6209
1581951300000.0,9974.7815
1581954000000.0,9955.1359
1581957000000.0,9950.1684
1581960600000.0,9948.9417
1581967800000.0,9942.2679
1581976200000.0,9936.0392
1581986100000.0,9925.6167
1581996300000.0,9886.8903
1582005600000.0,9859.1545
1582016100000.0,9832.2341
1582021200000.0,9821.5671
1582028400000.0,9806.341
1582033500000.0,9807.3439
1582039200000.0,9826.8575
1582041300000.0,9876.3677
1582045200000.0,9948.7004
1582049100000.0,9997.8659
1582052400000.0,10059.0853
1582057800000.0,10140.7761
1582060200000.0,10181.6669
1582062600000.0,10240.8651
1582067100000.0,10277.2303
1582072500000.0,10309.151
1582080900000.0,10328.0055
1582090200000.0,10336.0314
1582098900000.0,10352.8062
1582104300000.0,10377.431
1582113600000.0,10387.7088
1582116900000.0,10399.9527
1582131000000.0,10400.852
1582134300000.0,10390.1951
1582141200000.0,10345.4606
1582146000000.0,10314.1218
1582148400000.0,10425.7854
1582149000000.0,10473.9572
1582149300000.0,10501.2437
1582150200000.0,10515.6145
1582152000000.0,10526.8351
1582156800000.0,10516.0371
1582164300000.0,10512.3232
1582170000000.0,10486.0015
1582182000000.0,10468.3383
1582191000000.0,10439.5534
1582198500000.0,10414.0212
1582205700000.0,10389.5034
1582212600000.0,10349.9199
1582216800000.0,10285.3087
1582217700000.0,10236.1287
1582219800000.0,10162.0432
1582224000000.0,10063.4693
1582235400000.0,9943.4909
1582246800000.0,9802.7764
1582256100000.0,9704.9813
1582263300000.0,9696.2387
1582274400000.0,9714.5757
1582285200000.0,9736.0013
1582292700000.0,9741.6103
1582302000000.0,9749.1771
1582314300000.0,9757.3117
1582317900000.0,9766.8195
1582328100000.0,9771.8992
1582343100000.0,9771.4718
1582353300000.0,9772.402
1582368900000.0,9771.8203
1582384800000.0,9774.9151
1582398300000.0,9760.1699
1582422600000.0,9822.2225
1582430700000.0,9850.1422
1582435500000.0,9878.5576
1582446000000.0,9917.2346
1582454100000.0,9929.7636
1582459200000.0,9952.2133
1582468500000.0,9971.571
1582482600000.0,9995.9904
1582499100000.0,10024.7772
1582503300000.0,10041.6182
1582508400000.0,10041.1724
1582512000000.0,10040.2657
1582515000000.0,10039.4811
1582526100000.0,10038.9892
1582531800000.0,10037.3006
1582540800000.0,10029.3549
1582547700000.0,10021.2449
1582555200000.0,10012.9827
1582559400000.0,10014.4989
1582563600000.0,10041.3098
1582567500000.0,10041.4427
1582570800000.0,10039.5267
1582577400000.0,10029.9188
1582588200000.0,10011.9417
1582600200000.0,10009.4676
1582610400000.0,9998.7873
1582617900000.0,9978.989
1582625100000.0,9941.4912
1582632000000.0,9890.5461
1582637100000.0,9850.8944
1582640700000.0,9853.5701
1582642200000.0,9854.3537
1582646100000.0,9850.4483
1582648200000.0,9846.7055
1582650900000.0,9830.5295
1582656900000.0,9800.5611
1582663500000.0,9759.3078
1582666200000.0,9738.089
1582675200000.0,9733.8755
1582680600000.0,9756.8894
1582683600000.0,9757.9849
1582687800000.0,9747.9651
1582695000000.0,9718.2226
1582701900000.0,9688.4854
1582707300000.0,9667.7556
1582711800000.0,9648.854
1582719000000.0,9611.6845
1582720800000.0,9555.1736
1582724400000.0,9511.3528
1582725900000.0,9488.6047
1582727400000.0,9469.8539
1582730100000.0,9465.7208
1582733400000.0,9465.9473
1582734300000.0,9498.7014
1582735800000.0,9485.6698
1582737000000.0,9474.6281
1582740300000.0,9438.2786
1582744500000.0,9403.9869
1582752000000.0,9382.6053
1582759200000.0,9381.9681
1582763700000.0,9387.9355
1582765800000.0,9367.8436
1582768500000.0,9340.9508
1582774200000.0,9298.522
1582781100000.0,9259.2816
1582787700000.0,9215.9424
1582794900000.0,9132.7538
1582801200000.0,9072.314
1582806300000.0,9025.0803
1582808400000.0,8988.7735
1582814100000.0,8961.3709
1582819800000.0,8959.7666
1582823700000.0,8961.6415
1582830900000.0,8959.2984
1582839600000.0,8961.2796
1582843200000.0,8962.4569
1582848300000.0,8969.3181
1582856100000.0,8966.7817
1582868700000.0,8964.5573
1582876800000.0,8963.9485
1582882500000.0,8947.2478
1582884300000.0,8960.5679
1582887600000.0,8978.103
1582892100000.0,8997.7695
1582894200000.0,8995.5055
1582896000000.0,8993.5153
1582899900000.0,8986.2701
1582904100000.0,8967.2769
1582909500000.0,8967.3103
1582914600000.0,8955.0902
1582921200000.0,8937.5397
1582929900000.0,8908.2825
1582936200000.0,8884.0398
1582947900000.0,8880.5757
1582958700000.0,8867.6438
1582970400000.0,8856.5218
1582977300000.0,8821.6079
1582986000000.0,8804.9126
1582991700000.0,8798.0376
1583002200000.0,8795.2063
1583018100000.0,8795.3245
1583022900000.0,8796.0077
1583028300000.0,8794.1183
1583037000000.0,8789.819
1583047200000.0,8791.455
1583054700000.0,8791.8436
1583064000000.0,8789.8272
1583065500000.0,8791.5873
1583067900000.0,8787.3236
1583073600000.0,8795.3299
1583080500000.0,8784.4682
1583083500000.0,8781.9653
1583089500000.0,8770.7886
1583093400000.0,8752.2914
1583102100000.0,8739.1391
1583108700000.0,8726.3541
1583117700000.0,8728.8498
1583127000000.0,8721.114
1583133900000.0,8726.7204
1583142300000.0,8741.9183
1583146800000.0,8761.6424
1583153100000.0,8802.84
1583156400000.0,8842.7816
1583159700000.0,8863.5495
1583163600000.0,8900.0576
1583168700000.0,8928.6556
1583175000000.0,8967.1187
1583184000000.0,8996.5186
1583190600000.0,9015.2899
1583196900000.0,9026.2162
1583208000000.0,9023.9158
1583218800000.0,9007.0345
1583223900000.0,9005.8742
1583230800000.0,9002.9984
1583237100000.0,8984.1051
1583241000000.0,8977.1719
1583246400000.0,8969.5274
1583248200000.0,8953.8201
1583249100000.0,8955.0087
1583253000000.0,8956.0444
1583260800000.0,8955.4035
1583271600000.0,8952.6466
1583283900000.0,8949.2121
1583294400000.0,8949.5061
1583305800000.0,8942.5284
1583316000000.0,8936.0106
1583322900000.0,8913.2223
1583332200000.0,8895.5702
1583335500000.0,8885.7593
1583341500000.0,8872.8694
1583355000000.0,8874.8387
1583368500000.0,8887.0229
1583371200000.0,8906.805
1583376900000.0,8910.1625
1583382600000.0,8931.8918
1583391300000.0,8980.804
1583400600000.0,9027.8443
1583403900000.0,9070.8584
1583408700000.0,9109.3952
1583414100000.0,9130.9499
1583420700000.0,9157.7638
1583426700000.0,9187.7686
1583436900000.0,9212.6365
1583441700000.0,9231.1727
1583451300000.0,9235.822
1583456700000.0,9239.2863
1583467500000.0,9251.0323
1583475000000.0,9249.8262
1583482800000.0,9248.69
1583492100000.0,9221.0798
1583497500000.0,9202.455
1583504100000.0,9186.1723
1583510700000.0,9182.5128
1583523300000.0,9171.1441
1583536800000.0,9149.4616
1583547000000.0,9147.8262
1583561700000.0,9151.4671
1583575200000.0,9154.6354
1583584800000.0,9156.2332
1583597100000.0,9153.8794
1583599500000.0,9177.4562
1583600700000.0,9192.5962
1583603700000.0,9210.3743
1583606400000.0,9220.2072
1583616900000.0,9245.7279
1583627100000.0,9267.22
1583632800000.0,9280.8801
1583644800000.0,9286.7712
1583658600000.0,9280.2133
1583667000000.0,9281.0394
1583673300000.0,9284.0844
1583678100000.0,9298.043
1583680500000.0,9318.3346
1583681700000.0,9311.0305
1583682600000.0,9316.3587
1583684400000.0,9310.9857
1583685000000.0,9276.904
1583686200000.0,9225.0703
1583689200000.0,9166.3276
1583694900000.0,9103.014
1583704800000.0,9063.4926
1583709000000.0,9037.0159
1583711400000.0,8990.2183
1583712600000.0,8933.9298
1583717100000.0,8889.2391
1583723700000.0,8853.1642
1583727300000.0,8821.1778
1583728500000.0,8776.6446
1583731500000.0,8709.6434
1583732400000.0,8633.2902
1583733600000.0,8554.9136
1583736300000.0,8488.3234
1583741400000.0,8453.6078
1583748000000.0,8410.8849
1583752500000.0,8385.9973
1583755800000.0,8363.7324
1583759100000.0,8327.2108
1583762100000.0,8270.1173
1583764200000.0,8219.9614
1583766900000.0,8172.1449
1583768700000.0,8119.3366
1583770800000.0,8104.4684
1583772600000.0,8056.394
1583776500000.0,8014.6651
1583781900000.0,7982.2777
1583786100000.0,7977.774
1583795400000.0,7992.11
1583802000000.0,7995.6538
1583809500000.0,8008.4176
1583819700000.0,8003.4133
1583828100000.0,8009.9116
1583836200000.0,8027.7113
1583837700000.0,8062.4157
1583840100000.0,8108.2076
1583844300000.0,8124.7343
1583847900000.0,8146.9414
1583851800000.0,8147.3909
1583854500000.0,8146.0601
1583855100000.0,8140.6495
1583856300000.0,8124.0491
1583860500000.0,8120.833
1583865300000.0,8120.6134
1583870700000.0,8118.4462
1583875500000.0,8115.9689
1583880600000.0,8115.7899
1583884500000.0,8115.1539
1583893800000.0,8114.914
1583905200000.0,8115.3364
1583912100000.0,8118.0595
1583916000000.0,8125.5748
1583922600000.0,8125.8872
1583928300000.0,8112.5789
1583934300000.0,8091.8031
1583940600000.0,8052.4136
1583943600000.0,8045.2729
1583946900000.0,8021.6755
1583949600000.0,8021.9957
1583951700000.0,8020.0646
1583954100000.0,8020.6252
1583958600000.0,8026.3721
1583966100000.0,8032.7223
1583968800000.0,8025.8221
1583975400000.0,7997.2058
1583978400000.0,7985.9337
1583979900000.0,7980.4025
1583982300000.0,7976.5295
1583986800000.0,7968.8524
1583991300000.0,7974.676
1583995200000.0,8001.5095
1583997300000.0,8013.4838
1583998500000.0,8025.1837
1584001200000.0,8020.4068
1584003900000.0,8034.0782
1584008400000.0,8066.2286
1584009300000.0,8140.0579
1584009600000.0,8298.4902
1584009900000.0,8399.7886
1584010200000.0,8486.3021
1584010800000.0,8476.6498
1584011400000.0,8431.7795
