timestamp,btc_exchange_stablecoins_ratio_usd
1578505500000.0,10615672.2296
1578511800000.0,8689236.6031
1578514200000.0,11367434.4752
1578516600000.0,11202647.3162
1578521100000.0,11285746.2094
1578527700000.0,10787767.9976
1578531600000.0,8644279.0365
1578541200000.0,9907348.2839
1578550500000.0,10211062.1195
1578558000000.0,11005530.5503
1578563700000.0,10124649.6543
1578569400000.0,10012161.0271
1578576000000.0,9472400.4605
1578584700000.0,10294883.6253
1578588900000.0,10861332.4392
1578593700000.0,10587952.4618
1578600000000.0,8989494.8412
1578603300000.0,8535883.0763
1578605700000.0,10672682.4193
1578613200000.0,10130522.2925
1578624900000.0,9085186.7427
1578636000000.0,10935801.282
1578643200000.0,10323672.0365
1578648900000.0,12746866.2647
1578653400000.0,10452862.7362
1578656400000.0,10032678.8545
1578660600000.0,11608728.5173
1578664200000.0,9614558.2937
1578667200000.0,9608410.495
1578669600000.0,8885339.492
1578672300000.0,9881566.4406
1578673800000.0,9859055.1778
1578676500000.0,10373032.1511
1578679800000.0,12142566.2408
1578682200000.0,9746149.6268
1578684600000.0,9700579.9549
1578689700000.0,7941125.6659
1578693600000.0,11886233.026
1578700200000.0,10079346.186
1578704400000.0,9012352.1049
1578708900000.0,9402107.3806
1578716700000.0,10042776.0295
1578724200000.0,9462600.2884
1578730200000.0,9895971.918
1578738600000.0,10375788.8663
1578745500000.0,11436981.7919
1578753900000.0,9470242.6193
1578760500000.0,9798078.8723
1578765900000.0,10102708.7823
1578778800000.0,9469305.3881
1578780000000.0,10347261.2041
1578784500000.0,9185260.7043
1578789300000.0,8799932.987
1578800100000.0,9490659.9103
1578814500000.0,9868210.4238
1578825300000.0,10949347.5211
1578838200000.0,9876010.4685
1578848700000.0,9058490.7401
1578850500000.0,10820974.338
1578860700000.0,10688915.3399
1578873600000.0,10337682.3061
1578886500000.0,11094308.9779
1578901200000.0,8827448.1419
1578916800000.0,9003450.3377
1578930900000.0,9866456.4701
1578948300000.0,10745957.8962
1578961800000.0,9835185.2098
1578963300000.0,9644769.9147
1578964800000.0,9974287.7047
1578966600000.0,10375047.9413
1578971100000.0,11541242.9687
1578974700000.0,10616493.5836
1578978600000.0,10282242.3096
1578985800000.0,9029379.3825
1578995100000.0,10450640.4215
1579002000000.0,10962855.1604
1579005600000.0,10005731.243
1579008900000.0,10476184.2175
1579011600000.0,9223425.9603
1579012800000.0,9452534.2327
1579015500000.0,8623672.237
1579017900000.0,12002695.5873
1579020300000.0,8731162.6074
1579021800000.0,7830325.2956
1579024200000.0,11541841.4863
1579026600000.0,10102598.9172
1579029000000.0,10887708.3735
1579035900000.0,12070655.2788
1579044300000.0,11035464.6383
1579046700000.0,10363995.6779
1579048800000.0,10711095.3913
1579052100000.0,9694949.0344
1579058700000.0,10842553.6846
1579062300000.0,10353965.0366
1579065300000.0,9956728.9381
1579071600000.0,8921990.5836
1579079100000.0,11803147.6287
1579083600000.0,10679939.7276
1579088400000.0,11655449.6848
1579093200000.0,10660663.2048
1579096800000.0,10502262.2632
1579098000000.0,10340152.6887
1579100700000.0,8333357.9071
1579103400000.0,9921985.3977
1579105200000.0,8258463.4397
1579110300000.0,8372224.4982
1579116300000.0,9439931.372
1579122300000.0,11364965.7851
1579129800000.0,8108595.8234
1579134300000.0,8977636.7331
1579137900000.0,10945528.3474
1579141800000.0,10867069.9604
1579147500000.0,10450086.8339
1579155600000.0,10501158.8939
1579163100000.0,9784825.0498
1579169400000.0,8617171.9609
1579175100000.0,10262211.9343
1579178700000.0,10569542.6733
1579182900000.0,9033930.6654
1579189200000.0,10421675.7987
1579194300000.0,10039925.3233
1579202100000.0,10219635.437
1579209900000.0,9184617.4321
1579221300000.0,11087405.8189
1579229700000.0,9772843.672
1579233900000.0,9616419.8485
1579240200000.0,8118566.1586
1579242000000.0,12852423.7836
1579244700000.0,8174282.9106
1579248900000.0,7607306.3001
1579253400000.0,11160047.3256
1579256700000.0,10502039.8809
1579261800000.0,9460305.1798
1579264200000.0,11743401.6941
1579270200000.0,10322019.159
1579275300000.0,10176473.2506
1579280100000.0,10301480.136
1579286400000.0,10197877.6031
1579290900000.0,10667358.3165
1579298700000.0,11456572.4347
1579307100000.0,12612160.7346
1579313700000.0,10278694.9704
1579323000000.0,6674853.1746
1579331100000.0,9121127.9849
1579340100000.0,9593797.455
1579350600000.0,10621006.7605
1579358700000.0,8946687.6401
1579364400000.0,10151975.4401
1579371000000.0,10801615.8163
1579385400000.0,8978660.9046
1579393500000.0,9952701.5013
1579395900000.0,10908188.021
1579397700000.0,9152983.1394
1579400700000.0,10597686.4907
1579407000000.0,9139780.3611
1579416600000.0,10136132.3086
1579422900000.0,10740052.3875
1579431300000.0,9263965.5764
1579431900000.0,11538788.0669
1579432800000.0,11237208.3002
1579434900000.0,10148124.1401
1579437300000.0,11337525.4564
1579441800000.0,8821882.1015
1579449900000.0,10538204.3784
1579459500000.0,8616171.0408
1579469400000.0,11192769.8176
1579472400000.0,9715211.8206
1579476000000.0,9186572.7228
1579481100000.0,10639883.0593
1579488900000.0,10000558.8206
1579501200000.0,9585021.0028
1579512000000.0,8889759.1642
1579523100000.0,10586873.2165
1579527000000.0,10739355.66
1579531500000.0,9973340.1205
1579537800000.0,10719778.0334
1579552800000.0,8273080.0384
1579561200000.0,9755209.5886
1579566300000.0,9336040.0508
1579583400000.0,11161069.4908
1579597200000.0,8884106.4577
1579610700000.0,9742084.0697
1579627500000.0,11645655.426
1579635900000.0,10287646.6131
1579637400000.0,10596413.4381
1579639500000.0,10807948.4986
1579642800000.0,10383034.9351
1579653300000.0,10756893.0732
1579675500000.0,7640178.9138
1579679100000.0,10413041.8809
1579683900000.0,11157627.2489
1579692300000.0,10894647.4035
1579703400000.0,10078882.1094
1579712100000.0,10875394.6107
1579721100000.0,10269281.669
1579741800000.0,9135518.5418
1579748700000.0,10768478.9352
1579758000000.0,10109174.4719
1579764600000.0,9781072.395
1579770000000.0,11497863.3491
1579773300000.0,10917987.6933
1579778400000.0,9219638.1531
1579781700000.0,10044151.596
1579786200000.0,10017282.8873
1579790100000.0,9847252.3243
1579797900000.0,9338446.6779
1579804200000.0,10633620.3191
1579814700000.0,10300261.336
1579824000000.0,10763078.629
1579834800000.0,10767542.5287
1579845300000.0,11068788.7851
1579858200000.0,8563304.4975
1579863300000.0,9076400.0601
1579866000000.0,9517306.1282
1579869300000.0,9121396.011
1579875600000.0,9209040.5749
1579879800000.0,7592727.1122
1579885800000.0,10850337.8948
1579896000000.0,10814674.8064
1579903800000.0,10323727.0943
1579912500000.0,10967344.2222
1579917300000.0,7907755.1784
1579926900000.0,11135420.1802
1579939200000.0,8995398.7743
1579950000000.0,9196203.0936
1579962300000.0,10979701.0675
1579980600000.0,9300163.5302
1579991400000.0,9366614.8034
1579999500000.0,8316221.6709
1580016900000.0,8697224.4845
1580026800000.0,10163593.4098
1580031000000.0,10117418.9715
1580039700000.0,8668116.7587
1580051400000.0,9997614.5455
1580058600000.0,8712502.5654
1580064600000.0,9431782.2183
1580071200000.0,9659987.8561
1580082900000.0,10240131.2849
1580085600000.0,11121562.1826
1580094900000.0,9718738.0756
1580107200000.0,11321349.669
1580115900000.0,10737801.2631
1580125800000.0,9656558.4056
1580127000000.0,10496293.8131
1580132100000.0,9200245.333
1580137800000.0,10418641.6817
1580142300000.0,11550570.8643
1580151300000.0,9633968.5096
1580153100000.0,9790993.9474
1580155200000.0,9912716.4847
1580159700000.0,9524268.458
1580166600000.0,9462503.4012
1580172000000.0,9574856.654
1580173800000.0,8887108.1404
1580177700000.0,12089741.899
1580185800000.0,9112045.187
1580189400000.0,10320769.7788
1580194200000.0,11126342.8829
1580200500000.0,9203013.0678
1580205900000.0,10927429.478
1580210700000.0,9574759.3486
1580214900000.0,9106807.2592
1580220900000.0,9483191.1042
1580222700000.0,10337773.4849
1580223900000.0,8706331.0579
1580227500000.0,8751938.6651
1580232000000.0,9164827.132
1580235600000.0,9885801.988
1580242500000.0,11216346.6436
1580248500000.0,9559835.8405
1580253600000.0,10731710.0826
1580254800000.0,11047352.3303
1580256000000.0,11885444.978
1580258100000.0,10310689.6733
1580261100000.0,11099524.5462
1580266500000.0,10425113.1322
1580274300000.0,10467266.0698
1580282700000.0,11832713.0535
1580291700000.0,11025059.728
1580294100000.0,11136906.6195
1580296200000.0,9080786.5431
1580299200000.0,9905605.2657
1580304600000.0,10661566.0671
1580312700000.0,9236831.1029
1580319000000.0,11614621.0937
1580327100000.0,10965589.0355
1580333100000.0,9721386.8817
1580342100000.0,10656525.2695
1580345700000.0,10083049.0339
1580357700000.0,8886434.9595
1580369400000.0,9495205.4667
1580375400000.0,10298869.2217
1580384400000.0,9605248.3588
1580391900000.0,10321259.0516
1580395500000.0,10289877.4779
1580401500000.0,10722358.0283
1580402100000.0,10664079.9588
1580403900000.0,10785257.1924
1580405100000.0,6795281.9539
1580406300000.0,11009606.9075
1580410200000.0,10223600.2251
1580415600000.0,9767319.0782
1580418600000.0,11247143.5625
1580427600000.0,9630478.606
1580433300000.0,9721677.1817
1580438400000.0,10621663.6237
1580446500000.0,10441874.2349
1580450700000.0,9189891.2053
1580458200000.0,8242294.3048
1580467200000.0,8502832.7398
1580470500000.0,9961793.1497
1580475300000.0,9898974.1193
1580479200000.0,9210669.9189
1580486400000.0,9872423.0714
1580491800000.0,11495757.7301
1580502000000.0,11138730.6441
1580511000000.0,10333073.0332
1580517600000.0,11714996.416
1580523600000.0,9338069.096
1580530800000.0,10572214.0994
1580541600000.0,10323938.4445
1580548800000.0,10448077.871
1580557200000.0,9767579.3143
1580563500000.0,9593515.3298
1580571600000.0,9155573.7744
1580578200000.0,9541681.0516
1580592300000.0,10515077.2013
1580604300000.0,9727134.7133
1580610900000.0,9518429.3041
1580616600000.0,10003901.943
1580619600000.0,9736299.7627
1580625900000.0,10227224.6979
1580633400000.0,9188706.885
1580638800000.0,8627925.8418
1580645100000.0,8850901.1413
1580649600000.0,11482114.635
1580654700000.0,12136260.3708
1580661000000.0,10889747.6309
1580672100000.0,9267054.7107
1580682900000.0,10131118.0045
1580687400000.0,9036136.6651
1580691900000.0,10251796.9461
1580694000000.0,10426426.6393
1580695500000.0,9799692.2212
1580699100000.0,9430686.776
1580706300000.0,9052626.473
1580717400000.0,10509510.0425
1580725500000.0,11174040.5489
1580731200000.0,11298708.0421
1580740500000.0,9303244.0141
1580745300000.0,11369050.1527
1580748600000.0,11756340.6137
1580754000000.0,10479962.0116
1580763300000.0,10624103.1605
1580775300000.0,10430957.2083
1580781600000.0,10265054.3269
1580792100000.0,9423771.6411
1580798700000.0,8114513.8781
1580806500000.0,11433516.6615
1580809800000.0,11311489.6165
1580814600000.0,8858630.7138
1580816400000.0,9716842.2432
1580820000000.0,10302651.2685
1580823600000.0,9786548.4243
1580829300000.0,6913004.6422
1580836200000.0,9641457.6851
1580847900000.0,10541037.7565
1580862900000.0,9190867.1498
1580872500000.0,10565025.8403
1580882400000.0,10592340.5955
1580889900000.0,11223016.9813
1580898600000.0,10171186.6745
1580900700000.0,10729354.5534
1580904300000.0,9220421.7094
1580905200000.0,9595868.81
1580910000000.0,10645989.8524
1580913900000.0,11027179.0478
1580918700000.0,10744832.4231
1580920500000.0,10834809.3484
1580924700000.0,10814592.1177
1580926800000.0,9533167.2572
1580927400000.0,8552475.2504
1580929800000.0,11151717.8862
1580933400000.0,8393598.3687
1580939700000.0,8914467.3611
1580944800000.0,10145446.5356
1580948400000.0,9073483.334
1580952300000.0,9725111.7595
1580959500000.0,10938647.2592
1580967000000.0,10541933.1251
1580974200000.0,10817542.4084
1580978400000.0,9205744.4701
1580986200000.0,10039473.7312
1580991300000.0,9279700.3229
1580993700000.0,9842361.0419
1580995800000.0,11832579.4764
1580997000000.0,8341701.0514
1580998800000.0,12137874.9391
1581001200000.0,9707879.1077
1581004200000.0,8482189.4991
1581008700000.0,10714090.6392
1581013500000.0,9304853.993
1581021300000.0,9898623.0713
1581029400000.0,10536351.2374
1581034200000.0,9592537.2508
1581040200000.0,11579999.515
1581045900000.0,8660898.419
1581054000000.0,9547832.3446
1581062700000.0,10832170.1271
1581070800000.0,10566823.3292
1581076200000.0,10817514.9036
1581079500000.0,9721037.2962
1581086100000.0,9764706.7022
1581092100000.0,10364232.6657
1581103800000.0,9404595.1072
1581115500000.0,11647159.4128
1581126900000.0,8949625.0251
1581132000000.0,11456416.7855
1581139200000.0,10397012.2097
1581150000000.0,9702665.2693
1581156300000.0,8889926.3664
1581161100000.0,10436817.3307
1581169500000.0,9170645.1775
1581173100000.0,9819071.0047
1581179100000.0,10563558.9155
1581185100000.0,10656873.5149
1581196500000.0,8836040.2938
1581199800000.0,9398534.0301
1581208800000.0,10063366.5172
1581216900000.0,9526275.5033
1581219000000.0,10045559.0786
1581221700000.0,9266216.0054
1581227400000.0,8401301.339
1581234600000.0,11754582.7333
1581239700000.0,9941979.9112
1581245400000.0,10466413.8808
1581252000000.0,10232722.6115
1581260100000.0,11032542.7502
1581263100000.0,10953763.6182
1581269100000.0,11216426.9545
1581280200000.0,10265792.375
1581290700000.0,9808439.1487
1581295500000.0,8966505.2895
1581300900000.0,10289972.2434
1581306600000.0,9608632.4319
1581312900000.0,10000867.8118
1581314400000.0,8908096.2352
1581315300000.0,9477683.2318
1581317400000.0,9319596.1892
1581321900000.0,10477504.0458
1581325200000.0,10768493.2339
1581327300000.0,9299517.6395
1581332400000.0,11355827.2192
1581336900000.0,10294945.7265
1581343800000.0,10032149.3208
1581348900000.0,8600028.1568
1581354000000.0,10637604.6579
1581363900000.0,8219381.9539
1581376500000.0,8043701.2857
1581381300000.0,9346203.4187
1581384900000.0,8867441.5094
1581392700000.0,10076724.1777
1581400200000.0,10889272.2391
1581410400000.0,10205339.2624
1581417600000.0,9450435.0794
1581424200000.0,10843025.8999
1581429600000.0,12047483.7053
1581434700000.0,11183136.4301
1581435600000.0,9036007.3009
1581436200000.0,10143303.8801
1581437100000.0,10947959.6791
1581438000000.0,9857115.3474
1581441300000.0,9946761.864
1581445500000.0,10981228.1624
1581450900000.0,8993925.8085
1581459900000.0,8419592.6576
1581466200000.0,11196938.4542
1581469800000.0,9656304.9355
1581476700000.0,10542058.4952
1581486000000.0,9314147.1382
1581490800000.0,9046981.5185
1581493800000.0,10115644.4114
1581496200000.0,10348971.5888
1581499200000.0,10722142.3806
1581505800000.0,8185210.8612
1581511500000.0,11687790.799
1581516900000.0,9674511.2594
1581520500000.0,9373314.4579
1581525600000.0,10693597.1834
1581534300000.0,9237679.3008
1581542100000.0,9206807.7448
1581550500000.0,10924039.3643
1581559200000.0,9302154.6185
1581564900000.0,12262758.8113
1581573300000.0,10642156.5071
1581578400000.0,8919854.3946
1581581400000.0,9479108.9797
1581582000000.0,9989615.8533
1581584700000.0,11153619.2488
1581586500000.0,9097291.1087
1581590100000.0,10135265.2762
1581594600000.0,9129862.2378
1581599100000.0,10456620.7584
1581601200000.0,8662503.525
1581602400000.0,9175666.6641
1581603000000.0,9550295.8582
1581605100000.0,10042241.3956
1581609600000.0,7511810.6929
1581613200000.0,10674289.46
1581618000000.0,9657308.8739
1581627600000.0,9010339.9575
1581639300000.0,10022590.5449
1581646500000.0,10780585.1229
1581654600000.0,11489373.6579
1581661500000.0,8286680.0149
1581668100000.0,9126144.1546
1581675300000.0,9587550.52
1581678000000.0,10290117.7641
1581684300000.0,9585054.6165
1581690900000.0,9058228.3885
1581694800000.0,8657530.9678
1581702300000.0,10022800.0016
1581707100000.0,9579577.0162
1581715500000.0,12171571.9627
1581725700000.0,11559925.377
1581732600000.0,9955145.499
1581741600000.0,8670238.7001
1581751500000.0,10813937.7717
1581761100000.0,10705935.9866
1581772200000.0,11339454.846
1581781800000.0,10851769.3677
1581782100000.0,8650651.6002
1581782700000.0,8770070.534
1581784200000.0,8382800.1772
1581785100000.0,10641532.851
1581788400000.0,10309259.6381
1581790800000.0,9937521.3902
1581798900000.0,10209746.8799
1581813600000.0,10198543.9206
1581822000000.0,9144216.4826
1581831600000.0,8914520.8267
1581843000000.0,11365483.609
1581852300000.0,9921648.278
1581860100000.0,12320988.3558
1581867000000.0,10950582.9131
1581870000000.0,8892646.4507
1581872100000.0,9723544.4281
1581874800000.0,10213090.7574
1581882000000.0,10053375.6493
1581891900000.0,8550359.7832
1581896400000.0,9611100.1921
1581900300000.0,10325494.1816
1581907500000.0,8548848.3274
1581913500000.0,10093525.0278
1581918600000.0,9345458.1519
1581927300000.0,9869989.0086
1581934500000.0,9261269.2162
1581938100000.0,9335656.0124
1581939600000.0,9943138.5908
1581942000000.0,9022020.3859
1581946800000.0,9260859.0343
1581949200000.0,9393262.0918
1581951300000.0,9120880.1532
1581954000000.0,10917766.4586
1581957000000.0,10473721.5174
1581960600000.0,9795337.579
1581967800000.0,9122839.5047
1581976200000.0,10983427.171
1581986100000.0,12791361.1894
1581996300000.0,12567415.6164
1582005600000.0,8701385.7799
1582016100000.0,9534804.6514
1582021200000.0,10719602.0922
1582028400000.0,10596855.8252
1582033500000.0,9418558.5467
1582039200000.0,8645712.7861
1582041300000.0,8668376.3438
1582045200000.0,8441521.983
1582049100000.0,10789085.6861
1582052400000.0,10176414.4445
1582057800000.0,10439714.3499
1582060200000.0,10356864.0834
1582062600000.0,10498372.1175
1582067100000.0,10247756.3942
1582072500000.0,9698111.3847
1582080900000.0,8404787.6695
1582090200000.0,10660144.0223
1582098900000.0,9325098.9224
1582104300000.0,9791820.079
1582113600000.0,9406596.6999
1582116900000.0,11663945.3822
1582131000000.0,10856301.0368
1582134300000.0,10522674.6198
1582141200000.0,9911996.7259
1582146000000.0,8190149.1927
1582148400000.0,10519517.8243
1582149000000.0,10977789.4393
1582149300000.0,9112163.3822
1582150200000.0,9980579.272
1582152000000.0,10922897.332
1582156800000.0,9161346.0371
1582164300000.0,9904857.8477
1582170000000.0,7428817.0959
1582182000000.0,10230723.8743
1582191000000.0,10836972.8048
1582198500000.0,9412944.1324
1582205700000.0,11582661.312
1582212600000.0,7990651.9245
1582216800000.0,9721089.374
1582217700000.0,10037505.2609
1582219800000.0,11290914.6696
1582224000000.0,11974009.2702
1582235400000.0,10126457.4145
1582246800000.0,9049132.6605
1582256100000.0,10936241.4385
1582263300000.0,9883897.0541
1582274400000.0,11075446.6151
1582285200000.0,11286022.9695
1582292700000.0,10101017.4055
1582302000000.0,9767425.19
1582314300000.0,8440262.8339
1582317900000.0,9932673.473
1582328100000.0,9994278.7644
1582343100000.0,9491473.2585
1582353300000.0,10143029.1516
1582368900000.0,12273814.5631
1582384800000.0,11606629.5564
1582398300000.0,10134735.768
1582422600000.0,9757202.2302
1582430700000.0,10751608.2458
1582435500000.0,8537565.718
1582446000000.0,9565179.8554
1582454100000.0,9371220.9535
1582459200000.0,10137362.8833
1582468500000.0,10632981.6627
1582482600000.0,10585785.9869
1582499100000.0,11400587.2711
1582503300000.0,10707689.7496
1582508400000.0,10695600.8154
1582512000000.0,11069654.8354
1582515000000.0,9845323.1514
1582526100000.0,8760859.3294
1582531800000.0,9968332.633
1582540800000.0,10558390.8692
1582547700000.0,10951826.9257
1582555200000.0,10799362.633
1582559400000.0,10358992.5252
1582563600000.0,9463866.9698
1582567500000.0,11097941.1156
1582570800000.0,9157286.6539
1582577400000.0,6983078.7294
1582588200000.0,10619958.7553
1582600200000.0,9362885.1193
1582610400000.0,7991310.312
1582617900000.0,11247146.7598
1582625100000.0,10230158.8837
1582632000000.0,10109653.4669
1582637100000.0,9781844.0638
1582640700000.0,11982582.2658
1582642200000.0,9591839.3418
1582646100000.0,11186412.2256
1582648200000.0,9008808.8069
1582650900000.0,10212264.3153
1582656900000.0,9730646.4526
1582663500000.0,9582831.1644
1582666200000.0,9208771.9878
1582675200000.0,10893157.5806
1582680600000.0,9601416.2397
1582683600000.0,9276141.926
1582687800000.0,10442178.8366
1582695000000.0,9079735.5254
1582701900000.0,9712785.7923
1582707300000.0,11087051.2544
1582711800000.0,8079370.3117
1582719000000.0,10311512.8224
1582720800000.0,9817443.491
1582724400000.0,8351219.2093
1582725900000.0,9595415.6179
1582727400000.0,8575042.014
1582730100000.0,10432196.2639
1582733400000.0,11666512.3254
1582734300000.0,9278415.0454
1582735800000.0,9802218.0612
1582737000000.0,9354718.4626
1582740300000.0,9744510.9626
1582744500000.0,9063760.6971
1582752000000.0,9860601.4147
1582759200000.0,10622076.9657
1582763700000.0,11162796.0676
1582765800000.0,11255690.1176
1582768500000.0,9314627.8007
1582774200000.0,9886957.4166
1582781100000.0,10994827.0224
1582787700000.0,10744226.2126
1582794900000.0,7663435.533
1582801200000.0,10187120.7812
1582806300000.0,9010079.9528
1582808400000.0,9553214.909
1582814100000.0,9511897.0991
1582819800000.0,8235171.3583
1582823700000.0,10633390.4589
1582830900000.0,10421717.7821
1582839600000.0,9967383.6737
1582843200000.0,10312838.4472
1582848300000.0,9845243.3285
1582856100000.0,10316770.2614
1582868700000.0,10477597.4878
1582876800000.0,11083145.2048
1582882500000.0,9834629.2016
1582884300000.0,11869531.5812
1582887600000.0,10288469.4878
1582892100000.0,10104126.5873
1582894200000.0,8456729.2362
1582896000000.0,10547150.6877
1582899900000.0,10209774.0693
1582904100000.0,10556990.9656
1582909500000.0,9120617.5771
1582914600000.0,10962770.7958
1582921200000.0,10303791.6327
1582929900000.0,11440291.708
1582936200000.0,11710019.7391
1582947900000.0,9489797.7085
1582958700000.0,11497848.703
1582970400000.0,11603597.2392
1582977300000.0,9131709.2677
1582986000000.0,10589041.1262
1582991700000.0,9694053.3265
1583002200000.0,10714248.2187
1583018100000.0,10077672.6239
1583022900000.0,9764738.0575
1583028300000.0,8968537.0712
1583037000000.0,11536166.314
1583047200000.0,9829360.8652
1583054700000.0,8995036.2659
1583064000000.0,10309677.0935
1583065500000.0,9074482.6272
1583067900000.0,10595404.9357
1583073600000.0,10515445.4568
1583080500000.0,10434063.763
1583083500000.0,10560205.1822
1583089500000.0,8915951.1464
1583093400000.0,7806531.6574
1583102100000.0,10226045.6716
1583108700000.0,11414905.0272
1583117700000.0,9212550.9301
1583127000000.0,10487273.4291
1583133900000.0,11896154.1135
1583142300000.0,10300618.3761
1583146800000.0,10264993.5714
1583153100000.0,10518580.5108
1583156400000.0,9591450.2324
1583159700000.0,10995769.6887
1583163600000.0,11215541.4887
1583168700000.0,10004174.7148
1583175000000.0,10070986.3112
1583184000000.0,9454762.6117
1583190600000.0,10337297.4301
1583196900000.0,12871726.1866
1583208000000.0,7636979.1781
1583218800000.0,9768368.4795
1583223900000.0,9794710.2765
1583230800000.0,11272449.2437
1583237100000.0,9465082.4768
1583241000000.0,10098390.0249
1583246400000.0,9430520.894
1583248200000.0,9238220.3969
1583249100000.0,10944871.7227
1583253000000.0,10205204.0988
1583260800000.0,9625280.1667
1583271600000.0,9684927.3821
1583283900000.0,9937354.9206
1583294400000.0,11156441.6566
1583305800000.0,11314140.1401
1583316000000.0,10840594.7231
1583322900000.0,11735036.6049
1583332200000.0,9408350.2615
1583335500000.0,9308268.484
1583341500000.0,11121323.1475
1583355000000.0,10634084.0258
1583368500000.0,11252912.807
1583371200000.0,11501020.3332
1583376900000.0,11473288.3361
1583382600000.0,10171003.1537
1583391300000.0,9827809.2322
1583400600000.0,11319548.0316
1583403900000.0,9952455.5953
1583408700000.0,10529484.9943
1583414100000.0,9966901.9865
1583420700000.0,7905524.563
1583426700000.0,7914319.6834
1583436900000.0,11176663.1193
1583441700000.0,8891627.256
1583451300000.0,9596003.3533
1583456700000.0,11024219.2196
1583467500000.0,8687220.7408
1583475000000.0,8499424.7148
1583482800000.0,10103719.5434
1583492100000.0,8690968.0509
1583497500000.0,9357688.1481
1583504100000.0,11031841.9552
1583510700000.0,10904030.5564
1583523300000.0,9068828.1748
1583536800000.0,9358859.6575
1583547000000.0,10573583.5636
1583561700000.0,10051466.0592
1583575200000.0,11393234.4969
1583584800000.0,10098921.1479
1583597100000.0,9869330.4115
1583599500000.0,9278718.4097
1583600700000.0,8586107.2114
1583603700000.0,9854011.2288
1583606400000.0,9288269.9336
1583616900000.0,10296448.8899
1583627100000.0,8211447.2338
1583632800000.0,12197476.8966
1583644800000.0,9921677.7064
1583658600000.0,9197304.0653
1583667000000.0,9036705.4142
1583673300000.0,9794009.3691
1583678100000.0,9937588.8083
1583680500000.0,10684736.787
1583681700000.0,10119965.8613
1583682600000.0,10759923.8203
1583684400000.0,12207124.1689
1583685000000.0,10432756.8207
1583686200000.0,10315813.4034
1583689200000.0,8926057.1623
1583694900000.0,6543532.2189
1583704800000.0,9712478.0652
1583709000000.0,11077785.6109
1583711400000.0,8783769.7109
1583712600000.0,10461653.4847
1583717100000.0,8875711.858
1583723700000.0,9336279.4419
1583727300000.0,9456346.6938
1583728500000.0,9316435.0877
1583731500000.0,8373519.3655
1583732400000.0,10174192.197
