timestamp,stablecoin_exchange_netflow
1578995100000.0,40658314.52
1579002000000.0,24071308.91
1579005600000.0,4514418.76
1579008900000.0,-38462447.89
1579011600000.0,-26967739.43
1579012800000.0,-20956911.52
1579015500000.0,-46782600.06
1579017900000.0,28673117.61
1579020300000.0,8769785.96
1579021800000.0,28963580.42
1579024200000.0,-20689654.45
1579026600000.0,-15685945.4
1579029000000.0,23056237.12
1579035900000.0,15844252.7
1579044300000.0,-18423581.63
1579046700000.0,-49595225.35
1579048800000.0,-6270407.61
1579052100000.0,-25462718.69
1579058700000.0,-1828609.79
1579062300000.0,-37743121.33
1579065300000.0,11822543.5
1579071600000.0,-6851580.24
1579079100000.0,46215383.9
1579083600000.0,-12790349.18
1579088400000.0,-30845518.41
1579093200000.0,30426313.56
1579096800000.0,-36320325.01
1579098000000.0,-5829911.2
1579100700000.0,-12767191.82
1579103400000.0,14890727.6
1579105200000.0,-2202695.48
1579110300000.0,-38217198.37
1579116300000.0,-45998301.58
1579122300000.0,-20326279.03
1579129800000.0,-12287943.85
1579134300000.0,778994.73
1579137900000.0,8995389.69
1579141800000.0,-14550577.77
1579147500000.0,34178042.89
1579155600000.0,-28615629.24
1579163100000.0,-46224934.61
1579169400000.0,40746443.64
1579175100000.0,42278235.1
1579178700000.0,41509036.66
1579182900000.0,12559635.19
1579189200000.0,-11813689.36
1579194300000.0,33490644.43
1579202100000.0,-37915109.88
1579209900000.0,7762697.6
1579221300000.0,-41346394.13
1579229700000.0,-40399199.75
1579233900000.0,-49528666.88
1579240200000.0,-8368440.45
1579242000000.0,9921774.6
1579244700000.0,30627089.87
1579248900000.0,-11369817.77
1579253400000.0,33864463.82
1579256700000.0,-5214605.93
1579261800000.0,19622040.35
1579264200000.0,33067230.78
1579270200000.0,-37828131.81
1579275300000.0,32258545.51
1579280100000.0,7952666.51
1579286400000.0,15675076.9
1579290900000.0,-18852193.82
1579298700000.0,-5674468.81
1579307100000.0,-23014162.27
1579313700000.0,-1491393.29
1579323000000.0,35390445.42
1579331100000.0,-18128535.53
1579340100000.0,-5633217.71
1579350600000.0,43338181.98
1579358700000.0,-32104062.38
1579364400000.0,44372186.22
1579371000000.0,-29665758.93
1579385400000.0,26858754.27
1579393500000.0,-4367400.49
1579395900000.0,-7425613.84
1579397700000.0,-14453347.46
1579400700000.0,-13674062.97
1579407000000.0,27876379.09
1579416600000.0,-25141345.41
1579422900000.0,-45898738.96
1579431300000.0,37157700.66
1579431900000.0,-37024984.14
1579432800000.0,-5929688.53
1579434900000.0,7318877.97
1579437300000.0,39228018.77
1579441800000.0,-16256124.85
1579449900000.0,-19613210.97
1579459500000.0,6881828.57
1579469400000.0,23573422.86
1579472400000.0,-23196158.32
1579476000000.0,-2927113.2
1579481100000.0,461074.63
1579488900000.0,-24469687.09
1579501200000.0,-30264261.82
1579512000000.0,6279896.29
1579523100000.0,-9661084.44
1579527000000.0,43485781.0
1579531500000.0,15093021.12
1579537800000.0,-6738239.63
1579552800000.0,15622851.27
1579561200000.0,35365566.19
1579566300000.0,-40753154.5
1579583400000.0,-37788263.8
1579597200000.0,-42301908.26
1579610700000.0,-41497077.25
1579627500000.0,-12150089.29
1579635900000.0,34375349.05
1579637400000.0,-27911477.85
1579639500000.0,-48635821.32
1579642800000.0,29813222.16
1579653300000.0,5455590.02
1579675500000.0,-39097133.48
1579679100000.0,-28176276.19
1579683900000.0,-44313038.33
1579692300000.0,7186125.32
1579703400000.0,-7933958.68
1579712100000.0,9016475.26
1579721100000.0,-235504.97
1579741800000.0,-30786338.61
1579748700000.0,10654642.27
1579758000000.0,-33239560.09
1579764600000.0,-41797692.32
1579770000000.0,-12423415.63
1579773300000.0,17692375.91
1579778400000.0,24808119.11
1579781700000.0,-46976732.58
1579786200000.0,-2473347.53
1579790100000.0,837068.26
1579797900000.0,7476965.37
1579804200000.0,-45534308.27
1579814700000.0,-37053045.91
1579824000000.0,33717571.65
1579834800000.0,-40472609.47
1579845300000.0,4997869.99
1579858200000.0,22977435.28
1579863300000.0,-39144822.3
1579866000000.0,14211562.82
1579869300000.0,-27084151.58
1579875600000.0,-35018376.76
1579879800000.0,-22641393.85
1579885800000.0,-26757927.73
1579896000000.0,-23346811.01
1579903800000.0,16111506.2
1579912500000.0,-26334501.43
1579917300000.0,44790167.93
1579926900000.0,49326718.47
1579939200000.0,-47948599.91
1579950000000.0,-16605171.0
1579962300000.0,49613156.32
1579980600000.0,34031130.17
1579991400000.0,-32203696.06
1579999500000.0,40814037.25
1580016900000.0,26053455.27
1580026800000.0,7505345.79
1580031000000.0,32498293.63
1580039700000.0,-26676551.8
1580051400000.0,2249047.92
1580058600000.0,1409244.47
1580064600000.0,42598509.67
1580071200000.0,-1745817.06
1580082900000.0,-104013.28
1580085600000.0,18757219.99
1580094900000.0,21814852.18
1580107200000.0,-45847844.92
1580115900000.0,-33498091.17
1580125800000.0,45675467.13
1580127000000.0,48027574.16
1580132100000.0,-3816894.12
1580137800000.0,-28332524.73
1580142300000.0,-14455499.88
1580151300000.0,22466300.9
1580153100000.0,7044434.55
1580155200000.0,20274520.63
1580159700000.0,-11730904.15
1580166600000.0,-5524523.1
1580172000000.0,42067434.18
1580173800000.0,40911742.31
1580177700000.0,-455768.98
1580185800000.0,10524796.1
1580189400000.0,16130534.02
1580194200000.0,-4437985.5
1580200500000.0,-22069390.05
1580205900000.0,-587870.95
1580210700000.0,-39757544.44
1580214900000.0,-27963296.25
1580220900000.0,8325714.11
1580222700000.0,26133179.07
1580223900000.0,-35145842.92
1580227500000.0,-27280309.59
1580232000000.0,-17745965.67
1580235600000.0,-11315935.84
1580242500000.0,-27155489.69
1580248500000.0,-40608906.32
1580253600000.0,34751944.83
1580254800000.0,-21917171.06
1580256000000.0,-29472522.43
1580258100000.0,-26758748.68
1580261100000.0,-10644550.33
1580266500000.0,32711726.3
1580274300000.0,16024375.59
1580282700000.0,136476.58
1580291700000.0,45794907.56
1580294100000.0,-31787878.7
1580296200000.0,23303863.08
1580299200000.0,-20339063.76
1580304600000.0,2183966.36
1580312700000.0,10430847.5
1580319000000.0,20315751.77
1580327100000.0,37254376.48
1580333100000.0,29692644.34
1580342100000.0,20923416.93
1580345700000.0,734709.45
1580357700000.0,-13082994.74
1580369400000.0,35413459.02
1580375400000.0,10093588.07
1580384400000.0,30817141.81
1580391900000.0,25257941.82
1580395500000.0,-8979778.6
1580401500000.0,2316577.07
1580402100000.0,38275261.65
1580403900000.0,-47392440.21
1580405100000.0,49690301.7
1580406300000.0,-28785469.25
1580410200000.0,13067418.06
1580415600000.0,34347892.12
1580418600000.0,16710452.47
1580427600000.0,-42543092.17
1580433300000.0,6279435.83
1580438400000.0,-2402929.14
1580446500000.0,-8624366.29
1580450700000.0,43622926.44
1580458200000.0,-30038485.49
1580467200000.0,16567393.47
1580470500000.0,-49359256.52
1580475300000.0,961624.9
1580479200000.0,-31835935.74
1580486400000.0,-41765551.91
1580491800000.0,36595997.57
1580502000000.0,-3119133.75
1580511000000.0,-28019589.67
1580517600000.0,-22092600.0
1580523600000.0,7170464.44
1580530800000.0,-15183667.49
1580541600000.0,-23494682.29
1580548800000.0,-21153584.93
1580557200000.0,-10193734.93
1580563500000.0,-37791747.34
1580571600000.0,-7134394.57
1580578200000.0,-28581519.65
1580592300000.0,21664977.49
1580604300000.0,8742602.13
1580610900000.0,42091459.24
1580616600000.0,-1867149.73
1580619600000.0,38001525.18
1580625900000.0,26647092.18
1580633400000.0,-26324077.72
1580638800000.0,30132344.61
1580645100000.0,17080204.56
1580649600000.0,3011659.0
1580654700000.0,12525099.13
1580661000000.0,-41806881.59
1580672100000.0,-41190406.41
1580682900000.0,35515448.87
1580687400000.0,-45944376.51
1580691900000.0,-33392078.36
1580694000000.0,6453087.18
1580695500000.0,5990328.02
1580699100000.0,-23591414.28
1580706300000.0,-43567142.62
1580717400000.0,-3193711.89
1580725500000.0,-46821546.61
1580731200000.0,-38091750.57
1580740500000.0,-21977835.66
1580745300000.0,-21976504.56
1580748600000.0,-19920848.31
1580754000000.0,-25569131.58
1580763300000.0,180118.31
1580775300000.0,-19246676.47
1580781600000.0,-30432806.77
1580792100000.0,-23057019.94
1580798700000.0,21307463.9
1580806500000.0,21498045.42
1580809800000.0,7358431.13
1580814600000.0,-9567315.86
1580816400000.0,42024198.99
1580820000000.0,49301927.1
1580823600000.0,4751190.65
1580829300000.0,-44909000.49
1580836200000.0,42673794.32
1580847900000.0,-3563487.34
1580862900000.0,-44426349.06
1580872500000.0,-21431043.24
1580882400000.0,-48930747.39
1580889900000.0,-32585787.09
1580898600000.0,34633716.56
1580900700000.0,-7581868.81
1580904300000.0,-11780307.43
1580905200000.0,-24692704.64
1580910000000.0,-515277.35
1580913900000.0,-48157292.27
1580918700000.0,-21928272.13
1580920500000.0,-719164.57
1580924700000.0,47021429.4
1580926800000.0,-27514614.5
1580927400000.0,-37835145.13
1580929800000.0,-47728159.96
1580933400000.0,45722866.97
1580939700000.0,-43954412.52
1580944800000.0,-3667387.19
1580948400000.0,-38963696.57
1580952300000.0,4585926.27
1580959500000.0,46184148.72
1580967000000.0,16001340.69
1580974200000.0,-953044.27
1580978400000.0,33930036.77
1580986200000.0,17914245.79
1580991300000.0,48999873.14
1580993700000.0,35457161.82
1580995800000.0,10353832.45
1580997000000.0,48628493.04
1580998800000.0,10456336.38
1581001200000.0,-16144649.12
1581004200000.0,22728086.39
1581008700000.0,-10458094.2
1581013500000.0,-28261773.22
1581021300000.0,-4231552.33
1581029400000.0,-8074288.87
1581034200000.0,-32644677.4
1581040200000.0,15835497.63
1581045900000.0,1815258.27
1581054000000.0,-28644362.97
1581062700000.0,1571189.17
1581070800000.0,15085208.33
1581076200000.0,39117956.22
1581079500000.0,13497352.86
1581086100000.0,-18173791.43
1581092100000.0,3394448.69
1581103800000.0,32455665.36
1581115500000.0,35068428.57
1581126900000.0,13494709.85
1581132000000.0,11716866.91
1581139200000.0,42459196.03
1581150000000.0,-43119346.09
1581156300000.0,1688854.81
1581161100000.0,27858775.68
1581169500000.0,2468758.41
1581173100000.0,-31447544.82
1581179100000.0,-3753933.27
1581185100000.0,-44344677.23
1581196500000.0,-43214446.21
1581199800000.0,5786205.83
1581208800000.0,5314316.79
1581216900000.0,-9173443.16
1581219000000.0,-2960826.45
1581221700000.0,22482478.24
1581227400000.0,-35215379.99
1581234600000.0,7696134.38
1581239700000.0,37020898.62
1581245400000.0,-32696706.29
1581252000000.0,-14107778.76
1581260100000.0,47468302.34
1581263100000.0,-44483081.39
1581269100000.0,48069233.23
1581280200000.0,28066084.57
1581290700000.0,23648970.32
1581295500000.0,15431399.01
1581300900000.0,46330885.51
1581306600000.0,-25055873.05
1581312900000.0,-40898080.74
1581314400000.0,-49267044.74
1581315300000.0,-617980.19
1581317400000.0,40463729.59
1581321900000.0,-3965270.39
1581325200000.0,20411800.94
1581327300000.0,49973426.99
1581332400000.0,34574720.12
1581336900000.0,19692959.22
1581343800000.0,-7050771.96
1581348900000.0,-19375800.37
1581354000000.0,16520778.0
1581363900000.0,-30411934.11
1581376500000.0,-357872.27
1581381300000.0,17448079.56
1581384900000.0,21174137.5
1581392700000.0,-789381.75
1581400200000.0,-43007268.13
1581410400000.0,-28329330.81
1581417600000.0,38265615.48
1581424200000.0,-22594540.97
1581429600000.0,-11223398.85
1581434700000.0,25249262.93
1581435600000.0,-37974638.54
1581436200000.0,26717469.63
1581437100000.0,21304428.88
1581438000000.0,24084852.83
1581441300000.0,-5263036.0
1581445500000.0,38992791.93
1581450900000.0,-22517707.18
1581459900000.0,-25062029.68
1581466200000.0,-43071010.22
1581469800000.0,37820873.74
1581476700000.0,16386444.02
1581486000000.0,2372232.03
1581490800000.0,7313363.46
1581493800000.0,17605744.98
1581496200000.0,34251371.79
1581499200000.0,46855349.4
1581505800000.0,20359467.68
1581511500000.0,25729832.95
1581516900000.0,-30527490.7
1581520500000.0,-26678820.33
1581525600000.0,-1735772.31
1581534300000.0,11132731.79
1581542100000.0,-44435153.39
1581550500000.0,-4860279.36
1581559200000.0,-24290641.32
1581564900000.0,-10843758.75
1581573300000.0,-1228755.45
1581578400000.0,37532095.5
1581581400000.0,40551238.04
1581582000000.0,39194427.32
1581584700000.0,1531026.22
1581586500000.0,33620344.73
1581590100000.0,-36277970.7
1581594600000.0,2713229.86
1581599100000.0,-4572633.5
1581601200000.0,-9605522.36
1581602400000.0,-41716401.19
1581603000000.0,17506207.39
1581605100000.0,32748286.11
1581609600000.0,35424626.87
1581613200000.0,-22176459.67
1581618000000.0,-3341142.08
1581627600000.0,47534727.45
1581639300000.0,-4648922.32
1581646500000.0,27873129.34
1581654600000.0,43510802.12
1581661500000.0,-32244895.51
1581668100000.0,8365239.17
1581675300000.0,49428916.25
1581678000000.0,-41257447.01
1581684300000.0,31586270.13
1581690900000.0,20960850.05
1581694800000.0,-5172207.13
1581702300000.0,31404621.86
1581707100000.0,35648765.91
1581715500000.0,29006577.62
1581725700000.0,10619528.64
1581732600000.0,36240535.59
1581741600000.0,45738747.74
1581751500000.0,2300620.65
1581761100000.0,44236443.58
1581772200000.0,-20437373.12
1581781800000.0,29256756.16
1581782100000.0,40252563.4
1581782700000.0,-27048411.13
1581784200000.0,16212227.01
1581785100000.0,11893073.58
1581788400000.0,30846206.88
1581790800000.0,-13792647.27
1581798900000.0,-22575573.14
1581813600000.0,-46318809.98
1581822000000.0,-19660935.36
1581831600000.0,45710541.59
1581843000000.0,-6394019.63
1581852300000.0,-3951839.58
1581860100000.0,37806009.52
1581867000000.0,3087157.64
1581870000000.0,26359903.09
1581872100000.0,43333280.7
1581874800000.0,-27640284.79
1581882000000.0,46974747.5
1581891900000.0,25541339.31
1581896400000.0,-48518563.92
1581900300000.0,23415265.17
1581907500000.0,24860447.58
1581913500000.0,-26089151.27
1581918600000.0,-13162620.66
1581927300000.0,-41510762.65
1581934500000.0,7603117.64
1581938100000.0,-34231027.38
1581939600000.0,-23371324.15
1581942000000.0,-49285281.18
1581946800000.0,48662135.46
1581949200000.0,-26231098.86
1581951300000.0,-31783690.05
1581954000000.0,-11790364.4
1581957000000.0,44365651.14
1581960600000.0,6952082.16
1581967800000.0,-14611188.92
1581976200000.0,-13270232.21
1581986100000.0,9527573.84
1581996300000.0,-35769332.81
1582005600000.0,-28715947.03
1582016100000.0,31917501.88
1582021200000.0,17590255.04
1582028400000.0,41022891.34
1582033500000.0,6245003.53
1582039200000.0,31879750.0
1582041300000.0,4241848.58
1582045200000.0,10849845.97
1582049100000.0,-41411119.08
1582052400000.0,6226619.68
1582057800000.0,-4654194.64
1582060200000.0,-44767405.5
1582062600000.0,-30175249.84
1582067100000.0,-9849893.84
1582072500000.0,48798862.15
1582080900000.0,-47712421.3
1582090200000.0,43300879.45
1582098900000.0,-22058549.82
1582104300000.0,-1877971.28
1582113600000.0,-7394794.61
1582116900000.0,5002726.99
1582131000000.0,-19787252.95
1582134300000.0,-12446164.71
1582141200000.0,43506848.98
1582146000000.0,49429752.03
1582148400000.0,16786735.61
1582149000000.0,-32465291.14
1582149300000.0,-45939372.88
1582150200000.0,7077936.3
1582152000000.0,9705409.21
1582156800000.0,36238112.7
1582164300000.0,-29120772.24
1582170000000.0,33741370.42
1582182000000.0,-447022.64
1582191000000.0,-19310561.16
1582198500000.0,12084566.69
1582205700000.0,5027759.45
1582212600000.0,-26533722.48
1582216800000.0,47386238.68
1582217700000.0,29949466.3
1582219800000.0,-13068238.91
1582224000000.0,-19386944.32
1582235400000.0,10641945.48
1582246800000.0,18752565.98
1582256100000.0,40304135.16
1582263300000.0,-41849301.42
1582274400000.0,-34448437.49
1582285200000.0,12758173.08
1582292700000.0,37612440.59
1582302000000.0,37371454.56
1582314300000.0,35103188.52
1582317900000.0,-46632146.68
1582328100000.0,-45878158.93
1582343100000.0,-49110573.22
1582353300000.0,-32324862.71
1582368900000.0,-2814409.32
1582384800000.0,27458563.06
1582398300000.0,7739959.49
1582422600000.0,15014430.62
1582430700000.0,-48410196.59
1582435500000.0,12607782.39
1582446000000.0,28148029.53
1582454100000.0,26789352.83
1582459200000.0,-20199666.53
1582468500000.0,34723868.78
1582482600000.0,-27848307.79
1582499100000.0,-45327912.67
1582503300000.0,21758148.86
1582508400000.0,-30487635.65
1582512000000.0,-40284629.25
1582515000000.0,11539199.19
1582526100000.0,17349679.87
1582531800000.0,7567974.09
1582540800000.0,45066295.6
1582547700000.0,34291366.07
1582555200000.0,-49533398.87
1582559400000.0,19076793.09
1582563600000.0,41330077.33
1582567500000.0,15785564.9
1582570800000.0,46838215.98
1582577400000.0,-14789406.55
1582588200000.0,44065079.27
1582600200000.0,30587277.64
1582610400000.0,-42948721.54
1582617900000.0,-31735064.4
1582625100000.0,16644420.16
1582632000000.0,35731054.58
1582637100000.0,-39269642.01
1582640700000.0,47603024.89
1582642200000.0,12706560.72
1582646100000.0,-276357.48
1582648200000.0,-22063395.23
1582650900000.0,-12406023.0
1582656900000.0,-22304572.06
1582663500000.0,-14548021.37
1582666200000.0,6134798.37
1582675200000.0,-34570352.19
1582680600000.0,18977795.63
1582683600000.0,-67998.77
1582687800000.0,-8223650.91
1582695000000.0,25798002.47
1582701900000.0,37573452.08
1582707300000.0,3141788.52
1582711800000.0,-12960858.17
1582719000000.0,11797616.68
1582720800000.0,3661769.52
1582724400000.0,797137.93
1582725900000.0,38236565.79
1582727400000.0,-16865096.87
1582730100000.0,4501212.87
1582733400000.0,40978459.19
1582734300000.0,-13133658.16
1582735800000.0,42529605.39
1582737000000.0,10014711.11
1582740300000.0,8408292.95
1582744500000.0,35121783.83
1582752000000.0,-44596072.03
1582759200000.0,44502213.59
1582763700000.0,-22804756.59
1582765800000.0,36246595.56
1582768500000.0,-461133.03
1582774200000.0,25042745.33
1582781100000.0,40454983.78
1582787700000.0,22483131.23
1582794900000.0,16164751.39
1582801200000.0,21754907.03
1582806300000.0,-165199.12
1582808400000.0,-18617218.64
1582814100000.0,-10869093.75
1582819800000.0,-12485924.98
1582823700000.0,12928839.53
1582830900000.0,-11856384.94
1582839600000.0,27511712.15
1582843200000.0,22912813.14
1582848300000.0,40826076.89
1582856100000.0,-13926778.99
1582868700000.0,21816262.77
1582876800000.0,37985740.33
1582882500000.0,8400148.08
1582884300000.0,13355557.44
1582887600000.0,-27744624.91
1582892100000.0,-21662451.63
1582894200000.0,22181324.49
1582896000000.0,-23818368.63
1582899900000.0,-30529812.01
1582904100000.0,-3547568.11
1582909500000.0,5501599.58
1582914600000.0,24446209.01
1582921200000.0,-40842494.79
1582929900000.0,-16839802.39
1582936200000.0,-27814063.69
1582947900000.0,2635323.48
1582958700000.0,38210472.05
1582970400000.0,-43827348.81
1582977300000.0,-41547277.2
1582986000000.0,25686864.22
1582991700000.0,16198079.98
1583002200000.0,-8251881.53
1583018100000.0,46365835.14
1583022900000.0,-45764215.39
1583028300000.0,3313655.18
1583037000000.0,27935011.45
1583047200000.0,35491053.95
1583054700000.0,-46281300.7
1583064000000.0,-13520304.94
1583065500000.0,18469169.61
1583067900000.0,-45947525.84
1583073600000.0,-23716417.7
1583080500000.0,23432276.7
1583083500000.0,-842252.0
1583089500000.0,-23511341.09
1583093400000.0,6120006.41
1583102100000.0,-48498194.74
1583108700000.0,45398590.56
1583117700000.0,-27252593.06
1583127000000.0,-20826717.49
1583133900000.0,5107099.14
1583142300000.0,-24886026.98
1583146800000.0,17027521.6
1583153100000.0,-48466843.05
1583156400000.0,-39878587.77
1583159700000.0,-15367830.66
1583163600000.0,19348798.92
1583168700000.0,-18671110.72
1583175000000.0,-41720358.17
1583184000000.0,-26335110.49
1583190600000.0,35957252.62
1583196900000.0,-3326922.06
1583208000000.0,26907783.27
1583218800000.0,44360740.33
1583223900000.0,29331819.88
1583230800000.0,-43636612.93
1583237100000.0,-10124700.64
1583241000000.0,1715665.72
1583246400000.0,-39713059.33
1583248200000.0,-43987469.32
1583249100000.0,45791900.94
1583253000000.0,-19753380.59
1583260800000.0,8602832.68
1583271600000.0,29445596.32
1583283900000.0,11348184.35
1583294400000.0,-36239876.07
1583305800000.0,-18892635.69
1583316000000.0,16828235.65
1583322900000.0,6478352.61
1583332200000.0,35814158.27
1583335500000.0,-39704328.34
1583341500000.0,-49312851.89
1583355000000.0,-14983966.67
1583368500000.0,11937974.06
1583371200000.0,-38574961.86
1583376900000.0,-30846124.05
1583382600000.0,-9137789.23
1583391300000.0,-17983048.32
1583400600000.0,-27625567.16
1583403900000.0,19932049.57
1583408700000.0,29256449.0
1583414100000.0,-39461743.69
1583420700000.0,-45197784.34
1583426700000.0,-13460598.61
1583436900000.0,-35039958.82
1583441700000.0,49234334.02
1583451300000.0,-36115505.91
1583456700000.0,1694162.75
1583467500000.0,-43069281.53
1583475000000.0,-41304494.96
1583482800000.0,-46613645.89
1583492100000.0,354057.33
1583497500000.0,-849777.92
1583504100000.0,43491499.31
1583510700000.0,-33980599.36
1583523300000.0,32376811.74
1583536800000.0,-19617678.69
1583547000000.0,-12752087.74
1583561700000.0,-16958335.84
1583575200000.0,38061479.49
1583584800000.0,-42166027.75
1583597100000.0,-44400902.59
1583599500000.0,-665440.92
1583600700000.0,-42423595.95
1583603700000.0,8559789.79
1583606400000.0,25680932.63
1583616900000.0,-26828012.1
1583627100000.0,-21961846.88
1583632800000.0,1819025.92
1583644800000.0,-16066986.71
1583658600000.0,-31760951.52
1583667000000.0,14712890.28
1583673300000.0,48255857.12
1583678100000.0,-8899708.39
1583680500000.0,39420530.22
1583681700000.0,47237915.91
1583682600000.0,-926357.24
1583684400000.0,-5605865.08
1583685000000.0,-30936213.59
1583686200000.0,964538.34
1583689200000.0,10950131.49
1583694900000.0,-7611450.76
1583704800000.0,-8577347.76
1583709000000.0,-5213666.89
1583711400000.0,-40267714.47
1583712600000.0,-45906244.75
1583717100000.0,42545786.93
1583723700000.0,20166738.18
1583727300000.0,34717417.32
1583728500000.0,10029253.13
1583731500000.0,14407449.79
1583732400000.0,-40390764.41
1583733600000.0,-26841265.72
1583736300000.0,-2841508.43
1583741400000.0,12173141.63
1583748000000.0,-20611113.35
1583752500000.0,3208378.26
1583755800000.0,-41214260.37
1583759100000.0,-39159875.78
1583762100000.0,-24241333.55
1583764200000.0,37628337.21
1583766900000.0,41632228.71
1583768700000.0,18326305.43
1583770800000.0,-17988242.92
1583772600000.0,11385576.45
1583776500000.0,25854922.83
1583781900000.0,-15731706.29
1583786100000.0,-3092259.29
1583795400000.0,-23363759.44
1583802000000.0,-40215778.21
1583809500000.0,36780824.05
1583819700000.0,-21207969.25
1583828100000.0,-27024591.81
1583836200000.0,-37284902.57
1583837700000.0,-25935956.15
1583840100000.0,8061679.62
1583844300000.0,-5773178.7
1583847900000.0,-31321090.15
1583851800000.0,-5513943.39
