timestamp,btc_exchange_outflow_total
1578708900000.0,2009.37
1578716700000.0,5851.2
1578724200000.0,1978.89
1578730200000.0,921.81
1578738600000.0,5269.7
1578745500000.0,5536.35
1578753900000.0,1921.0
1578760500000.0,3604.99
1578765900000.0,996.11
1578778800000.0,-294.07
1578780000000.0,2535.23
1578784500000.0,1308.9
1578789300000.0,1654.65
1578800100000.0,4649.41
1578814500000.0,1461.88
1578825300000.0,5004.36
1578838200000.0,3236.36
1578848700000.0,5204.06
1578850500000.0,2994.63
1578860700000.0,1406.72
1578873600000.0,1417.42
1578886500000.0,3787.39
1578901200000.0,3165.98
1578916800000.0,2788.82
1578930900000.0,3277.19
1578948300000.0,2173.92
1578961800000.0,4619.69
1578963300000.0,1992.3
1578964800000.0,3172.35
1578966600000.0,4649.48
1578971100000.0,3148.72
1578974700000.0,2604.41
1578978600000.0,4574.72
1578985800000.0,3271.5
1578995100000.0,2300.37
1579002000000.0,4390.0
1579005600000.0,2144.33
1579008900000.0,4930.33
1579011600000.0,3510.86
1579012800000.0,2230.22
1579015500000.0,-105.16
1579017900000.0,3947.67
1579020300000.0,2994.35
1579021800000.0,2297.26
1579024200000.0,5536.31
1579026600000.0,2342.13
1579029000000.0,4582.81
1579035900000.0,1649.75
1579044300000.0,2755.62
1579046700000.0,3464.16
1579048800000.0,1652.76
1579052100000.0,4564.56
1579058700000.0,2017.0
1579062300000.0,2143.23
1579065300000.0,2830.34
1579071600000.0,5288.6
1579079100000.0,3397.16
1579083600000.0,4900.95
1579088400000.0,4064.66
1579093200000.0,3841.57
1579096800000.0,4939.12
1579098000000.0,4290.02
1579100700000.0,1902.67
1579103400000.0,5320.7
1579105200000.0,3228.24
1579110300000.0,5715.07
1579116300000.0,2474.48
1579122300000.0,3842.93
1579129800000.0,3554.78
1579134300000.0,1641.33
1579137900000.0,3116.44
1579141800000.0,1526.06
1579147500000.0,4356.88
1579155600000.0,1902.71
1579163100000.0,4056.85
1579169400000.0,4093.32
1579175100000.0,1439.42
1579178700000.0,4656.6
1579182900000.0,1898.73
1579189200000.0,3018.82
1579194300000.0,4500.12
1579202100000.0,2097.64
1579209900000.0,1810.71
1579221300000.0,4036.19
1579229700000.0,2713.02
1579233900000.0,708.46
1579240200000.0,2772.83
1579242000000.0,1474.5
1579244700000.0,1374.15
1579248900000.0,1891.15
1579253400000.0,3083.1
1579256700000.0,4959.33
1579261800000.0,4265.33
1579264200000.0,1614.73
1579270200000.0,3290.92
1579275300000.0,3702.32
1579280100000.0,3945.86
1579286400000.0,1492.49
1579290900000.0,2649.18
1579298700000.0,1409.48
1579307100000.0,5313.8
1579313700000.0,5369.74
1579323000000.0,3125.78
1579331100000.0,3351.25
1579340100000.0,4317.12
1579350600000.0,2255.12
1579358700000.0,4686.18
1579364400000.0,3001.82
1579371000000.0,3071.19
1579385400000.0,1899.2
1579393500000.0,3247.29
1579395900000.0,2755.61
1579397700000.0,2226.45
1579400700000.0,2129.12
1579407000000.0,3507.84
1579416600000.0,4144.56
1579422900000.0,618.02
1579431300000.0,2480.09
1579431900000.0,2898.08
1579432800000.0,3150.54
1579434900000.0,4722.74
1579437300000.0,2885.46
1579441800000.0,1650.34
1579449900000.0,4798.23
1579459500000.0,2004.03
1579469400000.0,-320.67
1579472400000.0,4688.58
1579476000000.0,3005.54
1579481100000.0,5032.21
1579488900000.0,3443.25
1579501200000.0,3716.06
1579512000000.0,4307.03
1579523100000.0,3342.84
1579527000000.0,3329.44
1579531500000.0,3387.67
1579537800000.0,1326.24
1579552800000.0,2452.4
1579561200000.0,4881.46
1579566300000.0,4519.44
1579583400000.0,3850.94
1579597200000.0,2046.74
1579610700000.0,3822.22
1579627500000.0,3232.87
1579635900000.0,1859.41
1579637400000.0,4983.91
1579639500000.0,5420.62
1579642800000.0,4127.28
1579653300000.0,3767.79
1579675500000.0,3578.57
1579679100000.0,5505.42
1579683900000.0,4244.1
1579692300000.0,5234.24
1579703400000.0,4920.83
1579712100000.0,5272.42
1579721100000.0,2861.78
1579741800000.0,2909.47
1579748700000.0,2483.59
1579758000000.0,4988.77
1579764600000.0,1619.27
1579770000000.0,4557.47
1579773300000.0,4631.65
1579778400000.0,3672.15
1579781700000.0,4159.32
1579786200000.0,1836.97
1579790100000.0,4952.4
1579797900000.0,4118.18
1579804200000.0,2577.07
1579814700000.0,2672.35
1579824000000.0,2496.78
1579834800000.0,4746.37
1579845300000.0,4379.12
1579858200000.0,4336.18
1579863300000.0,3854.8
1579866000000.0,4416.59
1579869300000.0,3555.06
1579875600000.0,4943.26
1579879800000.0,3996.22
1579885800000.0,4526.7
1579896000000.0,2169.58
1579903800000.0,-119.54
1579912500000.0,670.12
1579917300000.0,4428.5
1579926900000.0,4888.3
1579939200000.0,2943.45
1579950000000.0,3834.2
1579962300000.0,3916.78
1579980600000.0,2468.63
1579991400000.0,-93.15
1579999500000.0,4746.07
1580016900000.0,4568.28
1580026800000.0,3034.55
1580031000000.0,4033.92
1580039700000.0,2376.45
1580051400000.0,2348.09
1580058600000.0,3855.61
1580064600000.0,3669.51
1580071200000.0,2161.89
1580082900000.0,4374.79
1580085600000.0,3559.06
1580094900000.0,4269.43
1580107200000.0,3677.84
1580115900000.0,4243.4
1580125800000.0,2544.04
1580127000000.0,5382.2
1580132100000.0,4543.09
1580137800000.0,5276.92
1580142300000.0,5646.58
1580151300000.0,3729.09
1580153100000.0,1637.64
1580155200000.0,4955.51
1580159700000.0,2868.87
1580166600000.0,2786.72
1580172000000.0,3586.26
1580173800000.0,3054.98
1580177700000.0,3138.52
1580185800000.0,2818.35
1580189400000.0,4518.65
1580194200000.0,4974.41
1580200500000.0,1986.82
1580205900000.0,828.27
1580210700000.0,3143.73
1580214900000.0,2778.34
1580220900000.0,1451.28
1580222700000.0,1711.52
1580223900000.0,4837.02
1580227500000.0,3745.84
1580232000000.0,3376.1
1580235600000.0,1622.5
1580242500000.0,2038.4
1580248500000.0,3867.49
1580253600000.0,1868.55
1580254800000.0,3592.52
1580256000000.0,3326.1
1580258100000.0,3164.55
1580261100000.0,4302.77
1580266500000.0,4400.66
1580274300000.0,4749.17
1580282700000.0,3783.39
1580291700000.0,3854.1
1580294100000.0,3129.51
1580296200000.0,2852.77
1580299200000.0,4735.74
1580304600000.0,1147.08
1580312700000.0,4836.61
1580319000000.0,671.99
1580327100000.0,1980.12
1580333100000.0,1218.19
1580342100000.0,3988.02
1580345700000.0,4472.11
1580357700000.0,3865.6
1580369400000.0,2108.36
1580375400000.0,904.29
1580384400000.0,5286.36
1580391900000.0,4795.37
1580395500000.0,2962.94
1580401500000.0,4253.99
1580402100000.0,4112.91
1580403900000.0,3435.94
1580405100000.0,1875.12
1580406300000.0,4643.5
1580410200000.0,4364.41
1580415600000.0,2344.69
1580418600000.0,4292.99
1580427600000.0,3720.15
1580433300000.0,2893.99
1580438400000.0,4804.51
1580446500000.0,3994.93
1580450700000.0,2196.1
1580458200000.0,4765.69
1580467200000.0,3945.87
1580470500000.0,3744.74
1580475300000.0,2646.53
1580479200000.0,2862.55
1580486400000.0,2179.27
1580491800000.0,892.08
1580502000000.0,2324.46
1580511000000.0,1631.0
1580517600000.0,5486.13
1580523600000.0,1867.9
1580530800000.0,2777.87
1580541600000.0,4248.75
1580548800000.0,2217.32
1580557200000.0,3774.88
1580563500000.0,2788.88
1580571600000.0,2135.76
1580578200000.0,3801.59
1580592300000.0,5372.7
1580604300000.0,3923.17
1580610900000.0,3582.94
1580616600000.0,2653.83
1580619600000.0,3408.54
1580625900000.0,1684.06
1580633400000.0,5546.04
1580638800000.0,2980.62
1580645100000.0,4199.26
1580649600000.0,2952.69
1580654700000.0,2175.66
1580661000000.0,5419.19
1580672100000.0,2686.02
1580682900000.0,1796.0
1580687400000.0,2622.22
1580691900000.0,3885.98
1580694000000.0,-376.57
1580695500000.0,1688.93
1580699100000.0,4648.18
1580706300000.0,5726.19
1580717400000.0,1705.77
1580725500000.0,3392.59
1580731200000.0,2514.4
1580740500000.0,3486.8
1580745300000.0,1933.54
1580748600000.0,3851.91
1580754000000.0,4967.47
1580763300000.0,4708.02
1580775300000.0,2633.01
1580781600000.0,4511.88
1580792100000.0,1123.65
1580798700000.0,4626.0
1580806500000.0,4001.14
1580809800000.0,4472.92
1580814600000.0,2098.06
1580816400000.0,1764.36
1580820000000.0,2302.23
1580823600000.0,5117.17
1580829300000.0,2588.67
1580836200000.0,2469.03
1580847900000.0,4704.98
1580862900000.0,4039.98
1580872500000.0,4578.0
1580882400000.0,1900.35
1580889900000.0,1914.52
1580898600000.0,915.27
1580900700000.0,2417.81
1580904300000.0,3491.92
1580905200000.0,1397.2
1580910000000.0,3052.57
1580913900000.0,3258.67
1580918700000.0,2845.59
1580920500000.0,4042.31
1580924700000.0,3818.37
1580926800000.0,1970.41
1580927400000.0,2356.97
1580929800000.0,3994.86
1580933400000.0,3020.19
1580939700000.0,4202.62
1580944800000.0,1239.26
1580948400000.0,1428.28
1580952300000.0,5384.29
1580959500000.0,2590.46
1580967000000.0,3265.18
1580974200000.0,3253.2
1580978400000.0,4600.08
1580986200000.0,3825.37
1580991300000.0,2440.8
1580993700000.0,2951.12
1580995800000.0,2295.04
1580997000000.0,2940.52
1580998800000.0,5701.75
1581001200000.0,2150.63
1581004200000.0,1894.26
1581008700000.0,1073.23
1581013500000.0,2505.68
1581021300000.0,1984.2
1581029400000.0,3942.92
1581034200000.0,4929.8
1581040200000.0,3600.76
1581045900000.0,2030.08
1581054000000.0,1823.04
1581062700000.0,3951.01
1581070800000.0,3155.75
1581076200000.0,2379.41
1581079500000.0,1722.56
1581086100000.0,2095.92
1581092100000.0,4105.28
1581103800000.0,4746.86
1581115500000.0,3999.87
1581126900000.0,1308.65
1581132000000.0,3886.98
1581139200000.0,2550.06
1581150000000.0,2298.08
1581156300000.0,2810.94
1581161100000.0,2746.6
1581169500000.0,4965.21
1581173100000.0,2079.2
1581179100000.0,1162.78
1581185100000.0,3019.79
1581196500000.0,3657.44
1581199800000.0,3165.42
1581208800000.0,1825.23
1581216900000.0,5012.98
1581219000000.0,4487.52
1581221700000.0,5109.93
1581227400000.0,4982.59
1581234600000.0,2297.15
1581239700000.0,1098.49
1581245400000.0,3222.18
1581252000000.0,4369.14
1581260100000.0,3590.97
1581263100000.0,1381.1
1581269100000.0,2340.56
1581280200000.0,1364.12
1581290700000.0,2728.99
1581295500000.0,1333.92
1581300900000.0,3934.16
1581306600000.0,2675.52
1581312900000.0,2625.94
1581314400000.0,3506.84
1581315300000.0,2435.39
1581317400000.0,3431.97
1581321900000.0,3900.87
1581325200000.0,3528.2
1581327300000.0,5418.77
1581332400000.0,3932.37
1581336900000.0,3057.5
1581343800000.0,5279.54
1581348900000.0,3001.2
1581354000000.0,2078.3
1581363900000.0,4925.03
1581376500000.0,2700.38
1581381300000.0,4991.52
1581384900000.0,4967.64
1581392700000.0,2143.71
1581400200000.0,1935.95
1581410400000.0,4583.49
1581417600000.0,2287.61
1581424200000.0,3741.27
1581429600000.0,3768.38
1581434700000.0,988.73
1581435600000.0,4715.08
1581436200000.0,3397.26
1581437100000.0,2152.93
1581438000000.0,1012.15
1581441300000.0,2898.49
1581445500000.0,658.64
1581450900000.0,5114.36
1581459900000.0,1951.82
1581466200000.0,2103.76
1581469800000.0,4783.48
1581476700000.0,1853.37
1581486000000.0,1387.42
1581490800000.0,1673.04
1581493800000.0,3081.56
1581496200000.0,997.54
1581499200000.0,5792.86
1581505800000.0,4029.61
1581511500000.0,2485.62
1581516900000.0,4727.41
1581520500000.0,1573.18
1581525600000.0,1947.07
1581534300000.0,4311.76
1581542100000.0,4612.8
1581550500000.0,3393.73
1581559200000.0,1656.46
1581564900000.0,2587.77
1581573300000.0,3653.76
1581578400000.0,2365.31
1581581400000.0,1397.84
1581582000000.0,4672.24
1581584700000.0,2551.58
1581586500000.0,2376.47
1581590100000.0,3455.96
1581594600000.0,2889.82
1581599100000.0,4243.43
1581601200000.0,637.95
1581602400000.0,1907.7
1581603000000.0,3446.15
1581605100000.0,1611.64
1581609600000.0,2065.62
1581613200000.0,1929.82
1581618000000.0,3423.07
1581627600000.0,1670.12
1581639300000.0,2363.35
1581646500000.0,4501.56
1581654600000.0,1585.93
1581661500000.0,3099.64
1581668100000.0,2758.71
1581675300000.0,3682.16
1581678000000.0,2573.29
1581684300000.0,2685.19
1581690900000.0,2619.55
1581694800000.0,3505.14
1581702300000.0,1686.94
1581707100000.0,3244.7
1581715500000.0,3454.62
1581725700000.0,5079.25
1581732600000.0,2598.07
1581741600000.0,2578.59
1581751500000.0,4386.05
1581761100000.0,1673.68
1581772200000.0,4502.39
1581781800000.0,1216.44
1581782100000.0,2107.82
1581782700000.0,4477.35
1581784200000.0,1905.95
1581785100000.0,5171.85
1581788400000.0,3755.33
1581790800000.0,4181.47
1581798900000.0,1155.17
1581813600000.0,3938.8
1581822000000.0,2038.34
1581831600000.0,3724.09
1581843000000.0,4297.67
1581852300000.0,1624.84
1581860100000.0,1649.89
1581867000000.0,2372.26
1581870000000.0,5312.16
1581872100000.0,2545.17
1581874800000.0,2135.63
1581882000000.0,1992.84
1581891900000.0,4136.91
1581896400000.0,1652.64
1581900300000.0,3054.26
1581907500000.0,924.99
1581913500000.0,4961.54
1581918600000.0,3368.59
1581927300000.0,5640.19
1581934500000.0,4406.67
1581938100000.0,2350.16
1581939600000.0,4071.45
1581942000000.0,2835.05
1581946800000.0,1536.55
1581949200000.0,4442.83
1581951300000.0,1879.81
1581954000000.0,4349.33
1581957000000.0,1601.96
1581960600000.0,1511.72
1581967800000.0,3382.28
1581976200000.0,3784.79
1581986100000.0,2181.03
1581996300000.0,4419.62
1582005600000.0,2361.06
1582016100000.0,4277.24
1582021200000.0,4359.18
1582028400000.0,2225.16
1582033500000.0,2380.67
1582039200000.0,1480.97
1582041300000.0,3150.15
1582045200000.0,5150.14
1582049100000.0,1925.37
1582052400000.0,1730.06
1582057800000.0,4982.93
1582060200000.0,3255.02
1582062600000.0,1985.41
1582067100000.0,1908.84
1582072500000.0,4275.07
1582080900000.0,3874.47
1582090200000.0,2805.63
1582098900000.0,2447.71
1582104300000.0,4797.83
1582113600000.0,4216.1
1582116900000.0,2620.26
1582131000000.0,3537.83
1582134300000.0,1363.28
1582141200000.0,5519.54
1582146000000.0,1035.72
1582148400000.0,243.19
1582149000000.0,901.49
1582149300000.0,4541.63
1582150200000.0,4015.38
1582152000000.0,4221.56
1582156800000.0,888.54
1582164300000.0,4566.54
1582170000000.0,1296.71
1582182000000.0,3669.88
1582191000000.0,3882.31
1582198500000.0,1512.63
1582205700000.0,2263.04
1582212600000.0,-508.7
1582216800000.0,5257.27
1582217700000.0,4146.53
1582219800000.0,999.46
1582224000000.0,2505.1
1582235400000.0,2379.2
1582246800000.0,1801.58
1582256100000.0,3447.83
1582263300000.0,3144.63
1582274400000.0,3506.91
1582285200000.0,3036.82
1582292700000.0,4147.19
1582302000000.0,1973.19
1582314300000.0,2177.33
1582317900000.0,4040.46
1582328100000.0,1477.16
1582343100000.0,4151.78
1582353300000.0,4900.59
1582368900000.0,2882.87
1582384800000.0,4595.06
1582398300000.0,4368.34
1582422600000.0,3730.66
1582430700000.0,4751.46
1582435500000.0,1362.24
1582446000000.0,2228.65
1582454100000.0,5729.28
1582459200000.0,4331.94
1582468500000.0,3460.54
1582482600000.0,3049.68
1582499100000.0,2078.48
1582503300000.0,3720.8
1582508400000.0,3552.61
1582512000000.0,4282.7
1582515000000.0,2874.46
1582526100000.0,3908.14
1582531800000.0,5089.01
1582540800000.0,3914.88
1582547700000.0,3116.35
1582555200000.0,3240.24
1582559400000.0,2123.06
1582563600000.0,3231.71
1582567500000.0,2878.07
1582570800000.0,3000.43
1582577400000.0,3353.54
1582588200000.0,1925.13
1582600200000.0,4710.65
1582610400000.0,2874.86
1582617900000.0,3479.69
1582625100000.0,4446.61
1582632000000.0,4260.08
1582637100000.0,4402.11
1582640700000.0,5972.43
1582642200000.0,3004.34
1582646100000.0,3408.42
1582648200000.0,4918.99
1582650900000.0,4660.3
1582656900000.0,2140.08
1582663500000.0,1304.07
1582666200000.0,2713.97
1582675200000.0,3044.99
1582680600000.0,-646.73
1582683600000.0,4889.64
1582687800000.0,4836.52
1582695000000.0,3042.42
1582701900000.0,4187.18
1582707300000.0,3009.5
1582711800000.0,1309.06
1582719000000.0,1726.78
1582720800000.0,904.61
1582724400000.0,856.94
1582725900000.0,5324.67
1582727400000.0,4634.49
1582730100000.0,3101.14
1582733400000.0,3508.61
1582734300000.0,433.85
1582735800000.0,3506.38
1582737000000.0,3126.87
1582740300000.0,3307.23
1582744500000.0,5573.68
1582752000000.0,737.41
1582759200000.0,3252.3
1582763700000.0,2176.09
1582765800000.0,4672.18
1582768500000.0,4379.77
1582774200000.0,4254.4
1582781100000.0,3035.82
1582787700000.0,1629.97
1582794900000.0,2137.86
1582801200000.0,5108.09
1582806300000.0,3045.41
1582808400000.0,2582.71
1582814100000.0,1777.18
1582819800000.0,4965.66
1582823700000.0,5468.31
1582830900000.0,97.79
1582839600000.0,3807.8
1582843200000.0,4561.2
1582848300000.0,3948.02
1582856100000.0,2998.33
1582868700000.0,2890.28
1582876800000.0,4198.91
1582882500000.0,5232.25
1582884300000.0,4162.74
1582887600000.0,3675.87
1582892100000.0,963.01
1582894200000.0,2260.63
1582896000000.0,3728.82
1582899900000.0,2120.67
1582904100000.0,1521.62
1582909500000.0,3574.76
1582914600000.0,4268.63
1582921200000.0,1784.08
1582929900000.0,4512.66
1582936200000.0,2823.44
1582947900000.0,4363.55
1582958700000.0,5149.65
1582970400000.0,3396.71
1582977300000.0,2554.22
1582986000000.0,1489.13
1582991700000.0,2471.87
1583002200000.0,4845.19
1583018100000.0,1636.11
1583022900000.0,2771.06
1583028300000.0,1399.79
1583037000000.0,3906.28
1583047200000.0,2405.87
1583054700000.0,5154.28
1583064000000.0,3523.34
1583065500000.0,928.47
1583067900000.0,3908.88
1583073600000.0,387.72
1583080500000.0,1563.25
1583083500000.0,1311.55
1583089500000.0,4100.31
1583093400000.0,1056.16
1583102100000.0,1166.37
1583108700000.0,3081.74
1583117700000.0,4538.01
1583127000000.0,3495.71
1583133900000.0,4374.23
1583142300000.0,3016.95
1583146800000.0,5109.54
1583153100000.0,2693.89
1583156400000.0,4282.93
1583159700000.0,4436.22
1583163600000.0,4706.08
1583168700000.0,2483.01
1583175000000.0,728.38
1583184000000.0,1739.3
1583190600000.0,1757.65
1583196900000.0,3140.12
1583208000000.0,1835.76
1583218800000.0,5761.92
1583223900000.0,4772.43
1583230800000.0,2170.59
1583237100000.0,3286.34
1583241000000.0,2615.34
1583246400000.0,5443.9
1583248200000.0,2259.91
1583249100000.0,3134.97
1583253000000.0,3569.53
1583260800000.0,1412.9
1583271600000.0,4265.58
1583283900000.0,3409.24
1583294400000.0,2642.58
1583305800000.0,4195.38
1583316000000.0,4249.97
1583322900000.0,5007.65
1583332200000.0,4606.81
1583335500000.0,3220.9
1583341500000.0,5310.74
1583355000000.0,3537.94
1583368500000.0,1337.32
1583371200000.0,3988.31
1583376900000.0,4978.92
1583382600000.0,1430.54
1583391300000.0,1362.07
1583400600000.0,5091.37
1583403900000.0,1652.15
1583408700000.0,4788.58
1583414100000.0,3049.34
1583420700000.0,1248.25
1583426700000.0,1714.37
1583436900000.0,3373.55
1583441700000.0,3368.11
1583451300000.0,4668.3
1583456700000.0,2619.55
1583467500000.0,1766.15
1583475000000.0,3211.8
1583482800000.0,2559.33
1583492100000.0,3846.45
1583497500000.0,2615.45
1583504100000.0,3027.63
1583510700000.0,3301.76
1583523300000.0,2256.05
1583536800000.0,4503.14
1583547000000.0,3696.44
1583561700000.0,4560.23
1583575200000.0,4460.8
1583584800000.0,1426.23
1583597100000.0,2024.4
1583599500000.0,2187.13
1583600700000.0,3236.0
1583603700000.0,1713.01
1583606400000.0,724.22
1583616900000.0,3662.87
1583627100000.0,1247.07
1583632800000.0,1939.55
1583644800000.0,1084.49
1583658600000.0,3632.27
1583667000000.0,4740.79
1583673300000.0,5058.39
1583678100000.0,-110.93
1583680500000.0,2589.61
1583681700000.0,4617.57
1583682600000.0,4087.94
1583684400000.0,1888.86
1583685000000.0,3570.43
1583686200000.0,1669.91
1583689200000.0,4409.09
1583694900000.0,2972.98
1583704800000.0,3463.81
1583709000000.0,96.66
1583711400000.0,1187.02
1583712600000.0,3123.96
1583717100000.0,3863.55
1583723700000.0,-268.83
1583727300000.0,2511.3
1583728500000.0,2808.38
1583731500000.0,5773.68
1583732400000.0,3393.54
1583733600000.0,3559.18
1583736300000.0,1637.35
1583741400000.0,1771.55
1583748000000.0,1998.95
1583752500000.0,1826.9
1583755800000.0,1580.02
1583759100000.0,3062.97
1583762100000.0,3791.11
1583764200000.0,2409.44
1583766900000.0,3953.84
1583768700000.0,4139.53
1583770800000.0,1493.28
1583772600000.0,5039.45
1583776500000.0,4812.04
1583781900000.0,1858.9
1583786100000.0,4979.67
1583795400000.0,5222.07
1583802000000.0,5352.96
1583809500000.0,5002.11
1583819700000.0,3542.79
1583828100000.0,3018.59
1583836200000.0,5565.19
1583837700000.0,1929.52
1583840100000.0,1735.26
1583844300000.0,2250.81
1583847900000.0,1797.3
1583851800000.0,2983.91
1583854500000.0,5505.51
1583855100000.0,2805.91
1583856300000.0,2358.36
1583860500000.0,5048.09
1583865300000.0,3689.61
1583870700000.0,2139.65
1583875500000.0,3800.64
1583880600000.0,4528.16
1583884500000.0,1244.22
1583893800000.0,3143.62
1583905200000.0,2817.66
1583912100000.0,5364.84
1583916000000.0,4204.5
1583922600000.0,5626.87
1583928300000.0,1938.15
1583934300000.0,4188.01
1583940600000.0,1375.81
1583943600000.0,2981.16
1583946900000.0,5733.45
1583949600000.0,3053.84
1583951700000.0,5203.73
1583954100000.0,3991.52
1583958600000.0,1403.94
1583966100000.0,4496.08
1583968800000.0,4025.85
1583975400000.0,2041.68
1583978400000.0,4345.11
1583979900000.0,4544.46
1583982300000.0,923.68
1583986800000.0,2548.8
1583991300000.0,971.66
1583995200000.0,2169.45
1583997300000.0,2887.53
1583998500000.0,2399.76
1584001200000.0,2383.83
1584003900000.0,-464.85
1584008400000.0,1823.85
1584009300000.0,1865.03
1584009600000.0,3323.96
1584009900000.0,1691.48
1584010200000.0,2184.05
1584010800000.0,3514.18
1584011400000.0,1051.9
1584012600000.0,1372.6
1584013800000.0,3840.9
1584015000000.0,4018.99
1584016500000.0,3776.43
1584018300000.0,4386.84
1584020400000.0,2268.68
1584021900000.0,4462.47
1584024000000.0,1000.55
1584026400000.0,4721.23
1584029700000.0,966.83
1584033000000.0,4113.98
1584036900000.0,643.02
1584042000000.0,2949.73
1584045300000.0,2164.59
1584046800000.0,269.23
1584049500000.0,4733.87
1584051300000.0,-241.87
1584054600000.0,1421.57
1584055500000.0,486.85
1584055800000.0,1790.83
1584056400000.0,-108.54
1584057000000.0,3779.56
1584057900000.0,1240.36
1584059400000.0,2319.51
1584061200000.0,3223.65
1584063600000.0,1069.29
1584064800000.0,1995.64
1584066000000.0,2314.96
1584067200000.0,1322.72
1584068100000.0,4959.64
1584069600000.0,1622.19
1584070500000.0,2327.15
1584071700000.0,-703.24
1584073800000.0,4058.62
1584075900000.0,881.87
1584077400000.0,269.51
1584079800000.0,5290.4
1584082500000.0,2839.14
1584085200000.0,2859.84
1584087000000.0,517.25
1584088800000.0,4025.12
1584092700000.0,5339.43
1584094500000.0,3541.58
1584097500000.0,2729.26
1584099600000.0,3939.74
1584102600000.0,2828.64
1584105000000.0,2157.17
1584106500000.0,1079.68
1584107400000.0,4181.96
1584109200000.0,3504.36
1584111000000.0,3873.12
1584111900000.0,1360.32
1584113400000.0,1027.14
1584114600000.0,3137.19
1584115500000.0,5626.78
1584117600000.0,633.24
1584120000000.0,3875.62
1584123300000.0,3085.7
1584125700000.0,260.44
1584128100000.0,4384.19
1584129300000.0,3102.75
1584131100000.0,5132.41
1584135300000.0,4332.54
1584139500000.0,4095.92
1584143100000.0,3295.44
1584146700000.0,1723.11
1584151200000.0,2016.23
1584156000000.0,5294.69
1584161100000.0,1248.87
1584167700000.0,848.34
