timestamp,btc_exchange_supply_ratio
1579566300000.0,0.1498
1579583400000.0,0.1498
1579597200000.0,0.1498
1579610700000.0,0.1498
1579627500000.0,0.1498
1579635900000.0,0.1498
1579637400000.0,0.1498
1579639500000.0,0.1498
1579642800000.0,0.1498
1579653300000.0,0.1498
1579675500000.0,0.1498
1579679100000.0,0.1498
1579683900000.0,0.1498
1579692300000.0,0.1498
1579703400000.0,0.1498
1579712100000.0,0.1498
1579721100000.0,0.1498
1579741800000.0,0.1498
1579748700000.0,0.1498
1579758000000.0,0.1498
1579764600000.0,0.1498
1579770000000.0,0.1498
1579773300000.0,0.1498
1579778400000.0,0.1498
1579781700000.0,0.1498
1579786200000.0,0.1499
1579790100000.0,0.1499
1579797900000.0,0.1499
1579804200000.0,0.1498
1579814700000.0,0.1498
1579824000000.0,0.1499
1579834800000.0,0.1499
1579845300000.0,0.1499
1579858200000.0,0.1499
1579863300000.0,0.1499
1579866000000.0,0.1498
1579869300000.0,0.1498
1579875600000.0,0.1498
1579879800000.0,0.1498
1579885800000.0,0.1498
1579896000000.0,0.1498
1579903800000.0,0.1499
1579912500000.0,0.1499
1579917300000.0,0.1499
1579926900000.0,0.1499
1579939200000.0,0.1499
1579950000000.0,0.1499
1579962300000.0,0.1499
1579980600000.0,0.1498
1579991400000.0,0.1499
1579999500000.0,0.1499
1580016900000.0,0.1499
1580026800000.0,0.1498
1580031000000.0,0.1498
1580039700000.0,0.1498
1580051400000.0,0.1498
1580058600000.0,0.1498
1580064600000.0,0.1498
1580071200000.0,0.1498
1580082900000.0,0.1498
1580085600000.0,0.1498
1580094900000.0,0.1498
1580107200000.0,0.1498
1580115900000.0,0.1498
1580125800000.0,0.1498
1580127000000.0,0.1498
1580132100000.0,0.1498
1580137800000.0,0.1498
1580142300000.0,0.1498
1580151300000.0,0.1498
1580153100000.0,0.1498
1580155200000.0,0.1498
1580159700000.0,0.1498
1580166600000.0,0.1498
1580172000000.0,0.1498
1580173800000.0,0.1498
1580177700000.0,0.1498
1580185800000.0,0.1498
1580189400000.0,0.1498
1580194200000.0,0.1498
1580200500000.0,0.1498
1580205900000.0,0.1498
1580210700000.0,0.1498
1580214900000.0,0.1498
1580220900000.0,0.1498
1580222700000.0,0.1498
1580223900000.0,0.1498
1580227500000.0,0.1498
1580232000000.0,0.1498
1580235600000.0,0.1498
1580242500000.0,0.1498
1580248500000.0,0.1498
1580253600000.0,0.1497
1580254800000.0,0.1497
1580256000000.0,0.1497
1580258100000.0,0.1497
1580261100000.0,0.1497
1580266500000.0,0.1497
1580274300000.0,0.1497
1580282700000.0,0.1497
1580291700000.0,0.1497
1580294100000.0,0.1497
1580296200000.0,0.1497
1580299200000.0,0.1497
1580304600000.0,0.1497
1580312700000.0,0.1497
1580319000000.0,0.1497
1580327100000.0,0.1497
1580333100000.0,0.1497
1580342100000.0,0.1498
1580345700000.0,0.1497
1580357700000.0,0.1497
1580369400000.0,0.1497
1580375400000.0,0.1497
1580384400000.0,0.1497
1580391900000.0,0.1497
1580395500000.0,0.1497
1580401500000.0,0.1497
1580402100000.0,0.1497
1580403900000.0,0.1497
1580405100000.0,0.1497
1580406300000.0,0.1497
1580410200000.0,0.1497
1580415600000.0,0.1497
1580418600000.0,0.1497
1580427600000.0,0.1497
1580433300000.0,0.1497
1580438400000.0,0.1497
1580446500000.0,0.1497
1580450700000.0,0.1497
1580458200000.0,0.1497
1580467200000.0,0.1497
1580470500000.0,0.1497
1580475300000.0,0.1498
1580479200000.0,0.1497
1580486400000.0,0.1497
1580491800000.0,0.1497
1580502000000.0,0.1497
1580511000000.0,0.1497
1580517600000.0,0.1497
1580523600000.0,0.1497
1580530800000.0,0.1497
1580541600000.0,0.1497
1580548800000.0,0.1497
1580557200000.0,0.1497
1580563500000.0,0.1497
1580571600000.0,0.1497
1580578200000.0,0.1497
1580592300000.0,0.1497
1580604300000.0,0.1498
1580610900000.0,0.1498
1580616600000.0,0.1497
1580619600000.0,0.1497
1580625900000.0,0.1497
1580633400000.0,0.1497
1580638800000.0,0.1497
1580645100000.0,0.1497
1580649600000.0,0.1497
1580654700000.0,0.1497
1580661000000.0,0.1497
1580672100000.0,0.1497
1580682900000.0,0.1497
1580687400000.0,0.1497
1580691900000.0,0.1497
1580694000000.0,0.1497
1580695500000.0,0.1497
1580699100000.0,0.1497
1580706300000.0,0.1497
1580717400000.0,0.1497
1580725500000.0,0.1497
1580731200000.0,0.1497
1580740500000.0,0.1497
1580745300000.0,0.1497
1580748600000.0,0.1498
1580754000000.0,0.1497
1580763300000.0,0.1497
1580775300000.0,0.1498
1580781600000.0,0.1498
1580792100000.0,0.1498
1580798700000.0,0.1498
1580806500000.0,0.1498
1580809800000.0,0.1498
1580814600000.0,0.1498
1580816400000.0,0.1498
1580820000000.0,0.1498
1580823600000.0,0.1498
1580829300000.0,0.1498
1580836200000.0,0.1498
1580847900000.0,0.1498
1580862900000.0,0.1498
1580872500000.0,0.1498
1580882400000.0,0.1498
1580889900000.0,0.1497
1580898600000.0,0.1497
1580900700000.0,0.1497
1580904300000.0,0.1497
1580905200000.0,0.1497
1580910000000.0,0.1497
1580913900000.0,0.1497
1580918700000.0,0.1497
1580920500000.0,0.1497
1580924700000.0,0.1497
1580926800000.0,0.1497
1580927400000.0,0.1497
1580929800000.0,0.1497
1580933400000.0,0.1497
1580939700000.0,0.1497
1580944800000.0,0.1497
1580948400000.0,0.1497
1580952300000.0,0.1497
1580959500000.0,0.1497
1580967000000.0,0.1497
1580974200000.0,0.1497
1580978400000.0,0.1497
1580986200000.0,0.1497
1580991300000.0,0.1497
1580993700000.0,0.1497
1580995800000.0,0.1497
1580997000000.0,0.1497
1580998800000.0,0.1497
1581001200000.0,0.1497
1581004200000.0,0.1497
1581008700000.0,0.1497
1581013500000.0,0.1497
1581021300000.0,0.1497
1581029400000.0,0.1497
1581034200000.0,0.1497
1581040200000.0,0.1497
1581045900000.0,0.1497
1581054000000.0,0.1497
1581062700000.0,0.1497
1581070800000.0,0.1497
1581076200000.0,0.1497
1581079500000.0,0.1497
1581086100000.0,0.1497
1581092100000.0,0.1497
1581103800000.0,0.1497
1581115500000.0,0.1497
1581126900000.0,0.1497
1581132000000.0,0.1497
1581139200000.0,0.1497
1581150000000.0,0.1497
1581156300000.0,0.1497
1581161100000.0,0.1497
1581169500000.0,0.1497
1581173100000.0,0.1497
1581179100000.0,0.1497
1581185100000.0,0.1497
1581196500000.0,0.1497
1581199800000.0,0.1497
1581208800000.0,0.1497
1581216900000.0,0.1497
1581219000000.0,0.1497
1581221700000.0,0.1497
1581227400000.0,0.1497
1581234600000.0,0.1497
1581239700000.0,0.1497
1581245400000.0,0.1497
1581252000000.0,0.1497
1581260100000.0,0.1497
1581263100000.0,0.1497
1581269100000.0,0.1497
1581280200000.0,0.1497
1581290700000.0,0.1497
1581295500000.0,0.1497
1581300900000.0,0.1497
1581306600000.0,0.1497
1581312900000.0,0.1497
1581314400000.0,0.1497
1581315300000.0,0.1497
1581317400000.0,0.1497
1581321900000.0,0.1497
1581325200000.0,0.1497
1581327300000.0,0.1497
1581332400000.0,0.1497
1581336900000.0,0.1497
1581343800000.0,0.1497
1581348900000.0,0.1497
1581354000000.0,0.1497
1581363900000.0,0.1497
1581376500000.0,0.1497
1581381300000.0,0.1497
1581384900000.0,0.1497
1581392700000.0,0.1497
1581400200000.0,0.1497
1581410400000.0,0.1497
1581417600000.0,0.1497
1581424200000.0,0.1497
1581429600000.0,0.1497
1581434700000.0,0.1497
1581435600000.0,0.1497
1581436200000.0,0.1496
1581437100000.0,0.1496
1581438000000.0,0.1496
1581441300000.0,0.1496
1581445500000.0,0.1496
1581450900000.0,0.1497
1581459900000.0,0.1496
1581466200000.0,0.1496
1581469800000.0,0.1496
1581476700000.0,0.1496
1581486000000.0,0.1496
1581490800000.0,0.1496
1581493800000.0,0.1496
1581496200000.0,0.1496
1581499200000.0,0.1496
1581505800000.0,0.1496
1581511500000.0,0.1496
1581516900000.0,0.1496
1581520500000.0,0.1496
1581525600000.0,0.1496
1581534300000.0,0.1496
1581542100000.0,0.1496
1581550500000.0,0.1496
1581559200000.0,0.1496
1581564900000.0,0.1496
1581573300000.0,0.1496
1581578400000.0,0.1496
1581581400000.0,0.1497
1581582000000.0,0.1497
1581584700000.0,0.1497
1581586500000.0,0.1497
1581590100000.0,0.1497
1581594600000.0,0.1497
1581599100000.0,0.1496
1581601200000.0,0.1497
1581602400000.0,0.1496
1581603000000.0,0.1496
1581605100000.0,0.1497
1581609600000.0,0.1497
1581613200000.0,0.1497
1581618000000.0,0.1497
1581627600000.0,0.1497
1581639300000.0,0.1497
1581646500000.0,0.1497
1581654600000.0,0.1497
1581661500000.0,0.1497
1581668100000.0,0.1497
1581675300000.0,0.1496
1581678000000.0,0.1496
1581684300000.0,0.1496
1581690900000.0,0.1496
1581694800000.0,0.1496
1581702300000.0,0.1496
1581707100000.0,0.1496
1581715500000.0,0.1496
1581725700000.0,0.1497
1581732600000.0,0.1496
1581741600000.0,0.1497
1581751500000.0,0.1496
1581761100000.0,0.1497
1581772200000.0,0.1497
1581781800000.0,0.1497
1581782100000.0,0.1497
1581782700000.0,0.1497
1581784200000.0,0.1497
1581785100000.0,0.1497
1581788400000.0,0.1497
1581790800000.0,0.1497
1581798900000.0,0.1497
1581813600000.0,0.1497
1581822000000.0,0.1497
1581831600000.0,0.1497
1581843000000.0,0.1497
1581852300000.0,0.1497
1581860100000.0,0.1497
1581867000000.0,0.1497
1581870000000.0,0.1497
1581872100000.0,0.1497
1581874800000.0,0.1497
1581882000000.0,0.1497
1581891900000.0,0.1497
1581896400000.0,0.1497
1581900300000.0,0.1497
1581907500000.0,0.1497
1581913500000.0,0.1497
1581918600000.0,0.1497
1581927300000.0,0.1497
1581934500000.0,0.1497
1581938100000.0,0.1497
1581939600000.0,0.1497
1581942000000.0,0.1497
1581946800000.0,0.1497
1581949200000.0,0.1497
1581951300000.0,0.1497
1581954000000.0,0.1497
1581957000000.0,0.1497
1581960600000.0,0.1497
1581967800000.0,0.1497
1581976200000.0,0.1497
1581986100000.0,0.1497
1581996300000.0,0.1497
1582005600000.0,0.1497
1582016100000.0,0.1497
1582021200000.0,0.1497
1582028400000.0,0.1497
1582033500000.0,0.1497
1582039200000.0,0.1497
1582041300000.0,0.1497
1582045200000.0,0.1497
1582049100000.0,0.1497
1582052400000.0,0.1497
1582057800000.0,0.1497
1582060200000.0,0.1497
1582062600000.0,0.1497
1582067100000.0,0.1497
1582072500000.0,0.1497
1582080900000.0,0.1497
1582090200000.0,0.1497
1582098900000.0,0.1497
1582104300000.0,0.1497
1582113600000.0,0.1497
1582116900000.0,0.1497
1582131000000.0,0.1497
1582134300000.0,0.1497
1582141200000.0,0.1497
1582146000000.0,0.1497
1582148400000.0,0.1497
1582149000000.0,0.1497
1582149300000.0,0.1497
1582150200000.0,0.1497
1582152000000.0,0.1497
1582156800000.0,0.1497
1582164300000.0,0.1497
1582170000000.0,0.1497
1582182000000.0,0.1497
1582191000000.0,0.1497
1582198500000.0,0.1497
1582205700000.0,0.1497
1582212600000.0,0.1497
1582216800000.0,0.1497
1582217700000.0,0.1497
1582219800000.0,0.1497
1582224000000.0,0.1497
1582235400000.0,0.1497
1582246800000.0,0.1497
1582256100000.0,0.1497
1582263300000.0,0.1497
1582274400000.0,0.1497
1582285200000.0,0.1497
1582292700000.0,0.1497
1582302000000.0,0.1497
1582314300000.0,0.1497
1582317900000.0,0.1497
1582328100000.0,0.1497
1582343100000.0,0.1497
1582353300000.0,0.1497
1582368900000.0,0.1497
1582384800000.0,0.1497
1582398300000.0,0.1497
1582422600000.0,0.1497
1582430700000.0,0.1497
1582435500000.0,0.1497
1582446000000.0,0.1497
1582454100000.0,0.1497
1582459200000.0,0.1497
1582468500000.0,0.1497
1582482600000.0,0.1497
1582499100000.0,0.1497
1582503300000.0,0.1497
1582508400000.0,0.1497
1582512000000.0,0.1497
1582515000000.0,0.1497
1582526100000.0,0.1497
1582531800000.0,0.1497
1582540800000.0,0.1497
1582547700000.0,0.1497
1582555200000.0,0.1497
1582559400000.0,0.1497
1582563600000.0,0.1497
1582567500000.0,0.1497
1582570800000.0,0.1497
1582577400000.0,0.1497
1582588200000.0,0.1497
1582600200000.0,0.1497
1582610400000.0,0.1497
1582617900000.0,0.1497
1582625100000.0,0.1497
1582632000000.0,0.1497
1582637100000.0,0.1497
1582640700000.0,0.1497
1582642200000.0,0.1497
1582646100000.0,0.1497
1582648200000.0,0.1497
1582650900000.0,0.1497
1582656900000.0,0.1497
1582663500000.0,0.1497
1582666200000.0,0.1497
1582675200000.0,0.1498
1582680600000.0,0.1498
1582683600000.0,0.1498
1582687800000.0,0.1498
1582695000000.0,0.1498
1582701900000.0,0.1498
1582707300000.0,0.1498
1582711800000.0,0.1498
1582719000000.0,0.1498
1582720800000.0,0.1498
1582724400000.0,0.1498
1582725900000.0,0.1498
1582727400000.0,0.1498
1582730100000.0,0.1498
1582733400000.0,0.1498
1582734300000.0,0.1498
1582735800000.0,0.1498
1582737000000.0,0.1498
1582740300000.0,0.1498
1582744500000.0,0.1498
1582752000000.0,0.1498
1582759200000.0,0.1498
1582763700000.0,0.1498
1582765800000.0,0.1498
1582768500000.0,0.1498
1582774200000.0,0.1498
1582781100000.0,0.1498
1582787700000.0,0.1498
1582794900000.0,0.1498
1582801200000.0,0.1498
1582806300000.0,0.1498
1582808400000.0,0.1498
1582814100000.0,0.1498
1582819800000.0,0.1498
1582823700000.0,0.1498
1582830900000.0,0.1498
1582839600000.0,0.1498
1582843200000.0,0.1498
1582848300000.0,0.1498
1582856100000.0,0.1498
1582868700000.0,0.1498
1582876800000.0,0.1498
1582882500000.0,0.1498
1582884300000.0,0.1498
1582887600000.0,0.1498
1582892100000.0,0.1498
1582894200000.0,0.1498
1582896000000.0,0.1498
1582899900000.0,0.1498
1582904100000.0,0.1498
1582909500000.0,0.1498
1582914600000.0,0.1498
1582921200000.0,0.1498
1582929900000.0,0.1498
1582936200000.0,0.1498
1582947900000.0,0.1498
1582958700000.0,0.1498
1582970400000.0,0.1498
1582977300000.0,0.1498
1582986000000.0,0.1498
1582991700000.0,0.1498
1583002200000.0,0.1498
1583018100000.0,0.1498
1583022900000.0,0.1498
1583028300000.0,0.1498
1583037000000.0,0.1498
1583047200000.0,0.1498
1583054700000.0,0.1498
1583064000000.0,0.1498
1583065500000.0,0.1498
1583067900000.0,0.1498
1583073600000.0,0.1498
1583080500000.0,0.1498
1583083500000.0,0.1498
1583089500000.0,0.1498
1583093400000.0,0.1498
1583102100000.0,0.1498
1583108700000.0,0.1498
1583117700000.0,0.1498
1583127000000.0,0.1498
1583133900000.0,0.1498
1583142300000.0,0.1498
1583146800000.0,0.1498
1583153100000.0,0.1498
1583156400000.0,0.1498
1583159700000.0,0.1498
1583163600000.0,0.1498
1583168700000.0,0.1498
1583175000000.0,0.1498
1583184000000.0,0.1498
1583190600000.0,0.1498
1583196900000.0,0.1498
1583208000000.0,0.1498
1583218800000.0,0.1498
1583223900000.0,0.1498
1583230800000.0,0.1498
1583237100000.0,0.1498
1583241000000.0,0.1498
1583246400000.0,0.1498
1583248200000.0,0.1498
1583249100000.0,0.1498
1583253000000.0,0.1498
1583260800000.0,0.1498
1583271600000.0,0.1498
1583283900000.0,0.1498
1583294400000.0,0.1498
1583305800000.0,0.1498
1583316000000.0,0.1498
1583322900000.0,0.1498
1583332200000.0,0.1498
1583335500000.0,0.1498
1583341500000.0,0.1498
1583355000000.0,0.1498
1583368500000.0,0.1498
1583371200000.0,0.1498
1583376900000.0,0.1498
1583382600000.0,0.1498
1583391300000.0,0.1498
1583400600000.0,0.1498
1583403900000.0,0.1498
1583408700000.0,0.1498
1583414100000.0,0.1498
1583420700000.0,0.1498
1583426700000.0,0.1498
1583436900000.0,0.1498
1583441700000.0,0.1498
1583451300000.0,0.1498
1583456700000.0,0.1498
1583467500000.0,0.1498
1583475000000.0,0.1498
1583482800000.0,0.1498
1583492100000.0,0.1498
1583497500000.0,0.1498
1583504100000.0,0.1498
1583510700000.0,0.1498
1583523300000.0,0.1498
1583536800000.0,0.1498
1583547000000.0,0.1498
1583561700000.0,0.1498
1583575200000.0,0.1498
1583584800000.0,0.1498
1583597100000.0,0.1498
1583599500000.0,0.1498
1583600700000.0,0.1498
1583603700000.0,0.1498
1583606400000.0,0.1498
1583616900000.0,0.1498
1583627100000.0,0.1498
1583632800000.0,0.1498
1583644800000.0,0.1498
1583658600000.0,0.1498
1583667000000.0,0.1498
1583673300000.0,0.1498
1583678100000.0,0.1498
1583680500000.0,0.1499
1583681700000.0,0.1499
1583682600000.0,0.1499
1583684400000.0,0.1499
1583685000000.0,0.1499
1583686200000.0,0.1499
1583689200000.0,0.1499
1583694900000.0,0.1499
1583704800000.0,0.1499
1583709000000.0,0.1499
1583711400000.0,0.1499
1583712600000.0,0.1499
1583717100000.0,0.1499
1583723700000.0,0.1499
1583727300000.0,0.1499
1583728500000.0,0.1499
1583731500000.0,0.1499
1583732400000.0,0.1499
1583733600000.0,0.1499
1583736300000.0,0.1499
1583741400000.0,0.1499
1583748000000.0,0.1499
1583752500000.0,0.1499
1583755800000.0,0.1499
1583759100000.0,0.1499
1583762100000.0,0.1499
1583764200000.0,0.1499
1583766900000.0,0.1499
1583768700000.0,0.1499
1583770800000.0,0.1499
1583772600000.0,0.1499
1583776500000.0,0.1499
1583781900000.0,0.1499
1583786100000.0,0.1499
1583795400000.0,0.1499
1583802000000.0,0.1499
1583809500000.0,0.1499
1583819700000.0,0.1499
1583828100000.0,0.1499
1583836200000.0,0.1499
1583837700000.0,0.1499
1583840100000.0,0.1499
1583844300000.0,0.1499
1583847900000.0,0.1499
1583851800000.0,0.1499
1583854500000.0,0.1499
1583855100000.0,0.1499
1583856300000.0,0.1499
1583860500000.0,0.1499
1583865300000.0,0.1499
1583870700000.0,0.1499
1583875500000.0,0.1499
1583880600000.0,0.1499
1583884500000.0,0.1499
1583893800000.0,0.1499
1583905200000.0,0.1499
1583912100000.0,0.1499
1583916000000.0,0.1499
1583922600000.0,0.1499
1583928300000.0,0.1499
1583934300000.0,0.1499
1583940600000.0,0.1499
1583943600000.0,0.1499
1583946900000.0,0.1499
1583949600000.0,0.1499
1583951700000.0,0.1499
1583954100000.0,0.1499
1583958600000.0,0.1499
1583966100000.0,0.1499
1583968800000.0,0.1499
1583975400000.0,0.1499
1583978400000.0,0.1499
1583979900000.0,0.1499
1583982300000.0,0.15
1583986800000.0,0.1499
1583991300000.0,0.15
1583995200000.0,0.15
1583997300000.0,0.15
1583998500000.0,0.15
1584001200000.0,0.15
1584003900000.0,0.15
1584008400000.0,0.15
1584009300000.0,0.1501
1584009600000.0,0.1501
1584009900000.0,0.1502
1584010200000.0,0.1502
1584010800000.0,0.1501
1584011400000.0,0.1502
1584012600000.0,0.1502
1584013800000.0,0.1502
1584015000000.0,0.1502
1584016500000.0,0.1502
1584018300000.0,0.1502
1584020400000.0,0.1502
1584021900000.0,0.1502
1584024000000.0,0.1502
1584026400000.0,0.1502
1584029700000.0,0.1502
1584033000000.0,0.1502
1584036900000.0,0.1502
1584042000000.0,0.1502
1584045300000.0,0.1502
1584046800000.0,0.1503
1584049500000.0,0.1502
1584051300000.0,0.1502
1584054600000.0,0.1503
1584055500000.0,0.1504
1584055800000.0,0.1504
1584056400000.0,0.1504
1584057000000.0,0.1504
1584057900000.0,0.1504
1584059400000.0,0.1505
1584061200000.0,0.1505
1584063600000.0,0.1506
1584064800000.0,0.1506
1584066000000.0,0.1504
1584067200000.0,0.1504
1584068100000.0,0.1503
1584069600000.0,0.1503
1584070500000.0,0.1504
1584071700000.0,0.1504
1584073800000.0,0.1504
1584075900000.0,0.1504
1584077400000.0,0.1504
1584079800000.0,0.1504
1584082500000.0,0.1503
1584085200000.0,0.1503
1584087000000.0,0.1503
1584088800000.0,0.1503
1584092700000.0,0.1503
1584094500000.0,0.1503
1584097500000.0,0.1503
1584099600000.0,0.1503
1584102600000.0,0.1503
1584105000000.0,0.1502
1584106500000.0,0.1502
1584107400000.0,0.1502
1584109200000.0,0.1503
1584111000000.0,0.1503
1584111900000.0,0.1503
1584113400000.0,0.1504
1584114600000.0,0.1503
1584115500000.0,0.1503
1584117600000.0,0.1503
1584120000000.0,0.1504
1584123300000.0,0.1504
1584125700000.0,0.1504
1584128100000.0,0.1503
1584129300000.0,0.1503
1584131100000.0,0.1503
1584135300000.0,0.1503
1584139500000.0,0.1503
1584143100000.0,0.1503
1584146700000.0,0.1503
1584151200000.0,0.1503
1584156000000.0,0.1503
1584161100000.0,0.1503
1584167700000.0,0.1503
1584173700000.0,0.1503
