timestamp,stablecoin_exchange_inflow_total
1578414600000.0,40682219.12
1578417300000.0,18270883.57
1578421200000.0,96803940.36
1578422400000.0,14497369.94
1578424800000.0,99792385.59
1578429300000.0,39949367.54
1578431700000.0,87522411.15
1578434100000.0,62263610.12
1578437100000.0,54133890.8
1578441000000.0,52559016.16
1578442500000.0,46901195.86
1578444300000.0,31672078.28
1578445500000.0,66023498.56
1578447900000.0,55365591.82
1578450900000.0,88836743.87
1578453900000.0,47476261.05
1578459000000.0,62939179.89
1578465900000.0,65731371.44
1578472500000.0,97964215.93
1578479400000.0,24512131.97
1578488100000.0,30381047.07
1578490500000.0,51574562.98
1578492900000.0,37454590.26
1578496200000.0,95844606.35
1578499500000.0,45039353.45
1578501300000.0,86562869.06
1578501900000.0,26677247.33
1578503400000.0,97996980.4
1578505500000.0,68883642.15
1578511800000.0,80387914.73
1578514200000.0,33774321.32
1578516600000.0,93722597.93
1578521100000.0,91868788.3
1578527700000.0,45678022.6
1578531600000.0,43109750.98
1578541200000.0,49248550.71
1578550500000.0,62555672.64
1578558000000.0,42069623.54
1578563700000.0,41531848.67
1578569400000.0,85739269.7
1578576000000.0,93067987.68
1578584700000.0,77251944.81
1578588900000.0,67235094.95
1578593700000.0,50076254.27
1578600000000.0,64148880.71
1578603300000.0,30963109.02
1578605700000.0,43502189.27
1578613200000.0,87657857.53
1578624900000.0,89813982.01
1578636000000.0,45019126.82
1578643200000.0,46141341.61
1578648900000.0,39716573.06
1578653400000.0,65208682.3
1578656400000.0,39987887.15
1578660600000.0,90581940.83
1578664200000.0,59701880.57
1578667200000.0,27453453.1
1578669600000.0,66605097.94
1578672300000.0,41175399.85
1578673800000.0,27493325.54
1578676500000.0,68373806.17
1578679800000.0,16094922.36
1578682200000.0,23834636.8
1578684600000.0,18652885.34
1578689700000.0,39295324.43
1578693600000.0,65811182.37
1578700200000.0,46737013.23
1578704400000.0,63365524.6
1578708900000.0,41611477.53
1578716700000.0,28850757.74
1578724200000.0,77511875.81
1578730200000.0,13200799.53
1578738600000.0,14891437.74
1578745500000.0,25626038.06
1578753900000.0,78878596.55
1578760500000.0,81978267.83
1578765900000.0,24866855.11
1578778800000.0,18113953.79
1578780000000.0,46879925.46
1578784500000.0,72427710.14
1578789300000.0,94441564.7
1578800100000.0,57376273.98
1578814500000.0,84716506.58
1578825300000.0,54880940.67
1578838200000.0,81960916.9
1578848700000.0,21549700.27
1578850500000.0,54251635.64
1578860700000.0,53419305.02
1578873600000.0,37787750.71
1578886500000.0,45180074.59
1578901200000.0,31359533.49
1578916800000.0,25789594.29
1578930900000.0,34312764.62
1578948300000.0,98833742.81
1578961800000.0,37047197.94
1578963300000.0,73092728.02
1578964800000.0,52682986.16
1578966600000.0,70664952.15
1578971100000.0,83802889.11
1578974700000.0,58930549.03
1578978600000.0,96814430.05
1578985800000.0,65481937.48
1578995100000.0,53493357.44
1579002000000.0,56826630.25
1579005600000.0,42646350.69
1579008900000.0,49916776.37
1579011600000.0,41232698.65
1579012800000.0,60278372.92
1579015500000.0,82927336.11
1579017900000.0,70021117.6
1579020300000.0,88956710.84
1579021800000.0,55801041.97
1579024200000.0,22584785.01
1579026600000.0,55683660.05
1579029000000.0,63153952.84
1579035900000.0,58804247.7
1579044300000.0,86035405.94
1579046700000.0,12251449.6
1579048800000.0,37362553.77
1579052100000.0,15983290.09
1579058700000.0,24350463.31
1579062300000.0,79940061.89
1579065300000.0,30874860.7
1579071600000.0,41791698.97
1579079100000.0,87404857.01
1579083600000.0,32414709.76
1579088400000.0,84821791.25
1579093200000.0,58288844.9
1579096800000.0,42734808.45
1579098000000.0,40220969.92
1579100700000.0,94413529.93
1579103400000.0,92224494.92
1579105200000.0,80367450.31
1579110300000.0,79767812.45
1579116300000.0,90710318.09
1579122300000.0,14007266.99
1579129800000.0,92611175.33
1579134300000.0,92286980.39
1579137900000.0,57329350.52
1579141800000.0,81699737.99
1579147500000.0,23839671.23
1579155600000.0,13382131.42
1579163100000.0,42903414.41
1579169400000.0,17801695.44
1579175100000.0,76035620.08
1579178700000.0,40373725.75
1579182900000.0,46101347.9
1579189200000.0,61545527.34
1579194300000.0,23311049.18
1579202100000.0,76131803.17
1579209900000.0,48968429.5
1579221300000.0,33380525.79
1579229700000.0,74898561.33
1579233900000.0,65670058.93
1579240200000.0,61706661.11
1579242000000.0,84419119.48
1579244700000.0,56299211.22
1579248900000.0,35270017.14
1579253400000.0,42161452.37
1579256700000.0,79282620.5
1579261800000.0,37295348.13
1579264200000.0,28661926.95
1579270200000.0,38861752.63
1579275300000.0,61914817.35
1579280100000.0,93916809.69
1579286400000.0,85341981.82
1579290900000.0,32596494.39
1579298700000.0,32401933.15
1579307100000.0,59174764.17
1579313700000.0,13232447.08
1579323000000.0,82791080.41
1579331100000.0,47127973.71
1579340100000.0,25528750.77
1579350600000.0,14575688.87
1579358700000.0,50167510.07
1579364400000.0,83665517.18
1579371000000.0,27917201.59
1579385400000.0,62804541.08
1579393500000.0,17771022.02
1579395900000.0,53653556.26
1579397700000.0,61361596.81
1579400700000.0,64154227.44
1579407000000.0,33101943.61
1579416600000.0,42392867.86
1579422900000.0,20203905.69
1579431300000.0,54385804.97
1579431900000.0,77809662.38
1579432800000.0,42001816.63
1579434900000.0,12344615.96
1579437300000.0,99705985.17
1579441800000.0,25578436.26
1579449900000.0,25542379.6
1579459500000.0,21534056.92
1579469400000.0,13476818.06
1579472400000.0,24556334.68
1579476000000.0,65893599.05
1579481100000.0,50815094.67
1579488900000.0,86841763.61
1579501200000.0,91920811.35
1579512000000.0,57788505.88
1579523100000.0,68020880.18
1579527000000.0,24606334.48
1579531500000.0,71811254.46
1579537800000.0,12172458.78
1579552800000.0,24155888.53
1579561200000.0,54970745.06
1579566300000.0,20711562.82
1579583400000.0,34416151.16
1579597200000.0,89046292.92
1579610700000.0,56443308.39
1579627500000.0,28020653.52
1579635900000.0,31505168.66
1579637400000.0,37321648.57
1579639500000.0,75973473.15
1579642800000.0,68079390.71
1579653300000.0,93598345.17
1579675500000.0,68322039.0
1579679100000.0,35021665.23
1579683900000.0,37998736.74
1579692300000.0,82337090.49
1579703400000.0,77815947.63
1579712100000.0,15500045.16
1579721100000.0,67719125.76
1579741800000.0,27606172.4
1579748700000.0,28181946.44
1579758000000.0,77413437.47
1579764600000.0,33635310.83
1579770000000.0,80361723.8
1579773300000.0,42874026.18
1579778400000.0,29476212.83
1579781700000.0,40047941.29
1579786200000.0,91807870.32
1579790100000.0,16669882.15
1579797900000.0,71294423.56
1579804200000.0,17862282.73
1579814700000.0,19457647.79
1579824000000.0,42330538.12
1579834800000.0,17988198.07
1579845300000.0,57633883.03
1579858200000.0,77309833.62
1579863300000.0,87579134.25
1579866000000.0,78362878.81
1579869300000.0,68197135.06
1579875600000.0,87612463.72
1579879800000.0,43656919.98
1579885800000.0,82079400.17
1579896000000.0,99279667.57
1579903800000.0,40402014.91
1579912500000.0,24925920.63
1579917300000.0,42821160.34
1579926900000.0,94880098.7
1579939200000.0,51616715.09
1579950000000.0,69369431.66
1579962300000.0,38251443.8
1579980600000.0,16714012.54
1579991400000.0,24447210.18
1579999500000.0,11635116.68
1580016900000.0,12968839.05
1580026800000.0,43916918.01
1580031000000.0,88444838.6
1580039700000.0,19303787.41
1580051400000.0,68449461.79
1580058600000.0,35568288.95
1580064600000.0,16112634.04
1580071200000.0,11406791.66
1580082900000.0,19955713.04
1580085600000.0,71275381.57
1580094900000.0,89611711.7
1580107200000.0,30978580.34
1580115900000.0,53288485.17
1580125800000.0,61572238.32
1580127000000.0,53827998.17
1580132100000.0,72306099.71
1580137800000.0,39777935.12
1580142300000.0,94799235.15
1580151300000.0,29995549.2
1580153100000.0,94242667.19
1580155200000.0,97158744.53
1580159700000.0,92366083.5
1580166600000.0,68420853.21
1580172000000.0,65150733.99
1580173800000.0,43374060.02
1580177700000.0,35589830.62
1580185800000.0,19757971.91
1580189400000.0,62239976.12
1580194200000.0,60646292.64
1580200500000.0,22609580.19
1580205900000.0,78650367.48
1580210700000.0,52699591.07
1580214900000.0,33287088.46
1580220900000.0,44380010.66
1580222700000.0,99990608.35
1580223900000.0,93214926.64
1580227500000.0,48131164.63
1580232000000.0,47908870.73
1580235600000.0,41493034.4
1580242500000.0,19860107.23
1580248500000.0,26838582.02
1580253600000.0,50315571.47
1580254800000.0,79857367.36
1580256000000.0,80680341.94
1580258100000.0,17453582.82
1580261100000.0,50638721.78
1580266500000.0,34854440.92
1580274300000.0,82708622.36
1580282700000.0,40954265.17
1580291700000.0,46102198.8
1580294100000.0,21746735.13
1580296200000.0,42039083.41
1580299200000.0,85733316.42
1580304600000.0,79390990.01
1580312700000.0,12044912.4
1580319000000.0,85141362.34
1580327100000.0,21047747.24
1580333100000.0,22051172.53
1580342100000.0,82166999.68
1580345700000.0,51507396.38
1580357700000.0,73559428.97
1580369400000.0,75625300.05
1580375400000.0,53869494.6
1580384400000.0,87924899.87
1580391900000.0,14979151.65
1580395500000.0,23254853.85
1580401500000.0,15135323.17
1580402100000.0,64320072.92
1580403900000.0,34494262.48
1580405100000.0,51833070.94
1580406300000.0,92735729.7
1580410200000.0,81479965.07
1580415600000.0,50720387.29
1580418600000.0,36933029.51
1580427600000.0,23769672.44
1580433300000.0,53263632.98
1580438400000.0,57973716.46
1580446500000.0,73065786.72
1580450700000.0,67599807.4
1580458200000.0,17926290.11
1580467200000.0,36570211.4
1580470500000.0,60985551.64
1580475300000.0,19373503.56
1580479200000.0,38281785.88
1580486400000.0,34610609.7
1580491800000.0,44149658.16
1580502000000.0,89133580.66
1580511000000.0,49596649.09
1580517600000.0,87623609.83
1580523600000.0,32050836.96
1580530800000.0,34146737.15
1580541600000.0,46840065.09
1580548800000.0,71504358.12
1580557200000.0,11018462.96
1580563500000.0,43709113.26
1580571600000.0,57663902.29
1580578200000.0,87588233.21
1580592300000.0,24860237.91
1580604300000.0,47688696.58
1580610900000.0,57757556.51
1580616600000.0,42930600.77
1580619600000.0,73831909.4
1580625900000.0,21509938.65
1580633400000.0,24617588.02
1580638800000.0,33063936.22
1580645100000.0,72460675.86
1580649600000.0,72295208.35
1580654700000.0,62751907.13
1580661000000.0,53786761.4
1580672100000.0,81048582.27
1580682900000.0,55228331.52
1580687400000.0,61771559.6
1580691900000.0,34590354.9
1580694000000.0,23383221.6
1580695500000.0,33501516.6
1580699100000.0,87098013.91
1580706300000.0,21293206.69
1580717400000.0,92622504.58
1580725500000.0,65116524.9
1580731200000.0,18711885.54
1580740500000.0,45701594.1
1580745300000.0,47920485.45
1580748600000.0,15078003.79
1580754000000.0,68842897.24
1580763300000.0,10817889.94
1580775300000.0,96608763.06
1580781600000.0,31870037.3
1580792100000.0,28048678.54
1580798700000.0,15747727.08
1580806500000.0,11432107.69
1580809800000.0,21317107.68
1580814600000.0,62058275.92
1580816400000.0,20292938.67
1580820000000.0,53977671.42
1580823600000.0,24261775.51
1580829300000.0,65057138.38
1580836200000.0,22832663.04
1580847900000.0,32834528.12
1580862900000.0,93471206.17
1580872500000.0,46381428.47
1580882400000.0,16075164.72
1580889900000.0,93982509.37
1580898600000.0,46081248.27
1580900700000.0,80512214.03
1580904300000.0,74815838.1
1580905200000.0,75550880.68
1580910000000.0,20679229.16
1580913900000.0,76543845.62
1580918700000.0,93170658.6
1580920500000.0,78468264.3
1580924700000.0,45503927.35
1580926800000.0,20211145.66
1580927400000.0,45970106.2
1580929800000.0,28532757.8
1580933400000.0,28859057.9
1580939700000.0,46780846.17
1580944800000.0,28568999.32
1580948400000.0,31105673.99
1580952300000.0,15104108.88
1580959500000.0,57415961.2
1580967000000.0,19963776.87
1580974200000.0,37901896.43
1580978400000.0,68865808.06
1580986200000.0,43505645.9
1580991300000.0,91531725.11
1580993700000.0,42441396.55
1580995800000.0,73853725.79
1580997000000.0,90642597.91
1580998800000.0,10313776.52
1581001200000.0,80843862.21
1581004200000.0,35481124.03
1581008700000.0,98851672.99
1581013500000.0,84986568.02
1581021300000.0,81381032.17
1581029400000.0,74483967.96
1581034200000.0,63543410.41
1581040200000.0,57787993.2
1581045900000.0,21989804.62
1581054000000.0,17623342.69
1581062700000.0,33510138.39
1581070800000.0,44338482.3
1581076200000.0,12887630.94
1581079500000.0,13961108.87
1581086100000.0,48785900.67
1581092100000.0,57693231.25
1581103800000.0,43602190.13
1581115500000.0,66856197.38
1581126900000.0,44991295.25
1581132000000.0,50045236.62
1581139200000.0,12940307.3
1581150000000.0,21278549.34
1581156300000.0,90850732.7
1581161100000.0,88267735.19
1581169500000.0,97834114.46
1581173100000.0,66210092.46
1581179100000.0,36152900.56
1581185100000.0,68469496.99
1581196500000.0,17979114.06
1581199800000.0,42641985.97
1581208800000.0,99529146.32
1581216900000.0,67762853.31
1581219000000.0,36374456.65
1581221700000.0,30441714.17
1581227400000.0,38689089.48
1581234600000.0,39528607.79
1581239700000.0,84667089.92
1581245400000.0,82950123.79
1581252000000.0,95850098.57
1581260100000.0,12693536.1
1581263100000.0,10521310.86
1581269100000.0,88215233.97
1581280200000.0,59013088.9
1581290700000.0,84666866.78
1581295500000.0,37479925.76
1581300900000.0,54723221.1
1581306600000.0,68287767.69
1581312900000.0,10661993.58
1581314400000.0,63642732.26
1581315300000.0,84960166.59
1581317400000.0,82535392.76
1581321900000.0,10511904.42
1581325200000.0,65167939.04
1581327300000.0,44449981.54
1581332400000.0,83719846.66
1581336900000.0,73417848.51
1581343800000.0,47840470.4
1581348900000.0,17123372.99
1581354000000.0,33225685.1
1581363900000.0,79589449.06
1581376500000.0,97032178.63
1581381300000.0,37211414.06
1581384900000.0,70691508.4
1581392700000.0,33155355.19
1581400200000.0,34270880.84
1581410400000.0,46483826.05
1581417600000.0,50404058.97
1581424200000.0,96077220.14
1581429600000.0,48227381.25
1581434700000.0,71922902.26
1581435600000.0,31075872.57
1581436200000.0,56333100.48
1581437100000.0,23070611.73
1581438000000.0,12865533.74
1581441300000.0,78012562.61
1581445500000.0,92821969.78
1581450900000.0,22426176.39
1581459900000.0,63808784.06
1581466200000.0,10394659.89
1581469800000.0,10383273.07
1581476700000.0,89424401.47
1581486000000.0,81425054.35
1581490800000.0,91479129.99
1581493800000.0,26454796.23
1581496200000.0,56990635.16
1581499200000.0,92456446.49
1581505800000.0,40776378.55
1581511500000.0,60299341.68
1581516900000.0,36057790.74
1581520500000.0,98593580.43
1581525600000.0,36903811.21
1581534300000.0,76517740.99
1581542100000.0,60415103.79
1581550500000.0,93364246.51
1581559200000.0,92824652.13
1581564900000.0,51715418.03
1581573300000.0,35148944.2
1581578400000.0,59633146.62
1581581400000.0,98651435.44
1581582000000.0,59966297.57
1581584700000.0,70369724.99
1581586500000.0,91602109.98
1581590100000.0,59839473.96
1581594600000.0,78890584.21
1581599100000.0,45311060.24
1581601200000.0,21978695.89
1581602400000.0,14646955.59
1581603000000.0,47446649.76
1581605100000.0,78362841.51
1581609600000.0,81899306.84
1581613200000.0,38430186.02
1581618000000.0,81549811.21
1581627600000.0,40865601.54
1581639300000.0,53620682.28
1581646500000.0,17721164.57
1581654600000.0,63360807.83
1581661500000.0,13671582.16
1581668100000.0,81734376.44
1581675300000.0,11656453.6
1581678000000.0,14075314.98
1581684300000.0,59713173.19
1581690900000.0,72489335.67
1581694800000.0,38989658.86
1581702300000.0,15160873.79
1581707100000.0,85366222.97
1581715500000.0,51376773.3
1581725700000.0,55438491.06
1581732600000.0,67854691.9
1581741600000.0,67050686.56
1581751500000.0,56460456.72
1581761100000.0,56737143.33
1581772200000.0,28964656.25
1581781800000.0,94293483.1
1581782100000.0,67041176.75
1581782700000.0,35049417.01
1581784200000.0,79699159.44
1581785100000.0,26768323.06
1581788400000.0,86358586.49
1581790800000.0,90545622.25
1581798900000.0,81415124.55
1581813600000.0,96976574.38
1581822000000.0,60269129.02
1581831600000.0,97950359.18
1581843000000.0,38832603.02
1581852300000.0,56004024.71
1581860100000.0,40231222.83
1581867000000.0,67383229.06
1581870000000.0,76362271.11
1581872100000.0,23510366.24
1581874800000.0,59913730.94
1581882000000.0,83903580.47
1581891900000.0,91577966.61
1581896400000.0,24224817.38
1581900300000.0,16000888.01
1581907500000.0,13807015.22
1581913500000.0,81415143.09
1581918600000.0,94689492.74
1581927300000.0,87830925.54
1581934500000.0,82691750.37
1581938100000.0,41796967.51
1581939600000.0,40586442.63
1581942000000.0,16185758.05
1581946800000.0,87003217.24
1581949200000.0,98428839.65
1581951300000.0,30866010.2
1581954000000.0,48276632.5
1581957000000.0,44098798.94
1581960600000.0,21078552.02
1581967800000.0,26195021.94
1581976200000.0,88260436.19
1581986100000.0,11813604.33
1581996300000.0,85592014.13
1582005600000.0,90563680.28
1582016100000.0,30408794.69
1582021200000.0,34760416.19
1582028400000.0,14937809.91
1582033500000.0,23237664.9
1582039200000.0,49985884.76
1582041300000.0,73575044.41
1582045200000.0,25743559.66
1582049100000.0,64711872.85
1582052400000.0,11394773.65
1582057800000.0,18920371.03
1582060200000.0,20523817.45
1582062600000.0,60633678.94
1582067100000.0,72618489.71
1582072500000.0,26321177.65
1582080900000.0,76938787.37
1582090200000.0,92633401.57
1582098900000.0,18981457.73
1582104300000.0,28044419.88
1582113600000.0,59407106.19
1582116900000.0,74382559.82
1582131000000.0,70960558.24
1582134300000.0,83293964.41
1582141200000.0,89051547.91
1582146000000.0,27812461.91
1582148400000.0,31106989.88
1582149000000.0,37281389.49
1582149300000.0,14350237.55
1582150200000.0,38521734.4
1582152000000.0,15876904.52
1582156800000.0,63018272.37
1582164300000.0,19788983.84
1582170000000.0,93942434.26
1582182000000.0,98186551.14
1582191000000.0,89057523.5
1582198500000.0,31138105.39
1582205700000.0,15256450.79
1582212600000.0,42755872.21
1582216800000.0,46659885.72
1582217700000.0,37763694.07
1582219800000.0,79162751.1
1582224000000.0,67489510.04
1582235400000.0,36909117.0
1582246800000.0,35061985.47
1582256100000.0,78264352.36
1582263300000.0,11539555.25
1582274400000.0,19672256.93
1582285200000.0,75901306.54
1582292700000.0,13989298.19
1582302000000.0,54238049.13
1582314300000.0,33600560.7
1582317900000.0,76913853.8
1582328100000.0,94043481.89
1582343100000.0,62285090.06
1582353300000.0,20755958.69
1582368900000.0,19639128.4
1582384800000.0,62493056.73
1582398300000.0,18936554.75
1582422600000.0,51652429.98
1582430700000.0,75098658.13
1582435500000.0,59099572.04
1582446000000.0,34998443.95
1582454100000.0,73301679.78
1582459200000.0,77785937.24
1582468500000.0,49951446.3
1582482600000.0,92705032.79
1582499100000.0,95060549.72
1582503300000.0,55166261.81
1582508400000.0,63057281.3
1582512000000.0,83881926.85
1582515000000.0,36996345.19
1582526100000.0,64349520.57
1582531800000.0,37213806.96
1582540800000.0,70398272.8
1582547700000.0,85663114.82
1582555200000.0,59182998.33
1582559400000.0,71144814.65
1582563600000.0,53915958.61
1582567500000.0,35815501.7
1582570800000.0,96080618.76
1582577400000.0,47233868.42
1582588200000.0,34698960.2
1582600200000.0,94693765.73
1582610400000.0,85397804.41
1582617900000.0,70475770.92
1582625100000.0,11423934.31
1582632000000.0,35881211.23
1582637100000.0,55054800.58
1582640700000.0,73054528.17
1582642200000.0,46411466.46
1582646100000.0,92506273.21
1582648200000.0,30357410.44
1582650900000.0,85746271.3
1582656900000.0,91419085.28
1582663500000.0,30587580.87
1582666200000.0,35089318.19
1582675200000.0,92951447.25
1582680600000.0,36687455.08
1582683600000.0,45977622.41
1582687800000.0,73391917.94
1582695000000.0,86105568.8
1582701900000.0,14634224.34
1582707300000.0,48037085.48
1582711800000.0,64458739.49
1582719000000.0,57773074.96
1582720800000.0,12451359.52
1582724400000.0,35044369.64
1582725900000.0,57320072.93
1582727400000.0,71327493.48
1582730100000.0,39747024.01
1582733400000.0,99044183.9
1582734300000.0,17740280.97
1582735800000.0,35321680.66
1582737000000.0,17011607.0
1582740300000.0,65750097.19
1582744500000.0,12672671.14
1582752000000.0,46264996.04
1582759200000.0,72303079.88
1582763700000.0,14858125.01
1582765800000.0,38532870.5
1582768500000.0,26710314.97
1582774200000.0,21858955.69
1582781100000.0,53620941.66
1582787700000.0,24711282.19
1582794900000.0,82889809.14
1582801200000.0,16613981.31
1582806300000.0,72676073.29
1582808400000.0,55033258.9
1582814100000.0,73177434.66
1582819800000.0,58963244.58
1582823700000.0,25530715.35
1582830900000.0,71348598.86
1582839600000.0,25952927.06
1582843200000.0,35463875.1
1582848300000.0,76827986.54
1582856100000.0,97730214.91
1582868700000.0,53155068.3
1582876800000.0,39381562.47
1582882500000.0,15363378.98
1582884300000.0,20544562.04
1582887600000.0,38721103.14
1582892100000.0,43844955.31
1582894200000.0,85769731.6
1582896000000.0,45699411.56
1582899900000.0,49952373.27
1582904100000.0,51799783.43
1582909500000.0,48536226.89
1582914600000.0,17692718.18
1582921200000.0,34394960.6
1582929900000.0,65494516.09
1582936200000.0,99785298.23
1582947900000.0,75425625.01
1582958700000.0,20779758.21
1582970400000.0,56877515.74
1582977300000.0,99521066.12
1582986000000.0,96348283.1
1582991700000.0,67429074.34
1583002200000.0,69912534.49
1583018100000.0,46790679.22
1583022900000.0,41096376.92
1583028300000.0,85707411.58
1583037000000.0,54886655.3
1583047200000.0,45157487.11
1583054700000.0,71902962.91
1583064000000.0,27036155.93
1583065500000.0,99016256.21
1583067900000.0,19936032.84
1583073600000.0,52436435.14
1583080500000.0,93489128.62
1583083500000.0,32991020.64
1583089500000.0,64224258.59
1583093400000.0,82135475.1
1583102100000.0,68344903.85
1583108700000.0,41407867.42
1583117700000.0,76981753.83
1583127000000.0,98713532.9
1583133900000.0,99562024.96
1583142300000.0,97105038.4
1583146800000.0,64724360.65
1583153100000.0,70550312.95
1583156400000.0,14801207.65
1583159700000.0,70613990.69
1583163600000.0,52497800.53
1583168700000.0,18962437.71
1583175000000.0,47649863.56
1583184000000.0,33064752.97
1583190600000.0,66521367.4
1583196900000.0,97595552.19
1583208000000.0,36393592.95
1583218800000.0,64008897.16
1583223900000.0,96616448.95
1583230800000.0,27189554.8
1583237100000.0,75307692.06
1583241000000.0,54609082.87
1583246400000.0,97329297.34
1583248200000.0,41719877.39
1583249100000.0,94307971.12
1583253000000.0,76605646.43
1583260800000.0,70457476.0
1583271600000.0,95523580.33
1583283900000.0,78504815.48
1583294400000.0,72951109.39
1583305800000.0,41730795.81
1583316000000.0,12242622.71
1583322900000.0,56651227.0
1583332200000.0,87227207.87
1583335500000.0,26909075.97
1583341500000.0,70195946.41
1583355000000.0,79776134.96
1583368500000.0,23060586.28
1583371200000.0,93343397.12
1583376900000.0,26155730.47
1583382600000.0,28045591.32
1583391300000.0,31140087.19
1583400600000.0,37955394.83
1583403900000.0,75570338.24
1583408700000.0,89411322.3
1583414100000.0,21566315.8
1583420700000.0,71015373.24
1583426700000.0,89584182.3
1583436900000.0,59350736.74
1583441700000.0,62306425.71
1583451300000.0,77116318.44
1583456700000.0,66854719.08
1583467500000.0,78174938.22
1583475000000.0,40216200.55
1583482800000.0,13268436.36
1583492100000.0,39605696.62
1583497500000.0,25399554.77
1583504100000.0,50473612.84
1583510700000.0,77609529.16
1583523300000.0,44103535.08
1583536800000.0,98516476.47
1583547000000.0,25671626.89
1583561700000.0,92353516.41
1583575200000.0,23390963.46
1583584800000.0,58641909.62
1583597100000.0,46855509.18
1583599500000.0,97536761.23
1583600700000.0,20821860.36
1583603700000.0,17383880.42
1583606400000.0,65847886.71
1583616900000.0,37132005.07
1583627100000.0,34681720.35
1583632800000.0,72782692.53
1583644800000.0,95548703.97
1583658600000.0,83241648.05
1583667000000.0,59713926.64
1583673300000.0,49046354.18
1583678100000.0,48130950.43
1583680500000.0,54017161.87
1583681700000.0,58205466.35
1583682600000.0,23702715.08
1583684400000.0,81834170.36
1583685000000.0,19278973.88
1583686200000.0,45745294.61
1583689200000.0,40783071.2
1583694900000.0,94429019.33
1583704800000.0,70437753.84
1583709000000.0,44312627.37
1583711400000.0,39238988.85
1583712600000.0,95952136.3
1583717100000.0,35167269.61
1583723700000.0,42820657.5
1583727300000.0,61251368.34
1583728500000.0,29020692.7
1583731500000.0,97653778.77
1583732400000.0,91052519.68
1583733600000.0,73329225.75
1583736300000.0,86350054.16
1583741400000.0,83115100.99
1583748000000.0,35886074.45
1583752500000.0,46484270.52
1583755800000.0,58464961.25
1583759100000.0,11717405.99
1583762100000.0,68338347.91
1583764200000.0,28000272.89
1583766900000.0,18835492.28
1583768700000.0,95443993.11
1583770800000.0,46550534.8
1583772600000.0,48483358.04
1583776500000.0,16333878.19
1583781900000.0,65735278.76
1583786100000.0,15862644.34
1583795400000.0,22988735.39
1583802000000.0,21816044.03
1583809500000.0,87028958.56
1583819700000.0,41570948.21
1583828100000.0,29638527.59
1583836200000.0,25808103.13
1583837700000.0,57365244.31
1583840100000.0,12058338.21
1583844300000.0,63528786.1
1583847900000.0,94318684.94
1583851800000.0,73946232.34
1583854500000.0,57780617.03
1583855100000.0,39350166.08
1583856300000.0,77740184.55
1583860500000.0,35430293.7
1583865300000.0,28243570.07
1583870700000.0,93927299.22
1583875500000.0,18563389.51
1583880600000.0,73786117.59
1583884500000.0,78004824.98
1583893800000.0,55764812.4
1583905200000.0,69074239.27
1583912100000.0,10468317.03
1583916000000.0,59791011.65
1583922600000.0,67233858.49
1583928300000.0,25492534.17
1583934300000.0,16806388.1
1583940600000.0,50714237.44
1583943600000.0,55009947.59
1583946900000.0,98517667.37
1583949600000.0,44815037.01
1583951700000.0,79661292.68
1583954100000.0,37804727.13
1583958600000.0,64396602.89
1583966100000.0,80237217.76
1583968800000.0,10792647.24
1583975400000.0,78719333.22
1583978400000.0,25957407.68
1583979900000.0,57645997.44
1583982300000.0,84743215.25
1583986800000.0,37530075.88
1583991300000.0,50113360.03
1583995200000.0,41787689.74
1583997300000.0,92144320.04
