timestamp,btc_miner_netflow_total
1578521100000.0,-415.34
1578527700000.0,218.83
1578531600000.0,-484.0
1578541200000.0,398.69
1578550500000.0,249.79
1578558000000.0,15.05
1578563700000.0,-297.73
1578569400000.0,319.83
1578576000000.0,272.25
1578584700000.0,-124.61
1578588900000.0,400.99
1578593700000.0,323.98
1578600000000.0,-217.33
1578603300000.0,420.48
1578605700000.0,-354.04
1578613200000.0,-329.08
1578624900000.0,441.45
1578636000000.0,-394.7
1578643200000.0,196.23
1578648900000.0,-491.29
1578653400000.0,-313.41
1578656400000.0,264.19
1578660600000.0,345.66
1578664200000.0,313.93
1578667200000.0,-239.44
1578669600000.0,95.11
1578672300000.0,266.45
1578673800000.0,-410.67
1578676500000.0,-342.36
1578679800000.0,301.63
1578682200000.0,42.02
1578684600000.0,-390.28
1578689700000.0,1.91
1578693600000.0,206.42
1578700200000.0,-186.82
1578704400000.0,490.35
1578708900000.0,-418.07
1578716700000.0,358.4
1578724200000.0,27.45
1578730200000.0,358.85
1578738600000.0,-229.6
1578745500000.0,-66.62
1578753900000.0,40.28
1578760500000.0,-420.45
1578765900000.0,-52.21
1578778800000.0,340.13
1578780000000.0,350.51
1578784500000.0,338.92
1578789300000.0,343.84
1578800100000.0,137.28
1578814500000.0,54.92
1578825300000.0,483.36
1578838200000.0,441.25
1578848700000.0,8.2
1578850500000.0,-29.22
1578860700000.0,-50.23
1578873600000.0,-351.27
1578886500000.0,-214.73
1578901200000.0,88.01
1578916800000.0,-431.42
1578930900000.0,-440.45
1578948300000.0,232.8
1578961800000.0,-13.79
1578963300000.0,-131.21
1578964800000.0,176.62
1578966600000.0,-9.91
1578971100000.0,71.26
1578974700000.0,-474.41
1578978600000.0,20.9
1578985800000.0,316.49
1578995100000.0,70.54
1579002000000.0,-371.45
1579005600000.0,-151.26
1579008900000.0,-26.03
1579011600000.0,356.86
1579012800000.0,448.87
1579015500000.0,454.59
1579017900000.0,-365.17
1579020300000.0,-106.83
1579021800000.0,33.7
1579024200000.0,-302.04
1579026600000.0,-57.79
1579029000000.0,-99.4
1579035900000.0,-191.6
1579044300000.0,-166.71
1579046700000.0,-49.97
1579048800000.0,79.26
1579052100000.0,485.81
1579058700000.0,35.15
1579062300000.0,437.37
1579065300000.0,235.71
1579071600000.0,-209.27
1579079100000.0,-102.68
1579083600000.0,318.92
1579088400000.0,-469.2
1579093200000.0,126.1
1579096800000.0,486.83
1579098000000.0,-424.35
1579100700000.0,-260.41
1579103400000.0,-367.27
1579105200000.0,100.3
1579110300000.0,-375.19
1579116300000.0,78.52
1579122300000.0,-198.23
1579129800000.0,373.13
1579134300000.0,288.32
1579137900000.0,286.85
1579141800000.0,307.31
1579147500000.0,122.25
1579155600000.0,488.11
1579163100000.0,-261.78
1579169400000.0,406.44
1579175100000.0,-458.21
1579178700000.0,105.6
1579182900000.0,-61.78
1579189200000.0,254.38
1579194300000.0,222.66
1579202100000.0,-245.43
1579209900000.0,252.33
1579221300000.0,-101.94
1579229700000.0,-150.16
1579233900000.0,-302.11
1579240200000.0,-39.26
1579242000000.0,314.24
1579244700000.0,166.63
1579248900000.0,-433.15
1579253400000.0,-15.8
1579256700000.0,-320.79
1579261800000.0,-461.37
1579264200000.0,-317.16
1579270200000.0,-163.3
1579275300000.0,41.35
1579280100000.0,-432.18
1579286400000.0,203.07
1579290900000.0,-96.5
1579298700000.0,232.86
1579307100000.0,-113.15
1579313700000.0,288.06
1579323000000.0,-108.87
1579331100000.0,-363.81
1579340100000.0,-100.76
1579350600000.0,-406.75
1579358700000.0,-485.88
1579364400000.0,-136.95
1579371000000.0,443.46
1579385400000.0,-128.01
1579393500000.0,368.51
1579395900000.0,-131.16
1579397700000.0,-249.37
1579400700000.0,-465.6
1579407000000.0,310.28
1579416600000.0,142.45
1579422900000.0,-98.0
1579431300000.0,-171.63
1579431900000.0,470.42
1579432800000.0,-119.57
1579434900000.0,341.47
1579437300000.0,-18.22
1579441800000.0,-223.73
1579449900000.0,-39.51
1579459500000.0,19.43
1579469400000.0,34.99
1579472400000.0,309.26
1579476000000.0,-277.37
1579481100000.0,275.5
1579488900000.0,-13.07
1579501200000.0,-16.86
1579512000000.0,-393.74
1579523100000.0,-252.69
1579527000000.0,295.71
1579531500000.0,-144.43
1579537800000.0,-262.78
1579552800000.0,129.71
1579561200000.0,102.15
1579566300000.0,-166.69
1579583400000.0,353.94
1579597200000.0,-458.07
1579610700000.0,92.41
1579627500000.0,-0.95
1579635900000.0,-309.33
1579637400000.0,-239.9
1579639500000.0,-336.39
1579642800000.0,-58.08
1579653300000.0,174.47
1579675500000.0,-194.91
1579679100000.0,8.29
1579683900000.0,315.9
1579692300000.0,-471.58
1579703400000.0,-353.39
1579712100000.0,-136.26
1579721100000.0,-277.4
1579741800000.0,-488.6
1579748700000.0,-485.37
1579758000000.0,496.85
1579764600000.0,318.86
1579770000000.0,-266.55
1579773300000.0,191.21
1579778400000.0,242.23
1579781700000.0,397.23
1579786200000.0,216.49
1579790100000.0,481.48
1579797900000.0,-461.55
1579804200000.0,232.71
1579814700000.0,469.72
1579824000000.0,-76.97
1579834800000.0,-333.52
1579845300000.0,-486.49
1579858200000.0,440.26
1579863300000.0,-336.81
1579866000000.0,-262.85
1579869300000.0,-119.07
1579875600000.0,-453.44
1579879800000.0,78.84
1579885800000.0,418.2
1579896000000.0,-319.61
1579903800000.0,399.3
1579912500000.0,-460.78
1579917300000.0,287.88
1579926900000.0,-367.87
1579939200000.0,-319.48
1579950000000.0,277.53
1579962300000.0,-71.16
1579980600000.0,-70.87
1579991400000.0,-179.31
1579999500000.0,52.99
1580016900000.0,-314.01
1580026800000.0,-99.97
1580031000000.0,-34.94
1580039700000.0,-332.85
1580051400000.0,-363.27
1580058600000.0,99.57
1580064600000.0,-175.6
1580071200000.0,97.19
1580082900000.0,120.0
1580085600000.0,-458.8
1580094900000.0,171.5
1580107200000.0,158.47
1580115900000.0,239.83
1580125800000.0,-162.56
1580127000000.0,-490.03
1580132100000.0,370.96
1580137800000.0,493.48
1580142300000.0,-348.34
1580151300000.0,-461.39
1580153100000.0,422.06
1580155200000.0,195.48
1580159700000.0,-210.33
1580166600000.0,86.9
1580172000000.0,-442.87
1580173800000.0,218.25
1580177700000.0,-49.62
1580185800000.0,419.55
1580189400000.0,88.5
1580194200000.0,167.06
1580200500000.0,-448.9
1580205900000.0,-188.45
1580210700000.0,129.08
1580214900000.0,-46.72
1580220900000.0,-349.24
1580222700000.0,303.3
1580223900000.0,-410.8
1580227500000.0,-108.9
1580232000000.0,-202.85
1580235600000.0,370.52
1580242500000.0,338.2
1580248500000.0,-338.25
1580253600000.0,64.79
1580254800000.0,-472.04
1580256000000.0,-52.02
1580258100000.0,-422.32
1580261100000.0,69.91
1580266500000.0,16.16
1580274300000.0,340.23
1580282700000.0,4.14
1580291700000.0,-272.81
1580294100000.0,6.44
1580296200000.0,-391.14
1580299200000.0,248.53
1580304600000.0,-186.97
1580312700000.0,64.58
1580319000000.0,-74.85
1580327100000.0,-109.54
1580333100000.0,72.45
1580342100000.0,234.84
1580345700000.0,17.67
1580357700000.0,-458.61
1580369400000.0,400.23
1580375400000.0,169.75
1580384400000.0,478.76
1580391900000.0,426.5
1580395500000.0,425.82
1580401500000.0,-279.45
1580402100000.0,-300.73
1580403900000.0,-342.8
1580405100000.0,-284.06
1580406300000.0,-381.48
1580410200000.0,-12.07
1580415600000.0,-91.2
1580418600000.0,-48.39
1580427600000.0,-288.2
1580433300000.0,125.24
1580438400000.0,-85.15
1580446500000.0,-284.55
1580450700000.0,-398.15
1580458200000.0,381.62
1580467200000.0,-63.73
1580470500000.0,227.42
1580475300000.0,104.23
1580479200000.0,-66.54
1580486400000.0,-342.88
1580491800000.0,-453.67
1580502000000.0,-170.33
1580511000000.0,-350.78
1580517600000.0,-350.63
1580523600000.0,-33.85
1580530800000.0,209.02
1580541600000.0,-395.64
1580548800000.0,250.85
1580557200000.0,-15.21
1580563500000.0,58.13
1580571600000.0,-151.51
1580578200000.0,262.61
1580592300000.0,482.94
1580604300000.0,65.35
1580610900000.0,-278.52
1580616600000.0,437.03
1580619600000.0,-113.03
1580625900000.0,-259.29
1580633400000.0,-460.0
1580638800000.0,409.68
1580645100000.0,-216.43
1580649600000.0,10.25
1580654700000.0,-174.69
1580661000000.0,-285.17
1580672100000.0,-279.3
1580682900000.0,392.27
1580687400000.0,-227.0
1580691900000.0,-475.28
1580694000000.0,-52.02
1580695500000.0,-280.81
1580699100000.0,36.33
1580706300000.0,470.2
1580717400000.0,-1.06
1580725500000.0,-302.29
1580731200000.0,218.78
1580740500000.0,-299.35
1580745300000.0,-299.37
1580748600000.0,347.06
1580754000000.0,215.65
1580763300000.0,-314.09
1580775300000.0,-458.05
1580781600000.0,-464.25
1580792100000.0,-159.9
1580798700000.0,-448.9
1580806500000.0,-408.19
1580809800000.0,337.79
1580814600000.0,161.18
1580816400000.0,94.34
1580820000000.0,136.0
1580823600000.0,151.39
1580829300000.0,303.31
1580836200000.0,-143.03
1580847900000.0,-234.1
1580862900000.0,-459.55
1580872500000.0,-274.59
1580882400000.0,-380.37
1580889900000.0,-289.41
1580898600000.0,387.28
1580900700000.0,432.53
1580904300000.0,133.23
1580905200000.0,-92.15
1580910000000.0,194.91
1580913900000.0,-372.0
1580918700000.0,-108.86
1580920500000.0,377.48
1580924700000.0,-463.02
1580926800000.0,251.15
1580927400000.0,433.71
1580929800000.0,24.66
1580933400000.0,-328.28
1580939700000.0,18.89
1580944800000.0,-491.14
1580948400000.0,195.16
1580952300000.0,159.6
1580959500000.0,68.25
1580967000000.0,-495.71
1580974200000.0,43.96
1580978400000.0,-387.0
1580986200000.0,-382.94
1580991300000.0,-232.37
1580993700000.0,-213.62
1580995800000.0,73.62
1580997000000.0,-437.24
1580998800000.0,-358.12
1581001200000.0,-287.72
1581004200000.0,-408.76
1581008700000.0,-186.2
1581013500000.0,452.49
1581021300000.0,-71.96
1581029400000.0,-22.25
1581034200000.0,349.14
1581040200000.0,-403.41
1581045900000.0,-16.36
1581054000000.0,-384.68
1581062700000.0,-343.1
1581070800000.0,182.5
1581076200000.0,204.8
1581079500000.0,300.74
1581086100000.0,-208.1
1581092100000.0,326.57
1581103800000.0,338.71
1581115500000.0,19.89
1581126900000.0,-53.08
1581132000000.0,274.33
1581139200000.0,-9.58
1581150000000.0,87.82
1581156300000.0,-248.72
1581161100000.0,-119.42
1581169500000.0,91.94
1581173100000.0,267.78
1581179100000.0,-216.48
1581185100000.0,472.83
1581196500000.0,50.08
1581199800000.0,478.73
1581208800000.0,356.69
1581216900000.0,217.11
1581219000000.0,-138.75
1581221700000.0,-279.17
1581227400000.0,-427.55
1581234600000.0,-42.23
1581239700000.0,-7.17
1581245400000.0,245.2
1581252000000.0,274.82
1581260100000.0,344.17
1581263100000.0,-154.74
1581269100000.0,-272.46
1581280200000.0,-183.08
1581290700000.0,82.19
1581295500000.0,-100.46
1581300900000.0,383.24
1581306600000.0,-217.96
1581312900000.0,-76.47
1581314400000.0,-197.16
1581315300000.0,-207.81
1581317400000.0,130.97
1581321900000.0,-354.6
1581325200000.0,179.3
1581327300000.0,-252.18
1581332400000.0,138.05
1581336900000.0,56.41
1581343800000.0,-355.25
1581348900000.0,41.05
1581354000000.0,-249.09
1581363900000.0,-45.96
1581376500000.0,-286.88
1581381300000.0,120.69
1581384900000.0,2.24
1581392700000.0,-170.06
1581400200000.0,-112.73
1581410400000.0,65.13
1581417600000.0,-496.24
1581424200000.0,-415.09
1581429600000.0,-423.23
1581434700000.0,222.37
1581435600000.0,-468.02
1581436200000.0,310.84
1581437100000.0,-138.54
1581438000000.0,203.52
1581441300000.0,-11.71
1581445500000.0,-452.46
1581450900000.0,-435.84
1581459900000.0,-146.7
1581466200000.0,-276.59
1581469800000.0,206.75
1581476700000.0,-323.65
1581486000000.0,277.0
1581490800000.0,-113.93
1581493800000.0,-318.6
1581496200000.0,-1.07
1581499200000.0,216.37
1581505800000.0,234.27
1581511500000.0,-309.07
1581516900000.0,-477.76
1581520500000.0,410.92
1581525600000.0,-229.81
1581534300000.0,-53.57
1581542100000.0,-254.05
1581550500000.0,-191.03
1581559200000.0,232.89
1581564900000.0,-44.96
1581573300000.0,230.56
1581578400000.0,222.56
1581581400000.0,-362.11
1581582000000.0,372.34
1581584700000.0,379.94
1581586500000.0,238.6
1581590100000.0,-384.85
1581594600000.0,37.22
1581599100000.0,269.37
1581601200000.0,-202.68
1581602400000.0,-141.25
1581603000000.0,277.05
1581605100000.0,30.76
1581609600000.0,275.37
1581613200000.0,-357.57
1581618000000.0,-112.33
1581627600000.0,-310.01
1581639300000.0,208.26
1581646500000.0,-389.14
1581654600000.0,305.25
1581661500000.0,129.45
1581668100000.0,-222.17
1581675300000.0,109.95
1581678000000.0,0.07
1581684300000.0,142.02
1581690900000.0,-262.82
1581694800000.0,255.19
1581702300000.0,-91.53
1581707100000.0,255.68
1581715500000.0,308.65
1581725700000.0,-282.61
1581732600000.0,-208.94
1581741600000.0,373.0
1581751500000.0,404.22
1581761100000.0,251.87
1581772200000.0,103.21
1581781800000.0,-196.21
1581782100000.0,-70.77
1581782700000.0,-349.95
1581784200000.0,-112.74
1581785100000.0,-183.32
1581788400000.0,-402.82
1581790800000.0,342.34
1581798900000.0,97.64
1581813600000.0,138.67
1581822000000.0,237.57
1581831600000.0,148.76
1581843000000.0,-296.31
1581852300000.0,-118.61
1581860100000.0,-464.95
1581867000000.0,493.21
1581870000000.0,-427.84
1581872100000.0,276.86
1581874800000.0,-463.69
1581882000000.0,234.73
1581891900000.0,-201.42
1581896400000.0,-391.32
1581900300000.0,-450.9
1581907500000.0,488.84
1581913500000.0,290.39
1581918600000.0,-443.65
1581927300000.0,-318.5
1581934500000.0,298.41
1581938100000.0,-340.21
1581939600000.0,221.22
1581942000000.0,162.3
1581946800000.0,-271.94
1581949200000.0,147.05
1581951300000.0,6.95
1581954000000.0,29.81
1581957000000.0,-60.79
1581960600000.0,-257.22
1581967800000.0,296.52
1581976200000.0,-365.08
1581986100000.0,53.85
1581996300000.0,-107.14
1582005600000.0,186.46
1582016100000.0,294.1
1582021200000.0,-278.04
1582028400000.0,328.73
1582033500000.0,-295.05
1582039200000.0,194.78
1582041300000.0,-266.82
1582045200000.0,496.53
1582049100000.0,480.17
1582052400000.0,336.67
1582057800000.0,-47.1
1582060200000.0,-278.67
1582062600000.0,-308.95
1582067100000.0,305.39
1582072500000.0,156.76
1582080900000.0,-445.57
1582090200000.0,-6.51
1582098900000.0,99.06
1582104300000.0,145.24
1582113600000.0,-264.64
1582116900000.0,122.29
1582131000000.0,225.73
1582134300000.0,-434.3
1582141200000.0,-113.96
1582146000000.0,448.85
1582148400000.0,-302.82
1582149000000.0,409.22
1582149300000.0,217.07
1582150200000.0,-155.42
1582152000000.0,-60.49
1582156800000.0,-35.14
1582164300000.0,-437.58
1582170000000.0,-335.04
1582182000000.0,362.66
1582191000000.0,-24.55
1582198500000.0,-173.69
1582205700000.0,-24.39
1582212600000.0,-227.24
1582216800000.0,150.24
1582217700000.0,281.36
1582219800000.0,-418.11
1582224000000.0,-444.1
1582235400000.0,-203.4
1582246800000.0,-47.07
1582256100000.0,368.05
1582263300000.0,-0.97
1582274400000.0,129.4
1582285200000.0,56.35
1582292700000.0,377.16
1582302000000.0,-58.81
1582314300000.0,-333.14
1582317900000.0,89.97
1582328100000.0,-152.37
1582343100000.0,-291.59
1582353300000.0,275.91
1582368900000.0,93.76
1582384800000.0,235.04
1582398300000.0,-161.75
1582422600000.0,376.49
1582430700000.0,462.95
1582435500000.0,373.45
1582446000000.0,-1.63
1582454100000.0,244.09
1582459200000.0,-231.54
1582468500000.0,-307.13
1582482600000.0,194.75
1582499100000.0,96.7
1582503300000.0,313.3
1582508400000.0,482.79
1582512000000.0,-345.18
1582515000000.0,-337.14
1582526100000.0,-27.53
1582531800000.0,-49.14
1582540800000.0,158.38
1582547700000.0,-11.09
1582555200000.0,-411.94
1582559400000.0,-416.19
1582563600000.0,318.49
1582567500000.0,433.39
1582570800000.0,-455.63
1582577400000.0,207.71
1582588200000.0,280.35
1582600200000.0,375.44
1582610400000.0,214.87
1582617900000.0,214.23
1582625100000.0,230.33
1582632000000.0,48.42
1582637100000.0,-317.47
1582640700000.0,-55.84
1582642200000.0,98.0
1582646100000.0,-445.87
1582648200000.0,-325.64
1582650900000.0,-201.87
1582656900000.0,-383.1
1582663500000.0,256.89
1582666200000.0,-69.68
1582675200000.0,310.09
1582680600000.0,-264.26
1582683600000.0,-81.94
1582687800000.0,34.98
1582695000000.0,485.39
1582701900000.0,431.69
1582707300000.0,-38.1
1582711800000.0,339.6
1582719000000.0,-129.72
1582720800000.0,182.0
1582724400000.0,-159.98
1582725900000.0,-237.98
1582727400000.0,91.16
1582730100000.0,-494.93
1582733400000.0,-438.6
1582734300000.0,309.12
1582735800000.0,228.82
1582737000000.0,-477.81
1582740300000.0,386.99
1582744500000.0,437.63
1582752000000.0,171.09
1582759200000.0,-157.94
1582763700000.0,-261.93
1582765800000.0,471.26
1582768500000.0,139.78
1582774200000.0,-415.86
1582781100000.0,296.19
1582787700000.0,103.0
1582794900000.0,288.67
1582801200000.0,382.3
1582806300000.0,157.59
1582808400000.0,-155.52
1582814100000.0,246.54
1582819800000.0,266.99
1582823700000.0,78.73
1582830900000.0,-264.72
1582839600000.0,94.28
1582843200000.0,-375.28
1582848300000.0,-389.03
1582856100000.0,129.1
1582868700000.0,86.94
1582876800000.0,475.5
1582882500000.0,0.92
1582884300000.0,297.48
1582887600000.0,-430.92
1582892100000.0,-95.51
1582894200000.0,51.34
1582896000000.0,-205.85
1582899900000.0,-317.82
1582904100000.0,156.68
1582909500000.0,-173.5
1582914600000.0,-453.99
1582921200000.0,206.15
1582929900000.0,130.25
1582936200000.0,193.79
1582947900000.0,-335.9
1582958700000.0,-126.84
1582970400000.0,-259.53
1582977300000.0,300.66
1582986000000.0,181.75
1582991700000.0,-62.15
1583002200000.0,-228.42
1583018100000.0,89.2
1583022900000.0,-138.65
1583028300000.0,-157.04
1583037000000.0,-145.16
1583047200000.0,152.49
1583054700000.0,141.43
1583064000000.0,-233.96
1583065500000.0,-401.63
1583067900000.0,442.08
1583073600000.0,-214.33
1583080500000.0,-368.02
1583083500000.0,-303.81
1583089500000.0,-93.62
1583093400000.0,-437.76
1583102100000.0,-394.47
1583108700000.0,-223.49
1583117700000.0,-108.65
1583127000000.0,-227.06
1583133900000.0,302.86
1583142300000.0,-276.13
1583146800000.0,481.61
1583153100000.0,-350.43
1583156400000.0,-370.35
1583159700000.0,160.31
1583163600000.0,-363.42
1583168700000.0,-361.46
1583175000000.0,-393.7
1583184000000.0,-63.96
1583190600000.0,-268.66
1583196900000.0,154.67
1583208000000.0,154.76
1583218800000.0,-360.82
1583223900000.0,179.32
1583230800000.0,252.18
1583237100000.0,-181.41
1583241000000.0,-198.63
1583246400000.0,367.04
1583248200000.0,495.6
1583249100000.0,-55.75
1583253000000.0,140.31
1583260800000.0,-218.28
1583271600000.0,-370.44
1583283900000.0,-293.88
1583294400000.0,-22.66
1583305800000.0,-497.16
1583316000000.0,-207.71
1583322900000.0,211.83
1583332200000.0,117.05
1583335500000.0,-255.13
1583341500000.0,250.0
1583355000000.0,-176.28
1583368500000.0,452.37
1583371200000.0,-357.9
1583376900000.0,-218.47
1583382600000.0,361.46
1583391300000.0,399.25
1583400600000.0,-290.84
1583403900000.0,346.39
1583408700000.0,244.4
1583414100000.0,151.33
1583420700000.0,380.01
1583426700000.0,-61.82
1583436900000.0,161.35
1583441700000.0,110.29
1583451300000.0,-293.89
1583456700000.0,-194.86
1583467500000.0,133.89
1583475000000.0,-146.23
1583482800000.0,320.73
1583492100000.0,250.19
1583497500000.0,53.98
1583504100000.0,7.3
1583510700000.0,-384.35
1583523300000.0,-251.83
1583536800000.0,-411.74
1583547000000.0,-430.03
1583561700000.0,-86.0
1583575200000.0,371.04
1583584800000.0,196.12
1583597100000.0,-230.0
1583599500000.0,-239.73
1583600700000.0,365.94
1583603700000.0,346.0
1583606400000.0,-258.65
1583616900000.0,361.07
1583627100000.0,211.66
1583632800000.0,60.5
1583644800000.0,-435.27
1583658600000.0,-346.76
1583667000000.0,468.42
1583673300000.0,460.44
1583678100000.0,154.75
1583680500000.0,-66.58
1583681700000.0,407.08
1583682600000.0,50.6
1583684400000.0,-366.17
1583685000000.0,109.22
1583686200000.0,467.12
1583689200000.0,338.35
1583694900000.0,473.66
1583704800000.0,-234.73
1583709000000.0,-184.8
1583711400000.0,-85.71
1583712600000.0,-52.74
1583717100000.0,296.43
1583723700000.0,328.87
1583727300000.0,-142.27
1583728500000.0,320.92
1583731500000.0,176.56
1583732400000.0,-463.0
1583733600000.0,357.11
1583736300000.0,-475.14
1583741400000.0,368.1
1583748000000.0,-267.91
1583752500000.0,278.88
1583755800000.0,-40.44
1583759100000.0,481.12
1583762100000.0,-132.73
1583764200000.0,464.97
1583766900000.0,-146.6
1583768700000.0,-468.66
1583770800000.0,29.75
1583772600000.0,354.18
1583776500000.0,354.45
1583781900000.0,353.31
1583786100000.0,2.54
1583795400000.0,-352.85
1583802000000.0,169.63
1583809500000.0,8.64
1583819700000.0,-8.34
1583828100000.0,-497.32
1583836200000.0,-218.45
1583837700000.0,-229.07
1583840100000.0,355.67
1583844300000.0,-142.13
1583847900000.0,154.05
1583851800000.0,-346.99
1583854500000.0,211.17
1583855100000.0,386.33
1583856300000.0,-225.53
1583860500000.0,265.12
1583865300000.0,-209.39
1583870700000.0,476.64
1583875500000.0,-98.09
1583880600000.0,13.47
1583884500000.0,-64.24
1583893800000.0,82.52
1583905200000.0,52.08
1583912100000.0,-484.94
1583916000000.0,-190.25
1583922600000.0,344.37
1583928300000.0,334.27
1583934300000.0,-82.86
1583940600000.0,-282.44
1583943600000.0,250.22
1583946900000.0,-135.42
1583949600000.0,-439.31
1583951700000.0,-197.96
1583954100000.0,214.55
1583958600000.0,6.57
1583966100000.0,64.0
1583968800000.0,-395.16
1583975400000.0,448.0
1583978400000.0,251.61
1583979900000.0,-62.51
1583982300000.0,268.86
1583986800000.0,350.86
1583991300000.0,-89.08
1583995200000.0,183.0
1583997300000.0,-227.25
1583998500000.0,13.16
1584001200000.0,16.05
1584003900000.0,-331.83
1584008400000.0,-68.08
1584009300000.0,454.72
1584009600000.0,-102.5
1584009900000.0,146.05
1584010200000.0,-239.86
1584010800000.0,-464.01
1584011400000.0,483.49
1584012600000.0,222.52
1584013800000.0,-430.94
1584015000000.0,185.23
1584016500000.0,247.66
1584018300000.0,267.13
1584020400000.0,-5.39
1584021900000.0,-376.08
1584024000000.0,-125.83
1584026400000.0,302.5
1584029700000.0,200.58
1584033000000.0,206.94
1584036900000.0,-296.56
1584042000000.0,306.76
1584045300000.0,399.14
1584046800000.0,64.26
1584049500000.0,-2.4
1584051300000.0,486.73
1584054600000.0,366.25
1584055500000.0,-297.18
1584055800000.0,130.79
1584056400000.0,14.11
1584057000000.0,103.35
1584057900000.0,163.61
1584059400000.0,391.18
1584061200000.0,-152.81
1584063600000.0,-73.72
1584064800000.0,235.78
1584066000000.0,405.99
1584067200000.0,-420.2
1584068100000.0,148.66
1584069600000.0,312.73
1584070500000.0,99.5
1584071700000.0,494.06
1584073800000.0,-148.55
1584075900000.0,-226.7
1584077400000.0,-132.68
1584079800000.0,-462.81
1584082500000.0,-25.75
1584085200000.0,291.21
1584087000000.0,477.55
1584088800000.0,485.46
1584092700000.0,379.47
1584094500000.0,-32.72
1584097500000.0,-413.12
1584099600000.0,52.13
1584102600000.0,399.95
1584105000000.0,271.92
1584106500000.0,129.82
1584107400000.0,373.98
1584109200000.0,-413.9
1584111000000.0,-163.52
1584111900000.0,-29.87
1584113400000.0,-321.96
1584114600000.0,70.39
1584115500000.0,80.65
1584117600000.0,-245.87
1584120000000.0,150.84
1584123300000.0,180.19
1584125700000.0,477.99
1584128100000.0,478.62
1584129300000.0,-109.25
1584131100000.0,-258.84
1584135300000.0,387.95
1584139500000.0,-50.39
1584143100000.0,285.95
1584146700000.0,-291.81
1584151200000.0,233.96
1584156000000.0,368.96
1584161100000.0,479.67
1584167700000.0,-421.92
1584173700000.0,-301.88
1584178800000.0,424.91
1584183000000.0,-387.59
1584187800000.0,340.37
1584193800000.0,-330.47
1584199800000.0,90.3
1584203700000.0,-151.61
1584211200000.0,99.47
1584219000000.0,308.81
1584225900000.0,140.46
1584228300000.0,313.0
1584231600000.0,28.98
1584237300000.0,182.14
1584247800000.0,-169.54
1584258600000.0,-456.16
1584267900000.0,-77.64
1584272400000.0,-178.38
1584275400000.0,362.52
1584279300000.0,-128.88
1584287700000.0,-92.64
1584294600000.0,-362.38
1584300300000.0,495.08
1584305100000.0,47.45
1584307200000.0,-65.52
1584308700000.0,-441.41
1584309600000.0,-415.25
1584310800000.0,154.21
1584312000000.0,-390.92
1584315600000.0,-318.78
1584318300000.0,209.02
1584324600000.0,251.67
1584331500000.0,-69.03
1584338100000.0,-173.29
1584339300000.0,-59.47
1584343200000.0,275.71
1584345000000.0,-55.44
1584348000000.0,-135.72
1584352500000.0,-236.19
1584353400000.0,310.85
