timestamp,btc_miners_position_index
1579256700000.0,0.6235
1579261800000.0,0.2132
1579264200000.0,0.9191
1579270200000.0,0.0055
1579275300000.0,0.3025
1579280100000.0,0.6875
1579286400000.0,0.3058
1579290900000.0,0.7278
1579298700000.0,0.6261
1579307100000.0,0.1923
1579313700000.0,0.9415
1579323000000.0,0.5004
1579331100000.0,0.8843
1579340100000.0,0.1204
1579350600000.0,0.7438
1579358700000.0,0.8069
1579364400000.0,0.8333
1579371000000.0,0.7233
1579385400000.0,0.7588
1579393500000.0,0.7559
1579395900000.0,0.778
1579397700000.0,0.4599
1579400700000.0,0.3487
1579407000000.0,0.4723
1579416600000.0,0.6963
1579422900000.0,0.4905
1579431300000.0,0.0026
1579431900000.0,0.3838
1579432800000.0,0.2096
1579434900000.0,0.4495
1579437300000.0,0.9483
1579441800000.0,0.0048
1579449900000.0,0.8949
1579459500000.0,0.9983
1579469400000.0,0.4643
1579472400000.0,0.4886
1579476000000.0,0.9495
1579481100000.0,0.9263
1579488900000.0,0.1632
1579501200000.0,0.0583
1579512000000.0,0.5712
1579523100000.0,0.7543
1579527000000.0,0.5852
1579531500000.0,0.1326
1579537800000.0,0.4171
1579552800000.0,0.9248
1579561200000.0,0.141
1579566300000.0,0.0525
1579583400000.0,0.4427
1579597200000.0,0.303
1579610700000.0,0.6996
1579627500000.0,0.5482
1579635900000.0,0.7833
1579637400000.0,0.0416
1579639500000.0,0.9193
1579642800000.0,0.1836
1579653300000.0,0.2775
1579675500000.0,0.0463
1579679100000.0,0.7712
1579683900000.0,0.7079
1579692300000.0,0.1307
1579703400000.0,0.8283
1579712100000.0,0.7392
1579721100000.0,0.1691
1579741800000.0,0.3041
1579748700000.0,0.4911
1579758000000.0,0.8418
1579764600000.0,0.8292
1579770000000.0,0.2176
1579773300000.0,0.0025
1579778400000.0,0.9944
1579781700000.0,0.6382
1579786200000.0,0.2563
1579790100000.0,0.0725
1579797900000.0,0.0906
1579804200000.0,0.4519
1579814700000.0,0.3661
1579824000000.0,0.9043
1579834800000.0,0.3899
1579845300000.0,0.3583
1579858200000.0,0.4774
1579863300000.0,0.7612
1579866000000.0,0.9872
1579869300000.0,0.2875
1579875600000.0,0.6531
1579879800000.0,0.5605
1579885800000.0,0.1818
1579896000000.0,0.8229
1579903800000.0,0.2268
1579912500000.0,0.2441
1579917300000.0,0.005
1579926900000.0,0.8141
1579939200000.0,0.477
1579950000000.0,0.5397
1579962300000.0,0.5539
1579980600000.0,0.6845
1579991400000.0,0.0389
1579999500000.0,0.0653
1580016900000.0,0.9215
1580026800000.0,0.5117
1580031000000.0,0.1001
1580039700000.0,0.0964
1580051400000.0,0.1464
1580058600000.0,0.5212
1580064600000.0,0.5524
1580071200000.0,0.4278
1580082900000.0,0.3924
1580085600000.0,0.8723
1580094900000.0,0.3844
1580107200000.0,0.7547
1580115900000.0,0.9377
1580125800000.0,0.486
1580127000000.0,0.8824
1580132100000.0,0.4219
1580137800000.0,0.2489
1580142300000.0,0.8144
1580151300000.0,0.6318
1580153100000.0,0.1334
1580155200000.0,0.9562
1580159700000.0,0.7831
1580166600000.0,0.7306
1580172000000.0,0.3417
1580173800000.0,0.3717
1580177700000.0,0.6635
1580185800000.0,0.8758
1580189400000.0,0.5212
1580194200000.0,0.7252
1580200500000.0,0.2512
1580205900000.0,0.6282
1580210700000.0,0.5408
1580214900000.0,0.6019
1580220900000.0,0.0714
1580222700000.0,0.8608
1580223900000.0,0.9106
1580227500000.0,0.2392
1580232000000.0,0.307
1580235600000.0,0.1889
1580242500000.0,0.9394
1580248500000.0,0.7592
1580253600000.0,0.3832
1580254800000.0,0.8549
1580256000000.0,0.6583
1580258100000.0,0.9539
1580261100000.0,0.7103
1580266500000.0,0.6856
1580274300000.0,0.675
1580282700000.0,0.4402
1580291700000.0,0.4061
1580294100000.0,0.2935
1580296200000.0,0.2978
1580299200000.0,0.9296
1580304600000.0,0.8394
1580312700000.0,0.5235
1580319000000.0,0.2301
1580327100000.0,0.7077
1580333100000.0,0.6554
1580342100000.0,0.4902
1580345700000.0,0.744
1580357700000.0,0.0777
1580369400000.0,0.424
1580375400000.0,0.2494
1580384400000.0,0.7623
1580391900000.0,0.4681
1580395500000.0,0.6043
1580401500000.0,0.3031
1580402100000.0,0.2278
1580403900000.0,0.955
1580405100000.0,0.5738
1580406300000.0,0.2902
1580410200000.0,0.6
1580415600000.0,0.7983
1580418600000.0,0.1212
1580427600000.0,0.437
1580433300000.0,0.446
1580438400000.0,0.8462
1580446500000.0,0.647
1580450700000.0,0.5641
1580458200000.0,0.7087
1580467200000.0,0.3527
1580470500000.0,0.1168
1580475300000.0,0.4618
1580479200000.0,0.5272
1580486400000.0,0.7571
1580491800000.0,0.2538
1580502000000.0,0.6668
1580511000000.0,0.3123
1580517600000.0,0.3765
1580523600000.0,0.3047
1580530800000.0,0.3667
1580541600000.0,0.5463
1580548800000.0,0.3911
1580557200000.0,0.2156
1580563500000.0,0.3263
1580571600000.0,0.3518
1580578200000.0,0.3565
1580592300000.0,0.4082
1580604300000.0,0.8122
1580610900000.0,0.5825
1580616600000.0,0.384
1580619600000.0,0.7864
1580625900000.0,0.1603
1580633400000.0,0.5788
1580638800000.0,0.172
1580645100000.0,0.1542
1580649600000.0,0.5607
1580654700000.0,0.2427
1580661000000.0,0.1597
1580672100000.0,0.1376
1580682900000.0,0.975
1580687400000.0,0.8759
1580691900000.0,0.153
1580694000000.0,0.8084
1580695500000.0,0.9788
1580699100000.0,0.2114
1580706300000.0,0.4032
1580717400000.0,0.5953
1580725500000.0,0.1226
1580731200000.0,0.9242
1580740500000.0,0.5239
1580745300000.0,0.8201
1580748600000.0,0.8448
1580754000000.0,0.2534
1580763300000.0,0.5872
1580775300000.0,0.5564
1580781600000.0,0.2436
1580792100000.0,0.7012
1580798700000.0,0.8173
1580806500000.0,0.363
1580809800000.0,0.7397
1580814600000.0,0.1017
1580816400000.0,0.4725
1580820000000.0,0.1371
1580823600000.0,0.0989
1580829300000.0,0.6837
1580836200000.0,0.5097
1580847900000.0,0.3677
1580862900000.0,0.8264
1580872500000.0,0.3911
1580882400000.0,0.9871
1580889900000.0,0.541
1580898600000.0,0.3374
1580900700000.0,0.8073
1580904300000.0,0.2881
1580905200000.0,0.8359
1580910000000.0,0.0882
1580913900000.0,0.8127
1580918700000.0,0.6467
1580920500000.0,0.466
1580924700000.0,0.5745
1580926800000.0,0.4371
1580927400000.0,0.4847
1580929800000.0,0.1096
1580933400000.0,0.7903
1580939700000.0,0.4206
1580944800000.0,0.9374
1580948400000.0,0.0883
1580952300000.0,0.7853
1580959500000.0,0.2451
1580967000000.0,0.771
1580974200000.0,0.6962
1580978400000.0,0.1391
1580986200000.0,0.5399
1580991300000.0,0.0361
1580993700000.0,0.9983
1580995800000.0,0.0851
1580997000000.0,0.9345
1580998800000.0,0.0713
1581001200000.0,0.7761
1581004200000.0,0.2927
1581008700000.0,0.2465
1581013500000.0,0.8862
1581021300000.0,0.3122
1581029400000.0,0.0184
1581034200000.0,0.6988
1581040200000.0,0.237
1581045900000.0,0.4227
1581054000000.0,0.9457
1581062700000.0,0.6504
1581070800000.0,0.1819
1581076200000.0,0.7997
1581079500000.0,0.2206
1581086100000.0,0.1725
1581092100000.0,0.7044
1581103800000.0,0.9242
1581115500000.0,0.6177
1581126900000.0,0.9345
1581132000000.0,0.1348
1581139200000.0,0.9503
1581150000000.0,0.4058
1581156300000.0,0.3402
1581161100000.0,0.3629
1581169500000.0,0.7456
1581173100000.0,0.942
1581179100000.0,0.3678
1581185100000.0,0.9989
1581196500000.0,0.6069
1581199800000.0,0.0644
1581208800000.0,0.2276
1581216900000.0,0.1681
1581219000000.0,0.1928
1581221700000.0,0.3981
1581227400000.0,0.9852
1581234600000.0,0.986
1581239700000.0,0.2054
1581245400000.0,0.1124
1581252000000.0,0.2324
1581260100000.0,0.0799
1581263100000.0,0.8153
1581269100000.0,0.5381
1581280200000.0,0.5219
1581290700000.0,0.183
1581295500000.0,0.8366
1581300900000.0,0.2767
1581306600000.0,0.5736
1581312900000.0,0.6841
1581314400000.0,0.5605
1581315300000.0,0.5181
1581317400000.0,0.3345
1581321900000.0,0.6656
1581325200000.0,0.2194
1581327300000.0,0.4961
1581332400000.0,0.3866
1581336900000.0,0.0875
1581343800000.0,0.7322
1581348900000.0,0.2055
1581354000000.0,0.344
1581363900000.0,0.9138
1581376500000.0,0.0594
1581381300000.0,0.2771
1581384900000.0,0.5417
1581392700000.0,0.6944
1581400200000.0,0.1229
1581410400000.0,0.1461
1581417600000.0,0.2232
1581424200000.0,0.1973
1581429600000.0,0.6172
1581434700000.0,0.9431
1581435600000.0,0.6041
1581436200000.0,0.959
1581437100000.0,0.9443
1581438000000.0,0.9645
1581441300000.0,0.6561
1581445500000.0,0.5124
1581450900000.0,0.6405
1581459900000.0,0.3465
1581466200000.0,0.2169
1581469800000.0,0.0378
1581476700000.0,0.3602
1581486000000.0,0.6047
1581490800000.0,0.1592
1581493800000.0,0.1862
1581496200000.0,0.1032
1581499200000.0,0.5221
1581505800000.0,0.7777
1581511500000.0,0.0692
1581516900000.0,0.7596
1581520500000.0,0.4781
1581525600000.0,0.6522
1581534300000.0,0.4496
1581542100000.0,0.6163
1581550500000.0,0.7579
1581559200000.0,0.1177
1581564900000.0,0.4014
1581573300000.0,0.212
1581578400000.0,0.6861
1581581400000.0,0.2071
1581582000000.0,0.7818
1581584700000.0,0.8084
1581586500000.0,0.6881
1581590100000.0,0.6915
1581594600000.0,0.7753
1581599100000.0,0.9196
1581601200000.0,0.4256
1581602400000.0,0.7996
1581603000000.0,0.887
1581605100000.0,0.8569
1581609600000.0,0.7565
1581613200000.0,0.4679
1581618000000.0,0.5891
1581627600000.0,0.4101
1581639300000.0,0.0774
1581646500000.0,0.0377
1581654600000.0,0.8616
1581661500000.0,0.5808
1581668100000.0,0.2417
1581675300000.0,0.8079
1581678000000.0,0.6184
1581684300000.0,0.0794
1581690900000.0,0.699
1581694800000.0,0.1694
1581702300000.0,0.1337
1581707100000.0,0.5226
1581715500000.0,0.2542
1581725700000.0,0.5697
1581732600000.0,0.3226
1581741600000.0,0.704
1581751500000.0,0.4243
1581761100000.0,0.2751
1581772200000.0,0.2291
1581781800000.0,0.5846
1581782100000.0,0.2598
1581782700000.0,0.555
1581784200000.0,0.6025
1581785100000.0,0.3365
1581788400000.0,0.0467
1581790800000.0,0.5676
1581798900000.0,0.3115
1581813600000.0,0.5469
1581822000000.0,0.1359
1581831600000.0,0.6213
1581843000000.0,0.2955
1581852300000.0,0.9547
1581860100000.0,0.6178
1581867000000.0,0.1093
1581870000000.0,0.2785
1581872100000.0,0.4366
1581874800000.0,0.8264
1581882000000.0,0.9437
1581891900000.0,0.1028
1581896400000.0,0.7284
1581900300000.0,0.9006
1581907500000.0,0.962
1581913500000.0,0.4949
1581918600000.0,0.8126
1581927300000.0,0.1146
1581934500000.0,0.6868
1581938100000.0,0.5552
1581939600000.0,0.1774
1581942000000.0,0.716
1581946800000.0,0.9203
1581949200000.0,0.0331
1581951300000.0,0.6574
1581954000000.0,0.2691
1581957000000.0,0.8879
1581960600000.0,0.1387
1581967800000.0,0.4591
1581976200000.0,0.9947
1581986100000.0,0.3118
1581996300000.0,0.7954
1582005600000.0,0.7458
1582016100000.0,0.7278
1582021200000.0,0.3212
1582028400000.0,0.417
1582033500000.0,0.6876
1582039200000.0,0.9734
1582041300000.0,0.4457
1582045200000.0,0.9954
1582049100000.0,0.4151
1582052400000.0,0.3385
1582057800000.0,0.0116
1582060200000.0,0.2577
1582062600000.0,0.9433
1582067100000.0,0.9107
1582072500000.0,0.9718
1582080900000.0,5.7832
1582090200000.0,0.1532
1582098900000.0,0.7436
1582104300000.0,0.7611
1582113600000.0,0.0715
1582116900000.0,0.8189
1582131000000.0,0.017
1582134300000.0,0.0377
1582141200000.0,0.2785
1582146000000.0,0.737
1582148400000.0,0.5297
1582149000000.0,0.1719
1582149300000.0,0.1517
1582150200000.0,0.0445
1582152000000.0,0.9306
1582156800000.0,0.1705
1582164300000.0,0.0608
1582170000000.0,0.1632
1582182000000.0,0.6333
1582191000000.0,0.9209
1582198500000.0,0.0336
1582205700000.0,0.333
1582212600000.0,0.5976
1582216800000.0,0.5724
1582217700000.0,0.5344
1582219800000.0,0.3663
1582224000000.0,0.0125
1582235400000.0,0.658
1582246800000.0,0.449
1582256100000.0,0.6052
1582263300000.0,0.3035
1582274400000.0,0.1377
1582285200000.0,0.1733
1582292700000.0,0.5131
1582302000000.0,0.0385
1582314300000.0,0.0652
1582317900000.0,0.7346
1582328100000.0,0.672
1582343100000.0,0.9074
1582353300000.0,0.0436
1582368900000.0,0.2869
1582384800000.0,0.1925
1582398300000.0,0.72
1582422600000.0,0.4346
1582430700000.0,0.2282
1582435500000.0,0.1515
1582446000000.0,0.6585
1582454100000.0,0.068
1582459200000.0,0.4163
1582468500000.0,0.9345
1582482600000.0,0.047
1582499100000.0,0.8339
1582503300000.0,0.1502
1582508400000.0,0.8795
1582512000000.0,0.6723
1582515000000.0,0.9541
1582526100000.0,0.6696
1582531800000.0,0.0457
1582540800000.0,0.1421
1582547700000.0,0.3065
1582555200000.0,0.4794
1582559400000.0,0.7866
1582563600000.0,0.635
1582567500000.0,0.198
1582570800000.0,0.227
1582577400000.0,0.3521
1582588200000.0,0.6329
1582600200000.0,0.5777
1582610400000.0,0.7744
1582617900000.0,0.016
1582625100000.0,0.0299
1582632000000.0,0.9848
1582637100000.0,0.4634
1582640700000.0,0.4844
1582642200000.0,0.8109
1582646100000.0,0.1337
1582648200000.0,0.6324
1582650900000.0,0.1997
1582656900000.0,0.1813
1582663500000.0,0.1207
1582666200000.0,0.0824
1582675200000.0,0.4828
1582680600000.0,0.239
1582683600000.0,0.3157
1582687800000.0,0.4335
1582695000000.0,0.7709
1582701900000.0,0.8538
1582707300000.0,0.4524
1582711800000.0,0.8814
1582719000000.0,0.9605
1582720800000.0,0.3655
1582724400000.0,0.8873
1582725900000.0,0.3491
1582727400000.0,0.7251
1582730100000.0,0.5776
1582733400000.0,0.9883
1582734300000.0,0.3933
1582735800000.0,0.8935
1582737000000.0,0.4472
1582740300000.0,0.1731
1582744500000.0,0.0978
1582752000000.0,0.6895
1582759200000.0,0.1659
1582763700000.0,0.5006
1582765800000.0,0.6775
1582768500000.0,0.8455
1582774200000.0,0.1615
1582781100000.0,0.0325
1582787700000.0,0.8247
1582794900000.0,0.3364
1582801200000.0,0.7688
1582806300000.0,0.9297
1582808400000.0,0.8245
1582814100000.0,0.9559
1582819800000.0,0.3462
1582823700000.0,0.5425
1582830900000.0,0.9257
1582839600000.0,0.1679
1582843200000.0,0.8005
1582848300000.0,0.1546
1582856100000.0,0.8157
1582868700000.0,0.9542
1582876800000.0,0.3724
1582882500000.0,0.3783
1582884300000.0,0.9209
1582887600000.0,0.9569
1582892100000.0,0.6967
1582894200000.0,0.2268
1582896000000.0,0.8335
1582899900000.0,0.3264
1582904100000.0,0.3493
1582909500000.0,0.8964
1582914600000.0,0.5833
1582921200000.0,0.5955
1582929900000.0,0.9423
1582936200000.0,0.5023
1582947900000.0,0.011
1582958700000.0,0.5632
1582970400000.0,0.6918
1582977300000.0,0.6615
1582986000000.0,0.2515
1582991700000.0,0.2747
1583002200000.0,0.1312
1583018100000.0,0.5529
1583022900000.0,0.0965
1583028300000.0,0.5884
1583037000000.0,0.7078
1583047200000.0,0.9472
1583054700000.0,0.1589
1583064000000.0,0.8886
1583065500000.0,0.9714
1583067900000.0,0.1941
1583073600000.0,0.9052
1583080500000.0,0.9522
1583083500000.0,0.9739
1583089500000.0,0.5879
1583093400000.0,0.1901
1583102100000.0,0.224
1583108700000.0,0.482
1583117700000.0,0.4394
1583127000000.0,0.5412
1583133900000.0,0.981
1583142300000.0,0.7749
1583146800000.0,0.5821
1583153100000.0,0.7678
1583156400000.0,0.2727
1583159700000.0,0.0146
1583163600000.0,0.4165
1583168700000.0,0.7863
1583175000000.0,0.06
1583184000000.0,0.5051
1583190600000.0,0.3018
1583196900000.0,0.6633
1583208000000.0,0.5708
1583218800000.0,0.824
1583223900000.0,0.9935
1583230800000.0,0.2829
1583237100000.0,0.6464
1583241000000.0,0.2209
1583246400000.0,0.2467
1583248200000.0,0.2868
1583249100000.0,0.6445
1583253000000.0,0.76
1583260800000.0,0.5925
1583271600000.0,0.7755
1583283900000.0,0.9742
1583294400000.0,0.9958
1583305800000.0,0.9105
1583316000000.0,0.2878
1583322900000.0,0.4212
1583332200000.0,0.8491
1583335500000.0,0.9054
1583341500000.0,0.3664
1583355000000.0,0.4764
1583368500000.0,0.8679
1583371200000.0,0.9575
1583376900000.0,0.1333
1583382600000.0,0.4608
1583391300000.0,0.1735
1583400600000.0,0.225
1583403900000.0,0.6158
1583408700000.0,0.4008
1583414100000.0,0.0297
1583420700000.0,0.1597
1583426700000.0,0.1954
1583436900000.0,0.2674
1583441700000.0,0.9693
1583451300000.0,0.6608
1583456700000.0,0.6118
1583467500000.0,0.9753
1583475000000.0,0.8141
1583482800000.0,0.0709
1583492100000.0,0.2809
1583497500000.0,0.5395
1583504100000.0,0.7087
1583510700000.0,0.2366
1583523300000.0,0.1097
1583536800000.0,0.4579
1583547000000.0,0.2152
1583561700000.0,0.767
1583575200000.0,0.8857
1583584800000.0,0.3277
1583597100000.0,0.9614
1583599500000.0,0.9034
1583600700000.0,0.7871
1583603700000.0,0.8246
1583606400000.0,0.1972
1583616900000.0,0.5735
1583627100000.0,0.3618
1583632800000.0,0.6134
1583644800000.0,0.9821
1583658600000.0,0.6367
1583667000000.0,0.266
1583673300000.0,0.5253
1583678100000.0,0.7191
1583680500000.0,0.597
1583681700000.0,0.6139
1583682600000.0,0.397
1583684400000.0,0.7492
1583685000000.0,0.8608
1583686200000.0,0.5845
1583689200000.0,0.4706
1583694900000.0,0.3427
1583704800000.0,0.2964
1583709000000.0,0.6761
1583711400000.0,0.5376
1583712600000.0,0.1789
1583717100000.0,0.2453
1583723700000.0,0.4218
1583727300000.0,0.7747
1583728500000.0,0.4759
1583731500000.0,0.0766
1583732400000.0,0.4196
1583733600000.0,0.9316
1583736300000.0,0.5791
1583741400000.0,0.9469
1583748000000.0,0.0808
1583752500000.0,0.7543
1583755800000.0,0.7398
1583759100000.0,0.9778
1583762100000.0,0.6894
1583764200000.0,0.4384
1583766900000.0,0.7577
1583768700000.0,0.0136
1583770800000.0,0.2789
1583772600000.0,0.0901
1583776500000.0,0.4928
1583781900000.0,0.7047
1583786100000.0,0.3538
1583795400000.0,0.4289
1583802000000.0,0.3575
1583809500000.0,0.5874
1583819700000.0,0.6116
1583828100000.0,0.9537
1583836200000.0,0.2975
1583837700000.0,0.82
1583840100000.0,0.2205
1583844300000.0,0.5457
1583847900000.0,0.299
1583851800000.0,0.6825
1583854500000.0,0.083
1583855100000.0,0.6016
1583856300000.0,0.3298
1583860500000.0,0.6078
1583865300000.0,0.3126
1583870700000.0,0.3053
1583875500000.0,0.9623
1583880600000.0,0.984
1583884500000.0,0.2144
1583893800000.0,0.6265
1583905200000.0,0.6918
1583912100000.0,0.1707
1583916000000.0,0.677
1583922600000.0,0.8088
1583928300000.0,0.6301
1583934300000.0,0.881
1583940600000.0,0.5612
1583943600000.0,0.9279
1583946900000.0,0.1339
1583949600000.0,0.3719
1583951700000.0,0.9067
1583954100000.0,0.1239
1583958600000.0,0.3775
1583966100000.0,0.4686
1583968800000.0,0.7375
1583975400000.0,0.5337
1583978400000.0,0.5906
1583979900000.0,0.8067
1583982300000.0,5.4676
1583986800000.0,0.7912
1583991300000.0,0.1866
1583995200000.0,0.5698
1583997300000.0,0.1521
1583998500000.0,2.9107
1584001200000.0,0.3166
1584003900000.0,0.4205
1584008400000.0,0.1711
1584009300000.0,0.0637
1584009600000.0,0.9169
1584009900000.0,0.4102
1584010200000.0,0.2032
1584010800000.0,0.0213
1584011400000.0,0.8103
1584012600000.0,0.5186
1584013800000.0,0.8578
1584015000000.0,0.5403
1584016500000.0,0.5602
1584018300000.0,0.7778
1584020400000.0,0.8328
1584021900000.0,0.609
1584024000000.0,2.5971
1584026400000.0,0.5863
1584029700000.0,5.6997
1584033000000.0,0.2958
1584036900000.0,0.1615
1584042000000.0,0.5851
1584045300000.0,0.169
1584046800000.0,0.5029
1584049500000.0,4.5642
1584051300000.0,0.9946
1584054600000.0,0.4632
1584055500000.0,5.155
1584055800000.0,0.783
1584056400000.0,0.623
1584057000000.0,4.2698
1584057900000.0,0.6851
1584059400000.0,0.1043
1584061200000.0,0.3497
1584063600000.0,0.9058
1584064800000.0,0.5617
1584066000000.0,0.6021
1584067200000.0,0.596
1584068100000.0,0.4713
1584069600000.0,0.2798
1584070500000.0,0.062
1584071700000.0,0.6689
1584073800000.0,0.2418
1584075900000.0,0.2886
1584077400000.0,0.0259
1584079800000.0,0.9895
1584082500000.0,0.4613
1584085200000.0,0.7803
1584087000000.0,0.677
1584088800000.0,5.0224
1584092700000.0,0.0533
1584094500000.0,0.5486
1584097500000.0,0.5059
1584099600000.0,0.4046
1584102600000.0,0.736
1584105000000.0,0.79
1584106500000.0,0.9752
1584107400000.0,0.1227
1584109200000.0,0.161
1584111000000.0,0.3596
1584111900000.0,0.559
1584113400000.0,0.8471
1584114600000.0,0.8938
1584115500000.0,0.1728
1584117600000.0,0.4982
1584120000000.0,0.8405
1584123300000.0,0.0275
1584125700000.0,0.3851
1584128100000.0,0.9288
1584129300000.0,0.2612
1584131100000.0,0.2889
1584135300000.0,0.9303
1584139500000.0,0.5728
1584143100000.0,0.4723
1584146700000.0,0.4962
1584151200000.0,0.9892
1584156000000.0,0.6296
1584161100000.0,0.5762
1584167700000.0,0.1256
1584173700000.0,0.5933
1584178800000.0,0.2115
1584183000000.0,0.5179
1584187800000.0,0.9326
1584193800000.0,0.571
1584199800000.0,0.6575
