timestamp,btc_short_liquidations_usd
1579008900000.0,719548245.63
1579011600000.0,73856985.51
1579012800000.0,68766397.27
1579015500000.0,128860104.88
1579017900000.0,306410687.15
1579020300000.0,488352382.5
1579021800000.0,484164978.61
1579024200000.0,108247014.6
1579026600000.0,90096358.28
1579029000000.0,87814300.62
1579035900000.0,638980929.08
1579044300000.0,95408841.61
1579046700000.0,587378949.52
1579048800000.0,89144313.03
1579052100000.0,91337399.07
1579058700000.0,94573468.86
1579062300000.0,90932975.38
1579065300000.0,350336594.08
1579071600000.0,88245642.3
1579079100000.0,405082221.53
1579083600000.0,164205490.43
1579088400000.0,89905104.45
1579093200000.0,757987569.33
1579096800000.0,88433192.53
1579098000000.0,115242583.78
1579100700000.0,88358521.03
1579103400000.0,57964082.86
1579105200000.0,90649755.61
1579110300000.0,88101678.37
1579116300000.0,295021250.01
1579122300000.0,70779003.46
1579129800000.0,92831548.46
1579134300000.0,100312538.45
1579137900000.0,8670773.76
1579141800000.0,87473218.17
1579147500000.0,356233828.61
1579155600000.0,45596658.48
1579163100000.0,87342061.19
1579169400000.0,390532242.6
1579175100000.0,199805518.81
1579178700000.0,88609776.8
1579182900000.0,18625132.34
1579189200000.0,89953729.74
1579194300000.0,202251596.94
1579202100000.0,88596881.6
1579209900000.0,102287322.46
1579221300000.0,384195266.46
1579229700000.0,180805528.83
1579233900000.0,326483979.28
1579240200000.0,559734721.19
1579242000000.0,97959929.1
1579244700000.0,504172835.79
1579248900000.0,95070243.53
1579253400000.0,109117099.24
1579256700000.0,94673642.07
1579261800000.0,94156354.57
1579264200000.0,88370083.61
1579270200000.0,15425979.7
1579275300000.0,303011251.4
1579280100000.0,24566586.63
1579286400000.0,96199019.08
1579290900000.0,233157346.94
1579298700000.0,122985224.04
1579307100000.0,89268674.18
1579313700000.0,93646493.94
1579323000000.0,17627809.5
1579331100000.0,156773834.79
1579340100000.0,12072903.37
1579350600000.0,226827143.95
1579358700000.0,90964927.82
1579364400000.0,92156698.05
1579371000000.0,168053277.56
1579385400000.0,90834962.62
1579393500000.0,769896142.71
1579395900000.0,455644590.61
1579397700000.0,84277086.28
1579400700000.0,97373915.09
1579407000000.0,93002562.06
1579416600000.0,12364330.5
1579422900000.0,94556810.42
1579431300000.0,164129057.8
1579431900000.0,98235332.81
1579432800000.0,62524772.14
1579434900000.0,93404560.45
1579437300000.0,107303197.15
1579441800000.0,95873527.56
1579449900000.0,86527325.79
1579459500000.0,471650354.14
1579469400000.0,121651099.22
1579472400000.0,332993248.02
1579476000000.0,106727455.28
1579481100000.0,86871269.2
1579488900000.0,83708606.16
1579501200000.0,88170951.13
1579512000000.0,99171392.15
1579523100000.0,91525648.78
1579527000000.0,488973386.26
1579531500000.0,86791844.51
1579537800000.0,87674396.62
1579552800000.0,87134186.78
1579561200000.0,91796660.53
1579566300000.0,155849326.99
1579583400000.0,90117600.12
1579597200000.0,87276537.76
1579610700000.0,88598838.41
1579627500000.0,92534556.11
1579635900000.0,512231865.75
1579637400000.0,247954242.95
1579639500000.0,133523024.97
1579642800000.0,81636713.43
1579653300000.0,18322966.96
1579675500000.0,88647603.52
1579679100000.0,88147339.67
1579683900000.0,91676219.78
1579692300000.0,87610592.56
1579703400000.0,188957199.37
1579712100000.0,87983448.61
1579721100000.0,87832578.17
1579741800000.0,87341332.86
1579748700000.0,86441967.96
1579758000000.0,241469041.8
1579764600000.0,88353106.66
1579770000000.0,91250214.62
1579773300000.0,86474631.12
1579778400000.0,130237947.48
1579781700000.0,88259463.81
1579786200000.0,86642191.76
1579790100000.0,87607577.9
1579797900000.0,84573658.18
1579804200000.0,425921909.14
1579814700000.0,86979430.23
1579824000000.0,91238569.88
1579834800000.0,106421652.18
1579845300000.0,89277806.13
1579858200000.0,85100746.33
1579863300000.0,664672057.35
1579866000000.0,200839361.63
1579869300000.0,172164444.76
1579875600000.0,211624352.51
1579879800000.0,86602053.08
1579885800000.0,175774837.62
1579896000000.0,85888813.38
1579903800000.0,93162954.68
1579912500000.0,85955181.07
1579917300000.0,181829492.25
1579926900000.0,32367612.3
1579939200000.0,68228057.31
1579950000000.0,62261357.39
1579962300000.0,19080679.52
1579980600000.0,327228807.97
1579991400000.0,85016320.47
1579999500000.0,356183770.84
1580016900000.0,69790057.19
1580026800000.0,26827426.85
1580031000000.0,270442693.08
1580039700000.0,67280171.44
1580051400000.0,681531910.38
1580058600000.0,19297386.61
1580064600000.0,92770613.48
1580071200000.0,89878891.68
1580082900000.0,354228920.08
1580085600000.0,88219136.06
1580094900000.0,87655273.42
1580107200000.0,95750745.84
1580115900000.0,372472754.25
1580125800000.0,238359291.26
1580127000000.0,167190858.13
1580132100000.0,83467948.66
1580137800000.0,72030271.54
1580142300000.0,60216356.32
1580151300000.0,844836019.69
1580153100000.0,94885678.31
1580155200000.0,128444906.54
1580159700000.0,89762052.91
1580166600000.0,800195154.64
1580172000000.0,339697495.94
1580173800000.0,49662515.53
1580177700000.0,91697253.0
1580185800000.0,92925572.44
1580189400000.0,250089509.01
1580194200000.0,92451370.57
1580200500000.0,91755704.13
1580205900000.0,611489608.14
1580210700000.0,95557730.91
1580214900000.0,758270957.47
1580220900000.0,114289435.76
1580222700000.0,98725110.35
1580223900000.0,94934847.87
1580227500000.0,91243551.64
1580232000000.0,379911716.21
1580235600000.0,299974050.84
1580242500000.0,46689937.28
1580248500000.0,344791936.71
1580253600000.0,1737942650.97
1580254800000.0,136072371.87
1580256000000.0,96358268.67
1580258100000.0,96837901.21
1580261100000.0,8843031.53
1580266500000.0,97068568.09
1580274300000.0,78702734.61
1580282700000.0,94026642.51
1580291700000.0,161407605.07
1580294100000.0,114207765.36
1580296200000.0,27954951.57
1580299200000.0,97215348.09
1580304600000.0,4127219.02
1580312700000.0,384724489.77
1580319000000.0,120653678.46
1580327100000.0,113081514.77
1580333100000.0,96155034.06
1580342100000.0,97407346.92
1580345700000.0,293044306.56
1580357700000.0,162664882.95
1580369400000.0,99965556.5
1580375400000.0,94752467.05
1580384400000.0,193588334.39
1580391900000.0,98626673.94
1580395500000.0,480635609.94
1580401500000.0,156420874.66
1580402100000.0,590219269.2
1580403900000.0,400131073.77
1580405100000.0,98484033.28
1580406300000.0,239711633.59
1580410200000.0,120871362.02
1580415600000.0,180727648.94
1580418600000.0,114583642.71
1580427600000.0,99238346.85
1580433300000.0,95633382.78
1580438400000.0,97767810.88
1580446500000.0,98284424.61
1580450700000.0,37131507.05
1580458200000.0,171854909.81
1580467200000.0,95177557.99
1580470500000.0,94240235.54
1580475300000.0,96557745.55
1580479200000.0,348937022.11
1580486400000.0,95560248.09
1580491800000.0,117998653.58
1580502000000.0,440392824.75
1580511000000.0,93852272.7
1580517600000.0,393676565.89
1580523600000.0,94559752.45
1580530800000.0,11149126.21
1580541600000.0,95474479.38
1580548800000.0,95198541.21
1580557200000.0,50456073.34
1580563500000.0,43156729.83
1580571600000.0,259332945.8
1580578200000.0,94519473.51
1580592300000.0,95142286.98
1580604300000.0,103547684.24
1580610900000.0,106082132.76
1580616600000.0,474334355.98
1580619600000.0,266177646.07
1580625900000.0,15764760.81
1580633400000.0,251189111.98
1580638800000.0,105302292.3
1580645100000.0,96238263.02
1580649600000.0,102487587.37
1580654700000.0,96664388.06
1580661000000.0,78052136.05
1580672100000.0,94083852.48
1580682900000.0,95297891.67
1580687400000.0,324046841.17
1580691900000.0,983421650.19
1580694000000.0,155423818.35
1580695500000.0,94254270.63
1580699100000.0,101079994.35
1580706300000.0,95759646.14
1580717400000.0,95366160.36
1580725500000.0,121892227.39
1580731200000.0,97492981.33
1580740500000.0,94830410.87
1580745300000.0,7488541.3
1580748600000.0,93271790.41
1580754000000.0,213540513.51
1580763300000.0,93721153.29
1580775300000.0,94678571.55
1580781600000.0,99602965.62
1580792100000.0,96794019.78
1580798700000.0,100589968.36
1580806500000.0,95944711.79
1580809800000.0,37465229.73
1580814600000.0,292562783.45
1580816400000.0,100643359.44
1580820000000.0,40204838.41
1580823600000.0,431862444.71
1580829300000.0,95911703.87
1580836200000.0,93265764.88
1580847900000.0,240313698.24
1580862900000.0,94367138.54
1580872500000.0,302003702.79
1580882400000.0,93842244.22
1580889900000.0,510008930.43
1580898600000.0,279981245.79
1580900700000.0,318354499.92
1580904300000.0,214302737.66
1580905200000.0,96624969.9
1580910000000.0,38144301.71
1580913900000.0,343866300.49
1580918700000.0,111464850.59
1580920500000.0,113773223.25
1580924700000.0,860053713.26
1580926800000.0,107319687.64
1580927400000.0,92244287.45
1580929800000.0,68182004.09
1580933400000.0,50361059.79
1580939700000.0,101996954.21
1580944800000.0,96709566.99
1580948400000.0,123814811.1
1580952300000.0,97389711.09
1580959500000.0,361876781.69
1580967000000.0,91148404.33
1580974200000.0,97081518.3
1580978400000.0,138174086.92
1580986200000.0,366236902.15
1580991300000.0,432580129.67
1580993700000.0,18363979.22
1580995800000.0,108418515.61
1580997000000.0,231778672.75
1580998800000.0,379658529.43
1581001200000.0,102266027.6
1581004200000.0,102745349.15
1581008700000.0,98962282.82
1581013500000.0,268612480.49
1581021300000.0,98512355.96
1581029400000.0,588467779.13
1581034200000.0,99109483.34
1581040200000.0,102823476.05
1581045900000.0,112208715.37
1581054000000.0,193985802.5
1581062700000.0,87236874.08
1581070800000.0,139596822.51
1581076200000.0,120123998.89
1581079500000.0,348332449.16
1581086100000.0,81869768.56
1581092100000.0,100272339.59
1581103800000.0,157183019.06
1581115500000.0,99979118.61
1581126900000.0,99253693.86
1581132000000.0,251313295.84
1581139200000.0,173875548.83
1581150000000.0,248706451.72
1581156300000.0,98989983.89
1581161100000.0,125051744.15
1581169500000.0,163132268.9
1581173100000.0,11405373.72
1581179100000.0,121456912.26
1581185100000.0,51618600.9
1581196500000.0,17326652.38
1581199800000.0,308976422.07
1581208800000.0,290058399.41
1581216900000.0,26227463.9
1581219000000.0,650587263.34
1581221700000.0,105264461.26
1581227400000.0,267850189.99
1581234600000.0,104216780.11
1581239700000.0,59413543.0
1581245400000.0,85461991.98
1581252000000.0,106562765.36
1581260100000.0,6962105.06
1581263100000.0,35686891.43
1581269100000.0,101062219.34
1581280200000.0,334323950.47
1581290700000.0,246868701.01
1581295500000.0,113577687.71
1581300900000.0,104818315.68
1581306600000.0,102174002.56
1581312900000.0,143583793.36
1581314400000.0,415506752.92
1581315300000.0,297768890.75
1581317400000.0,34249188.0
1581321900000.0,100091801.6
1581325200000.0,118732106.22
1581327300000.0,57386576.26
1581332400000.0,100193477.98
1581336900000.0,169820467.56
1581343800000.0,402422989.9
1581348900000.0,102488364.08
1581354000000.0,53635659.62
1581363900000.0,68262824.3
1581376500000.0,101391469.24
1581381300000.0,102708170.65
1581384900000.0,98342831.51
1581392700000.0,63412947.65
1581400200000.0,46387429.68
1581410400000.0,103471699.77
1581417600000.0,414764147.16
1581424200000.0,56214899.19
1581429600000.0,668692277.27
1581434700000.0,486986681.37
1581435600000.0,534914076.96
1581436200000.0,1561975625.08
1581437100000.0,136329808.76
1581438000000.0,96687326.64
1581441300000.0,111764366.32
1581445500000.0,103652263.43
1581450900000.0,104583449.11
1581459900000.0,256290978.91
1581466200000.0,90918879.1
1581469800000.0,103218837.65
1581476700000.0,168142385.81
1581486000000.0,198286937.97
1581490800000.0,254651954.05
1581493800000.0,103651774.46
1581496200000.0,108446196.43
1581499200000.0,381358159.69
1581505800000.0,104155382.87
1581511500000.0,131527375.15
1581516900000.0,8258173.52
1581520500000.0,122008903.96
1581525600000.0,48950689.22
1581534300000.0,343319287.14
1581542100000.0,104437490.6
1581550500000.0,276233516.89
1581559200000.0,110262752.48
1581564900000.0,263435376.09
1581573300000.0,136393227.54
1581578400000.0,128042735.91
1581581400000.0,120147578.1
1581582000000.0,107990122.63
1581584700000.0,104935203.75
1581586500000.0,118283548.38
1581590100000.0,117829184.24
1581594600000.0,544419569.94
1581599100000.0,1123082956.68
1581601200000.0,154447115.94
1581602400000.0,687064093.41
1581603000000.0,826876.52
1581605100000.0,106465126.85
1581609600000.0,105223458.67
1581613200000.0,349732383.31
1581618000000.0,104772793.28
1581627600000.0,103091722.84
1581639300000.0,167403449.03
1581646500000.0,104962652.68
1581654600000.0,102138738.28
1581661500000.0,107894484.19
1581668100000.0,361277623.0
1581675300000.0,98337567.97
1581678000000.0,64779875.91
1581684300000.0,300169725.0
1581690900000.0,106662219.54
1581694800000.0,8997831.99
1581702300000.0,541295486.94
1581707100000.0,105368041.77
1581715500000.0,104057816.3
1581725700000.0,103832420.4
1581732600000.0,71147903.1
1581741600000.0,106477835.37
1581751500000.0,146255823.97
1581761100000.0,103190380.92
1581772200000.0,117252175.12
1581781800000.0,179785853.87
1581782100000.0,868747826.95
1581782700000.0,113924780.97
1581784200000.0,101006500.78
1581785100000.0,99848107.57
1581788400000.0,26253946.54
1581790800000.0,102372790.1
1581798900000.0,153210422.4
1581813600000.0,634886266.08
1581822000000.0,102155474.9
1581831600000.0,214447759.82
1581843000000.0,100661273.98
1581852300000.0,111881728.36
1581860100000.0,115398265.88
1581867000000.0,116961501.29
1581870000000.0,144760127.32
1581872100000.0,304564937.97
1581874800000.0,97976182.19
1581882000000.0,222204665.6
1581891900000.0,805804302.28
1581896400000.0,99679276.82
1581900300000.0,101325204.17
1581907500000.0,102931514.64
1581913500000.0,47229532.41
1581918600000.0,99335353.71
1581927300000.0,18997517.85
1581934500000.0,103717516.12
1581938100000.0,99395932.31
1581939600000.0,63350323.51
1581942000000.0,102706115.88
1581946800000.0,101023864.34
1581949200000.0,578282344.73
1581951300000.0,98867607.18
1581954000000.0,358564636.37
1581957000000.0,100653934.62
1581960600000.0,140743710.78
1581967800000.0,84703127.52
1581976200000.0,50672083.76
1581986100000.0,252425693.68
1581996300000.0,390050283.34
1582005600000.0,97632744.64
1582016100000.0,105407659.28
1582021200000.0,27480155.33
1582028400000.0,97507019.01
1582033500000.0,674681674.07
1582039200000.0,419980141.51
1582041300000.0,437153992.11
1582045200000.0,553899436.85
1582049100000.0,102699446.24
1582052400000.0,456937035.66
1582057800000.0,766442441.53
1582060200000.0,101893805.03
1582062600000.0,621444150.2
1582067100000.0,103492445.53
1582072500000.0,138153679.78
1582080900000.0,103425422.02
1582090200000.0,103340941.33
1582098900000.0,478650945.18
1582104300000.0,331739475.42
1582113600000.0,101653732.54
1582116900000.0,322014236.46
1582131000000.0,177954727.49
1582134300000.0,104349210.32
1582141200000.0,108444830.88
1582146000000.0,131280281.52
1582148400000.0,199219471.93
1582149000000.0,671653216.93
1582149300000.0,244570421.53
1582150200000.0,260414306.87
1582152000000.0,98059989.77
1582156800000.0,101960999.44
1582164300000.0,93509322.99
1582170000000.0,107616727.89
1582182000000.0,97563592.91
1582191000000.0,95563213.4
1582198500000.0,98305407.42
1582205700000.0,172189592.0
1582212600000.0,113135093.78
1582216800000.0,1083224659.38
1582217700000.0,105803692.24
1582219800000.0,264447483.0
1582224000000.0,200060948.03
1582235400000.0,26320911.41
1582246800000.0,471845246.5
1582256100000.0,98486858.28
1582263300000.0,98607150.93
1582274400000.0,454509542.35
1582285200000.0,133875740.81
1582292700000.0,98257098.13
1582302000000.0,98757240.29
1582314300000.0,41591528.89
1582317900000.0,73842970.71
1582328100000.0,97919693.5
1582343100000.0,98078192.87
1582353300000.0,138636496.84
1582368900000.0,1704613.33
1582384800000.0,178245878.42
1582398300000.0,13453710.03
1582422600000.0,1630490300.47
1582430700000.0,99968957.54
1582435500000.0,33459718.5
1582446000000.0,282764448.19
1582454100000.0,105509092.23
1582459200000.0,260892324.06
1582468500000.0,99710366.44
1582482600000.0,269870607.82
1582499100000.0,122461989.71
1582503300000.0,100516383.27
1582508400000.0,146365486.25
1582512000000.0,108572899.71
1582515000000.0,18443165.13
1582526100000.0,100142732.28
1582531800000.0,97998974.17
1582540800000.0,349243286.8
1582547700000.0,100559842.4
1582555200000.0,106512652.47
1582559400000.0,97031629.07
1582563600000.0,120806509.77
1582567500000.0,397022868.28
1582570800000.0,69505987.75
1582577400000.0,287765679.04
1582588200000.0,97683965.56
1582600200000.0,97390645.65
1582610400000.0,99320772.59
1582617900000.0,278893272.66
1582625100000.0,285037122.5
1582632000000.0,100966502.53
1582637100000.0,115662820.42
1582640700000.0,100903388.37
1582642200000.0,94704633.62
1582646100000.0,98142231.0
1582648200000.0,101479065.96
1582650900000.0,283479452.56
1582656900000.0,103625602.42
1582663500000.0,322846651.82
1582666200000.0,99663929.53
1582675200000.0,100074361.01
1582680600000.0,100083081.94
1582683600000.0,79040756.17
1582687800000.0,46582133.46
1582695000000.0,76710301.45
1582701900000.0,216400515.76
1582707300000.0,92729677.2
1582711800000.0,153519961.2
1582719000000.0,589083342.23
1582720800000.0,92463209.13
1582724400000.0,107421339.89
1582725900000.0,107736383.74
1582727400000.0,96459487.92
1582730100000.0,106979030.53
1582733400000.0,91131220.46
1582734300000.0,166613268.18
1582735800000.0,432991485.96
1582737000000.0,34842180.38
1582740300000.0,221030053.57
1582744500000.0,89710380.04
1582752000000.0,89602301.42
1582759200000.0,88547182.81
1582763700000.0,89800070.32
1582765800000.0,812647320.35
1582768500000.0,88205975.54
1582774200000.0,203052132.51
1582781100000.0,412171049.87
1582787700000.0,44673514.48
1582794900000.0,40275188.81
1582801200000.0,449049585.04
1582806300000.0,91546037.22
1582808400000.0,242146607.83
1582814100000.0,250733154.18
1582819800000.0,180723787.47
1582823700000.0,95055617.31
1582830900000.0,102290437.84
1582839600000.0,198329374.85
1582843200000.0,89152466.26
1582848300000.0,400460158.55
1582856100000.0,89369469.22
1582868700000.0,92136691.56
1582876800000.0,88852781.73
1582882500000.0,100586764.89
1582884300000.0,87945857.74
1582887600000.0,114477663.46
1582892100000.0,91687545.91
1582894200000.0,669821012.72
1582896000000.0,97374023.33
1582899900000.0,495250338.82
1582904100000.0,87345984.53
1582909500000.0,87615365.68
1582914600000.0,816730542.74
1582921200000.0,318162233.2
1582929900000.0,89038618.19
1582936200000.0,88592734.89
1582947900000.0,131428012.73
1582958700000.0,90141543.86
1582970400000.0,68527560.28
1582977300000.0,86247199.56
1582986000000.0,359786615.39
1582991700000.0,26926642.75
1583002200000.0,87259381.61
1583018100000.0,86577920.64
1583022900000.0,307248575.72
1583028300000.0,88012859.53
1583037000000.0,85597045.88
1583047200000.0,105716085.48
1583054700000.0,413465263.47
1583064000000.0,170346695.49
1583065500000.0,87214605.67
1583067900000.0,134479974.37
1583073600000.0,120495089.18
1583080500000.0,73723207.92
1583083500000.0,96546195.04
1583089500000.0,515947168.94
1583093400000.0,85632700.08
1583102100000.0,53290773.35
1583108700000.0,495299225.09
1583117700000.0,87985179.81
1583127000000.0,91025954.98
1583133900000.0,490223233.3
1583142300000.0,107165325.89
1583146800000.0,56017837.03
1583153100000.0,559212266.76
1583156400000.0,12781430.74
1583159700000.0,92891229.39
1583163600000.0,443511620.87
1583168700000.0,90653140.39
1583175000000.0,337209464.28
1583184000000.0,91367264.23
1583190600000.0,88900576.53
1583196900000.0,71382417.82
1583208000000.0,94480757.11
1583218800000.0,88144095.51
1583223900000.0,338637999.45
1583230800000.0,215950582.23
1583237100000.0,95948205.84
1583241000000.0,104130539.29
1583246400000.0,679440752.85
1583248200000.0,101387966.41
1583249100000.0,94908638.87
1583253000000.0,96510682.7
1583260800000.0,165044326.05
1583271600000.0,285659710.57
1583283900000.0,89262527.34
1583294400000.0,32314698.58
1583305800000.0,88499530.43
1583316000000.0,89841390.36
1583322900000.0,198412667.1
1583332200000.0,87824339.45
1583335500000.0,88650397.97
1583341500000.0,90176242.63
1583355000000.0,548844825.09
1583368500000.0,294398175.88
1583371200000.0,326479380.85
1583376900000.0,89588382.84
1583382600000.0,98693319.75
1583391300000.0,911415346.03
1583400600000.0,193058347.53
1583403900000.0,43122539.58
1583408700000.0,91493209.65
1583414100000.0,93324993.19
1583420700000.0,198085592.56
1583426700000.0,140629945.93
1583436900000.0,91064451.98
1583441700000.0,91539486.1
1583451300000.0,99472688.08
1583456700000.0,142748285.91
1583467500000.0,308343606.99
1583475000000.0,98465560.35
1583482800000.0,286266518.82
1583492100000.0,98895066.46
1583497500000.0,95024853.88
1583504100000.0,96860726.75
1583510700000.0,320290096.1
1583523300000.0,146255054.78
1583536800000.0,91523497.45
1583547000000.0,92112246.86
1583561700000.0,135000854.08
1583575200000.0,93233754.27
1583584800000.0,92604801.2
1583597100000.0,125315160.1
1583599500000.0,119918689.37
1583600700000.0,95089633.61
1583603700000.0,95774078.48
1583606400000.0,53084030.86
1583616900000.0,109458269.43
1583627100000.0,91031558.65
1583632800000.0,87982263.34
1583644800000.0,77919646.33
1583658600000.0,87610446.61
1583667000000.0,92808630.7
1583673300000.0,86499768.33
1583678100000.0,103276041.95
1583680500000.0,118393467.14
1583681700000.0,149949578.06
1583682600000.0,138160305.02
1583684400000.0,85172109.75
1583685000000.0,352483040.07
1583686200000.0,287045608.64
1583689200000.0,84303640.03
1583694900000.0,84894579.77
1583704800000.0,81973858.01
1583709000000.0,106428262.2
1583711400000.0,692785068.03
1583712600000.0,81284170.28
1583717100000.0,81062470.25
1583723700000.0,114146946.32
1583727300000.0,84898025.08
1583728500000.0,87463349.73
1583731500000.0,318497354.97
1583732400000.0,586159408.33
1583733600000.0,83668325.32
1583736300000.0,304775615.26
1583741400000.0,79292523.56
1583748000000.0,80237082.48
1583752500000.0,538478730.93
1583755800000.0,83006768.61
1583759100000.0,102184256.35
1583762100000.0,77950439.83
1583764200000.0,100800597.75
1583766900000.0,90315404.21
1583768700000.0,736466358.18
1583770800000.0,113784874.26
1583772600000.0,80705509.8
1583776500000.0,371831814.81
1583781900000.0,413135904.09
1583786100000.0,81437508.53
1583795400000.0,355730870.75
1583802000000.0,82032560.8
1583809500000.0,347090962.36
1583819700000.0,81824983.04
1583828100000.0,179205127.27
1583836200000.0,521759561.18
1583837700000.0,223272600.04
1583840100000.0,259645700.51
1583844300000.0,94147266.32
1583847900000.0,173958974.24
1583851800000.0,106841338.53
1583854500000.0,85180177.71
1583855100000.0,83262078.42
1583856300000.0,594744158.67
1583860500000.0,86268866.43
1583865300000.0,365736974.08
1583870700000.0,464261191.71
1583875500000.0,86631878.1
1583880600000.0,83463590.58
1583884500000.0,124819312.4
1583893800000.0,81069478.74
1583905200000.0,79851437.82
1583912100000.0,81143789.27
1583916000000.0,84264686.81
1583922600000.0,238370760.18
1583928300000.0,211913736.33
1583934300000.0,80702612.35
1583940600000.0,85077602.54
1583943600000.0,77965144.19
1583946900000.0,77828885.23
1583949600000.0,394621414.89
1583951700000.0,174124301.71
1583954100000.0,289455029.97
1583958600000.0,644011396.79
1583966100000.0,81300313.86
1583968800000.0,88780358.33
1583975400000.0,84356096.36
1583978400000.0,89436349.17
1583979900000.0,142450020.61
1583982300000.0,77533957.41
1583986800000.0,248564249.66
1583991300000.0,97981029.19
1583995200000.0,102879849.3
1583997300000.0,219880262.68
