timestamp,btc_exchange_reserve
1579298700000.0,2400275.26
1579307100000.0,2397792.01
1579313700000.0,2400834.68
1579323000000.0,2399982.14
1579331100000.0,2399325.13
1579340100000.0,2399400.05
1579350600000.0,2398941.94
1579358700000.0,2399062.25
1579364400000.0,2398914.87
1579371000000.0,2399564.46
1579385400000.0,2399841.12
1579393500000.0,2400107.22
1579395900000.0,2400500.71
1579397700000.0,2397940.26
1579400700000.0,2400944.64
1579407000000.0,2400753.91
1579416600000.0,2400300.19
1579422900000.0,2399972.42
1579431300000.0,2398288.41
1579431900000.0,2398957.95
1579432800000.0,2400057.36
1579434900000.0,2400911.57
1579437300000.0,2399607.78
1579441800000.0,2398451.89
1579449900000.0,2400829.82
1579459500000.0,2398630.19
1579469400000.0,2400220.93
1579472400000.0,2400118.14
1579476000000.0,2402256.69
1579481100000.0,2400622.32
1579488900000.0,2399432.09
1579501200000.0,2399193.55
1579512000000.0,2401447.19
1579523100000.0,2400914.41
1579527000000.0,2399724.05
1579531500000.0,2399391.67
1579537800000.0,2398214.47
1579552800000.0,2400266.54
1579561200000.0,2401073.03
1579566300000.0,2401144.82
1579583400000.0,2399317.35
1579597200000.0,2399332.64
1579610700000.0,2400407.13
1579627500000.0,2401943.96
1579635900000.0,2400777.12
1579637400000.0,2399702.98
1579639500000.0,2399763.37
1579642800000.0,2398482.73
1579653300000.0,2399093.65
1579675500000.0,2398913.76
1579679100000.0,2400197.08
1579683900000.0,2401265.37
1579692300000.0,2400555.02
1579703400000.0,2400160.17
1579712100000.0,2399833.53
1579721100000.0,2399454.17
1579741800000.0,2398465.56
1579748700000.0,2399575.63
1579758000000.0,2398210.2
1579764600000.0,2400918.84
1579770000000.0,2399634.59
1579773300000.0,2400269.36
1579778400000.0,2399312.73
1579781700000.0,2400473.53
1579786200000.0,2400301.38
1579790100000.0,2399789.28
1579797900000.0,2398772.25
1579804200000.0,2400638.37
1579814700000.0,2401013.91
1579824000000.0,2399614.86
1579834800000.0,2398782.57
1579845300000.0,2399401.98
1579858200000.0,2400573.15
1579863300000.0,2400463.22
1579866000000.0,2399122.71
1579869300000.0,2399764.73
1579875600000.0,2399874.19
1579879800000.0,2400269.3
1579885800000.0,2401057.15
1579896000000.0,2399175.52
1579903800000.0,2399307.21
1579912500000.0,2398689.97
1579917300000.0,2398678.48
1579926900000.0,2399620.02
1579939200000.0,2399432.77
1579950000000.0,2402378.27
1579962300000.0,2400436.34
1579980600000.0,2402562.4
1579991400000.0,2400136.25
1579999500000.0,2399330.57
1580016900000.0,2399300.69
1580026800000.0,2400138.09
1580031000000.0,2398575.3
1580039700000.0,2402504.33
1580051400000.0,2400832.36
1580058600000.0,2400104.03
1580064600000.0,2396708.05
1580071200000.0,2400932.2
1580082900000.0,2399717.94
1580085600000.0,2400244.17
1580094900000.0,2399691.36
1580107200000.0,2400382.36
1580115900000.0,2398689.47
1580125800000.0,2398807.7
1580127000000.0,2401144.8
1580132100000.0,2400969.85
1580137800000.0,2401247.09
1580142300000.0,2399092.43
1580151300000.0,2400862.9
1580153100000.0,2398677.22
1580155200000.0,2399377.78
1580159700000.0,2399214.88
1580166600000.0,2400439.23
1580172000000.0,2398411.14
1580173800000.0,2399414.95
1580177700000.0,2398201.3
1580185800000.0,2400315.45
1580189400000.0,2399008.56
1580194200000.0,2400882.13
1580200500000.0,2399615.58
1580205900000.0,2399944.27
1580210700000.0,2399323.08
1580214900000.0,2398427.61
1580220900000.0,2398263.89
1580222700000.0,2398829.41
1580223900000.0,2400195.2
1580227500000.0,2398980.56
1580232000000.0,2398550.61
1580235600000.0,2399286.69
1580242500000.0,2399074.12
1580248500000.0,2401902.41
1580253600000.0,2400306.54
1580254800000.0,2399463.03
1580256000000.0,2399910.94
1580258100000.0,2401904.25
1580261100000.0,2400368.05
1580266500000.0,2400037.6
1580274300000.0,2398501.78
1580282700000.0,2400688.7
1580291700000.0,2399903.45
1580294100000.0,2398364.33
1580296200000.0,2400072.86
1580299200000.0,2401551.28
1580304600000.0,2399278.52
1580312700000.0,2398759.84
1580319000000.0,2399275.85
1580327100000.0,2399331.85
1580333100000.0,2399658.2
1580342100000.0,2401146.5
1580345700000.0,2401375.28
1580357700000.0,2399694.37
1580369400000.0,2399776.09
1580375400000.0,2399058.77
1580384400000.0,2397247.24
1580391900000.0,2400047.75
1580395500000.0,2400243.77
1580401500000.0,2398932.92
1580402100000.0,2400197.32
1580403900000.0,2398542.31
1580405100000.0,2400541.58
1580406300000.0,2399028.85
1580410200000.0,2399983.74
1580415600000.0,2400559.24
1580418600000.0,2399529.15
1580427600000.0,2399950.75
1580433300000.0,2399996.19
1580438400000.0,2398858.35
1580446500000.0,2400043.78
1580450700000.0,2399459.83
1580458200000.0,2400458.16
1580467200000.0,2400442.66
1580470500000.0,2399614.52
1580475300000.0,2399187.99
1580479200000.0,2398838.13
1580486400000.0,2399807.59
1580491800000.0,2400414.5
1580502000000.0,2398486.81
1580511000000.0,2401723.73
1580517600000.0,2399734.17
1580523600000.0,2399834.79
1580530800000.0,2399321.17
1580541600000.0,2398065.44
1580548800000.0,2399478.62
1580557200000.0,2401130.9
1580563500000.0,2400736.5
1580571600000.0,2399277.79
1580578200000.0,2400909.93
1580592300000.0,2400697.82
1580604300000.0,2399838.14
1580610900000.0,2400130.88
1580616600000.0,2399018.09
1580619600000.0,2399756.97
1580625900000.0,2399622.84
1580633400000.0,2399525.38
1580638800000.0,2400769.43
1580645100000.0,2399220.63
1580649600000.0,2399049.8
1580654700000.0,2399480.48
1580661000000.0,2399639.48
1580672100000.0,2399651.37
1580682900000.0,2400146.19
1580687400000.0,2398377.68
1580691900000.0,2399344.67
1580694000000.0,2399451.54
1580695500000.0,2398955.92
1580699100000.0,2399818.23
1580706300000.0,2400991.14
1580717400000.0,2399519.97
1580725500000.0,2399592.9
1580731200000.0,2399447.96
1580740500000.0,2401375.3
1580745300000.0,2398349.36
1580748600000.0,2399561.46
1580754000000.0,2399460.98
1580763300000.0,2401752.81
1580775300000.0,2400919.13
1580781600000.0,2399910.28
1580792100000.0,2401253.56
1580798700000.0,2400391.47
1580806500000.0,2400719.3
1580809800000.0,2398550.89
1580814600000.0,2401203.77
1580816400000.0,2399443.87
1580820000000.0,2398863.35
1580823600000.0,2399869.51
1580829300000.0,2400688.08
1580836200000.0,2399265.06
1580847900000.0,2397732.94
1580862900000.0,2399450.71
1580872500000.0,2398746.05
1580882400000.0,2398622.51
1580889900000.0,2399265.21
1580898600000.0,2398836.32
1580900700000.0,2399593.11
1580904300000.0,2400666.41
1580905200000.0,2398335.18
1580910000000.0,2399130.26
1580913900000.0,2398289.86
1580918700000.0,2397262.89
1580920500000.0,2400618.43
1580924700000.0,2401230.0
1580926800000.0,2400849.22
1580927400000.0,2400148.63
1580929800000.0,2400052.01
1580933400000.0,2400295.94
1580939700000.0,2399125.2
1580944800000.0,2398876.03
1580948400000.0,2400696.97
1580952300000.0,2400572.03
1580959500000.0,2398712.34
1580967000000.0,2399465.89
1580974200000.0,2399123.31
1580978400000.0,2402169.94
1580986200000.0,2399283.66
1580991300000.0,2401621.98
1580993700000.0,2400099.5
1580995800000.0,2400144.99
1580997000000.0,2401045.45
1580998800000.0,2399188.4
1581001200000.0,2398617.32
1581004200000.0,2402146.3
1581008700000.0,2399952.45
1581013500000.0,2400250.04
1581021300000.0,2398182.13
1581029400000.0,2396718.2
1581034200000.0,2397256.21
1581040200000.0,2397714.97
1581045900000.0,2398951.95
1581054000000.0,2401466.29
1581062700000.0,2399902.7
1581070800000.0,2400041.67
1581076200000.0,2401039.21
1581079500000.0,2399598.56
1581086100000.0,2400330.1
1581092100000.0,2399072.74
1581103800000.0,2400082.54
1581115500000.0,2400388.78
1581126900000.0,2398834.61
1581132000000.0,2399041.81
1581139200000.0,2400520.64
1581150000000.0,2400468.71
1581156300000.0,2400169.45
1581161100000.0,2399369.33
1581169500000.0,2398129.24
1581173100000.0,2400566.69
1581179100000.0,2399216.7
1581185100000.0,2401349.21
1581196500000.0,2400096.86
1581199800000.0,2400321.59
1581208800000.0,2399724.83
1581216900000.0,2400165.31
1581219000000.0,2399568.8
1581221700000.0,2399729.49
1581227400000.0,2399177.1
1581234600000.0,2399278.98
1581239700000.0,2399855.72
1581245400000.0,2400269.42
1581252000000.0,2399271.79
1581260100000.0,2399466.26
1581263100000.0,2400676.73
1581269100000.0,2399713.05
1581280200000.0,2400634.55
1581290700000.0,2401305.19
1581295500000.0,2399208.48
1581300900000.0,2401163.9
1581306600000.0,2400593.23
1581312900000.0,2399853.01
1581314400000.0,2399527.35
1581315300000.0,2398711.2
1581317400000.0,2399950.4
1581321900000.0,2400361.02
1581325200000.0,2398166.66
1581327300000.0,2398983.52
1581332400000.0,2399178.51
1581336900000.0,2400263.11
1581343800000.0,2401694.7
1581348900000.0,2399779.79
1581354000000.0,2399805.04
1581363900000.0,2401521.05
1581376500000.0,2400583.49
1581381300000.0,2397752.37
1581384900000.0,2399079.56
1581392700000.0,2401055.63
1581400200000.0,2398847.03
1581410400000.0,2399425.16
1581417600000.0,2398985.62
1581424200000.0,2400152.1
1581429600000.0,2400358.24
1581434700000.0,2400488.29
1581435600000.0,2400431.33
1581436200000.0,2399097.02
1581437100000.0,2401297.59
1581438000000.0,2400561.79
1581441300000.0,2401496.12
1581445500000.0,2398215.55
1581450900000.0,2399442.93
1581459900000.0,2399415.02
1581466200000.0,2400182.29
1581469800000.0,2400194.8
1581476700000.0,2399065.98
1581486000000.0,2401059.01
1581490800000.0,2399103.22
1581493800000.0,2397835.59
1581496200000.0,2399972.65
1581499200000.0,2399495.52
1581505800000.0,2400335.19
1581511500000.0,2399666.15
1581516900000.0,2400087.73
1581520500000.0,2399254.36
1581525600000.0,2400952.55
1581534300000.0,2399823.6
1581542100000.0,2399247.0
1581550500000.0,2398707.87
1581559200000.0,2400564.8
1581564900000.0,2399100.17
1581573300000.0,2398969.92
1581578400000.0,2400167.05
1581581400000.0,2399589.07
1581582000000.0,2399224.87
1581584700000.0,2399432.22
1581586500000.0,2398095.74
1581590100000.0,2400157.93
1581594600000.0,2398614.35
1581599100000.0,2401599.19
1581601200000.0,2400971.54
1581602400000.0,2399713.21
1581603000000.0,2399598.41
1581605100000.0,2399070.19
1581609600000.0,2400494.6
1581613200000.0,2398616.06
1581618000000.0,2399479.06
1581627600000.0,2398362.39
1581639300000.0,2401150.45
1581646500000.0,2399821.75
1581654600000.0,2399779.15
1581661500000.0,2400348.96
1581668100000.0,2398148.97
1581675300000.0,2398954.26
1581678000000.0,2401110.85
1581684300000.0,2397561.14
1581690900000.0,2402188.79
1581694800000.0,2398757.43
1581702300000.0,2398343.39
1581707100000.0,2397438.13
1581715500000.0,2399401.51
1581725700000.0,2402114.48
1581732600000.0,2399883.38
1581741600000.0,2399905.3
1581751500000.0,2398972.18
1581761100000.0,2400127.27
1581772200000.0,2400790.31
1581781800000.0,2400196.44
1581782100000.0,2399076.24
1581782700000.0,2400606.23
1581784200000.0,2398986.35
1581785100000.0,2399934.2
1581788400000.0,2397718.57
1581790800000.0,2400270.58
1581798900000.0,2399648.22
1581813600000.0,2400460.44
1581822000000.0,2399931.27
1581831600000.0,2399658.07
1581843000000.0,2399183.45
1581852300000.0,2398844.68
1581860100000.0,2400512.02
1581867000000.0,2400088.3
1581870000000.0,2399522.42
1581872100000.0,2399260.17
1581874800000.0,2398710.75
1581882000000.0,2398832.88
1581891900000.0,2398909.36
1581896400000.0,2401323.59
1581900300000.0,2399554.77
1581907500000.0,2398301.67
1581913500000.0,2401437.75
1581918600000.0,2398507.51
1581927300000.0,2399796.27
1581934500000.0,2399348.43
1581938100000.0,2398298.69
1581939600000.0,2400306.76
1581942000000.0,2397686.53
1581946800000.0,2400270.92
1581949200000.0,2401255.05
1581951300000.0,2400024.36
1581954000000.0,2399685.19
1581957000000.0,2399266.23
1581960600000.0,2399955.61
1581967800000.0,2399189.83
1581976200000.0,2400514.69
1581986100000.0,2398504.87
1581996300000.0,2398392.74
1582005600000.0,2398709.49
1582016100000.0,2398730.48
1582021200000.0,2400382.84
1582028400000.0,2398848.79
1582033500000.0,2401269.19
1582039200000.0,2399940.99
1582041300000.0,2398187.28
1582045200000.0,2399643.94
1582049100000.0,2400262.32
1582052400000.0,2398518.09
1582057800000.0,2400860.79
1582060200000.0,2399395.53
1582062600000.0,2400138.34
1582067100000.0,2400879.35
1582072500000.0,2398207.6
1582080900000.0,2399450.34
1582090200000.0,2400174.97
1582098900000.0,2400604.67
1582104300000.0,2400119.2
1582113600000.0,2399979.03
1582116900000.0,2398844.14
1582131000000.0,2399499.93
1582134300000.0,2398814.31
1582141200000.0,2400392.06
1582146000000.0,2400966.71
1582148400000.0,2397627.02
1582149000000.0,2398812.03
1582149300000.0,2399233.1
1582150200000.0,2397701.1
1582152000000.0,2400918.25
1582156800000.0,2400741.9
1582164300000.0,2400360.63
1582170000000.0,2398973.83
1582182000000.0,2399811.16
1582191000000.0,2399233.55
1582198500000.0,2400966.74
1582205700000.0,2400235.18
1582212600000.0,2398719.25
1582216800000.0,2399409.46
1582217700000.0,2399501.09
1582219800000.0,2399215.7
1582224000000.0,2400035.9
1582235400000.0,2399078.54
1582246800000.0,2399957.44
1582256100000.0,2400320.55
1582263300000.0,2399055.54
1582274400000.0,2399357.27
1582285200000.0,2400448.02
1582292700000.0,2399577.37
1582302000000.0,2399227.86
1582314300000.0,2397803.57
1582317900000.0,2399966.81
1582328100000.0,2399264.07
1582343100000.0,2398526.85
1582353300000.0,2399401.43
1582368900000.0,2398354.31
1582384800000.0,2399827.31
1582398300000.0,2398943.0
1582422600000.0,2400694.41
1582430700000.0,2401297.69
1582435500000.0,2399012.3
1582446000000.0,2402615.95
1582454100000.0,2401386.22
1582459200000.0,2398509.54
1582468500000.0,2400814.12
1582482600000.0,2398285.31
1582499100000.0,2399860.48
1582503300000.0,2400351.45
1582508400000.0,2399596.49
1582512000000.0,2401098.28
1582515000000.0,2398965.63
1582526100000.0,2400123.09
1582531800000.0,2400946.71
1582540800000.0,2399780.34
1582547700000.0,2400872.3
1582555200000.0,2398230.93
1582559400000.0,2399322.25
1582563600000.0,2400185.72
1582567500000.0,2399949.26
1582570800000.0,2399174.48
1582577400000.0,2401585.1
1582588200000.0,2399904.71
1582600200000.0,2400743.09
1582610400000.0,2400084.22
1582617900000.0,2399791.9
1582625100000.0,2400017.32
1582632000000.0,2401479.91
1582637100000.0,2398955.89
1582640700000.0,2399094.25
1582642200000.0,2399427.58
1582646100000.0,2398224.13
1582648200000.0,2398525.11
1582650900000.0,2399706.44
1582656900000.0,2399284.79
1582663500000.0,2400173.03
1582666200000.0,2399981.25
1582675200000.0,2399729.66
1582680600000.0,2400896.18
1582683600000.0,2399826.75
1582687800000.0,2400801.54
1582695000000.0,2400140.76
1582701900000.0,2400911.04
1582707300000.0,2399162.13
1582711800000.0,2398980.06
1582719000000.0,2400495.19
1582720800000.0,2401403.51
1582724400000.0,2399842.78
1582725900000.0,2401366.4
1582727400000.0,2401314.28
1582730100000.0,2400046.73
1582733400000.0,2400313.32
1582734300000.0,2400371.24
1582735800000.0,2400004.0
1582737000000.0,2400322.33
1582740300000.0,2400148.7
1582744500000.0,2398185.69
1582752000000.0,2399646.79
1582759200000.0,2400166.03
1582763700000.0,2399988.96
1582765800000.0,2400250.5
1582768500000.0,2399099.84
1582774200000.0,2399260.53
1582781100000.0,2399229.49
1582787700000.0,2398846.59
1582794900000.0,2399621.91
1582801200000.0,2400170.48
1582806300000.0,2399330.04
1582808400000.0,2399702.89
1582814100000.0,2400160.74
1582819800000.0,2401930.22
1582823700000.0,2400040.79
1582830900000.0,2399765.69
1582839600000.0,2399518.24
1582843200000.0,2401207.96
1582848300000.0,2399645.76
1582856100000.0,2398480.06
1582868700000.0,2400276.9
1582876800000.0,2400853.75
1582882500000.0,2400696.15
1582884300000.0,2399166.93
1582887600000.0,2399212.97
1582892100000.0,2400724.52
1582894200000.0,2399484.13
1582896000000.0,2398282.68
1582899900000.0,2399948.02
1582904100000.0,2398410.65
1582909500000.0,2398021.91
1582914600000.0,2399162.52
1582921200000.0,2401483.75
1582929900000.0,2398673.5
1582936200000.0,2400282.34
1582947900000.0,2399924.52
1582958700000.0,2399978.12
1582970400000.0,2399867.9
1582977300000.0,2399986.52
1582986000000.0,2399877.63
1582991700000.0,2400882.56
1583002200000.0,2399944.23
1583018100000.0,2398379.9
1583022900000.0,2400165.35
1583028300000.0,2397671.79
1583037000000.0,2400985.6
1583047200000.0,2400023.21
1583054700000.0,2398879.34
1583064000000.0,2399401.49
1583065500000.0,2401429.43
1583067900000.0,2397901.21
1583073600000.0,2400158.03
1583080500000.0,2400524.85
1583083500000.0,2399689.0
1583089500000.0,2398280.02
1583093400000.0,2399389.3
1583102100000.0,2399885.37
1583108700000.0,2398940.55
1583117700000.0,2400908.75
1583127000000.0,2401151.55
1583133900000.0,2399204.97
1583142300000.0,2398900.41
1583146800000.0,2400761.65
1583153100000.0,2399543.14
1583156400000.0,2397680.93
1583159700000.0,2398639.46
1583163600000.0,2401078.2
1583168700000.0,2398782.29
1583175000000.0,2397672.73
1583184000000.0,2399524.07
1583190600000.0,2400094.01
1583196900000.0,2398473.11
1583208000000.0,2399041.04
1583218800000.0,2398784.82
1583223900000.0,2399452.38
1583230800000.0,2401605.74
1583237100000.0,2399025.83
1583241000000.0,2398966.04
1583246400000.0,2400706.59
1583248200000.0,2399420.89
1583249100000.0,2400989.88
1583253000000.0,2399374.97
1583260800000.0,2400006.88
1583271600000.0,2400410.25
1583283900000.0,2399057.03
1583294400000.0,2399779.09
1583305800000.0,2399768.15
1583316000000.0,2402092.76
1583322900000.0,2400287.89
1583332200000.0,2400149.6
1583335500000.0,2399481.2
1583341500000.0,2399337.28
1583355000000.0,2398753.94
1583368500000.0,2398417.06
1583371200000.0,2399637.34
1583376900000.0,2400705.95
1583382600000.0,2399603.25
1583391300000.0,2399957.0
1583400600000.0,2400826.94
1583403900000.0,2400069.79
1583408700000.0,2399229.44
1583414100000.0,2399192.55
1583420700000.0,2399009.65
1583426700000.0,2399133.22
1583436900000.0,2399083.66
1583441700000.0,2400142.15
1583451300000.0,2399422.32
1583456700000.0,2399270.95
1583467500000.0,2399988.8
1583475000000.0,2400313.86
1583482800000.0,2398743.81
1583492100000.0,2400172.18
1583497500000.0,2399957.83
1583504100000.0,2400318.62
1583510700000.0,2401654.51
1583523300000.0,2400032.28
1583536800000.0,2397635.87
1583547000000.0,2399040.79
1583561700000.0,2399471.15
1583575200000.0,2398515.53
1583584800000.0,2400355.99
1583597100000.0,2399076.52
1583599500000.0,2400231.75
1583600700000.0,2399105.67
1583603700000.0,2399708.77
1583606400000.0,2399609.82
1583616900000.0,2401727.39
1583627100000.0,2399603.91
1583632800000.0,2400655.51
1583644800000.0,2399337.22
1583658600000.0,2400249.9
1583667000000.0,2399971.06
1583673300000.0,2399155.92
1583678100000.0,2398998.75
1583680500000.0,2400770.1
1583681700000.0,2399757.02
1583682600000.0,2399610.57
1583684400000.0,2400444.21
1583685000000.0,2399571.05
1583686200000.0,2400358.28
1583689200000.0,2399416.59
1583694900000.0,2399823.03
1583704800000.0,2402207.73
1583709000000.0,2399648.75
1583711400000.0,2399784.02
1583712600000.0,2399409.58
1583717100000.0,2399564.68
1583723700000.0,2400794.78
1583727300000.0,2399032.12
1583728500000.0,2399652.52
1583731500000.0,2399854.67
1583732400000.0,2400562.7
1583733600000.0,2400160.38
1583736300000.0,2397612.05
1583741400000.0,2400511.64
1583748000000.0,2399881.0
1583752500000.0,2400121.01
1583755800000.0,2400493.7
1583759100000.0,2399379.93
1583762100000.0,2398237.41
1583764200000.0,2399423.38
1583766900000.0,2399323.39
1583768700000.0,2398333.82
1583770800000.0,2399813.24
1583772600000.0,2400422.27
1583776500000.0,2399179.19
1583781900000.0,2399225.55
1583786100000.0,2400001.39
1583795400000.0,2399528.31
1583802000000.0,2399088.75
1583809500000.0,2400880.97
1583819700000.0,2399573.02
1583828100000.0,2400019.05
1583836200000.0,2400035.92
1583837700000.0,2399944.65
1583840100000.0,2400434.36
1583844300000.0,2402610.39
1583847900000.0,2399796.99
1583851800000.0,2398551.1
1583854500000.0,2400771.46
1583855100000.0,2402031.77
1583856300000.0,2398231.05
1583860500000.0,2399000.46
1583865300000.0,2399982.26
1583870700000.0,2400027.89
1583875500000.0,2399652.48
1583880600000.0,2400689.54
1583884500000.0,2400934.07
1583893800000.0,2398875.69
1583905200000.0,2400266.69
1583912100000.0,2401136.33
1583916000000.0,2400073.1
1583922600000.0,2401620.81
1583928300000.0,2400836.04
1583934300000.0,2400157.25
1583940600000.0,2398829.05
1583943600000.0,2399983.55
1583946900000.0,2397876.51
1583949600000.0,2401793.03
1583951700000.0,2399873.8
1583954100000.0,2401312.35
1583958600000.0,2400600.15
1583966100000.0,2401274.43
1583968800000.0,2399928.78
1583975400000.0,2399352.86
1583978400000.0,2399326.0
1583979900000.0,2401708.91
1583982300000.0,2399035.99
1583986800000.0,2399038.3
1583991300000.0,2400311.03
1583995200000.0,2400017.07
1583997300000.0,2401869.17
