timestamp,btc_open_interest
1578479400000.0,348142534.06
1578488100000.0,341765363.9
1578490500000.0,341956362.78
1578492900000.0,345789418.0
1578496200000.0,344595606.7
1578499500000.0,355600333.99
1578501300000.0,346607999.75
1578501900000.0,348211861.72
1578503400000.0,356389524.8
1578505500000.0,353542437.95
1578511800000.0,351871918.46
1578514200000.0,345790274.83
1578516600000.0,349056721.18
1578521100000.0,350535988.4
1578527700000.0,347791709.91
1578531600000.0,349632785.97
1578541200000.0,358556916.14
1578550500000.0,357854922.43
1578558000000.0,358589200.0
1578563700000.0,351769429.22
1578569400000.0,350416384.23
1578576000000.0,350514205.22
1578584700000.0,346801565.85
1578588900000.0,362230362.0
1578593700000.0,354144477.54
1578600000000.0,353421672.09
1578603300000.0,358072294.34
1578605700000.0,367259263.17
1578613200000.0,356846617.46
1578624900000.0,361906744.35
1578636000000.0,355902519.48
1578643200000.0,358037221.15
1578648900000.0,364339301.9
1578653400000.0,361649830.56
1578656400000.0,361603752.24
1578660600000.0,358865581.68
1578664200000.0,365246078.71
1578667200000.0,356113708.46
1578669600000.0,364746169.05
1578672300000.0,370848617.48
1578673800000.0,358924625.1
1578676500000.0,372697722.31
1578679800000.0,365613504.15
1578682200000.0,365801025.19
1578684600000.0,353223405.79
1578689700000.0,373949553.82
1578693600000.0,367681504.3
1578700200000.0,377189126.79
1578704400000.0,369046465.92
1578708900000.0,368763363.75
1578716700000.0,363409898.51
1578724200000.0,370699570.45
1578730200000.0,378238949.72
1578738600000.0,377457272.94
1578745500000.0,370189677.35
1578753900000.0,369903642.99
1578760500000.0,370563232.53
1578765900000.0,372664674.53
1578778800000.0,364412784.98
1578780000000.0,374667035.83
1578784500000.0,378138471.14
1578789300000.0,383091041.77
1578800100000.0,377647282.76
1578814500000.0,377797495.67
1578825300000.0,378677544.38
1578838200000.0,371364265.38
1578848700000.0,379127087.59
1578850500000.0,381316923.12
1578860700000.0,379734849.16
1578873600000.0,376538145.22
1578886500000.0,377938623.48
1578901200000.0,381033525.81
1578916800000.0,384959053.93
1578930900000.0,384683730.64
1578948300000.0,382838447.95
1578961800000.0,387552989.35
1578963300000.0,386044385.77
1578964800000.0,383491695.29
1578966600000.0,384347394.92
1578971100000.0,381860074.56
1578974700000.0,386185934.0
1578978600000.0,385422164.27
1578985800000.0,385573063.06
1578995100000.0,393241978.6
1579002000000.0,389585029.94
1579005600000.0,389979064.57
1579008900000.0,389906032.86
1579011600000.0,382933584.55
1579012800000.0,383123155.36
1579015500000.0,384517104.66
1579017900000.0,394531686.53
1579020300000.0,393534254.66
1579021800000.0,398475684.12
1579024200000.0,396926948.34
1579026600000.0,393521276.29
1579029000000.0,395064583.4
1579035900000.0,396261803.77
1579044300000.0,390560668.87
1579046700000.0,394069387.6
1579048800000.0,395403755.73
1579052100000.0,388208160.83
1579058700000.0,403236916.5
1579062300000.0,397180753.15
1579065300000.0,388479555.48
1579071600000.0,395376499.41
1579079100000.0,394604345.4
1579083600000.0,399287043.6
1579088400000.0,401065714.88
1579093200000.0,399466054.59
1579096800000.0,398362297.91
1579098000000.0,401766406.85
1579100700000.0,405227793.37
1579103400000.0,398663062.41
1579105200000.0,402016374.23
1579110300000.0,402423669.43
1579116300000.0,408652747.5
1579122300000.0,394648999.93
1579129800000.0,410057765.46
1579134300000.0,399265573.09
1579137900000.0,410468990.96
1579141800000.0,403904853.19
1579147500000.0,394773925.03
1579155600000.0,414013919.55
1579163100000.0,409192406.48
1579169400000.0,401041427.37
1579175100000.0,415870708.77
1579178700000.0,404476835.46
1579182900000.0,414802794.21
1579189200000.0,413591839.63
1579194300000.0,415413995.81
1579202100000.0,418726042.39
1579209900000.0,408784054.84
1579221300000.0,410114631.05
1579229700000.0,413559003.78
1579233900000.0,416960510.18
1579240200000.0,413023129.83
1579242000000.0,411568263.62
1579244700000.0,408779616.07
1579248900000.0,423385861.64
1579253400000.0,404603189.32
1579256700000.0,413926760.4
1579261800000.0,420193340.29
1579264200000.0,430928590.7
1579270200000.0,410175765.88
1579275300000.0,420671999.98
1579280100000.0,421442539.86
1579286400000.0,420873867.03
1579290900000.0,418525553.09
1579298700000.0,425198793.31
1579307100000.0,416240750.79
1579313700000.0,421808295.53
1579323000000.0,425737480.94
1579331100000.0,426405365.63
1579340100000.0,417381760.0
1579350600000.0,420611434.35
1579358700000.0,415959282.44
1579364400000.0,418671475.87
1579371000000.0,427527463.36
1579385400000.0,427530127.95
1579393500000.0,423823317.24
1579395900000.0,421598213.81
1579397700000.0,435073078.41
1579400700000.0,415458789.76
1579407000000.0,417960892.33
1579416600000.0,429044238.4
1579422900000.0,435874568.05
1579431300000.0,424575057.8
1579431900000.0,429472621.95
1579432800000.0,432742012.31
1579434900000.0,417340345.99
1579437300000.0,431625828.31
1579441800000.0,429254155.05
1579449900000.0,428381106.72
1579459500000.0,425272037.32
1579469400000.0,432813755.63
1579472400000.0,439741982.75
1579476000000.0,432989378.63
1579481100000.0,428754275.66
1579488900000.0,436910173.14
1579501200000.0,440278718.9
1579512000000.0,434826526.68
1579523100000.0,430551730.57
1579527000000.0,442959735.17
1579531500000.0,439036824.1
1579537800000.0,438080293.73
1579552800000.0,429781269.09
1579561200000.0,433488030.76
1579566300000.0,436769980.15
1579583400000.0,442431211.41
1579597200000.0,437782312.2
1579610700000.0,431362796.33
1579627500000.0,445073601.99
1579635900000.0,440789065.26
1579637400000.0,441720675.03
1579639500000.0,440094624.02
1579642800000.0,450204870.53
1579653300000.0,442339831.58
1579675500000.0,436733531.32
1579679100000.0,445549187.53
1579683900000.0,448812198.66
1579692300000.0,447819401.84
1579703400000.0,449618890.42
1579712100000.0,449891177.48
1579721100000.0,450828540.75
1579741800000.0,453969115.82
1579748700000.0,457600808.81
1579758000000.0,445141566.66
1579764600000.0,446879031.71
1579770000000.0,451022513.32
1579773300000.0,454602175.95
1579778400000.0,452470794.07
1579781700000.0,457323539.93
1579786200000.0,450879168.52
1579790100000.0,452371579.15
1579797900000.0,445324202.48
1579804200000.0,452733701.93
1579814700000.0,458694638.03
1579824000000.0,453887299.76
1579834800000.0,453127660.66
1579845300000.0,458268049.63
1579858200000.0,455895976.35
1579863300000.0,456883645.82
1579866000000.0,457560416.78
1579869300000.0,454083420.44
1579875600000.0,453841482.08
1579879800000.0,457901794.65
1579885800000.0,463757136.56
1579896000000.0,456440465.03
1579903800000.0,454904339.1
1579912500000.0,460482488.87
1579917300000.0,459611244.08
1579926900000.0,453109518.16
1579939200000.0,461533887.49
1579950000000.0,468208488.27
1579962300000.0,469461155.02
1579980600000.0,471166851.65
1579991400000.0,463849503.21
1579999500000.0,462834196.3
1580016900000.0,467358909.57
1580026800000.0,458135361.33
1580031000000.0,458334454.67
1580039700000.0,469255133.38
1580051400000.0,472446945.34
1580058600000.0,467402099.66
1580064600000.0,467229594.82
1580071200000.0,468068656.09
1580082900000.0,478658516.3
1580085600000.0,468913998.37
1580094900000.0,467378563.4
1580107200000.0,464178666.29
1580115900000.0,463087031.22
1580125800000.0,466565019.18
1580127000000.0,471236479.28
1580132100000.0,465866694.06
1580137800000.0,464647815.78
1580142300000.0,472471969.33
1580151300000.0,468150563.69
1580153100000.0,467612256.03
1580155200000.0,477637506.21
1580159700000.0,473136649.94
1580166600000.0,481876365.68
1580172000000.0,467296049.35
1580173800000.0,473220137.4
1580177700000.0,470159295.2
1580185800000.0,478644154.18
1580189400000.0,475131135.42
1580194200000.0,480153474.0
1580200500000.0,477643944.08
1580205900000.0,478207880.07
1580210700000.0,481922483.23
1580214900000.0,485149165.33
1580220900000.0,479012594.63
1580222700000.0,481298068.26
1580223900000.0,490206726.53
1580227500000.0,477895819.34
1580232000000.0,478413660.6
1580235600000.0,492251515.47
1580242500000.0,479428586.64
1580248500000.0,483471919.3
1580253600000.0,481686337.91
1580254800000.0,488289683.85
1580256000000.0,490514129.86
1580258100000.0,489269410.35
1580261100000.0,485637582.15
1580266500000.0,487396206.37
1580274300000.0,487309229.92
1580282700000.0,485916885.25
1580291700000.0,491604119.25
1580294100000.0,487095855.95
1580296200000.0,490748063.27
1580299200000.0,489413338.48
1580304600000.0,488746544.21
1580312700000.0,488053217.12
1580319000000.0,485196645.42
1580327100000.0,495214800.02
1580333100000.0,499417021.44
1580342100000.0,492776602.32
1580345700000.0,489216135.49
1580357700000.0,491647388.0
1580369400000.0,491015334.32
1580375400000.0,496572291.68
1580384400000.0,505810421.02
1580391900000.0,491755807.9
1580395500000.0,498982815.51
1580401500000.0,503131396.5
1580402100000.0,490762691.93
1580403900000.0,499274980.66
1580405100000.0,502787223.02
1580406300000.0,495594038.62
1580410200000.0,507620171.81
1580415600000.0,514714544.6
1580418600000.0,509154803.38
1580427600000.0,506265159.98
1580433300000.0,501055051.29
1580438400000.0,500758780.43
1580446500000.0,503028050.52
1580450700000.0,506421215.38
1580458200000.0,507637124.1
1580467200000.0,496545558.7
1580470500000.0,504807226.21
1580475300000.0,500233423.28
1580479200000.0,510155364.77
1580486400000.0,502756872.52
1580491800000.0,512434318.33
1580502000000.0,515691997.11
1580511000000.0,507297289.18
1580517600000.0,506258987.47
1580523600000.0,506860782.02
1580530800000.0,509740028.96
1580541600000.0,506508678.15
1580548800000.0,510624236.48
1580557200000.0,508118738.01
1580563500000.0,507375907.77
1580571600000.0,513062925.87
1580578200000.0,515712088.65
1580592300000.0,516760486.76
1580604300000.0,506301785.96
1580610900000.0,518218482.31
1580616600000.0,513103165.73
1580619600000.0,514727992.71
1580625900000.0,514619190.1
1580633400000.0,506073205.51
1580638800000.0,521734527.01
1580645100000.0,516199338.95
1580649600000.0,520490279.47
1580654700000.0,526030524.69
1580661000000.0,512650016.72
1580672100000.0,509573368.69
1580682900000.0,520536427.2
1580687400000.0,528899581.54
1580691900000.0,514617246.08
1580694000000.0,531226658.5
1580695500000.0,521887540.47
1580699100000.0,521415596.05
1580706300000.0,521973190.02
1580717400000.0,535600810.23
1580725500000.0,521788542.84
1580731200000.0,527356724.61
1580740500000.0,520792114.26
1580745300000.0,523993945.59
1580748600000.0,520031607.57
1580754000000.0,516892892.37
1580763300000.0,524430623.91
1580775300000.0,526043461.51
1580781600000.0,524941739.6
1580792100000.0,531378302.89
1580798700000.0,525051348.37
1580806500000.0,527031491.09
1580809800000.0,534211981.81
1580814600000.0,521306422.73
1580816400000.0,523712901.82
1580820000000.0,529904850.02
1580823600000.0,533717817.31
1580829300000.0,538782044.32
1580836200000.0,524461207.52
1580847900000.0,532142964.97
1580862900000.0,528544476.19
1580872500000.0,536251031.28
1580882400000.0,533678304.68
1580889900000.0,526510890.3
1580898600000.0,531267914.68
1580900700000.0,544688933.01
1580904300000.0,537688389.45
1580905200000.0,536679351.64
1580910000000.0,545229514.51
1580913900000.0,540544753.42
1580918700000.0,536948797.47
1580920500000.0,534228090.43
1580924700000.0,538489569.35
1580926800000.0,539383067.68
1580927400000.0,545496773.76
1580929800000.0,532917687.29
1580933400000.0,545183175.06
1580939700000.0,543470812.79
1580944800000.0,546976295.26
1580948400000.0,541491882.44
1580952300000.0,549655436.42
1580959500000.0,545843771.7
1580967000000.0,538828649.72
1580974200000.0,548311125.52
1580978400000.0,552452521.94
1580986200000.0,545605485.32
1580991300000.0,542735253.14
1580993700000.0,547135915.27
1580995800000.0,554612549.92
1580997000000.0,546964175.41
1580998800000.0,542702192.28
1581001200000.0,553880146.11
1581004200000.0,558289557.77
1581008700000.0,558794055.92
1581013500000.0,550826632.77
1581021300000.0,544688882.93
1581029400000.0,542572486.0
1581034200000.0,555358759.47
1581040200000.0,543113818.94
1581045900000.0,564576856.7
1581054000000.0,556803903.02
1581062700000.0,556340054.78
1581070800000.0,562948744.29
1581076200000.0,564357189.88
1581079500000.0,555495716.07
1581086100000.0,559409993.44
1581092100000.0,555798563.3
1581103800000.0,552960270.08
1581115500000.0,553015565.57
1581126900000.0,563175727.16
1581132000000.0,553334250.34
1581139200000.0,562292301.54
1581150000000.0,554676890.83
1581156300000.0,557582999.67
1581161100000.0,563607817.53
1581169500000.0,565306274.06
1581173100000.0,566761588.28
1581179100000.0,558946798.36
1581185100000.0,569267310.85
1581196500000.0,564862510.83
1581199800000.0,569430441.88
1581208800000.0,557123173.74
1581216900000.0,565311992.21
1581219000000.0,569439716.71
1581221700000.0,566725692.47
1581227400000.0,559704905.67
1581234600000.0,564945935.17
1581239700000.0,565608855.75
1581245400000.0,563199871.57
1581252000000.0,572609611.05
1581260100000.0,560938955.22
1581263100000.0,564056951.27
1581269100000.0,570025643.69
1581280200000.0,564516072.25
1581290700000.0,561957380.32
1581295500000.0,566895099.34
1581300900000.0,569506084.82
1581306600000.0,575450131.6
1581312900000.0,555267882.12
1581314400000.0,571284083.42
1581315300000.0,575068034.45
1581317400000.0,566245861.06
1581321900000.0,578375846.28
1581325200000.0,573643470.48
1581327300000.0,567539851.81
1581332400000.0,570005881.27
1581336900000.0,572789080.78
1581343800000.0,567142209.05
1581348900000.0,573794177.66
1581354000000.0,581301394.98
1581363900000.0,580594652.0
1581376500000.0,586089243.33
1581381300000.0,574813993.1
1581384900000.0,583694570.16
1581392700000.0,574812702.75
1581400200000.0,583762331.06
1581410400000.0,584527997.24
1581417600000.0,582947435.07
1581424200000.0,576107373.09
1581429600000.0,584429723.0
1581434700000.0,589911701.65
1581435600000.0,579409697.23
1581436200000.0,582425589.76
1581437100000.0,584475777.26
1581438000000.0,578685012.05
1581441300000.0,584676097.59
1581445500000.0,577565526.93
1581450900000.0,591363179.89
1581459900000.0,592443989.98
1581466200000.0,585721863.74
1581469800000.0,587329522.0
1581476700000.0,591839984.94
1581486000000.0,590226223.29
1581490800000.0,584132351.22
1581493800000.0,586852268.69
1581496200000.0,595560730.89
1581499200000.0,588435869.45
1581505800000.0,590695990.79
1581511500000.0,590150575.64
1581516900000.0,604723299.7
1581520500000.0,594647025.08
1581525600000.0,593537619.03
1581534300000.0,590726113.24
1581542100000.0,591695367.33
1581550500000.0,596456385.13
1581559200000.0,597622916.88
1581564900000.0,593476532.86
1581573300000.0,596207131.93
1581578400000.0,598771674.78
1581581400000.0,593591429.39
1581582000000.0,596827419.49
1581584700000.0,608870304.86
1581586500000.0,595320539.86
1581590100000.0,597931358.89
1581594600000.0,602649103.81
1581599100000.0,592778218.09
1581601200000.0,608615040.73
1581602400000.0,604575367.74
1581603000000.0,607615664.14
1581605100000.0,604797245.97
1581609600000.0,597630582.9
1581613200000.0,607948672.04
1581618000000.0,599809799.11
1581627600000.0,610075539.5
1581639300000.0,604387368.12
1581646500000.0,597173057.27
1581654600000.0,604907038.29
1581661500000.0,608399879.59
1581668100000.0,615850378.08
1581675300000.0,608564569.89
1581678000000.0,602345063.5
1581684300000.0,605050952.51
1581690900000.0,607163159.4
1581694800000.0,607179039.98
1581702300000.0,616539845.39
1581707100000.0,606699189.79
1581715500000.0,610873401.38
1581725700000.0,603932557.72
1581732600000.0,624678521.05
1581741600000.0,608016583.12
1581751500000.0,612712896.31
1581761100000.0,611996031.81
1581772200000.0,605197919.6
1581781800000.0,618042689.64
1581782100000.0,612704231.98
1581782700000.0,613119972.04
1581784200000.0,606260378.52
1581785100000.0,619624905.15
1581788400000.0,613998648.99
1581790800000.0,612625231.18
1581798900000.0,614371573.64
1581813600000.0,615534312.05
1581822000000.0,624700647.89
1581831600000.0,616289481.73
1581843000000.0,615541497.16
1581852300000.0,615985203.32
1581860100000.0,626104171.8
1581867000000.0,622678561.25
1581870000000.0,633224937.55
1581872100000.0,630216277.14
1581874800000.0,626586335.87
1581882000000.0,627403047.77
1581891900000.0,625727659.54
1581896400000.0,622923767.38
1581900300000.0,630151623.89
1581907500000.0,618696371.55
1581913500000.0,624235509.22
1581918600000.0,624590168.45
1581927300000.0,620655292.24
1581934500000.0,619793625.11
1581938100000.0,622708990.55
1581939600000.0,629890326.85
1581942000000.0,623891834.5
1581946800000.0,632746571.4
1581949200000.0,635423668.12
1581951300000.0,629387815.41
1581954000000.0,631817297.05
1581957000000.0,636741156.2
1581960600000.0,636187710.78
1581967800000.0,625557471.48
1581976200000.0,631126966.15
1581986100000.0,635388007.23
1581996300000.0,641910711.9
1582005600000.0,635593630.56
1582016100000.0,642710532.21
1582021200000.0,634252890.21
1582028400000.0,643980006.37
1582033500000.0,632274517.83
1582039200000.0,634284938.93
1582041300000.0,648945724.33
1582045200000.0,643333661.14
1582049100000.0,632824035.95
1582052400000.0,634715971.27
1582057800000.0,636934595.86
1582060200000.0,640818699.66
1582062600000.0,648855516.82
1582067100000.0,642379166.66
1582072500000.0,639229247.16
1582080900000.0,637467580.25
1582090200000.0,640093399.74
1582098900000.0,639975067.62
1582104300000.0,641925194.51
1582113600000.0,641479083.47
1582116900000.0,640335302.96
1582131000000.0,647662729.4
1582134300000.0,643650580.66
1582141200000.0,648955706.55
1582146000000.0,646560366.55
1582148400000.0,652426721.19
1582149000000.0,650136665.3
1582149300000.0,649988010.14
1582150200000.0,654557654.15
1582152000000.0,648986327.87
1582156800000.0,655168552.09
1582164300000.0,645988105.33
1582170000000.0,659488849.13
1582182000000.0,657838572.32
1582191000000.0,647588466.54
1582198500000.0,653492729.61
1582205700000.0,646424298.13
1582212600000.0,651372030.92
1582216800000.0,650151882.6
1582217700000.0,657861958.07
1582219800000.0,660054887.74
1582224000000.0,655164401.82
1582235400000.0,658203268.44
1582246800000.0,661369323.92
1582256100000.0,661126290.0
1582263300000.0,660607878.81
1582274400000.0,671013069.81
1582285200000.0,657402182.96
1582292700000.0,657110046.17
1582302000000.0,660896569.95
1582314300000.0,663959602.74
1582317900000.0,663501104.08
1582328100000.0,654780820.87
1582343100000.0,662825712.35
1582353300000.0,667153731.84
1582368900000.0,667434216.55
1582384800000.0,659696014.21
1582398300000.0,662138320.26
1582422600000.0,662496863.19
1582430700000.0,657126254.08
1582435500000.0,658231655.97
1582446000000.0,659489501.73
1582454100000.0,667116038.58
1582459200000.0,673999703.06
1582468500000.0,667014011.46
1582482600000.0,655234038.01
1582499100000.0,668621599.52
1582503300000.0,669029356.94
1582508400000.0,669827669.7
1582512000000.0,673479919.7
1582515000000.0,660440345.26
1582526100000.0,673656487.75
1582531800000.0,665387552.66
1582540800000.0,675719837.71
1582547700000.0,669095799.12
1582555200000.0,673090811.19
1582559400000.0,679595960.8
1582563600000.0,674034527.49
1582567500000.0,672466984.17
1582570800000.0,675151851.04
1582577400000.0,666826257.92
1582588200000.0,673133095.96
1582600200000.0,674603356.63
1582610400000.0,676207395.89
1582617900000.0,678453279.21
1582625100000.0,681162629.23
1582632000000.0,690065236.64
1582637100000.0,682104168.35
1582640700000.0,689308745.83
1582642200000.0,686589343.99
1582646100000.0,683490096.64
1582648200000.0,682236866.62
1582650900000.0,683539647.04
1582656900000.0,674873430.22
1582663500000.0,688112260.93
1582666200000.0,677802790.97
1582675200000.0,687935651.48
1582680600000.0,678767921.8
1582683600000.0,684657955.44
1582687800000.0,677493417.88
1582695000000.0,687548418.43
1582701900000.0,681664362.91
1582707300000.0,676992995.18
1582711800000.0,686776552.28
1582719000000.0,684929702.9
1582720800000.0,689405711.38
1582724400000.0,686396919.7
1582725900000.0,689496058.59
1582727400000.0,691015768.17
1582730100000.0,693318595.16
1582733400000.0,693852644.88
1582734300000.0,689590602.78
1582735800000.0,694917931.04
1582737000000.0,690837141.01
1582740300000.0,691748177.18
1582744500000.0,688920228.73
1582752000000.0,685010971.29
1582759200000.0,694609236.98
1582763700000.0,691328231.69
1582765800000.0,694862525.37
1582768500000.0,693409026.12
1582774200000.0,698076499.75
1582781100000.0,695366690.93
1582787700000.0,695785640.28
1582794900000.0,692758697.35
1582801200000.0,695901489.35
1582806300000.0,695650245.27
1582808400000.0,700783836.6
1582814100000.0,692714898.97
1582819800000.0,696140502.42
1582823700000.0,699612661.57
1582830900000.0,700659738.29
1582839600000.0,695434087.04
1582843200000.0,707026321.19
1582848300000.0,701540308.79
1582856100000.0,704344439.35
1582868700000.0,697982873.73
1582876800000.0,703577302.1
1582882500000.0,713922336.8
1582884300000.0,701429827.64
1582887600000.0,711612672.31
1582892100000.0,709454227.72
1582894200000.0,707392448.19
1582896000000.0,714783829.88
1582899900000.0,706596331.97
1582904100000.0,705122665.61
1582909500000.0,704440529.31
1582914600000.0,713856674.71
1582921200000.0,711995542.05
1582929900000.0,700021623.41
1582936200000.0,709897631.47
1582947900000.0,706346314.61
1582958700000.0,713535547.87
1582970400000.0,707413452.1
1582977300000.0,706401033.83
1582986000000.0,718295846.65
1582991700000.0,709594134.31
1583002200000.0,705786417.35
1583018100000.0,711510727.88
1583022900000.0,708388444.77
1583028300000.0,711566228.67
1583037000000.0,711857013.25
1583047200000.0,714522950.75
1583054700000.0,721665881.24
1583064000000.0,720177004.72
1583065500000.0,716979715.32
1583067900000.0,718965340.9
1583073600000.0,717148236.82
1583080500000.0,720104210.5
1583083500000.0,719456983.14
1583089500000.0,715176361.41
1583093400000.0,724166962.94
1583102100000.0,724117947.76
1583108700000.0,725365106.76
1583117700000.0,719982553.64
1583127000000.0,732406578.68
1583133900000.0,718672149.78
1583142300000.0,724216919.25
1583146800000.0,726127668.11
1583153100000.0,724460825.55
1583156400000.0,728186920.6
1583159700000.0,732483517.62
1583163600000.0,732751842.5
1583168700000.0,725295396.71
1583175000000.0,721484431.42
1583184000000.0,726634561.08
1583190600000.0,734053934.51
1583196900000.0,723002106.16
1583208000000.0,729240635.53
1583218800000.0,719846103.22
1583223900000.0,744987349.07
1583230800000.0,729707810.92
1583237100000.0,732669542.77
1583241000000.0,735586067.5
1583246400000.0,731676740.98
1583248200000.0,727594545.25
1583249100000.0,735252608.35
1583253000000.0,738379789.75
1583260800000.0,731275379.78
1583271600000.0,730007135.79
1583283900000.0,741239466.88
1583294400000.0,734172777.44
1583305800000.0,737819878.55
1583316000000.0,732821379.24
1583322900000.0,735322140.26
1583332200000.0,746300317.25
1583335500000.0,744889247.7
1583341500000.0,734731918.29
1583355000000.0,741680200.19
1583368500000.0,745294256.86
1583371200000.0,729831440.98
1583376900000.0,727767048.87
1583382600000.0,734431190.16
1583391300000.0,741825285.41
1583400600000.0,740268527.14
1583403900000.0,747359335.99
1583408700000.0,744551379.28
1583414100000.0,749849058.56
1583420700000.0,749333508.14
1583426700000.0,750086842.35
1583436900000.0,754077622.93
1583441700000.0,744041095.57
1583451300000.0,749949541.22
1583456700000.0,743738412.37
1583467500000.0,742117568.43
1583475000000.0,754419699.03
1583482800000.0,748088828.39
1583492100000.0,746446395.35
1583497500000.0,735239805.77
1583504100000.0,749517252.22
1583510700000.0,751330807.13
1583523300000.0,745213992.71
1583536800000.0,743436239.93
1583547000000.0,758991671.97
1583561700000.0,752256139.06
1583575200000.0,753864216.95
1583584800000.0,756306501.38
1583597100000.0,751898501.48
1583599500000.0,756263186.62
1583600700000.0,754520638.53
1583603700000.0,766144262.22
1583606400000.0,746168353.59
1583616900000.0,754250208.65
1583627100000.0,747890594.52
1583632800000.0,756810987.47
1583644800000.0,765110926.94
1583658600000.0,757010872.13
1583667000000.0,751515046.36
1583673300000.0,759288862.47
1583678100000.0,760625500.4
1583680500000.0,760154924.72
1583681700000.0,758454241.27
1583682600000.0,762536397.47
1583684400000.0,763713872.43
1583685000000.0,761621404.98
1583686200000.0,765688842.58
1583689200000.0,755873573.5
1583694900000.0,767482144.68
1583704800000.0,753442738.48
1583709000000.0,764500853.06
1583711400000.0,768645167.38
1583712600000.0,761824147.33
1583717100000.0,765456795.29
1583723700000.0,761923160.09
1583727300000.0,768247646.53
1583728500000.0,765038806.06
1583731500000.0,771968367.65
1583732400000.0,783733480.76
1583733600000.0,770731540.46
1583736300000.0,760450764.81
1583741400000.0,768044159.33
1583748000000.0,766454448.85
1583752500000.0,775498778.74
1583755800000.0,778908486.7
1583759100000.0,781475027.7
1583762100000.0,767358282.39
1583764200000.0,768541499.08
1583766900000.0,771099094.24
1583768700000.0,770796782.48
1583770800000.0,772715772.77
1583772600000.0,775534791.34
1583776500000.0,777828287.78
1583781900000.0,775903209.13
1583786100000.0,769570411.95
1583795400000.0,774206161.33
1583802000000.0,782236262.15
1583809500000.0,776936281.34
1583819700000.0,782184181.82
1583828100000.0,784837337.33
1583836200000.0,781259523.81
1583837700000.0,784479970.84
1583840100000.0,786933447.94
1583844300000.0,774907709.96
1583847900000.0,785188499.04
1583851800000.0,775491065.35
1583854500000.0,779829621.86
1583855100000.0,781662584.45
1583856300000.0,789084576.28
1583860500000.0,782136787.43
1583865300000.0,781900095.81
1583870700000.0,789892325.13
1583875500000.0,791263585.26
1583880600000.0,792813568.79
1583884500000.0,787998571.8
1583893800000.0,784348480.23
1583905200000.0,790145250.09
1583912100000.0,786874369.82
1583916000000.0,787425532.03
1583922600000.0,785381512.18
1583928300000.0,793979632.92
1583934300000.0,790127349.78
1583940600000.0,784857352.25
1583943600000.0,798472990.09
1583946900000.0,794388832.03
1583949600000.0,793283664.48
1583951700000.0,791012618.59
1583954100000.0,800567482.41
1583958600000.0,795836025.37
1583966100000.0,794473393.3
1583968800000.0,791716826.06
1583975400000.0,792759160.87
1583978400000.0,793905467.7
1583979900000.0,790616071.8
1583982300000.0,798247986.39
1583986800000.0,795437204.45
1583991300000.0,795941928.95
1583995200000.0,799421937.3
1583997300000.0,796472365.76
1583998500000.0,797449244.11
