timestamp,stablecoin_exchange_outflow_total
1579307100000.0,82188926.44
1579313700000.0,14723840.37
1579323000000.0,47400635.0
1579331100000.0,65256509.24
1579340100000.0,31161968.48
1579350600000.0,-28762493.11
1579358700000.0,82271572.44
1579364400000.0,39293330.96
1579371000000.0,57582960.52
1579385400000.0,35945786.81
1579393500000.0,22138422.51
1579395900000.0,61079170.1
1579397700000.0,75814944.27
1579400700000.0,77828290.41
1579407000000.0,5225564.52
1579416600000.0,67534213.26
1579422900000.0,66102644.65
1579431300000.0,17228104.31
1579431900000.0,114834646.53
1579432800000.0,47931505.16
1579434900000.0,5025737.99
1579437300000.0,60477966.4
1579441800000.0,41834561.12
1579449900000.0,45155590.58
1579459500000.0,14652228.34
1579469400000.0,-10096604.8
1579472400000.0,47752492.99
1579476000000.0,68820712.24
1579481100000.0,50354020.04
1579488900000.0,111311450.7
1579501200000.0,122185073.17
1579512000000.0,51508609.59
1579523100000.0,77681964.62
1579527000000.0,-18879446.53
1579531500000.0,56718233.34
1579537800000.0,18910698.41
1579552800000.0,8533037.27
1579561200000.0,19605178.87
1579566300000.0,61464717.32
1579583400000.0,72204414.96
1579597200000.0,131348201.18
1579610700000.0,97940385.64
1579627500000.0,40170742.82
1579635900000.0,-2870180.39
1579637400000.0,65233126.42
1579639500000.0,124609294.47
1579642800000.0,38266168.55
1579653300000.0,88142755.14
1579675500000.0,107419172.48
1579679100000.0,63197941.42
1579683900000.0,82311775.07
1579692300000.0,75150965.18
1579703400000.0,85749906.31
1579712100000.0,6483569.91
1579721100000.0,67954630.73
1579741800000.0,58392511.01
1579748700000.0,17527304.17
1579758000000.0,110652997.55
1579764600000.0,75433003.15
1579770000000.0,92785139.42
1579773300000.0,25181650.27
1579778400000.0,4668093.72
1579781700000.0,87024673.86
1579786200000.0,94281217.85
1579790100000.0,15832813.88
1579797900000.0,63817458.19
1579804200000.0,63396591.0
1579814700000.0,56510693.7
1579824000000.0,8612966.47
1579834800000.0,58460807.54
1579845300000.0,52636013.04
1579858200000.0,54332398.34
1579863300000.0,126723956.55
1579866000000.0,64151316.0
1579869300000.0,95281286.64
1579875600000.0,122630840.49
1579879800000.0,66298313.83
1579885800000.0,108837327.9
1579896000000.0,122626478.57
1579903800000.0,24290508.71
1579912500000.0,51260422.06
1579917300000.0,-1969007.58
1579926900000.0,45553380.23
1579939200000.0,99565315.0
1579950000000.0,85974602.66
1579962300000.0,-11361712.53
1579980600000.0,-17317117.63
1579991400000.0,56650906.24
1579999500000.0,-29178920.57
1580016900000.0,-13084616.22
1580026800000.0,36411572.22
1580031000000.0,55946544.97
1580039700000.0,45980339.21
1580051400000.0,66200413.87
1580058600000.0,34159044.48
1580064600000.0,-26485875.64
1580071200000.0,13152608.72
1580082900000.0,20059726.31
1580085600000.0,52518161.58
1580094900000.0,67796859.52
1580107200000.0,76826425.26
1580115900000.0,86786576.34
1580125800000.0,15896771.19
1580127000000.0,5800424.01
1580132100000.0,76122993.84
1580137800000.0,68110459.85
1580142300000.0,109254735.03
1580151300000.0,7529248.3
1580153100000.0,87198232.64
1580155200000.0,76884223.9
1580159700000.0,104096987.65
1580166600000.0,73945376.31
1580172000000.0,23083299.8
1580173800000.0,2462317.7
1580177700000.0,36045599.6
1580185800000.0,9233175.81
1580189400000.0,46109442.1
1580194200000.0,65084278.14
1580200500000.0,44678970.24
1580205900000.0,79238238.43
1580210700000.0,92457135.51
1580214900000.0,61250384.71
1580220900000.0,36054296.55
1580222700000.0,73857429.28
1580223900000.0,128360769.56
1580227500000.0,75411474.22
1580232000000.0,65654836.41
1580235600000.0,52808970.24
1580242500000.0,47015596.92
1580248500000.0,67447488.34
1580253600000.0,15563626.63
1580254800000.0,101774538.42
1580256000000.0,110152864.36
1580258100000.0,44212331.5
1580261100000.0,61283272.11
1580266500000.0,2142714.62
1580274300000.0,66684246.77
1580282700000.0,40817788.58
1580291700000.0,307291.25
1580294100000.0,53534613.83
1580296200000.0,18735220.32
1580299200000.0,106072380.18
1580304600000.0,77207023.65
1580312700000.0,1614064.9
1580319000000.0,64825610.57
1580327100000.0,-16206629.24
1580333100000.0,-7641471.81
1580342100000.0,61243582.75
1580345700000.0,50772686.93
1580357700000.0,86642423.71
1580369400000.0,40211841.03
1580375400000.0,43775906.54
1580384400000.0,57107758.06
1580391900000.0,-10278790.18
1580395500000.0,32234632.45
1580401500000.0,12818746.09
1580402100000.0,26044811.27
1580403900000.0,81886702.69
1580405100000.0,2142769.25
1580406300000.0,121521198.94
1580410200000.0,68412547.01
1580415600000.0,16372495.17
1580418600000.0,20222577.04
1580427600000.0,66312764.61
1580433300000.0,46984197.16
1580438400000.0,60376645.6
1580446500000.0,81690153.01
1580450700000.0,23976880.95
1580458200000.0,47964775.59
1580467200000.0,20002817.94
1580470500000.0,110344808.16
1580475300000.0,18411878.66
1580479200000.0,70117721.62
1580486400000.0,76376161.61
1580491800000.0,7553660.58
1580502000000.0,92252714.42
1580511000000.0,77616238.76
1580517600000.0,109716209.82
1580523600000.0,24880372.52
1580530800000.0,49330404.64
1580541600000.0,70334747.37
1580548800000.0,92657943.05
1580557200000.0,21212197.89
1580563500000.0,81500860.61
1580571600000.0,64798296.87
1580578200000.0,116169752.86
1580592300000.0,3195260.42
1580604300000.0,38946094.45
1580610900000.0,15666097.26
1580616600000.0,44797750.5
1580619600000.0,35830384.22
1580625900000.0,-5137153.53
1580633400000.0,50941665.74
1580638800000.0,2931591.62
1580645100000.0,55380471.3
1580649600000.0,69283549.34
1580654700000.0,50226808.0
1580661000000.0,95593642.99
1580672100000.0,122238988.69
1580682900000.0,19712882.65
1580687400000.0,107715936.1
1580691900000.0,67982433.25
1580694000000.0,16930134.42
1580695500000.0,27511188.58
1580699100000.0,110689428.19
1580706300000.0,64860349.3
1580717400000.0,95816216.48
1580725500000.0,111938071.51
1580731200000.0,56803636.11
1580740500000.0,67679429.76
1580745300000.0,69896990.01
1580748600000.0,34998852.09
1580754000000.0,94412028.82
1580763300000.0,10637771.63
1580775300000.0,115855439.53
1580781600000.0,62302844.07
1580792100000.0,51105698.48
1580798700000.0,-5559736.82
1580806500000.0,-10065937.73
1580809800000.0,13958676.55
1580814600000.0,71625591.79
1580816400000.0,-21731260.32
1580820000000.0,4675744.31
1580823600000.0,19510584.87
1580829300000.0,109966138.88
1580836200000.0,-19841131.28
1580847900000.0,36398015.46
1580862900000.0,137897555.23
1580872500000.0,67812471.71
1580882400000.0,65005912.11
1580889900000.0,126568296.46
1580898600000.0,11447531.71
1580900700000.0,88094082.84
1580904300000.0,86596145.53
1580905200000.0,100243585.33
1580910000000.0,21194506.51
1580913900000.0,124701137.88
1580918700000.0,115098930.73
1580920500000.0,79187428.87
1580924700000.0,-1517502.05
1580926800000.0,47725760.16
1580927400000.0,83805251.33
1580929800000.0,76260917.75
1580933400000.0,-16863809.06
1580939700000.0,90735258.69
1580944800000.0,32236386.52
1580948400000.0,70069370.56
1580952300000.0,10518182.61
1580959500000.0,11231812.48
1580967000000.0,3962436.18
1580974200000.0,38854940.7
1580978400000.0,34935771.29
1580986200000.0,25591400.11
1580991300000.0,42531851.97
1580993700000.0,6984234.72
1580995800000.0,63499893.34
1580997000000.0,42014104.87
1580998800000.0,-142559.86
1581001200000.0,96988511.33
1581004200000.0,12753037.64
1581008700000.0,109309767.19
1581013500000.0,113248341.25
1581021300000.0,85612584.5
1581029400000.0,82558256.83
1581034200000.0,96188087.81
1581040200000.0,41952495.56
1581045900000.0,20174546.35
1581054000000.0,46267705.65
1581062700000.0,31938949.22
1581070800000.0,29253273.97
1581076200000.0,-26230325.28
1581079500000.0,463756.01
1581086100000.0,66959692.1
1581092100000.0,54298782.56
1581103800000.0,11146524.76
1581115500000.0,31787768.81
1581126900000.0,31496585.4
1581132000000.0,38328369.7
1581139200000.0,-29518888.73
1581150000000.0,64397895.44
1581156300000.0,89161877.9
1581161100000.0,60408959.52
1581169500000.0,95365356.05
1581173100000.0,97657637.28
1581179100000.0,39906833.83
1581185100000.0,112814174.21
1581196500000.0,61193560.27
1581199800000.0,36855780.13
1581208800000.0,94214829.52
1581216900000.0,76936296.47
1581219000000.0,39335283.1
1581221700000.0,7959235.93
1581227400000.0,73904469.47
1581234600000.0,31832473.41
1581239700000.0,47646191.3
1581245400000.0,115646830.08
1581252000000.0,109957877.33
1581260100000.0,-34774766.24
1581263100000.0,55004392.25
1581269100000.0,40146000.74
1581280200000.0,30947004.33
1581290700000.0,61017896.46
1581295500000.0,22048526.75
1581300900000.0,8392335.59
1581306600000.0,93343640.74
1581312900000.0,51560074.32
1581314400000.0,112909777.0
1581315300000.0,85578146.78
1581317400000.0,42071663.17
1581321900000.0,14477174.81
1581325200000.0,44756138.1
1581327300000.0,-5523445.45
1581332400000.0,49145126.54
1581336900000.0,53724889.29
1581343800000.0,54891242.36
1581348900000.0,36499173.37
1581354000000.0,16704907.1
1581363900000.0,110001383.17
1581376500000.0,97390050.91
1581381300000.0,19763334.49
1581384900000.0,49517370.9
1581392700000.0,33944736.94
1581400200000.0,77278148.98
1581410400000.0,74813156.86
1581417600000.0,12138443.49
1581424200000.0,118671761.11
1581429600000.0,59450780.1
1581434700000.0,46673639.33
1581435600000.0,69050511.12
1581436200000.0,29615630.85
1581437100000.0,1766182.84
1581438000000.0,-11219319.09
1581441300000.0,83275598.61
1581445500000.0,53829177.85
1581450900000.0,44943883.58
1581459900000.0,88870813.75
1581466200000.0,53465670.11
1581469800000.0,-27437600.67
1581476700000.0,73037957.45
1581486000000.0,79052822.32
1581490800000.0,84165766.53
1581493800000.0,8849051.24
1581496200000.0,22739263.37
1581499200000.0,45601097.09
1581505800000.0,20416910.87
1581511500000.0,34569508.72
1581516900000.0,66585281.43
1581520500000.0,125272400.76
1581525600000.0,38639583.53
1581534300000.0,65385009.2
1581542100000.0,104850257.17
1581550500000.0,98224525.87
1581559200000.0,117115293.45
1581564900000.0,62559176.78
1581573300000.0,36377699.66
1581578400000.0,22101051.13
1581581400000.0,58100197.41
1581582000000.0,20771870.25
1581584700000.0,68838698.77
1581586500000.0,57981765.25
1581590100000.0,96117444.65
1581594600000.0,76177354.36
1581599100000.0,49883693.74
1581601200000.0,31584218.25
1581602400000.0,56363356.79
1581603000000.0,29940442.37
1581605100000.0,45614555.4
1581609600000.0,46474679.97
1581613200000.0,60606645.69
1581618000000.0,84890953.3
1581627600000.0,-6669125.91
1581639300000.0,58269604.59
1581646500000.0,-10151964.77
1581654600000.0,19850005.71
1581661500000.0,45916477.67
1581668100000.0,73369137.27
1581675300000.0,-37772462.64
1581678000000.0,55332762.0
1581684300000.0,28126903.06
1581690900000.0,51528485.62
1581694800000.0,44161865.99
1581702300000.0,-16243748.06
1581707100000.0,49717457.06
1581715500000.0,22370195.68
1581725700000.0,44818962.42
1581732600000.0,31614156.31
1581741600000.0,21311938.83
1581751500000.0,54159836.07
1581761100000.0,12500699.75
1581772200000.0,49402029.37
1581781800000.0,65036726.94
1581782100000.0,26788613.35
1581782700000.0,62097828.14
1581784200000.0,63486932.43
1581785100000.0,14875249.49
1581788400000.0,55512379.61
1581790800000.0,104338269.51
1581798900000.0,103990697.68
1581813600000.0,143295384.36
1581822000000.0,79930064.38
1581831600000.0,52239817.59
1581843000000.0,45226622.66
1581852300000.0,59955864.29
1581860100000.0,2425213.31
1581867000000.0,64296071.42
1581870000000.0,50002368.01
1581872100000.0,-19822914.46
1581874800000.0,87554015.74
1581882000000.0,36928832.96
1581891900000.0,66036627.3
1581896400000.0,72743381.3
1581900300000.0,-7414377.15
1581907500000.0,-11053432.36
1581913500000.0,107504294.35
1581918600000.0,107852113.41
1581927300000.0,129341688.18
1581934500000.0,75088632.72
1581938100000.0,76027994.89
1581939600000.0,63957766.79
1581942000000.0,65471039.22
1581946800000.0,38341081.79
1581949200000.0,124659938.5
1581951300000.0,62649700.25
1581954000000.0,60066996.9
1581957000000.0,-266852.2
1581960600000.0,14126469.87
1581967800000.0,40806210.86
1581976200000.0,101530668.4
1581986100000.0,2286030.49
1581996300000.0,121361346.94
1582005600000.0,119279627.31
1582016100000.0,-1508707.19
1582021200000.0,17170161.14
1582028400000.0,-26085081.43
1582033500000.0,16992661.37
1582039200000.0,18106134.77
1582041300000.0,69333195.83
1582045200000.0,14893713.69
1582049100000.0,106122991.93
1582052400000.0,5168153.97
1582057800000.0,23574565.66
1582060200000.0,65291222.94
1582062600000.0,90808928.77
1582067100000.0,82468383.55
1582072500000.0,-22477684.49
1582080900000.0,124651208.67
1582090200000.0,49332522.11
1582098900000.0,41040007.55
1582104300000.0,29922391.16
1582113600000.0,66801900.8
1582116900000.0,69379832.82
1582131000000.0,90747811.18
1582134300000.0,95740129.11
1582141200000.0,45544698.93
1582146000000.0,-21617290.12
1582148400000.0,14320254.28
1582149000000.0,69746680.63
1582149300000.0,60289610.43
1582150200000.0,31443798.1
1582152000000.0,6171495.31
1582156800000.0,26780159.66
1582164300000.0,48909756.07
1582170000000.0,60201063.85
1582182000000.0,98633573.78
1582191000000.0,108368084.66
1582198500000.0,19053538.69
1582205700000.0,10228691.34
1582212600000.0,69289594.69
1582216800000.0,-726352.96
1582217700000.0,7814227.77
1582219800000.0,92230990.01
1582224000000.0,86876454.36
1582235400000.0,26267171.52
1582246800000.0,16309419.49
1582256100000.0,37960217.2
1582263300000.0,53388856.67
1582274400000.0,54120694.42
1582285200000.0,63143133.46
1582292700000.0,-23623142.4
1582302000000.0,16866594.58
1582314300000.0,-1502627.82
1582317900000.0,123546000.48
1582328100000.0,139921640.82
1582343100000.0,111395663.28
1582353300000.0,53080821.4
1582368900000.0,22453537.72
1582384800000.0,35034493.67
1582398300000.0,11196595.25
1582422600000.0,36637999.36
1582430700000.0,123508854.72
1582435500000.0,46491789.65
1582446000000.0,6850414.42
1582454100000.0,46512326.96
1582459200000.0,97985603.78
1582468500000.0,15227577.52
1582482600000.0,120553340.59
1582499100000.0,140388462.39
1582503300000.0,33408112.95
1582508400000.0,93544916.95
1582512000000.0,124166556.1
1582515000000.0,25457146.0
1582526100000.0,46999840.71
1582531800000.0,29645832.88
1582540800000.0,25331977.2
1582547700000.0,51371748.75
1582555200000.0,108716397.2
1582559400000.0,52068021.56
1582563600000.0,12585881.28
1582567500000.0,20029936.8
1582570800000.0,49242402.78
1582577400000.0,62023274.97
1582588200000.0,-9366119.07
1582600200000.0,64106488.09
1582610400000.0,128346525.95
1582617900000.0,102210835.32
1582625100000.0,-5220485.85
1582632000000.0,150156.65
1582637100000.0,94324442.59
1582640700000.0,25451503.28
1582642200000.0,33704905.74
1582646100000.0,92782630.69
1582648200000.0,52420805.67
1582650900000.0,98152294.3
1582656900000.0,113723657.34
1582663500000.0,45135602.24
1582666200000.0,28954519.82
1582675200000.0,127521799.44
1582680600000.0,17709659.45
1582683600000.0,46045621.18
1582687800000.0,81615568.85
1582695000000.0,60307566.33
1582701900000.0,-22939227.74
1582707300000.0,44895296.96
1582711800000.0,77419597.66
1582719000000.0,45975458.28
1582720800000.0,8789590.01
1582724400000.0,34247231.72
1582725900000.0,19083507.14
1582727400000.0,88192590.35
1582730100000.0,35245811.14
1582733400000.0,58065724.71
1582734300000.0,30873939.13
1582735800000.0,-7207924.74
1582737000000.0,6996895.89
1582740300000.0,57341804.24
1582744500000.0,-22449112.68
1582752000000.0,90861068.07
1582759200000.0,27800866.29
1582763700000.0,37662881.6
1582765800000.0,2286274.95
1582768500000.0,27171448.0
1582774200000.0,-3183789.64
1582781100000.0,13165957.88
1582787700000.0,2228150.96
1582794900000.0,66725057.75
1582801200000.0,-5140925.72
1582806300000.0,72841272.41
1582808400000.0,73650477.54
1582814100000.0,84046528.41
1582819800000.0,71449169.56
1582823700000.0,12601875.82
1582830900000.0,83204983.79
1582839600000.0,-1558785.09
1582843200000.0,12551061.97
1582848300000.0,36001909.64
1582856100000.0,111656993.91
1582868700000.0,31338805.52
1582876800000.0,1395822.14
1582882500000.0,6963230.9
1582884300000.0,7189004.61
1582887600000.0,66465728.05
1582892100000.0,65507406.93
1582894200000.0,63588407.11
1582896000000.0,69517780.18
1582899900000.0,80482185.28
1582904100000.0,55347351.54
1582909500000.0,43034627.3
1582914600000.0,-6753490.83
1582921200000.0,75237455.39
1582929900000.0,82334318.47
1582936200000.0,127599361.92
1582947900000.0,72790301.53
1582958700000.0,-17430713.84
1582970400000.0,100704864.55
1582977300000.0,141068343.33
1582986000000.0,70661418.88
1582991700000.0,51230994.36
1583002200000.0,78164416.01
1583018100000.0,424844.08
1583022900000.0,86860592.31
1583028300000.0,82393756.4
1583037000000.0,26951643.85
1583047200000.0,9666433.16
1583054700000.0,118184263.6
1583064000000.0,40556460.88
1583065500000.0,80547086.6
1583067900000.0,65883558.69
1583073600000.0,76152852.84
1583080500000.0,70056851.92
1583083500000.0,33833272.65
1583089500000.0,87735599.68
1583093400000.0,76015468.69
1583102100000.0,116843098.59
1583108700000.0,-3990723.14
1583117700000.0,104234346.89
1583127000000.0,119540250.38
1583133900000.0,94454925.82
1583142300000.0,121991065.38
1583146800000.0,47696839.05
1583153100000.0,119017156.0
1583156400000.0,54679795.42
1583159700000.0,85981821.35
1583163600000.0,33149001.61
1583168700000.0,37633548.42
1583175000000.0,89370221.73
1583184000000.0,59399863.47
1583190600000.0,30564114.78
1583196900000.0,100922474.25
1583208000000.0,9485809.68
1583218800000.0,19648156.82
1583223900000.0,67284629.07
1583230800000.0,70826167.73
1583237100000.0,85432392.7
1583241000000.0,52893417.15
1583246400000.0,137042356.67
1583248200000.0,85707346.71
1583249100000.0,48516070.18
1583253000000.0,96359027.02
1583260800000.0,61854643.32
1583271600000.0,66077984.01
1583283900000.0,67156631.13
1583294400000.0,109190985.45
1583305800000.0,60623431.5
1583316000000.0,-4585612.94
1583322900000.0,50172874.39
1583332200000.0,51413049.6
1583335500000.0,66613404.31
1583341500000.0,119508798.3
1583355000000.0,94760101.63
1583368500000.0,11122612.22
1583371200000.0,131918358.97
1583376900000.0,57001854.52
1583382600000.0,37183380.55
1583391300000.0,49123135.51
1583400600000.0,65580961.99
1583403900000.0,55638288.66
1583408700000.0,60154873.3
1583414100000.0,61028059.49
1583420700000.0,116213157.58
1583426700000.0,103044780.91
1583436900000.0,94390695.55
1583441700000.0,13072091.7
1583451300000.0,113231824.35
1583456700000.0,65160556.33
1583467500000.0,121244219.75
1583475000000.0,81520695.51
1583482800000.0,59882082.25
1583492100000.0,39251639.29
1583497500000.0,26249332.69
1583504100000.0,6982113.53
1583510700000.0,111590128.52
1583523300000.0,11726723.34
1583536800000.0,118134155.16
1583547000000.0,38423714.63
1583561700000.0,109311852.25
1583575200000.0,-14670516.03
1583584800000.0,100807937.37
1583597100000.0,91256411.77
1583599500000.0,98202202.14
1583600700000.0,63245456.31
1583603700000.0,8824090.63
1583606400000.0,40166954.08
1583616900000.0,63960017.17
1583627100000.0,56643567.23
1583632800000.0,70963666.61
1583644800000.0,111615690.68
1583658600000.0,115002599.57
1583667000000.0,45001036.35
1583673300000.0,790497.06
1583678100000.0,57030658.82
1583680500000.0,14596631.65
1583681700000.0,10967550.44
1583682600000.0,24629072.32
1583684400000.0,87440035.44
1583685000000.0,50215187.47
1583686200000.0,44780756.28
1583689200000.0,29832939.71
1583694900000.0,102040470.09
1583704800000.0,79015101.6
1583709000000.0,49526294.26
1583711400000.0,79506703.33
1583712600000.0,141858381.05
1583717100000.0,-7378517.33
1583723700000.0,22653919.32
1583727300000.0,26533951.02
1583728500000.0,18991439.57
1583731500000.0,83246328.97
1583732400000.0,131443284.08
1583733600000.0,100170491.47
1583736300000.0,89191562.58
1583741400000.0,70941959.36
1583748000000.0,56497187.8
1583752500000.0,43275892.26
1583755800000.0,99679221.63
1583759100000.0,50877281.77
1583762100000.0,92579681.45
1583764200000.0,-9628064.32
1583766900000.0,-22796736.43
1583768700000.0,77117687.67
1583770800000.0,64538777.72
1583772600000.0,37097781.6
1583776500000.0,-9521044.64
1583781900000.0,81466985.05
1583786100000.0,18954903.63
1583795400000.0,46352494.83
1583802000000.0,62031822.24
1583809500000.0,50248134.51
1583819700000.0,62778917.46
1583828100000.0,56663119.4
1583836200000.0,63093005.7
1583837700000.0,83301200.46
1583840100000.0,3996658.59
1583844300000.0,69301964.8
1583847900000.0,125639775.09
1583851800000.0,79460175.73
1583854500000.0,77335171.62
1583855100000.0,42928552.7
1583856300000.0,28435687.4
1583860500000.0,69237140.93
1583865300000.0,-15985476.36
1583870700000.0,92110643.3
1583875500000.0,-12132464.74
1583880600000.0,110011612.01
1583884500000.0,103418639.6
1583893800000.0,77922640.09
1583905200000.0,88628594.36
1583912100000.0,-383423.53
1583916000000.0,38729690.36
1583922600000.0,108538435.76
1583928300000.0,61036610.39
1583934300000.0,63844642.33
1583940600000.0,45040528.92
1583943600000.0,98324274.16
1583946900000.0,63231809.63
1583949600000.0,10045335.72
1583951700000.0,88611040.13
1583954100000.0,71497639.23
1583958600000.0,102197110.89
1583966100000.0,76410138.26
1583968800000.0,21505275.04
1583975400000.0,71123937.71
1583978400000.0,-11689735.24
