timestamp,btc_exchange_inflow_total
1578437100000.0,3331.18
1578441000000.0,4758.36
1578442500000.0,4896.24
1578444300000.0,4042.08
1578445500000.0,3616.52
1578447900000.0,2811.0
1578450900000.0,1487.25
1578453900000.0,2355.18
1578459000000.0,1263.05
1578465900000.0,1358.41
1578472500000.0,2706.07
1578479400000.0,1183.69
1578488100000.0,4589.5
1578490500000.0,4807.17
1578492900000.0,3391.85
1578496200000.0,4474.51
1578499500000.0,4190.99
1578501300000.0,2432.05
1578501900000.0,1677.9
1578503400000.0,1135.75
1578505500000.0,3743.01
1578511800000.0,4073.49
1578514200000.0,3513.41
1578516600000.0,2742.88
1578521100000.0,1031.28
1578527700000.0,4189.83
1578531600000.0,2746.97
1578541200000.0,1598.68
1578550500000.0,1762.21
1578558000000.0,2351.96
1578563700000.0,2583.89
1578569400000.0,2510.31
1578576000000.0,3674.21
1578584700000.0,4120.63
1578588900000.0,2715.23
1578593700000.0,2560.94
1578600000000.0,3316.75
1578603300000.0,2841.09
1578605700000.0,3515.97
1578613200000.0,4763.74
1578624900000.0,2200.72
1578636000000.0,2914.11
1578643200000.0,4392.81
1578648900000.0,1462.69
1578653400000.0,2559.52
1578656400000.0,4503.54
1578660600000.0,4041.43
1578664200000.0,1745.15
1578667200000.0,4983.02
1578669600000.0,4008.83
1578672300000.0,2162.41
1578673800000.0,1524.38
1578676500000.0,3282.81
1578679800000.0,4833.61
1578682200000.0,2472.01
1578684600000.0,3853.57
1578689700000.0,4750.77
1578693600000.0,1261.79
1578700200000.0,4892.39
1578704400000.0,4256.08
1578708900000.0,1971.97
1578716700000.0,4930.33
1578724200000.0,1117.37
1578730200000.0,1092.86
1578738600000.0,4412.58
1578745500000.0,4574.73
1578753900000.0,1530.35
1578760500000.0,3266.42
1578765900000.0,1027.2
1578778800000.0,1699.2
1578780000000.0,1960.77
1578784500000.0,1099.84
1578789300000.0,1083.26
1578800100000.0,3810.55
1578814500000.0,1832.31
1578825300000.0,4865.58
1578838200000.0,3104.93
1578848700000.0,4353.95
1578850500000.0,2184.79
1578860700000.0,1197.4
1578873600000.0,2171.79
1578886500000.0,3236.05
1578901200000.0,3623.63
1578916800000.0,2917.22
1578930900000.0,2374.25
1578948300000.0,2519.93
1578961800000.0,4849.19
1578963300000.0,2213.18
1578964800000.0,3461.55
1578966600000.0,4022.78
1578971100000.0,2253.84
1578974700000.0,1617.65
1578978600000.0,4832.03
1578985800000.0,2913.23
1578995100000.0,1654.8
1579002000000.0,3671.88
1579005600000.0,1181.99
1579008900000.0,4599.39
1579011600000.0,3768.29
1579012800000.0,1350.96
1579015500000.0,1513.45
1579017900000.0,3256.68
1579020300000.0,3370.49
1579021800000.0,1745.3
1579024200000.0,4594.54
1579026600000.0,1444.43
1579029000000.0,4830.37
1579035900000.0,1572.14
1579044300000.0,2676.07
1579046700000.0,2586.52
1579048800000.0,1523.42
1579052100000.0,4106.89
1579058700000.0,3625.65
1579062300000.0,2468.33
1579065300000.0,2605.99
1579071600000.0,4322.95
1579079100000.0,2779.15
1579083600000.0,4953.25
1579088400000.0,4159.63
1579093200000.0,3343.85
1579096800000.0,4760.51
1579098000000.0,3497.77
1579100700000.0,2249.35
1579103400000.0,4867.91
1579105200000.0,2469.97
1579110300000.0,4826.99
1579116300000.0,2176.75
1579122300000.0,3849.34
1579129800000.0,3656.43
1579134300000.0,2379.59
1579137900000.0,3608.35
1579141800000.0,1967.19
1579147500000.0,4372.39
1579155600000.0,1817.95
1579163100000.0,3387.93
1579169400000.0,3878.48
1579175100000.0,1071.17
1579178700000.0,4987.14
1579182900000.0,2383.02
1579189200000.0,3374.7
1579194300000.0,4074.48
1579202100000.0,1771.51
1579209900000.0,1599.08
1579221300000.0,3410.72
1579229700000.0,3077.21
1579233900000.0,1134.14
1579240200000.0,2507.16
1579242000000.0,1378.61
1579244700000.0,1839.13
1579248900000.0,1741.78
1579253400000.0,2446.49
1579256700000.0,4864.67
1579261800000.0,4248.27
1579264200000.0,2114.45
1579270200000.0,3609.01
1579275300000.0,3777.5
1579280100000.0,3453.72
1579286400000.0,1236.97
1579290900000.0,1877.46
1579298700000.0,1670.72
1579307100000.0,4398.01
1579313700000.0,4730.18
1579323000000.0,3383.68
1579331100000.0,3225.11
1579340100000.0,4142.48
1579350600000.0,1983.76
1579358700000.0,4622.07
1579364400000.0,2539.09
1579371000000.0,2662.85
1579385400000.0,1043.53
1579393500000.0,3726.31
1579395900000.0,3069.92
1579397700000.0,2493.7
1579400700000.0,1452.13
1579407000000.0,2992.09
1579416600000.0,4042.98
1579422900000.0,1007.76
1579431300000.0,4429.45
1579431900000.0,2297.65
1579432800000.0,2572.09
1579434900000.0,4322.18
1579437300000.0,2685.83
1579441800000.0,1944.45
1579449900000.0,4645.48
1579459500000.0,1421.4
1579469400000.0,1261.03
1579472400000.0,4165.1
1579476000000.0,2273.95
1579481100000.0,4061.72
1579488900000.0,3031.05
1579501200000.0,3720.91
1579512000000.0,4302.86
1579523100000.0,2519.72
1579527000000.0,3251.26
1579531500000.0,3478.26
1579537800000.0,1029.42
1579552800000.0,2492.1
1579561200000.0,4886.17
1579566300000.0,4866.29
1579583400000.0,3008.27
1579597200000.0,1595.56
1579610700000.0,3611.62
1579627500000.0,4797.92
1579635900000.0,1961.91
1579637400000.0,4058.09
1579639500000.0,4773.73
1579642800000.0,3773.0
1579653300000.0,3764.42
1579675500000.0,3824.41
1579679100000.0,4679.08
1579683900000.0,3394.31
1579692300000.0,4341.04
1579703400000.0,4886.32
1579712100000.0,4466.2
1579721100000.0,2894.98
1579741800000.0,2596.25
1579748700000.0,2785.13
1579758000000.0,4192.49
1579764600000.0,1300.58
1579770000000.0,4428.52
1579773300000.0,4009.12
1579778400000.0,3037.51
1579781700000.0,3752.59
1579786200000.0,2305.82
1579790100000.0,3979.25
1579797900000.0,3881.86
1579804200000.0,2036.64
1579814700000.0,2177.98
1579824000000.0,3025.97
1579834800000.0,4549.01
1579845300000.0,4324.27
1579858200000.0,4652.5
1579863300000.0,4120.95
1579866000000.0,4604.15
1579869300000.0,3273.88
1579875600000.0,4593.92
1579879800000.0,3358.24
1579885800000.0,4899.47
1579896000000.0,2231.2
1579903800000.0,1865.72
1579912500000.0,1579.21
1579917300000.0,4886.74
1579926900000.0,3896.86
1579939200000.0,2146.66
1579950000000.0,3233.9
1579962300000.0,4273.24
1579980600000.0,1690.68
1579991400000.0,1649.53
1579999500000.0,4395.06
1580016900000.0,4126.94
1580026800000.0,3147.38
1580031000000.0,3606.49
1580039700000.0,1705.18
1580051400000.0,2282.63
1580058600000.0,3186.66
1580064600000.0,2938.33
1580071200000.0,2453.99
1580082900000.0,4301.02
1580085600000.0,3859.68
1580094900000.0,3439.09
1580107200000.0,3878.77
1580115900000.0,4196.66
1580125800000.0,2320.42
1580127000000.0,4895.57
1580132100000.0,4471.64
1580137800000.0,4661.88
1580142300000.0,4859.86
1580151300000.0,2908.34
1580153100000.0,2003.55
1580155200000.0,3975.12
1580159700000.0,2753.02
1580166600000.0,2415.39
1580172000000.0,3397.84
1580173800000.0,3203.72
1580177700000.0,3571.19
1580185800000.0,3490.51
1580189400000.0,4517.26
1580194200000.0,4396.53
1580200500000.0,2385.99
1580205900000.0,1118.03
1580210700000.0,2207.4
1580214900000.0,3054.23
1580220900000.0,1165.4
1580222700000.0,2844.16
1580223900000.0,4037.7
1580227500000.0,3958.12
1580232000000.0,3507.35
1580235600000.0,1740.78
1580242500000.0,1538.35
1580248500000.0,4259.44
1580253600000.0,1758.72
1580254800000.0,3207.47
1580256000000.0,2691.39
1580258100000.0,3581.63
1580261100000.0,4034.4
1580266500000.0,4379.76
1580274300000.0,4257.52
1580282700000.0,2802.97
1580291700000.0,3895.9
1580294100000.0,2965.76
1580296200000.0,2887.12
1580299200000.0,4359.77
1580304600000.0,1303.09
1580312700000.0,3856.75
1580319000000.0,1066.38
1580327100000.0,1051.07
1580333100000.0,1588.9
1580342100000.0,3590.02
1580345700000.0,4653.74
1580357700000.0,3580.82
1580369400000.0,1739.31
1580375400000.0,1231.21
1580384400000.0,4908.58
1580391900000.0,4605.16
1580395500000.0,2336.77
1580401500000.0,4933.51
1580402100000.0,4331.37
1580403900000.0,2584.85
1580405100000.0,1452.12
1580406300000.0,3824.58
1580410200000.0,3525.13
1580415600000.0,2625.72
1580418600000.0,4788.36
1580427600000.0,3720.75
1580433300000.0,2268.91
1580438400000.0,4250.88
1580446500000.0,3423.43
1580450700000.0,2124.44
1580458200000.0,4087.09
1580467200000.0,3299.26
1580470500000.0,3696.88
1580475300000.0,1909.73
1580479200000.0,3353.35
1580486400000.0,2177.98
1580491800000.0,1159.58
1580502000000.0,2412.62
1580511000000.0,1347.28
1580517600000.0,4624.54
1580523600000.0,1075.23
1580530800000.0,2373.63
1580541600000.0,4373.76
1580548800000.0,1360.12
1580557200000.0,4098.97
1580563500000.0,1789.74
1580571600000.0,1552.61
1580578200000.0,3685.87
1580592300000.0,4911.45
1580604300000.0,4822.7
1580610900000.0,3829.59
1580616600000.0,2035.51
1580619600000.0,2568.18
1580625900000.0,1308.03
1580633400000.0,4680.16
1580638800000.0,3447.85
1580645100000.0,3904.39
1580649600000.0,2804.45
1580654700000.0,2149.49
1580661000000.0,4456.47
1580672100000.0,3155.11
1580682900000.0,1551.32
1580687400000.0,1841.49
1580691900000.0,3136.78
1580694000000.0,1280.49
1580695500000.0,1484.83
1580699100000.0,4427.97
1580706300000.0,4885.57
1580717400000.0,2076.26
1580725500000.0,2985.48
1580731200000.0,1765.49
1580740500000.0,3880.24
1580745300000.0,2391.51
1580748600000.0,3410.72
1580754000000.0,4806.06
1580763300000.0,4895.9
1580775300000.0,2245.43
1580781600000.0,4050.28
1580792100000.0,1263.59
1580798700000.0,4108.9
1580806500000.0,3558.48
1580809800000.0,3951.45
1580814600000.0,2461.07
1580816400000.0,3617.65
1580820000000.0,1754.1
1580823600000.0,4685.69
1580829300000.0,3025.66
1580836200000.0,1802.37
1580847900000.0,4405.33
1580862900000.0,3918.81
1580872500000.0,3624.44
1580882400000.0,1159.94
1580889900000.0,2138.52
1580898600000.0,1407.2
1580900700000.0,2104.93
1580904300000.0,3560.78
1580905200000.0,1488.34
1580910000000.0,3031.52
1580913900000.0,2658.26
1580918700000.0,2534.37
1580920500000.0,3059.43
1580924700000.0,3345.87
1580926800000.0,1481.99
1580927400000.0,1366.15
1580929800000.0,3190.11
1580933400000.0,2708.35
1580939700000.0,3617.35
1580944800000.0,1262.09
1580948400000.0,1668.86
1580952300000.0,4444.73
1580959500000.0,2453.79
1580967000000.0,2436.75
1580974200000.0,3344.98
1580978400000.0,4328.0
1580986200000.0,4037.74
1580991300000.0,1720.01
1580993700000.0,2338.04
1580995800000.0,1525.93
1580997000000.0,3155.49
1580998800000.0,4810.65
1581001200000.0,2593.52
1581004200000.0,1189.81
1581008700000.0,1092.83
1581013500000.0,2931.1
1581021300000.0,1311.95
1581029400000.0,3250.51
1581034200000.0,4558.3
1581040200000.0,3241.27
1581045900000.0,1834.42
1581054000000.0,1586.89
1581062700000.0,3316.02
1581070800000.0,2683.32
1581076200000.0,1739.09
1581079500000.0,1967.31
1581086100000.0,1569.77
1581092100000.0,4550.37
1581103800000.0,4989.85
1581115500000.0,3992.83
1581126900000.0,1186.29
1581132000000.0,3584.62
1581139200000.0,2421.66
1581150000000.0,1351.33
1581156300000.0,2743.4
1581161100000.0,2578.19
1581169500000.0,4808.49
1581173100000.0,2311.92
1581179100000.0,1391.04
1581185100000.0,2848.41
1581196500000.0,3837.29
1581199800000.0,3577.05
1581208800000.0,2321.01
1581216900000.0,4407.68
1581219000000.0,3843.11
1581221700000.0,4665.99
1581227400000.0,4198.84
1581234600000.0,2364.78
1581239700000.0,1256.1
1581245400000.0,2333.78
1581252000000.0,3448.64
1581260100000.0,3331.34
1581263100000.0,1508.54
1581269100000.0,2175.92
1581280200000.0,1341.44
1581290700000.0,2899.11
1581295500000.0,1761.98
1581300900000.0,3038.38
1581306600000.0,2653.65
1581312900000.0,3552.2
1581314400000.0,3029.19
1581315300000.0,2030.14
1581317400000.0,2545.21
1581321900000.0,3540.93
1581325200000.0,3205.95
1581327300000.0,4957.56
1581332400000.0,3639.67
1581336900000.0,3198.71
1581343800000.0,4745.2
1581348900000.0,2905.18
1581354000000.0,2541.83
1581363900000.0,4748.29
1581376500000.0,2358.21
1581381300000.0,4387.98
1581384900000.0,4996.64
1581392700000.0,1505.06
1581400200000.0,1711.29
1581410400000.0,4218.01
1581417600000.0,1330.19
1581424200000.0,3811.39
1581429600000.0,2802.54
1581434700000.0,1479.83
1581435600000.0,3752.47
1581436200000.0,2701.58
1581437100000.0,2900.98
1581438000000.0,1395.04
1581441300000.0,2696.1
1581445500000.0,1012.11
1581450900000.0,4448.44
1581459900000.0,1636.95
1581466200000.0,1990.48
1581469800000.0,4676.65
1581476700000.0,1453.2
1581486000000.0,1187.63
1581490800000.0,1776.53
1581493800000.0,3143.38
1581496200000.0,1157.86
1581499200000.0,4992.13
1581505800000.0,4390.75
1581511500000.0,1626.66
1581516900000.0,3927.25
1581520500000.0,1734.1
1581525600000.0,1248.51
1581534300000.0,4535.12
1581542100000.0,4516.21
1581550500000.0,3047.05
1581559200000.0,1702.82
1581564900000.0,2464.16
1581573300000.0,3266.42
1581578400000.0,3128.23
1581581400000.0,1821.72
1581582000000.0,4845.73
1581584700000.0,2920.73
1581586500000.0,1807.93
1581590100000.0,3447.12
1581594600000.0,2873.97
1581599100000.0,3398.9
1581601200000.0,2453.47
1581602400000.0,1825.99
1581603000000.0,3251.3
1581605100000.0,1533.1
1581609600000.0,2413.8
1581613200000.0,1829.71
1581618000000.0,2921.77
1581627600000.0,1526.35
1581639300000.0,1669.19
1581646500000.0,4061.52
1581654600000.0,1563.97
1581661500000.0,3035.35
1581668100000.0,1779.6
1581675300000.0,2957.7
1581678000000.0,1605.14
1581684300000.0,3016.92
1581690900000.0,1671.73
1581694800000.0,2754.31
1581702300000.0,1731.29
1581707100000.0,3549.68
1581715500000.0,2800.27
1581725700000.0,4840.84
1581732600000.0,2435.46
1581741600000.0,1703.55
1581751500000.0,3924.41
1581761100000.0,1126.78
1581772200000.0,3778.17
1581781800000.0,2376.75
1581782100000.0,1268.74
1581782700000.0,3997.37
1581784200000.0,1753.92
1581785100000.0,4639.3
1581788400000.0,3384.6
1581790800000.0,4134.49
1581798900000.0,1231.69
1581813600000.0,3556.16
1581822000000.0,2113.86
1581831600000.0,3590.47
1581843000000.0,3301.69
1581852300000.0,1520.19
1581860100000.0,1748.35
1581867000000.0,3421.28
1581870000000.0,4953.65
1581872100000.0,2899.72
1581874800000.0,1991.66
1581882000000.0,1089.42
1581891900000.0,3587.0
1581896400000.0,1475.78
1581900300000.0,2135.82
1581907500000.0,1038.39
1581913500000.0,4009.1
1581918600000.0,3590.95
1581927300000.0,4809.0
1581934500000.0,4117.85
1581938100000.0,2460.35
1581939600000.0,3255.84
1581942000000.0,2127.52
1581946800000.0,1112.39
1581949200000.0,3722.65
1581951300000.0,2171.47
1581954000000.0,4065.27
1581957000000.0,1153.0
1581960600000.0,1286.71
1581967800000.0,2970.13
1581976200000.0,3791.26
1581986100000.0,2376.0
1581996300000.0,3676.08
1582005600000.0,2002.16
1582016100000.0,4652.09
1582021200000.0,3574.76
1582028400000.0,1305.64
1582033500000.0,2239.41
1582039200000.0,1187.54
1582041300000.0,3528.75
1582045200000.0,4391.49
1582049100000.0,2089.02
1582052400000.0,1987.81
1582057800000.0,4856.67
1582060200000.0,4745.55
1582062600000.0,2295.89
1582067100000.0,1743.04
1582072500000.0,4528.3
1582080900000.0,4214.68
1582090200000.0,2799.77
1582098900000.0,2714.49
1582104300000.0,4134.94
1582113600000.0,4059.8
1582116900000.0,2262.65
1582131000000.0,3498.6
1582134300000.0,1819.2
1582141200000.0,4787.43
1582146000000.0,2044.61
1582148400000.0,1016.73
1582149000000.0,1248.23
1582149300000.0,3901.68
1582150200000.0,3342.36
1582152000000.0,4386.78
1582156800000.0,1350.27
1582164300000.0,4872.34
1582170000000.0,1424.89
1582182000000.0,3963.75
1582191000000.0,4013.75
1582198500000.0,1284.7
1582205700000.0,1719.73
1582212600000.0,1007.5
1582216800000.0,4265.6
1582217700000.0,4806.09
1582219800000.0,1324.95
1582224000000.0,2594.08
1582235400000.0,2819.2
1582246800000.0,1873.8
1582256100000.0,3115.65
1582263300000.0,3172.93
1582274400000.0,3207.19
1582285200000.0,3430.58
1582292700000.0,4271.1
1582302000000.0,1371.92
1582314300000.0,1896.18
1582317900000.0,4414.18
1582328100000.0,1892.01
1582343100000.0,3498.94
1582353300000.0,4995.77
1582368900000.0,2811.1
1582384800000.0,4411.65
1582398300000.0,4403.18
1582422600000.0,3275.58
1582430700000.0,3901.48
1582435500000.0,1240.63
1582446000000.0,2592.55
1582454100000.0,4890.06
1582459200000.0,4063.94
1582468500000.0,3877.32
1582482600000.0,2729.8
1582499100000.0,1151.62
1582503300000.0,3556.92
1582508400000.0,4065.4
1582512000000.0,3638.74
1582515000000.0,2975.87
1582526100000.0,2947.71
1582531800000.0,4891.79
1582540800000.0,4273.19
1582547700000.0,3469.23
1582555200000.0,3663.73
1582559400000.0,1548.59
1582563600000.0,4705.37
1582567500000.0,2571.45
1582570800000.0,2463.55
1582577400000.0,3495.31
1582588200000.0,1805.66
1582600200000.0,4991.64
1582610400000.0,2044.92
1582617900000.0,2612.85
1582625100000.0,4401.6
1582632000000.0,4071.81
1582637100000.0,4687.99
1582640700000.0,4984.72
1582642200000.0,2161.0
1582646100000.0,3536.43
1582648200000.0,4549.92
1582650900000.0,4889.09
1582656900000.0,1955.62
1582663500000.0,1399.51
1582666200000.0,2769.57
1582675200000.0,4197.78
1582680600000.0,1147.13
1582683600000.0,3999.46
1582687800000.0,4327.46
1582695000000.0,3383.44
1582701900000.0,4655.9
1582707300000.0,2793.12
1582711800000.0,1696.55
1582719000000.0,1807.49
1582720800000.0,2768.05
1582724400000.0,2152.02
1582725900000.0,4584.3
1582727400000.0,4855.62
1582730100000.0,3565.21
1582733400000.0,2532.07
1582734300000.0,1533.3
1582735800000.0,2924.58
1582737000000.0,3088.06
1582740300000.0,2616.94
1582744500000.0,4778.68
1582752000000.0,1007.3
1582759200000.0,4265.46
1582763700000.0,2809.24
1582765800000.0,3789.24
1582768500000.0,4352.27
1582774200000.0,3878.15
1582781100000.0,2962.46
1582787700000.0,1459.89
1582794900000.0,1806.61
1582801200000.0,4550.12
1582806300000.0,4765.82
1582808400000.0,2745.68
1582814100000.0,1997.41
1582819800000.0,4705.18
1582823700000.0,4725.28
1582830900000.0,1241.18
1582839600000.0,3362.62
1582843200000.0,4789.94
1582848300000.0,3515.07
1582856100000.0,2379.43
1582868700000.0,2844.13
1582876800000.0,3931.28
1582882500000.0,4481.35
1582884300000.0,3495.12
1582887600000.0,3228.71
1582892100000.0,1106.03
1582894200000.0,2209.25
1582896000000.0,3587.63
1582899900000.0,1238.06
1582904100000.0,1717.95
1582909500000.0,2912.42
1582914600000.0,4007.1
1582921200000.0,2181.15
1582929900000.0,4688.43
1582936200000.0,3189.97
1582947900000.0,3480.18
1582958700000.0,4289.21
1582970400000.0,3169.52
1582977300000.0,3839.88
1582986000000.0,1729.25
1582991700000.0,2623.92
1583002200000.0,4259.92
1583018100000.0,1654.46
1583022900000.0,2110.72
1583028300000.0,2169.82
1583037000000.0,4254.47
1583047200000.0,2855.24
1583054700000.0,4406.2
1583064000000.0,2881.37
1583065500000.0,1717.05
1583067900000.0,3420.65
1583073600000.0,1082.12
1583080500000.0,1228.86
1583083500000.0,1747.5
1583089500000.0,3409.89
1583093400000.0,1080.99
1583102100000.0,1628.25
1583108700000.0,2474.66
1583117700000.0,3849.85
1583127000000.0,3002.73
1583133900000.0,4766.43
1583142300000.0,3212.07
1583146800000.0,4573.66
1583153100000.0,2170.57
1583156400000.0,3370.53
1583159700000.0,4107.45
1583163600000.0,4232.92
1583168700000.0,2438.3
1583175000000.0,1148.41
1583184000000.0,1673.37
1583190600000.0,1810.58
1583196900000.0,2213.71
1583208000000.0,1631.86
1583218800000.0,4972.05
1583223900000.0,3834.49
1583230800000.0,2231.47
1583237100000.0,4461.23
1583241000000.0,2423.0
1583246400000.0,4709.72
1583248200000.0,3837.78
1583249100000.0,3320.59
1583253000000.0,2855.67
1583260800000.0,1513.31
1583271600000.0,4757.69
1583283900000.0,2574.61
1583294400000.0,1751.44
1583305800000.0,4054.55
1583316000000.0,4520.92
1583322900000.0,4897.73
1583332200000.0,3703.29
1583335500000.0,3705.55
1583341500000.0,4467.25
1583355000000.0,2716.67
1583368500000.0,1521.3
1583371200000.0,3019.32
1583376900000.0,4085.07
1583382600000.0,1507.78
1583391300000.0,1317.02
1583400600000.0,4263.38
1583403900000.0,1194.63
1583408700000.0,4937.09
1583414100000.0,2162.88
1583420700000.0,1175.67
1583426700000.0,1869.68
1583436900000.0,3425.06
1583441700000.0,2375.14
1583451300000.0,4120.52
1583456700000.0,2137.16
1583467500000.0,1663.91
1583475000000.0,3383.11
1583482800000.0,2408.75
1583492100000.0,4291.73
1583497500000.0,2536.02
1583504100000.0,2869.34
1583510700000.0,3654.33
1583523300000.0,2302.64
1583536800000.0,4723.54
1583547000000.0,3885.92
1583561700000.0,3676.81
1583575200000.0,4377.99
1583584800000.0,1451.81
1583597100000.0,2244.39
1583599500000.0,3236.56
1583600700000.0,3522.73
1583603700000.0,2140.37
1583606400000.0,1221.1
1583616900000.0,4630.86
1583627100000.0,1237.37
1583632800000.0,1406.1
1583644800000.0,1055.26
1583658600000.0,4022.76
1583667000000.0,4977.24
1583673300000.0,4460.13
1583678100000.0,1823.53
1583680500000.0,3448.73
1583681700000.0,3668.62
1583682600000.0,4925.86
1583684400000.0,1906.43
1583685000000.0,2871.37
1583686200000.0,1174.2
1583689200000.0,4156.58
1583694900000.0,3141.3
1583704800000.0,3317.38
1583709000000.0,1431.39
1583711400000.0,1425.79
1583712600000.0,3564.59
1583717100000.0,4098.44
1583723700000.0,1021.51
1583727300000.0,3272.03
1583728500000.0,2464.95
1583731500000.0,4865.47
1583732400000.0,3834.28
1583733600000.0,3896.99
1583736300000.0,2076.41
1583741400000.0,1709.79
1583748000000.0,3905.52
1583752500000.0,1186.11
1583755800000.0,1513.84
1583759100000.0,2592.55
1583762100000.0,3195.0
1583764200000.0,2328.75
1583766900000.0,3456.99
1583768700000.0,4292.84
1583770800000.0,1981.36
1583772600000.0,4161.76
1583776500000.0,4562.89
1583781900000.0,1934.78
1583786100000.0,4560.91
1583795400000.0,4273.98
1583802000000.0,4730.49
1583809500000.0,4613.67
1583819700000.0,3018.58
1583828100000.0,3432.49
1583836200000.0,4724.51
1583837700000.0,1959.52
1583840100000.0,1427.69
1583844300000.0,3097.76
1583847900000.0,2044.09
1583851800000.0,4415.81
1583854500000.0,4613.97
1583855100000.0,1826.9
1583856300000.0,2671.15
1583860500000.0,4328.44
1583865300000.0,3288.27
1583870700000.0,2497.41
1583875500000.0,3622.65
1583880600000.0,4927.85
1583884500000.0,1291.92
1583893800000.0,2449.89
1583905200000.0,2197.59
1583912100000.0,4736.47
1583916000000.0,4494.96
1583922600000.0,4952.88
1583928300000.0,1941.78
1583934300000.0,3819.47
1583940600000.0,1703.22
1583943600000.0,3615.43
1583946900000.0,4885.3
1583949600000.0,2255.61
1583951700000.0,4465.2
1583954100000.0,3183.31
1583958600000.0,1846.75
1583966100000.0,4302.84
1583968800000.0,4187.37
1583975400000.0,3564.74
1583978400000.0,3575.85
1583979900000.0,3971.77
1583982300000.0,2706.62
1583986800000.0,1593.31
1583991300000.0,1955.96
1583995200000.0,2718.47
1583997300000.0,2490.45
1583998500000.0,2913.78
1584001200000.0,2574.84
1584003900000.0,1430.63
1584008400000.0,3199.54
1584009300000.0,2625.28
1584009600000.0,4926.05
1584009900000.0,3435.12
1584010200000.0,3661.96
1584010800000.0,3327.88
1584011400000.0,2681.27
1584012600000.0,2734.12
1584013800000.0,3584.85
1584015000000.0,3618.53
1584016500000.0,4149.79
1584018300000.0,4993.19
1584020400000.0,2004.15
1584021900000.0,4150.95
1584024000000.0,2451.52
1584026400000.0,4309.85
1584029700000.0,1186.56
1584033000000.0,4351.14
1584036900000.0,1407.68
1584042000000.0,4559.5
1584045300000.0,3961.35
1584046800000.0,1183.54
1584049500000.0,4493.01
1584051300000.0,1018.94
1584054600000.0,2602.89
1584055500000.0,2308.97
1584055800000.0,2550.51
1584056400000.0,1821.93
1584057000000.0,3461.06
1584057900000.0,3092.61
1584059400000.0,4248.11
1584061200000.0,3511.35
1584063600000.0,1635.24
1584064800000.0,3644.84
1584066000000.0,1859.12
1584067200000.0,1852.96
1584068100000.0,4957.09
1584069600000.0,1508.46
1584070500000.0,3593.54
1584071700000.0,1194.91
1584073800000.0,3964.63
1584075900000.0,1101.59
1584077400000.0,1725.56
1584079800000.0,4889.4
1584082500000.0,2252.44
1584085200000.0,2598.39
1584087000000.0,1921.68
1584088800000.0,3352.81
1584092700000.0,4888.75
1584094500000.0,4908.56
1584097500000.0,1763.1
1584099600000.0,4383.65
1584102600000.0,4768.6
1584105000000.0,1186.94
1584106500000.0,1580.95
1584107400000.0,4154.51
1584109200000.0,4994.73
1584111000000.0,4812.36
1584111900000.0,1585.87
1584113400000.0,2898.31
1584114600000.0,2879.18
1584115500000.0,4993.33
1584117600000.0,1675.0
1584120000000.0,4502.57
1584123300000.0,3889.57
1584125700000.0,1487.94
1584128100000.0,3956.74
1584129300000.0,2703.28
1584131100000.0,4654.21
1584135300000.0,3814.91
1584139500000.0,4400.96
1584143100000.0,2530.79
1584146700000.0,1077.08
1584151200000.0,2246.01
