timestamp,bw_momentum
1579298700000.0,0.0061
1579307100000.0,-0.0066
1579313700000.0,-0.0134
1579323000000.0,-0.0092
1579331100000.0,-0.0026
1579340100000.0,0.0055
1579350600000.0,0.012
1579358700000.0,0.0094
1579364400000.0,0.0003
1579371000000.0,0.0035
1579385400000.0,0.0066
1579393500000.0,0.0154
1579395900000.0,0.0225
1579397700000.0,0.0262
1579400700000.0,0.0312
1579407000000.0,0.0261
1579416600000.0,0.0229
1579422900000.0,0.0183
1579431300000.0,-0.0283
1579431900000.0,-0.0272
1579432800000.0,-0.0234
1579434900000.0,-0.0353
1579437300000.0,-0.0326
1579441800000.0,-0.0446
1579449900000.0,-0.0562
1579459500000.0,-0.0472
1579469400000.0,-0.0612
1579472400000.0,-0.049
1579476000000.0,-0.047
1579481100000.0,-0.0452
1579488900000.0,-0.0018
1579501200000.0,-0.0018
1579512000000.0,-0.0109
1579523100000.0,-0.007
1579527000000.0,0.0012
1579531500000.0,0.0012
1579537800000.0,0.0024
1579552800000.0,-0.0091
1579561200000.0,0.0055
1579566300000.0,0.0016
1579583400000.0,-0.0024
1579597200000.0,-0.0011
1579610700000.0,-0.0031
1579627500000.0,-0.0126
1579635900000.0,0.0069
1579637400000.0,0.0168
1579639500000.0,0.0092
1579642800000.0,0.0091
1579653300000.0,0.01
1579675500000.0,0.0076
1579679100000.0,0.0022
1579683900000.0,-0.002
1579692300000.0,-0.0006
1579703400000.0,0.0046
1579712100000.0,0.0
1579721100000.0,0.0105
1579741800000.0,-0.0059
1579748700000.0,-0.0187
1579758000000.0,-0.0163
1579764600000.0,-0.0273
1579770000000.0,-0.0337
1579773300000.0,-0.0321
1579778400000.0,-0.0224
1579781700000.0,-0.0298
1579786200000.0,-0.034
1579790100000.0,-0.039
1579797900000.0,-0.0361
1579804200000.0,-0.026
1579814700000.0,-0.0236
1579824000000.0,-0.0283
1579834800000.0,-0.0311
1579845300000.0,-0.0239
1579858200000.0,-0.0249
1579863300000.0,-0.0081
1579866000000.0,-0.0065
1579869300000.0,0.0055
1579875600000.0,0.015
1579879800000.0,0.0131
1579885800000.0,0.0189
1579896000000.0,0.0038
1579903800000.0,-0.0054
1579912500000.0,-0.0039
1579917300000.0,-0.0021
1579926900000.0,0.0006
1579939200000.0,0.0092
1579950000000.0,-0.0045
1579962300000.0,-0.0085
1579980600000.0,-0.0048
1579991400000.0,-0.0209
1579999500000.0,-0.0094
1580016900000.0,-0.0119
1580026800000.0,-0.0061
1580031000000.0,0.0115
1580039700000.0,0.0236
1580051400000.0,0.0317
1580058600000.0,0.0314
1580064600000.0,0.0318
1580071200000.0,0.0296
1580082900000.0,0.0372
1580085600000.0,0.0276
1580094900000.0,0.0388
1580107200000.0,0.0263
1580115900000.0,0.0326
1580125800000.0,0.0373
1580127000000.0,0.0348
1580132100000.0,0.035
1580137800000.0,0.0242
1580142300000.0,0.0251
1580151300000.0,0.0387
1580153100000.0,0.0386
1580155200000.0,0.0334
1580159700000.0,0.0302
1580166600000.0,0.0461
1580172000000.0,0.057
1580173800000.0,0.0501
1580177700000.0,0.0444
1580185800000.0,0.0268
1580189400000.0,0.0305
1580194200000.0,0.024
1580200500000.0,0.0186
1580205900000.0,0.0159
1580210700000.0,0.0108
1580214900000.0,0.0223
1580220900000.0,0.0229
1580222700000.0,-0.0035
1580223900000.0,-0.0119
1580227500000.0,-0.0201
1580232000000.0,-0.0117
1580235600000.0,0.0086
1580242500000.0,0.0042
1580248500000.0,0.0163
1580253600000.0,0.0442
1580254800000.0,0.034
1580256000000.0,0.0374
1580258100000.0,0.0208
1580261100000.0,0.0254
1580266500000.0,0.0344
1580274300000.0,0.0376
1580282700000.0,0.0436
1580291700000.0,0.039
1580294100000.0,0.0252
1580296200000.0,0.0247
1580299200000.0,0.0158
1580304600000.0,-0.0078
1580312700000.0,-0.0024
1580319000000.0,0.0027
1580327100000.0,0.0008
1580333100000.0,-0.0047
1580342100000.0,-0.006
1580345700000.0,-0.0015
1580357700000.0,0.0029
1580369400000.0,-0.0014
1580375400000.0,0.0054
1580384400000.0,0.0088
1580391900000.0,0.0063
1580395500000.0,0.0152
1580401500000.0,-0.0087
1580402100000.0,0.0005
1580403900000.0,0.0127
1580405100000.0,0.0162
1580406300000.0,0.024
1580410200000.0,0.0203
1580415600000.0,0.0206
1580418600000.0,0.016
1580427600000.0,0.0154
1580433300000.0,0.0055
1580438400000.0,0.0071
1580446500000.0,-0.0098
1580450700000.0,0.0067
1580458200000.0,-0.0015
1580467200000.0,-0.0151
1580470500000.0,-0.0179
1580475300000.0,-0.0245
1580479200000.0,-0.0197
1580486400000.0,-0.026
1580491800000.0,-0.0179
1580502000000.0,-0.0078
1580511000000.0,-0.0066
1580517600000.0,0.0037
1580523600000.0,0.0104
1580530800000.0,0.0099
1580541600000.0,-0.0017
1580548800000.0,0.0022
1580557200000.0,0.0079
1580563500000.0,0.0104
1580571600000.0,0.0083
1580578200000.0,0.0063
1580592300000.0,0.0025
1580604300000.0,-0.018
1580610900000.0,-0.0162
1580616600000.0,-0.0141
1580619600000.0,-0.0072
1580625900000.0,-0.0072
1580633400000.0,0.0061
1580638800000.0,0.0099
1580645100000.0,0.0065
1580649600000.0,0.0078
1580654700000.0,0.002
1580661000000.0,0.0084
1580672100000.0,0.0029
1580682900000.0,0.0099
1580687400000.0,0.0198
1580691900000.0,0.0252
1580694000000.0,0.0011
1580695500000.0,0.0007
1580699100000.0,-0.0023
1580706300000.0,-0.0091
1580717400000.0,-0.0103
1580725500000.0,-0.0099
1580731200000.0,-0.0095
1580740500000.0,-0.0171
1580745300000.0,-0.01
1580748600000.0,-0.0077
1580754000000.0,-0.01
1580763300000.0,-0.0235
1580775300000.0,-0.011
1580781600000.0,-0.0118
1580792100000.0,-0.0147
1580798700000.0,-0.0125
1580806500000.0,-0.0153
1580809800000.0,-0.0171
1580814600000.0,-0.0116
1580816400000.0,-0.0176
1580820000000.0,-0.0169
1580823600000.0,-0.0062
1580829300000.0,-0.0123
1580836200000.0,-0.0182
1580847900000.0,-0.007
1580862900000.0,-0.0063
1580872500000.0,0.0008
1580882400000.0,0.0013
1580889900000.0,0.0154
1580898600000.0,0.0202
1580900700000.0,0.0208
1580904300000.0,0.0368
1580905200000.0,0.0327
1580910000000.0,0.0246
1580913900000.0,0.033
1580918700000.0,0.0392
1580920500000.0,0.0363
1580924700000.0,0.0516
1580926800000.0,0.0405
1580927400000.0,0.0443
1580929800000.0,0.038
1580933400000.0,0.0334
1580939700000.0,0.0251
1580944800000.0,0.0115
1580948400000.0,0.0173
1580952300000.0,0.0152
1580959500000.0,0.0159
1580967000000.0,0.0155
1580974200000.0,0.0094
1580978400000.0,-0.0031
1580986200000.0,0.0077
1580991300000.0,0.0141
1580993700000.0,0.013
1580995800000.0,0.0025
1580997000000.0,0.009
1580998800000.0,0.0257
1581001200000.0,0.0198
1581004200000.0,0.019
1581008700000.0,0.007
1581013500000.0,0.0106
1581021300000.0,0.0064
1581029400000.0,0.0147
1581034200000.0,0.007
1581040200000.0,-0.0015
1581045900000.0,-0.0044
1581054000000.0,0.009
1581062700000.0,0.0065
1581070800000.0,-0.001
1581076200000.0,-0.0057
1581079500000.0,0.0034
1581086100000.0,0.0096
1581092100000.0,-0.0005
1581103800000.0,0.0105
1581115500000.0,-0.0025
1581126900000.0,-0.0099
1581132000000.0,-0.0046
1581139200000.0,0.0016
1581150000000.0,0.0026
1581156300000.0,-0.0004
1581161100000.0,-0.002
1581169500000.0,0.0094
1581173100000.0,0.0027
1581179100000.0,0.0036
1581185100000.0,0.0092
1581196500000.0,0.0065
1581199800000.0,0.0147
1581208800000.0,0.0291
1581216900000.0,0.0246
1581219000000.0,0.0321
1581221700000.0,0.0263
1581227400000.0,0.0323
1581234600000.0,0.0311
1581239700000.0,0.029
1581245400000.0,0.0304
1581252000000.0,0.0231
1581260100000.0,0.0222
1581263100000.0,0.0226
1581269100000.0,0.0145
1581280200000.0,0.0151
1581290700000.0,0.0192
1581295500000.0,-0.0006
1581300900000.0,-0.0007
1581306600000.0,-0.0064
1581312900000.0,-0.0271
1581314400000.0,-0.0206
1581315300000.0,-0.0165
1581317400000.0,-0.011
1581321900000.0,-0.0169
1581325200000.0,-0.0266
1581327300000.0,-0.0235
1581332400000.0,-0.0336
1581336900000.0,-0.0348
1581343800000.0,-0.0181
1581348900000.0,-0.0257
1581354000000.0,-0.0237
1581363900000.0,0.0015
1581376500000.0,-0.0121
1581381300000.0,-0.0197
1581384900000.0,-0.0241
1581392700000.0,-0.0171
1581400200000.0,-0.0072
1581410400000.0,-0.0062
1581417600000.0,0.0056
1581424200000.0,0.0032
1581429600000.0,0.0051
1581434700000.0,0.0227
1581435600000.0,0.0302
1581436200000.0,0.0525
1581437100000.0,0.0461
1581438000000.0,0.0497
1581441300000.0,0.0556
1581445500000.0,0.0517
1581450900000.0,0.0468
1581459900000.0,0.0495
1581466200000.0,0.0435
1581469800000.0,0.0389
1581476700000.0,0.0323
1581486000000.0,0.027
1581490800000.0,0.0221
1581493800000.0,-0.0061
1581496200000.0,0.0004
1581499200000.0,0.0057
1581505800000.0,0.0032
1581511500000.0,0.0047
1581516900000.0,0.0089
1581520500000.0,0.0063
1581525600000.0,0.0055
1581534300000.0,0.0153
1581542100000.0,0.005
1581550500000.0,0.0065
1581559200000.0,0.0012
1581564900000.0,0.0106
1581573300000.0,0.0136
1581578400000.0,-0.0047
1581581400000.0,-0.0075
1581582000000.0,-0.0085
1581584700000.0,-0.0142
1581586500000.0,-0.0142
1581590100000.0,-0.0209
1581594600000.0,-0.0169
1581599100000.0,0.0093
1581601200000.0,-0.0223
1581602400000.0,-0.0108
1581603000000.0,-0.0159
1581605100000.0,-0.0144
1581609600000.0,-0.0118
1581613200000.0,-0.0019
1581618000000.0,-0.0004
1581627600000.0,0.0042
1581639300000.0,0.0051
1581646500000.0,0.0083
1581654600000.0,-0.0051
1581661500000.0,-0.0263
1581668100000.0,0.0067
1581675300000.0,-0.0014
1581678000000.0,-0.0001
1581684300000.0,0.0063
1581690900000.0,0.0102
1581694800000.0,0.0038
1581702300000.0,0.0143
1581707100000.0,0.0134
1581715500000.0,0.0096
1581725700000.0,0.0025
1581732600000.0,0.007
1581741600000.0,0.0058
1581751500000.0,0.0021
1581761100000.0,-0.0016
1581772200000.0,-0.0083
1581781800000.0,-0.0416
1581782100000.0,-0.0217
1581782700000.0,-0.0293
1581784200000.0,-0.0449
1581785100000.0,-0.0466
1581788400000.0,-0.0456
1581790800000.0,-0.036
1581798900000.0,-0.0343
1581813600000.0,-0.0184
1581822000000.0,-0.0286
1581831600000.0,-0.0226
1581843000000.0,-0.0237
1581852300000.0,0.0004
1581860100000.0,-0.0175
1581867000000.0,-0.0202
1581870000000.0,-0.0217
1581872100000.0,-0.0119
1581874800000.0,-0.0133
1581882000000.0,-0.0087
1581891900000.0,0.0032
1581896400000.0,-0.0163
1581900300000.0,-0.0133
1581907500000.0,-0.0254
1581913500000.0,-0.0179
1581918600000.0,-0.0153
1581927300000.0,-0.0124
1581934500000.0,-0.0091
1581938100000.0,-0.0091
1581939600000.0,-0.0139
1581942000000.0,-0.0215
1581946800000.0,-0.0318
1581949200000.0,-0.0352
1581951300000.0,-0.0304
1581954000000.0,-0.0191
1581957000000.0,-0.0162
1581960600000.0,-0.0142
1581967800000.0,-0.0108
1581976200000.0,-0.0102
1581986100000.0,0.0017
1581996300000.0,0.0167
1582005600000.0,0.0116
1582016100000.0,0.0118
1582021200000.0,0.0183
1582028400000.0,0.0018
1582033500000.0,0.0176
1582039200000.0,0.0187
1582041300000.0,0.0324
1582045200000.0,0.0395
1582049100000.0,0.0347
1582052400000.0,0.0426
1582057800000.0,0.0509
1582060200000.0,0.0301
1582062600000.0,0.0457
1582067100000.0,0.0464
1582072500000.0,0.0485
1582080900000.0,0.0485
1582090200000.0,0.0297
1582098900000.0,0.0309
1582104300000.0,0.0283
1582113600000.0,0.0083
1582116900000.0,0.0177
1582131000000.0,0.0121
1582134300000.0,-0.0022
1582141200000.0,0.0066
1582146000000.0,-0.0254
1582148400000.0,-0.0693
1582149000000.0,-0.0603
1582149300000.0,-0.0511
1582150200000.0,-0.0408
1582152000000.0,-0.0568
1582156800000.0,-0.0637
1582164300000.0,-0.0517
1582170000000.0,-0.0559
1582182000000.0,-0.0648
1582191000000.0,-0.0618
1582198500000.0,-0.0608
1582205700000.0,-0.0371
1582212600000.0,0.0019
1582216800000.0,0.0074
1582217700000.0,-0.0101
1582219800000.0,-0.0101
1582224000000.0,0.0006
1582235400000.0,0.0023
1582246800000.0,0.0096
1582256100000.0,0.0043
1582263300000.0,0.0054
1582274400000.0,0.0127
1582285200000.0,0.0184
1582292700000.0,0.0105
1582302000000.0,0.0215
1582314300000.0,0.0052
1582317900000.0,0.0199
1582328100000.0,0.0124
1582343100000.0,0.0008
1582353300000.0,0.0031
1582368900000.0,-0.0061
1582384800000.0,0.0008
1582398300000.0,0.0055
1582422600000.0,0.02
1582430700000.0,0.0142
1582435500000.0,0.0192
1582446000000.0,0.0258
1582454100000.0,0.0158
1582459200000.0,0.0195
1582468500000.0,0.0217
1582482600000.0,0.0346
1582499100000.0,0.0342
1582503300000.0,0.0294
1582508400000.0,0.0061
1582512000000.0,0.008
1582515000000.0,-0.0154
1582526100000.0,-0.0125
1582531800000.0,-0.0137
1582540800000.0,-0.0119
1582547700000.0,-0.0044
1582555200000.0,-0.0187
1582559400000.0,-0.0239
1582563600000.0,-0.0438
1582567500000.0,-0.0382
1582570800000.0,-0.0321
1582577400000.0,-0.0065
1582588200000.0,-0.0135
1582600200000.0,-0.0198
1582610400000.0,-0.0234
1582617900000.0,-0.0171
1582625100000.0,-0.0189
1582632000000.0,-0.0227
1582637100000.0,-0.0229
1582640700000.0,-0.0217
1582642200000.0,-0.0122
1582646100000.0,-0.0222
1582648200000.0,-0.0286
1582650900000.0,-0.0287
1582656900000.0,-0.0318
1582663500000.0,-0.0194
1582666200000.0,-0.0214
1582675200000.0,-0.0374
1582680600000.0,-0.0528
1582683600000.0,-0.0455
1582687800000.0,-0.0352
1582695000000.0,-0.0296
1582701900000.0,-0.0203
1582707300000.0,-0.0234
1582711800000.0,-0.0188
1582719000000.0,-0.0124
1582720800000.0,-0.0149
1582724400000.0,-0.0325
1582725900000.0,-0.0323
1582727400000.0,-0.0248
1582730100000.0,-0.0235
1582733400000.0,-0.0324
1582734300000.0,-0.0545
1582735800000.0,-0.0465
1582737000000.0,-0.0499
1582740300000.0,-0.04
1582744500000.0,-0.0377
1582752000000.0,-0.0516
1582759200000.0,-0.056
1582763700000.0,-0.0596
1582765800000.0,-0.0368
1582768500000.0,-0.0359
1582774200000.0,-0.0224
1582781100000.0,-0.0061
1582787700000.0,0.0159
1582794900000.0,0.0072
1582801200000.0,0.0151
1582806300000.0,-0.0022
1582808400000.0,0.0011
1582814100000.0,0.0083
1582819800000.0,0.0268
1582823700000.0,0.0365
1582830900000.0,0.0074
1582839600000.0,0.0135
1582843200000.0,0.0079
1582848300000.0,0.0074
1582856100000.0,-0.0029
1582868700000.0,-0.0099
1582876800000.0,-0.0239
1582882500000.0,-0.0172
1582884300000.0,-0.0271
1582887600000.0,-0.0375
1582892100000.0,-0.0448
1582894200000.0,-0.0253
1582896000000.0,-0.018
1582899900000.0,-0.0113
1582904100000.0,-0.0199
1582909500000.0,-0.0368
1582914600000.0,-0.009
1582921200000.0,0.0038
1582929900000.0,0.0068
1582936200000.0,0.0084
1582947900000.0,0.016
1582958700000.0,0.0165
1582970400000.0,0.0215
1582977300000.0,-0.0057
1582986000000.0,0.007
1582991700000.0,-0.0033
1583002200000.0,0.0024
1583018100000.0,0.0061
1583022900000.0,-0.0054
1583028300000.0,-0.0222
1583037000000.0,-0.0221
1583047200000.0,-0.0155
1583054700000.0,-0.0096
1583064000000.0,-0.0013
1583065500000.0,-0.0154
1583067900000.0,0.0005
1583073600000.0,-0.0217
1583080500000.0,-0.0206
1583083500000.0,-0.0233
1583089500000.0,-0.007
1583093400000.0,-0.015
1583102100000.0,-0.0037
1583108700000.0,0.0096
1583117700000.0,0.006
1583127000000.0,-0.0047
1583133900000.0,0.0019
1583142300000.0,0.0168
1583146800000.0,0.015
1583153100000.0,0.0413
1583156400000.0,0.0399
1583159700000.0,0.0397
1583163600000.0,0.0378
1583168700000.0,0.038
1583175000000.0,0.0442
1583184000000.0,0.0297
1583190600000.0,0.0259
1583196900000.0,0.0293
1583208000000.0,0.0097
1583218800000.0,0.0064
1583223900000.0,0.0126
1583230800000.0,0.0049
1583237100000.0,-0.007
1583241000000.0,-0.0075
1583246400000.0,-0.0033
1583248200000.0,-0.0177
1583249100000.0,-0.0269
1583253000000.0,-0.0211
1583260800000.0,-0.0125
1583271600000.0,-0.0078
1583283900000.0,0.0004
1583294400000.0,0.002
1583305800000.0,-0.0108
1583316000000.0,-0.0169
1583322900000.0,-0.0009
1583332200000.0,0.0024
1583335500000.0,-0.0123
1583341500000.0,-0.0011
1583355000000.0,0.0128
1583368500000.0,0.017
1583371200000.0,0.0205
1583376900000.0,0.0114
1583382600000.0,0.0146
1583391300000.0,0.026
1583400600000.0,0.0356
1583403900000.0,0.0379
1583408700000.0,0.0355
1583414100000.0,0.0337
1583420700000.0,0.0387
1583426700000.0,0.0457
1583436900000.0,0.0331
1583441700000.0,0.0247
1583451300000.0,0.0108
1583456700000.0,0.0167
1583467500000.0,0.0212
1583475000000.0,0.0062
1583482800000.0,0.0082
1583492100000.0,0.0028
1583497500000.0,-0.0025
1583504100000.0,0.0
1583510700000.0,0.0027
1583523300000.0,0.0027
1583536800000.0,0.0005
1583547000000.0,0.0009
1583561700000.0,0.0105
1583575200000.0,0.0073
1583584800000.0,-0.0001
1583597100000.0,-0.0006
1583599500000.0,-0.0221
1583600700000.0,-0.0194
1583603700000.0,-0.021
1583606400000.0,-0.0165
1583616900000.0,-0.0341
1583627100000.0,-0.0407
1583632800000.0,-0.0425
1583644800000.0,-0.0392
1583658600000.0,-0.0435
1583667000000.0,-0.0504
1583673300000.0,-0.0544
1583678100000.0,-0.0634
1583680500000.0,-0.0674
1583681700000.0,-0.0621
1583682600000.0,-0.0747
1583684400000.0,-0.0798
1583685000000.0,-0.0616
1583686200000.0,-0.0512
1583689200000.0,-0.053
1583694900000.0,-0.058
1583704800000.0,-0.0643
1583709000000.0,-0.0805
1583711400000.0,-0.0595
1583712600000.0,-0.0544
1583717100000.0,-0.0395
1583723700000.0,-0.0595
1583727300000.0,-0.0523
1583728500000.0,-0.056
1583731500000.0,-0.0561
1583732400000.0,-0.0483
1583733600000.0,-0.0473
1583736300000.0,-0.0364
1583741400000.0,-0.0369
1583748000000.0,-0.0251
1583752500000.0,-0.0297
1583755800000.0,-0.0253
1583759100000.0,-0.0281
1583762100000.0,-0.0173
1583764200000.0,-0.0134
1583766900000.0,-0.0141
1583768700000.0,-0.005
1583770800000.0,-0.0167
1583772600000.0,-0.0208
1583776500000.0,-0.019
1583781900000.0,-0.0009
1583786100000.0,0.0091
1583795400000.0,0.0059
1583802000000.0,0.0006
1583809500000.0,0.0164
1583819700000.0,0.0173
1583828100000.0,0.0281
1583836200000.0,0.0481
1583837700000.0,0.0364
1583840100000.0,0.0396
1583844300000.0,0.0373
1583847900000.0,0.0319
1583851800000.0,-0.0026
1583854500000.0,-0.0015
1583855100000.0,-0.0179
1583856300000.0,0.0034
1583860500000.0,-0.0084
1583865300000.0,0.0036
1583870700000.0,0.0105
1583875500000.0,-0.0083
1583880600000.0,-0.0222
1583884500000.0,-0.0252
1583893800000.0,-0.0187
1583905200000.0,-0.0243
1583912100000.0,-0.0057
1583916000000.0,-0.0111
1583922600000.0,0.0025
1583928300000.0,-0.0053
1583934300000.0,-0.011
1583940600000.0,-0.0205
1583943600000.0,-0.044
1583946900000.0,-0.0369
1583949600000.0,-0.0199
1583951700000.0,-0.0188
1583954100000.0,-0.0065
1583958600000.0,0.0097
1583966100000.0,0.0141
1583968800000.0,0.013
1583975400000.0,-0.0131
1583978400000.0,-0.0278
1583979900000.0,-0.0155
1583982300000.0,-0.0232
1583986800000.0,-0.0047
1583991300000.0,-0.02
1583995200000.0,-0.0446
1583997300000.0,-0.0432
1583998500000.0,-0.0609
1584001200000.0,-0.0745
1584003900000.0,-0.0891
1584008400000.0,-0.1056
1584009300000.0,-0.1228
1584009600000.0,-0.1929
1584009900000.0,-0.2132
1584010200000.0,-0.2388
1584010800000.0,-0.1997
1584011400000.0,-0.1964
1584012600000.0,-0.2329
1584013800000.0,-0.2061
1584015000000.0,-0.1885
1584016500000.0,-0.1939
1584018300000.0,-0.2131
1584020400000.0,-0.1758
1584021900000.0,-0.1055
1584024000000.0,-0.0384
1584026400000.0,-0.0259
1584029700000.0,0.0312
1584033000000.0,-0.0219
1584036900000.0,-0.022
1584042000000.0,0.0011
1584045300000.0,-0.0542
1584046800000.0,-0.0834
1584049500000.0,-0.0324
1584051300000.0,-0.0393
1584054600000.0,-0.1411
1584055500000.0,-0.1981
1584055800000.0,-0.2417
1584056400000.0,-0.2531
1584057000000.0,-0.2567
1584057900000.0,-0.2692
1584059400000.0,-0.2863
1584061200000.0,-0.2571
1584063600000.0,-0.3451
1584064800000.0,-0.3588
1584066000000.0,-0.152
1584067200000.0,-0.1633
1584068100000.0,0.0067
1584069600000.0,0.0526
1584070500000.0,0.0567
1584071700000.0,0.05
1584073800000.0,0.0314
1584075900000.0,0.0778
1584077400000.0,0.0779
1584079800000.0,0.1135
1584082500000.0,0.2306
