timestamp,btc_long_liquidations_usd
1579209900000.0,91394052.4
1579221300000.0,96292222.54
1579229700000.0,90616951.29
1579233900000.0,94321159.71
1579240200000.0,116041000.47
1579242000000.0,365944565.6
1579244700000.0,93722440.28
1579248900000.0,19631821.66
1579253400000.0,209980587.45
1579256700000.0,144663317.34
1579261800000.0,372096931.87
1579264200000.0,64757716.95
1579270200000.0,89692125.39
1579275300000.0,90682949.61
1579280100000.0,94252354.75
1579286400000.0,165654427.68
1579290900000.0,89229349.31
1579298700000.0,91456918.54
1579307100000.0,87676291.61
1579313700000.0,337954189.14
1579323000000.0,90050622.29
1579331100000.0,89502952.48
1579340100000.0,89886907.25
1579350600000.0,90697015.51
1579358700000.0,101830253.9
1579364400000.0,110952860.25
1579371000000.0,92055725.73
1579385400000.0,12914205.61
1579393500000.0,110247065.82
1579395900000.0,92809270.05
1579397700000.0,98531837.16
1579400700000.0,107459038.59
1579407000000.0,216222458.62
1579416600000.0,93771081.98
1579422900000.0,206507734.28
1579431300000.0,3407662696.51
1579431900000.0,55681887.89
1579432800000.0,89659476.95
1579434900000.0,386664505.84
1579437300000.0,89519334.06
1579441800000.0,98181835.9
1579449900000.0,76536642.04
1579459500000.0,87797727.32
1579469400000.0,985323369.38
1579472400000.0,88633288.1
1579476000000.0,95784952.77
1579481100000.0,111887550.47
1579488900000.0,87437142.3
1579501200000.0,51491901.91
1579512000000.0,381658254.49
1579523100000.0,199095691.82
1579527000000.0,92301359.39
1579531500000.0,89039822.72
1579537800000.0,22651904.49
1579552800000.0,35852787.77
1579561200000.0,69956187.0
1579566300000.0,86963379.62
1579583400000.0,80236573.1
1579597200000.0,55244000.96
1579610700000.0,2508929.13
1579627500000.0,493503243.15
1579635900000.0,86787822.17
1579637400000.0,90484215.16
1579639500000.0,89036414.17
1579642800000.0,88119751.91
1579653300000.0,93790659.16
1579675500000.0,144576459.0
1579679100000.0,305410564.47
1579683900000.0,27036906.03
1579692300000.0,16744612.25
1579703400000.0,96645913.66
1579712100000.0,201858108.31
1579721100000.0,8680859.24
1579741800000.0,198660465.39
1579748700000.0,316223453.45
1579758000000.0,90041998.25
1579764600000.0,406260013.6
1579770000000.0,272679870.87
1579773300000.0,70855718.85
1579778400000.0,92851147.2
1579781700000.0,352645105.99
1579786200000.0,199674584.09
1579790100000.0,46454557.12
1579797900000.0,72247591.58
1579804200000.0,86104054.85
1579814700000.0,95721305.23
1579824000000.0,546815847.89
1579834800000.0,83886582.86
1579845300000.0,86623507.51
1579858200000.0,295959757.84
1579863300000.0,87650116.94
1579866000000.0,91801252.91
1579869300000.0,85692273.96
1579875600000.0,87756415.22
1579879800000.0,128547504.27
1579885800000.0,85879903.69
1579896000000.0,222924996.03
1579903800000.0,528043760.57
1579912500000.0,453762689.2
1579917300000.0,83697739.34
1579926900000.0,84511323.47
1579939200000.0,83785142.8
1579950000000.0,84627377.4
1579962300000.0,83823432.19
1579980600000.0,85078410.71
1579991400000.0,478989003.39
1579999500000.0,84224710.54
1580016900000.0,85796689.32
1580026800000.0,87069084.36
1580031000000.0,85872168.38
1580039700000.0,86850786.75
1580051400000.0,109946346.88
1580058600000.0,90500523.84
1580064600000.0,89320190.18
1580071200000.0,34493708.0
1580082900000.0,87820922.29
1580085600000.0,83411028.63
1580094900000.0,1216236.42
1580107200000.0,196256742.31
1580115900000.0,93374196.85
1580125800000.0,90527651.26
1580127000000.0,88283936.72
1580132100000.0,93954991.3
1580137800000.0,89425588.23
1580142300000.0,92521918.81
1580151300000.0,107610247.84
1580153100000.0,39280291.19
1580155200000.0,92078059.28
1580159700000.0,227963813.96
1580166600000.0,100912158.72
1580172000000.0,98766263.51
1580173800000.0,92847422.25
1580177700000.0,19291041.79
1580185800000.0,642664803.09
1580189400000.0,92148720.29
1580194200000.0,223129970.46
1580200500000.0,190998551.03
1580205900000.0,93698072.11
1580210700000.0,284838416.43
1580214900000.0,106402026.89
1580220900000.0,253828562.24
1580222700000.0,520935442.52
1580223900000.0,70009021.5
1580227500000.0,328853157.68
1580232000000.0,94948035.74
1580235600000.0,92533335.08
1580242500000.0,91087746.73
1580248500000.0,94015303.61
1580253600000.0,146534893.69
1580254800000.0,97307026.24
1580256000000.0,123027068.56
1580258100000.0,112824722.1
1580261100000.0,97315377.0
1580266500000.0,75857671.72
1580274300000.0,93603563.38
1580282700000.0,53143621.49
1580291700000.0,96793186.86
1580294100000.0,418390113.43
1580296200000.0,98779481.8
1580299200000.0,74481006.23
1580304600000.0,95953818.07
1580312700000.0,94281107.16
1580319000000.0,95026259.75
1580327100000.0,238996610.24
1580333100000.0,255229410.31
1580342100000.0,140441421.3
1580345700000.0,94660936.98
1580357700000.0,99643200.73
1580369400000.0,48394281.23
1580375400000.0,22825395.71
1580384400000.0,98470073.21
1580391900000.0,196372823.32
1580395500000.0,107827992.24
1580401500000.0,1227636402.13
1580402100000.0,100208791.68
1580403900000.0,100473227.36
1580405100000.0,92334462.18
1580406300000.0,96864899.26
1580410200000.0,97902617.32
1580415600000.0,100522883.6
1580418600000.0,321632903.2
1580427600000.0,50198548.22
1580433300000.0,286170163.11
1580438400000.0,115160146.44
1580446500000.0,393815932.49
1580450700000.0,97014562.42
1580458200000.0,94101199.44
1580467200000.0,271160998.87
1580470500000.0,217785207.22
1580475300000.0,80627560.66
1580479200000.0,95877268.37
1580486400000.0,129398258.1
1580491800000.0,95643778.07
1580502000000.0,96877240.38
1580511000000.0,225259374.64
1580517600000.0,99156303.64
1580523600000.0,59462020.03
1580530800000.0,95339911.01
1580541600000.0,382198169.45
1580548800000.0,82322950.57
1580557200000.0,98222336.31
1580563500000.0,96767809.69
1580571600000.0,100185149.84
1580578200000.0,225014839.52
1580592300000.0,64092400.49
1580604300000.0,586202726.35
1580610900000.0,162017996.61
1580616600000.0,94016424.92
1580619600000.0,95706706.35
1580625900000.0,97944996.43
1580633400000.0,96196724.1
1580638800000.0,98786328.99
1580645100000.0,115801162.55
1580649600000.0,94570759.91
1580654700000.0,29315075.98
1580661000000.0,94705174.08
1580672100000.0,324447635.14
1580682900000.0,201829068.15
1580687400000.0,95623809.21
1580691900000.0,127096928.98
1580694000000.0,1438934169.46
1580695500000.0,1405281.99
1580699100000.0,94353972.97
1580706300000.0,220775760.3
1580717400000.0,174318260.6
1580725500000.0,94174164.47
1580731200000.0,8805330.28
1580740500000.0,282236922.32
1580745300000.0,93483682.61
1580748600000.0,89135068.32
1580754000000.0,94431432.62
1580763300000.0,98625793.51
1580775300000.0,284797657.99
1580781600000.0,37819858.87
1580792100000.0,39860629.3
1580798700000.0,119365477.47
1580806500000.0,310503453.16
1580809800000.0,94633768.78
1580814600000.0,109216723.9
1580816400000.0,603831708.85
1580820000000.0,92340204.23
1580823600000.0,98418842.59
1580829300000.0,74755095.01
1580836200000.0,185965055.31
1580847900000.0,93073035.54
1580862900000.0,2711747.9
1580872500000.0,95611346.42
1580882400000.0,91149737.81
1580889900000.0,133067312.0
1580898600000.0,99827931.38
1580900700000.0,106407229.79
1580904300000.0,107078056.22
1580905200000.0,160339608.54
1580910000000.0,98780255.38
1580913900000.0,101859295.65
1580918700000.0,100836289.5
1580920500000.0,97034191.73
1580924700000.0,112907854.03
1580926800000.0,257027099.58
1580927400000.0,100648374.6
1580929800000.0,100312072.11
1580933400000.0,99690223.25
1580939700000.0,117482424.5
1580944800000.0,462773391.81
1580948400000.0,101435867.48
1580952300000.0,62799739.55
1580959500000.0,97086899.91
1580967000000.0,99939810.54
1580974200000.0,184585501.3
1580978400000.0,102469830.16
1580986200000.0,121690178.29
1580991300000.0,105001051.4
1580993700000.0,114866922.97
1580995800000.0,517569936.8
1580997000000.0,108979350.72
1580998800000.0,106815197.39
1581001200000.0,178240534.17
1581004200000.0,106779947.95
1581008700000.0,227367074.77
1581013500000.0,98906315.25
1581021300000.0,390681038.85
1581029400000.0,107138880.17
1581034200000.0,82396371.57
1581040200000.0,12845364.98
1581045900000.0,149034212.83
1581054000000.0,99196882.8
1581062700000.0,100308648.64
1581070800000.0,25769401.63
1581076200000.0,491467148.46
1581079500000.0,99279312.45
1581086100000.0,106343397.26
1581092100000.0,233020778.1
1581103800000.0,102015444.81
1581115500000.0,101878974.39
1581126900000.0,447602788.77
1581132000000.0,99819153.92
1581139200000.0,99151099.01
1581150000000.0,100364347.82
1581156300000.0,63401517.83
1581161100000.0,122882431.96
1581169500000.0,100034705.48
1581173100000.0,100243865.9
1581179100000.0,99518190.65
1581185100000.0,100233924.28
1581196500000.0,107673919.43
1581199800000.0,100437588.37
1581208800000.0,106403359.53
1581216900000.0,104703227.05
1581219000000.0,118201322.11
1581221700000.0,43472693.33
1581227400000.0,113683255.54
1581234600000.0,165010399.57
1581239700000.0,107149483.34
1581245400000.0,102680331.97
1581252000000.0,257238824.5
1581260100000.0,108187363.59
1581263100000.0,102884183.89
1581269100000.0,99527408.28
1581280200000.0,109822717.97
1581290700000.0,106964085.99
1581295500000.0,502608181.38
1581300900000.0,46377631.03
1581306600000.0,51172318.06
1581312900000.0,1715119634.1
1581314400000.0,108989500.18
1581315300000.0,103924921.54
1581317400000.0,100441900.74
1581321900000.0,287144312.73
1581325200000.0,532139985.54
1581327300000.0,101109079.6
1581332400000.0,204421359.4
1581336900000.0,98499781.15
1581343800000.0,102691288.28
1581348900000.0,437282966.68
1581354000000.0,104476048.67
1581363900000.0,100892643.61
1581376500000.0,301938549.41
1581381300000.0,97444669.21
1581384900000.0,185121773.98
1581392700000.0,98290508.53
1581400200000.0,99042630.37
1581410400000.0,98278388.71
1581417600000.0,107250797.42
1581424200000.0,104539482.0
1581429600000.0,136929946.75
1581434700000.0,108456291.36
1581435600000.0,125330536.97
1581436200000.0,131692921.32
1581437100000.0,843142108.47
1581438000000.0,112990409.36
1581441300000.0,105685228.01
1581445500000.0,134609612.94
1581450900000.0,207915198.15
1581459900000.0,106004716.22
1581466200000.0,106109620.66
1581469800000.0,183165091.9
1581476700000.0,104937435.48
1581486000000.0,109934972.61
1581490800000.0,139525280.15
1581493800000.0,229383555.78
1581496200000.0,321230692.91
1581499200000.0,107494222.09
1581505800000.0,20792763.79
1581511500000.0,71767753.85
1581516900000.0,105332391.34
1581520500000.0,106594310.19
1581525600000.0,104787033.68
1581534300000.0,111086111.77
1581542100000.0,371659514.75
1581550500000.0,107336746.99
1581559200000.0,91384025.43
1581564900000.0,104694363.69
1581573300000.0,201598221.68
1581578400000.0,715153154.5
1581581400000.0,196442909.06
1581582000000.0,109632541.56
1581584700000.0,293540106.54
1581586500000.0,102618806.6
1581590100000.0,342420837.38
1581594600000.0,106553668.9
1581599100000.0,117373834.21
1581601200000.0,2049971446.04
1581602400000.0,139646663.75
1581603000000.0,106254976.06
1581605100000.0,81618545.17
1581609600000.0,447105850.66
1581613200000.0,105285556.95
1581618000000.0,27567091.09
1581627600000.0,54645152.98
1581639300000.0,103231012.08
1581646500000.0,137642719.98
1581654600000.0,162664119.61
1581661500000.0,113480918.6
1581668100000.0,110822440.45
1581675300000.0,112073767.75
1581678000000.0,105543049.08
1581684300000.0,123591657.55
1581690900000.0,241155608.82
1581694800000.0,104548758.07
1581702300000.0,107756825.46
1581707100000.0,104021883.57
1581715500000.0,29818669.43
1581725700000.0,505460759.64
1581732600000.0,105189828.08
1581741600000.0,175785721.66
1581751500000.0,104924801.44
1581761100000.0,102391399.78
1581772200000.0,320337327.44
1581781800000.0,2556309885.08
1581782100000.0,112998144.01
1581782700000.0,422105519.45
1581784200000.0,280224151.55
1581785100000.0,184471663.1
1581788400000.0,103319298.81
1581790800000.0,10393444.43
1581798900000.0,100815278.77
1581813600000.0,100843840.65
1581822000000.0,375240161.66
1581831600000.0,108609313.49
1581843000000.0,329689173.9
1581852300000.0,238784706.09
1581860100000.0,148105069.4
1581867000000.0,591599749.8
1581870000000.0,512690612.2
1581872100000.0,98962988.07
1581874800000.0,44057985.74
1581882000000.0,101470365.29
1581891900000.0,107628414.49
1581896400000.0,345363418.79
1581900300000.0,217635984.06
1581907500000.0,421750041.92
1581913500000.0,100671981.39
1581918600000.0,83681882.85
1581927300000.0,99450578.62
1581934500000.0,354635359.97
1581938100000.0,349732718.9
1581939600000.0,96980173.64
1581942000000.0,436939335.13
1581946800000.0,299318363.13
1581949200000.0,99443627.13
1581951300000.0,105498289.38
1581954000000.0,102423341.27
1581957000000.0,266061904.86
1581960600000.0,98171730.66
1581967800000.0,98755889.55
1581976200000.0,99400357.19
1581986100000.0,100311543.67
1581996300000.0,98290291.11
1582005600000.0,181950979.2
1582016100000.0,439960618.92
1582021200000.0,97770449.92
1582028400000.0,237746244.88
1582033500000.0,98149079.75
1582039200000.0,104655074.13
1582041300000.0,103843626.34
1582045200000.0,111068940.09
1582049100000.0,159142652.49
1582052400000.0,102021547.11
1582057800000.0,114806600.98
1582060200000.0,655393048.24
1582062600000.0,104778940.99
1582067100000.0,397062231.97
1582072500000.0,102034071.85
1582080900000.0,252474255.94
1582090200000.0,260746492.9
1582098900000.0,103587966.69
1582104300000.0,115499005.47
1582113600000.0,507860760.99
1582116900000.0,102841744.0
1582131000000.0,104270269.28
1582134300000.0,53122610.51
1582141200000.0,220540275.21
1582146000000.0,1318395580.18
1582148400000.0,5137224093.03
1582149000000.0,114986799.0
1582149300000.0,111925636.62
1582150200000.0,98869308.52
1582152000000.0,334423584.24
1582156800000.0,55933781.46
1582164300000.0,97338405.96
1582170000000.0,101460052.42
1582182000000.0,268526940.13
1582191000000.0,96812275.53
1582198500000.0,149098305.56
1582205700000.0,96146448.89
1582212600000.0,707871214.92
1582216800000.0,126133074.77
1582217700000.0,698541719.24
1582219800000.0,100717296.07
1582224000000.0,100987008.48
1582235400000.0,96100047.06
1582246800000.0,101678654.29
1582256100000.0,157054066.99
1582263300000.0,218079373.88
1582274400000.0,98488884.64
1582285200000.0,98990614.8
1582292700000.0,212482769.84
1582302000000.0,74063369.3
1582314300000.0,99083652.06
1582317900000.0,98006788.13
1582328100000.0,109822718.9
1582343100000.0,373938886.39
1582353300000.0,96516616.28
1582368900000.0,96614174.32
1582384800000.0,96801341.35
1582398300000.0,96750029.45
1582422600000.0,136984170.66
1582430700000.0,156099213.0
1582435500000.0,98968433.9
1582446000000.0,110342598.32
1582454100000.0,486267664.59
1582459200000.0,99940168.26
1582468500000.0,3426701.66
1582482600000.0,101074989.05
1582499100000.0,101495968.77
1582503300000.0,235458595.71
1582508400000.0,1440361403.66
1582512000000.0,97518796.71
1582515000000.0,98030446.92
1582526100000.0,11498575.04
1582531800000.0,23467608.92
1582540800000.0,101150639.1
1582547700000.0,89411341.04
1582555200000.0,483467529.9
1582559400000.0,256094481.12
1582563600000.0,874873856.96
1582567500000.0,98979113.47
1582570800000.0,98233834.34
1582577400000.0,97939527.36
1582588200000.0,232512456.17
1582600200000.0,289762712.42
1582610400000.0,186864723.98
1582617900000.0,96907538.52
1582625100000.0,111775029.32
1582632000000.0,282767073.64
1582637100000.0,535063378.83
1582640700000.0,202425190.07
1582642200000.0,237607468.22
1582646100000.0,97564190.28
1582648200000.0,251834894.71
1582650900000.0,99331651.66
1582656900000.0,405472273.01
1582663500000.0,100003020.69
1582666200000.0,288451824.42
1582675200000.0,508852315.63
1582680600000.0,516699176.13
1582683600000.0,93625698.75
1582687800000.0,92126775.35
1582695000000.0,95111469.11
1582701900000.0,102232998.55
1582707300000.0,235054673.64
1582711800000.0,22272812.04
1582719000000.0,97275516.07
1582720800000.0,481122568.23
1582724400000.0,594163586.72
1582725900000.0,303575406.11
1582727400000.0,130825749.12
1582730100000.0,477975158.12
1582733400000.0,330184798.4
1582734300000.0,1757777558.04
1582735800000.0,89786330.09
1582737000000.0,91413567.37
1582740300000.0,90763849.66
1582744500000.0,90148883.24
1582752000000.0,81029965.16
1582759200000.0,654594082.69
1582763700000.0,657441352.15
1582765800000.0,94445018.33
1582768500000.0,83737965.34
1582774200000.0,88049336.09
1582781100000.0,91341006.48
1582787700000.0,93938904.74
1582794900000.0,91422651.14
1582801200000.0,102873495.25
1582806300000.0,570196464.1
1582808400000.0,92441419.54
1582814100000.0,91912716.29
1582819800000.0,96962393.71
1582823700000.0,237444783.68
1582830900000.0,609131154.13
1582839600000.0,92942504.32
1582843200000.0,46749586.49
1582848300000.0,93111129.32
1582856100000.0,419382299.9
1582868700000.0,280478257.54
1582876800000.0,236336234.91
1582882500000.0,288707304.4
1582884300000.0,203847501.31
1582887600000.0,284972224.98
1582892100000.0,161323260.72
1582894200000.0,92748134.95
1582896000000.0,221616620.15
1582899900000.0,90952377.26
1582904100000.0,419865577.49
1582909500000.0,363733367.16
1582914600000.0,88829281.1
1582921200000.0,93959414.8
1582929900000.0,104343746.89
1582936200000.0,184880277.74
1582947900000.0,88725842.54
1582958700000.0,200980213.01
1582970400000.0,91715299.63
1582977300000.0,551727869.62
1582986000000.0,87858037.3
1582991700000.0,87325515.53
1583002200000.0,170771286.73
1583018100000.0,200984353.57
1583022900000.0,88661397.19
1583028300000.0,441107579.03
1583037000000.0,98009410.67
1583047200000.0,86804108.58
1583054700000.0,93375407.38
1583064000000.0,89633160.26
1583065500000.0,546852642.98
1583067900000.0,86820747.62
1583073600000.0,842835903.64
1583080500000.0,86791609.14
1583083500000.0,321386372.92
1583089500000.0,88173124.38
1583093400000.0,45977171.91
1583102100000.0,86033761.92
1583108700000.0,90149531.98
1583117700000.0,50742933.32
1583127000000.0,81447339.33
1583133900000.0,94241886.67
1583142300000.0,90674308.76
1583146800000.0,89329509.96
1583153100000.0,90413092.74
1583156400000.0,90093758.6
1583159700000.0,319430155.3
1583163600000.0,90299242.07
1583168700000.0,39860115.93
1583175000000.0,90480968.71
1583184000000.0,163034864.18
1583190600000.0,218484729.42
1583196900000.0,90971510.18
1583208000000.0,435712876.9
1583218800000.0,38226113.87
1583223900000.0,91473873.35
1583230800000.0,91039040.68
1583237100000.0,558329171.4
1583241000000.0,387155016.7
1583246400000.0,96728128.01
1583248200000.0,772197429.79
1583249100000.0,84026303.18
1583253000000.0,88804483.97
1583260800000.0,87514637.61
1583271600000.0,91080203.3
1583283900000.0,45962767.38
1583294400000.0,89385602.56
1583305800000.0,241838143.04
1583316000000.0,60455680.14
1583322900000.0,90162224.68
1583332200000.0,180457311.41
1583335500000.0,31396041.95
1583341500000.0,181056162.61
1583355000000.0,90447835.11
1583368500000.0,92271114.04
1583371200000.0,90376993.52
1583376900000.0,125860970.57
1583382600000.0,90774596.45
1583391300000.0,149653649.9
1583400600000.0,94264473.28
1583403900000.0,90776740.97
1583408700000.0,93406724.28
1583414100000.0,274778462.04
1583420700000.0,92661476.56
1583426700000.0,92307527.02
1583436900000.0,23551837.3
1583441700000.0,91748227.61
1583451300000.0,330384021.63
1583456700000.0,91511701.03
1583467500000.0,92391007.11
1583475000000.0,140977400.68
1583482800000.0,93781906.31
1583492100000.0,219075584.4
1583497500000.0,159669233.61
1583504100000.0,164106260.56
1583510700000.0,91834829.49
1583523300000.0,96087178.62
1583536800000.0,126393722.0
1583547000000.0,72623347.75
1583561700000.0,92021204.78
1583575200000.0,4549456.71
1583584800000.0,31643717.11
1583597100000.0,210819953.09
1583599500000.0,919850994.2
1583600700000.0,82679904.1
1583603700000.0,241209284.31
1583606400000.0,91003371.98
1583616900000.0,581321788.38
1583627100000.0,164567734.3
1583632800000.0,199832720.68
1583644800000.0,88290819.29
1583658600000.0,58754150.71
1583667000000.0,326425196.2
1583673300000.0,204737644.41
1583678100000.0,637393000.64
1583680500000.0,1144132004.69
1583681700000.0,84832632.06
1583682600000.0,1217882150.6
1583684400000.0,167958242.8
1583685000000.0,93047796.41
1583686200000.0,83591158.47
1583689200000.0,268711764.39
1583694900000.0,138365121.81
1583704800000.0,311096120.35
1583709000000.0,1240808635.5
1583711400000.0,84709399.36
1583712600000.0,296098496.27
1583717100000.0,180643424.17
1583723700000.0,940322892.13
1583727300000.0,440151837.76
1583728500000.0,334906893.9
1583731500000.0,85328428.27
1583732400000.0,80052604.83
1583733600000.0,223627576.58
1583736300000.0,79632350.46
1583741400000.0,320199302.69
1583748000000.0,464642660.16
1583752500000.0,91152842.24
1583755800000.0,119568824.39
1583759100000.0,374524430.09
1583762100000.0,220838953.53
1583764200000.0,324335993.32
1583766900000.0,375924280.15
1583768700000.0,88910112.06
1583770800000.0,78562807.24
1583772600000.0,381679177.83
1583776500000.0,78485118.72
1583781900000.0,82187060.3
1583786100000.0,66770455.62
1583795400000.0,82361549.06
1583802000000.0,336443433.89
1583809500000.0,81730595.44
1583819700000.0,196504662.43
1583828100000.0,81454921.99
1583836200000.0,89325898.68
1583837700000.0,91177010.86
1583840100000.0,85205563.9
1583844300000.0,553432826.54
1583847900000.0,86960234.55
1583851800000.0,1306061008.66
1583854500000.0,20475015.07
1583855100000.0,324314144.59
1583856300000.0,91074023.28
1583860500000.0,139413639.66
1583865300000.0,101431234.71
1583870700000.0,82490345.79
1583875500000.0,309136955.96
1583880600000.0,375593954.81
1583884500000.0,79921285.94
1583893800000.0,212390150.4
1583905200000.0,65019585.3
1583912100000.0,237653776.62
1583916000000.0,245105087.58
1583922600000.0,82749872.73
1583928300000.0,79915550.77
1583934300000.0,360926432.95
1583940600000.0,100090121.38
1583943600000.0,474568362.13
1583946900000.0,4155885.27
1583949600000.0,98320150.07
1583951700000.0,83031048.87
1583954100000.0,81756108.45
1583958600000.0,88395488.54
1583966100000.0,60336590.44
1583968800000.0,303347022.09
1583975400000.0,859536123.79
1583978400000.0,420022145.98
1583979900000.0,84798762.14
1583982300000.0,392007623.98
1583986800000.0,77673004.25
1583991300000.0,755508929.08
1583995200000.0,853359013.64
