timestamp,btc_taker_buy_sell_ratio
1578479400000.0,0.899
1578488100000.0,1.0497
1578490500000.0,0.9314
1578492900000.0,1.0012
1578496200000.0,0.9689
1578499500000.0,0.9496
1578501300000.0,0.8486
1578501900000.0,1.022
1578503400000.0,0.9647
1578505500000.0,0.9919
1578511800000.0,0.8535
1578514200000.0,1.0821
1578516600000.0,1.0097
1578521100000.0,1.0103
1578527700000.0,0.9359
1578531600000.0,1.029
1578541200000.0,0.9093
1578550500000.0,1.1198
1578558000000.0,0.9209
1578563700000.0,1.017
1578569400000.0,1.0576
1578576000000.0,1.0286
1578584700000.0,0.8688
1578588900000.0,0.9301
1578593700000.0,1.1926
1578600000000.0,0.8631
1578603300000.0,0.9704
1578605700000.0,1.0144
1578613200000.0,0.9995
1578624900000.0,0.9273
1578636000000.0,1.0594
1578643200000.0,0.9884
1578648900000.0,1.0376
1578653400000.0,1.1184
1578656400000.0,1.0651
1578660600000.0,0.9519
1578664200000.0,0.9918
1578667200000.0,0.9974
1578669600000.0,1.0996
1578672300000.0,0.8741
1578673800000.0,0.9785
1578676500000.0,1.0255
1578679800000.0,1.0427
1578682200000.0,0.9548
1578684600000.0,1.0344
1578689700000.0,1.0324
1578693600000.0,1.0978
1578700200000.0,1.0657
1578704400000.0,0.9316
1578708900000.0,1.0076
1578716700000.0,0.9379
1578724200000.0,0.8845
1578730200000.0,0.9589
1578738600000.0,1.008
1578745500000.0,1.0536
1578753900000.0,1.0933
1578760500000.0,0.9882
1578765900000.0,1.0973
1578778800000.0,0.802
1578780000000.0,0.8471
1578784500000.0,1.0102
1578789300000.0,1.1199
1578800100000.0,0.9797
1578814500000.0,1.0291
1578825300000.0,1.0506
1578838200000.0,0.8997
1578848700000.0,0.9852
1578850500000.0,1.0022
1578860700000.0,1.0236
1578873600000.0,0.8164
1578886500000.0,1.0683
1578901200000.0,0.9523
1578916800000.0,1.0434
1578930900000.0,1.1165
1578948300000.0,1.0421
1578961800000.0,1.1793
1578963300000.0,1.1128
1578964800000.0,1.0528
1578966600000.0,1.0366
1578971100000.0,1.1367
1578974700000.0,0.9
1578978600000.0,0.9764
1578985800000.0,1.0631
1578995100000.0,1.0107
1579002000000.0,1.0333
1579005600000.0,1.0948
1579008900000.0,1.0801
1579011600000.0,1.0315
1579012800000.0,0.9282
1579015500000.0,0.8266
1579017900000.0,1.0572
1579020300000.0,0.984
1579021800000.0,1.0496
1579024200000.0,0.9646
1579026600000.0,1.0871
1579029000000.0,0.9126
1579035900000.0,1.0219
1579044300000.0,0.9667
1579046700000.0,1.0544
1579048800000.0,0.9388
1579052100000.0,0.9591
1579058700000.0,0.9004
1579062300000.0,0.9162
1579065300000.0,1.1328
1579071600000.0,0.9621
1579079100000.0,1.0981
1579083600000.0,0.9873
1579088400000.0,0.9416
1579093200000.0,1.1276
1579096800000.0,0.9305
1579098000000.0,0.9978
1579100700000.0,1.013
1579103400000.0,1.0231
1579105200000.0,0.9605
1579110300000.0,1.0021
1579116300000.0,0.9424
1579122300000.0,0.9325
1579129800000.0,0.9806
1579134300000.0,0.9173
1579137900000.0,0.9316
1579141800000.0,0.9696
1579147500000.0,1.0533
1579155600000.0,0.9847
1579163100000.0,0.8231
1579169400000.0,1.0723
1579175100000.0,1.0349
1579178700000.0,0.9818
1579182900000.0,0.9865
1579189200000.0,0.9441
1579194300000.0,1.0509
1579202100000.0,0.9695
1579209900000.0,1.0455
1579221300000.0,1.2015
1579229700000.0,0.9865
1579233900000.0,1.0803
1579240200000.0,1.0305
1579242000000.0,0.9006
1579244700000.0,1.1567
1579248900000.0,0.9883
1579253400000.0,0.974
1579256700000.0,0.9547
1579261800000.0,0.9055
1579264200000.0,1.0586
1579270200000.0,1.0102
1579275300000.0,0.9647
1579280100000.0,0.9757
1579286400000.0,1.0077
1579290900000.0,1.0999
1579298700000.0,1.011
1579307100000.0,0.9889
1579313700000.0,0.9023
1579323000000.0,1.0061
1579331100000.0,0.9772
1579340100000.0,0.9876
1579350600000.0,1.0578
1579358700000.0,1.0593
1579364400000.0,0.9636
1579371000000.0,1.0348
1579385400000.0,1.0118
1579393500000.0,1.1245
1579395900000.0,1.0138
1579397700000.0,0.9973
1579400700000.0,1.0392
1579407000000.0,0.9197
1579416600000.0,0.9811
1579422900000.0,0.8656
1579431300000.0,0.5366
1579431900000.0,1.0044
1579432800000.0,0.954
1579434900000.0,0.9524
1579437300000.0,1.0063
1579441800000.0,1.0835
1579449900000.0,0.9749
1579459500000.0,1.1374
1579469400000.0,0.949
1579472400000.0,1.1505
1579476000000.0,1.0473
1579481100000.0,1.0003
1579488900000.0,1.0066
1579501200000.0,1.0001
1579512000000.0,0.8857
1579523100000.0,0.9405
1579527000000.0,1.0891
1579531500000.0,1.0559
1579537800000.0,0.996
1579552800000.0,1.0246
1579561200000.0,0.9156
1579566300000.0,1.0361
1579583400000.0,1.0557
1579597200000.0,0.9556
1579610700000.0,0.9602
1579627500000.0,1.0171
1579635900000.0,1.1014
1579637400000.0,1.0678
1579639500000.0,0.9892
1579642800000.0,1.1032
1579653300000.0,0.9721
1579675500000.0,0.9744
1579679100000.0,0.9878
1579683900000.0,1.0533
1579692300000.0,1.0291
1579703400000.0,1.0654
1579712100000.0,0.9476
1579721100000.0,0.9672
1579741800000.0,1.0198
1579748700000.0,0.9451
1579758000000.0,1.0033
1579764600000.0,0.8781
1579770000000.0,0.9966
1579773300000.0,0.9801
1579778400000.0,1.0064
1579781700000.0,0.9961
1579786200000.0,1.0068
1579790100000.0,1.016
1579797900000.0,0.9638
1579804200000.0,1.1348
1579814700000.0,0.9181
1579824000000.0,0.8201
1579834800000.0,1.0495
1579845300000.0,0.944
1579858200000.0,0.9122
1579863300000.0,1.1523
1579866000000.0,0.939
1579869300000.0,1.0516
1579875600000.0,1.0598
1579879800000.0,0.9506
1579885800000.0,1.0715
1579896000000.0,0.9411
1579903800000.0,0.9132
1579912500000.0,0.8262
1579917300000.0,1.0751
1579926900000.0,1.0366
1579939200000.0,1.0355
1579950000000.0,1.0025
1579962300000.0,1.0161
1579980600000.0,1.0458
1579991400000.0,0.9345
1579999500000.0,1.1942
1580016900000.0,1.1003
1580026800000.0,0.953
1580031000000.0,1.0204
1580039700000.0,0.9298
1580051400000.0,1.0661
1580058600000.0,1.0209
1580064600000.0,0.9892
1580071200000.0,0.983
1580082900000.0,1.109
1580085600000.0,0.932
1580094900000.0,1.0453
1580107200000.0,0.9552
1580115900000.0,1.1021
1580125800000.0,1.0256
1580127000000.0,1.0009
1580132100000.0,0.9633
1580137800000.0,1.0404
1580142300000.0,0.974
1580151300000.0,1.1735
1580153100000.0,0.9024
1580155200000.0,1.0585
1580159700000.0,0.9662
1580166600000.0,1.15
1580172000000.0,1.0813
1580173800000.0,0.9567
1580177700000.0,0.9515
1580185800000.0,0.8132
1580189400000.0,0.8958
1580194200000.0,0.9829
1580200500000.0,1.0467
1580205900000.0,1.1621
1580210700000.0,1.0103
1580214900000.0,1.1506
1580220900000.0,1.0107
1580222700000.0,0.9207
1580223900000.0,1.0193
1580227500000.0,0.9448
1580232000000.0,1.0896
1580235600000.0,0.9668
1580242500000.0,0.9916
1580248500000.0,1.0736
1580253600000.0,1.1639
1580254800000.0,1.0695
1580256000000.0,1.0407
1580258100000.0,1.0517
1580261100000.0,1.0463
1580266500000.0,0.9925
1580274300000.0,1.0572
1580282700000.0,1.0194
1580291700000.0,1.0343
1580294100000.0,0.9815
1580296200000.0,1.0416
1580299200000.0,0.8971
1580304600000.0,0.9453
1580312700000.0,1.0826
1580319000000.0,0.9757
1580327100000.0,0.8883
1580333100000.0,0.9168
1580342100000.0,0.9946
1580345700000.0,1.0209
1580357700000.0,1.0386
1580369400000.0,0.944
1580375400000.0,1.0067
1580384400000.0,0.9705
1580391900000.0,0.9183
1580395500000.0,1.151
1580401500000.0,0.8212
1580402100000.0,1.0458
1580403900000.0,1.0011
1580405100000.0,1.0863
1580406300000.0,0.9559
1580410200000.0,1.0522
1580415600000.0,0.9571
1580418600000.0,0.9376
1580427600000.0,1.0242
1580433300000.0,0.9608
1580438400000.0,0.9041
1580446500000.0,0.9206
1580450700000.0,1.0483
1580458200000.0,1.116
1580467200000.0,0.9247
1580470500000.0,0.9833
1580475300000.0,0.9796
1580479200000.0,1.0514
1580486400000.0,0.9789
1580491800000.0,1.1517
1580502000000.0,1.2246
1580511000000.0,0.9206
1580517600000.0,1.1038
1580523600000.0,0.9139
1580530800000.0,1.0769
1580541600000.0,0.8776
1580548800000.0,0.9553
1580557200000.0,1.047
1580563500000.0,1.1438
1580571600000.0,1.0635
1580578200000.0,1.0685
1580592300000.0,0.9577
1580604300000.0,0.8853
1580610900000.0,1.0154
1580616600000.0,1.0509
1580619600000.0,1.0547
1580625900000.0,1.0197
1580633400000.0,1.0177
1580638800000.0,1.0776
1580645100000.0,0.9485
1580649600000.0,0.9743
1580654700000.0,0.9349
1580661000000.0,0.9786
1580672100000.0,0.8956
1580682900000.0,1.0124
1580687400000.0,1.0768
1580691900000.0,1.0966
1580694000000.0,0.8404
1580695500000.0,1.03
1580699100000.0,1.0907
1580706300000.0,0.9673
1580717400000.0,0.9646
1580725500000.0,0.9914
1580731200000.0,0.9668
1580740500000.0,0.9614
1580745300000.0,1.0092
1580748600000.0,0.9224
1580754000000.0,1.0079
1580763300000.0,0.9514
1580775300000.0,1.0357
1580781600000.0,0.932
1580792100000.0,0.9748
1580798700000.0,0.9718
1580806500000.0,0.9017
1580809800000.0,0.9557
1580814600000.0,0.9818
1580816400000.0,0.8585
1580820000000.0,1.1158
1580823600000.0,1.0834
1580829300000.0,0.9615
1580836200000.0,0.8868
1580847900000.0,1.0111
1580862900000.0,0.9696
1580872500000.0,1.0738
1580882400000.0,0.991
1580889900000.0,1.1018
1580898600000.0,1.0385
1580900700000.0,1.0548
1580904300000.0,1.1318
1580905200000.0,0.8993
1580910000000.0,1.0136
1580913900000.0,1.0524
1580918700000.0,1.0225
1580920500000.0,1.1452
1580924700000.0,1.0881
1580926800000.0,0.9909
1580927400000.0,1.0867
1580929800000.0,1.124
1580933400000.0,0.9636
1580939700000.0,1.0373
1580944800000.0,0.9117
1580948400000.0,1.0186
1580952300000.0,1.0364
1580959500000.0,1.0163
1580967000000.0,0.9911
1580974200000.0,1.0459
1580978400000.0,1.0478
1580986200000.0,1.0378
1580991300000.0,1.031
1580993700000.0,1.0024
1580995800000.0,0.9531
1580997000000.0,1.0368
1580998800000.0,0.9924
1581001200000.0,0.9826
1581004200000.0,0.9862
1581008700000.0,0.9315
1581013500000.0,0.9964
1581021300000.0,0.931
1581029400000.0,1.0642
1581034200000.0,0.9687
1581040200000.0,0.9521
1581045900000.0,0.9341
1581054000000.0,1.0385
1581062700000.0,0.9259
1581070800000.0,0.9911
1581076200000.0,0.9693
1581079500000.0,1.0765
1581086100000.0,1.0037
1581092100000.0,0.9546
1581103800000.0,1.0297
1581115500000.0,0.9813
1581126900000.0,0.933
1581132000000.0,1.0779
1581139200000.0,1.1151
1581150000000.0,1.0088
1581156300000.0,0.9911
1581161100000.0,1.002
1581169500000.0,0.9892
1581173100000.0,0.9628
1581179100000.0,1.0455
1581185100000.0,1.0669
1581196500000.0,1.0121
1581199800000.0,1.1009
1581208800000.0,1.1331
1581216900000.0,0.9919
1581219000000.0,1.0626
1581221700000.0,0.9511
1581227400000.0,0.9949
1581234600000.0,1.0079
1581239700000.0,1.1045
1581245400000.0,1.0629
1581252000000.0,0.8756
1581260100000.0,0.9978
1581263100000.0,0.9636
1581269100000.0,0.9575
1581280200000.0,0.9164
1581290700000.0,0.9643
1581295500000.0,0.9858
1581300900000.0,0.9926
1581306600000.0,0.9968
1581312900000.0,0.7457
1581314400000.0,1.1751
1581315300000.0,1.1392
1581317400000.0,1.162
1581321900000.0,0.9004
1581325200000.0,0.8915
1581327300000.0,0.9876
1581332400000.0,0.9369
1581336900000.0,1.0529
1581343800000.0,1.0447
1581348900000.0,0.9113
1581354000000.0,0.9839
1581363900000.0,1.1108
1581376500000.0,0.9488
1581381300000.0,0.8783
1581384900000.0,0.9179
1581392700000.0,1.0316
1581400200000.0,1.0559
1581410400000.0,1.0187
1581417600000.0,1.0303
1581424200000.0,1.0254
1581429600000.0,0.994
1581434700000.0,1.0254
1581435600000.0,1.0826
1581436200000.0,1.1146
1581437100000.0,0.8875
1581438000000.0,1.0825
1581441300000.0,1.0426
1581445500000.0,1.0927
1581450900000.0,0.8873
1581459900000.0,1.0415
1581466200000.0,1.0327
1581469800000.0,0.9763
1581476700000.0,1.0642
1581486000000.0,0.9206
1581490800000.0,1.0106
1581493800000.0,0.9604
1581496200000.0,0.9546
1581499200000.0,1.026
1581505800000.0,1.0241
1581511500000.0,1.0674
1581516900000.0,1.0067
1581520500000.0,1.023
1581525600000.0,1.0298
1581534300000.0,0.9709
1581542100000.0,1.0134
1581550500000.0,0.9982
1581559200000.0,0.9824
1581564900000.0,0.9684
1581573300000.0,0.9836
1581578400000.0,0.9278
1581581400000.0,0.9607
1581582000000.0,0.9705
1581584700000.0,0.9408
1581586500000.0,0.9942
1581590100000.0,0.9025
1581594600000.0,1.0332
1581599100000.0,1.2277
1581601200000.0,0.7526
1581602400000.0,1.13
1581603000000.0,1.0027
1581605100000.0,0.9863
1581609600000.0,1.0362
1581613200000.0,1.0646
1581618000000.0,0.9323
1581627600000.0,1.0
1581639300000.0,1.0188
1581646500000.0,1.0211
1581654600000.0,0.9048
1581661500000.0,0.9496
1581668100000.0,1.0037
1581675300000.0,1.0089
1581678000000.0,0.9414
1581684300000.0,1.0171
1581690900000.0,1.0013
1581694800000.0,0.9103
1581702300000.0,1.0421
1581707100000.0,1.0459
1581715500000.0,1.0796
1581725700000.0,0.9473
1581732600000.0,0.9692
1581741600000.0,0.9072
1581751500000.0,0.9822
1581761100000.0,1.0558
1581772200000.0,0.9352
1581781800000.0,0.7654
1581782100000.0,1.1708
1581782700000.0,0.8833
1581784200000.0,0.8607
1581785100000.0,0.9604
1581788400000.0,0.9995
1581790800000.0,1.0857
1581798900000.0,0.9991
1581813600000.0,1.0471
1581822000000.0,1.0089
1581831600000.0,0.9877
1581843000000.0,0.945
1581852300000.0,0.9061
1581860100000.0,0.908
1581867000000.0,0.9086
1581870000000.0,0.9694
1581872100000.0,1.1255
1581874800000.0,0.9839
1581882000000.0,1.0902
1581891900000.0,1.1033
1581896400000.0,0.8355
1581900300000.0,1.0307
1581907500000.0,0.8818
1581913500000.0,1.0406
1581918600000.0,0.9504
1581927300000.0,0.9862
1581934500000.0,0.9911
1581938100000.0,0.9529
1581939600000.0,1.0052
1581942000000.0,0.8629
1581946800000.0,0.9637
1581949200000.0,1.1345
1581951300000.0,1.0205
1581954000000.0,1.1223
1581957000000.0,1.0053
1581960600000.0,1.1003
1581967800000.0,1.0683
1581976200000.0,1.0463
1581986100000.0,1.0513
1581996300000.0,1.0384
1582005600000.0,0.9487
1582016100000.0,0.8659
1582021200000.0,1.0824
1582028400000.0,0.8968
1582033500000.0,1.0967
1582039200000.0,1.0965
1582041300000.0,1.0285
1582045200000.0,1.0543
1582049100000.0,1.0139
1582052400000.0,1.05
1582057800000.0,1.1211
1582060200000.0,0.9087
1582062600000.0,1.0386
1582067100000.0,0.9555
1582072500000.0,0.9996
1582080900000.0,1.0228
1582090200000.0,0.9674
1582098900000.0,1.12
1582104300000.0,1.0518
1582113600000.0,0.9188
1582116900000.0,0.9939
1582131000000.0,1.0585
1582134300000.0,1.0204
1582141200000.0,1.0395
1582146000000.0,0.931
1582148400000.0,0.6291
1582149000000.0,1.1409
1582149300000.0,1.038
1582150200000.0,1.011
1582152000000.0,0.9859
1582156800000.0,1.0585
1582164300000.0,1.0348
1582170000000.0,0.9927
1582182000000.0,1.0541
1582191000000.0,1.0384
1582198500000.0,0.9031
1582205700000.0,1.1116
1582212600000.0,0.9011
1582216800000.0,1.0895
1582217700000.0,0.9397
1582219800000.0,1.0136
1582224000000.0,1.0506
1582235400000.0,1.0122
1582246800000.0,1.0911
1582256100000.0,1.0261
1582263300000.0,0.9127
1582274400000.0,1.0261
1582285200000.0,0.9755
1582292700000.0,0.965
1582302000000.0,0.9649
1582314300000.0,1.0063
1582317900000.0,1.0149
1582328100000.0,1.0298
1582343100000.0,0.9798
1582353300000.0,1.0453
1582368900000.0,0.9697
1582384800000.0,1.0178
1582398300000.0,1.074
1582422600000.0,1.2415
1582430700000.0,1.0166
1582435500000.0,0.9797
1582446000000.0,1.0429
1582454100000.0,0.9283
1582459200000.0,0.9763
1582468500000.0,0.973
1582482600000.0,1.1432
1582499100000.0,1.013
1582503300000.0,0.9763
1582508400000.0,0.8372
1582512000000.0,1.0038
1582515000000.0,0.9178
1582526100000.0,1.0788
1582531800000.0,0.9848
1582540800000.0,1.0628
1582547700000.0,0.9562
1582555200000.0,0.8881
1582559400000.0,0.9222
1582563600000.0,0.8927
1582567500000.0,1.0381
1582570800000.0,0.9817
1582577400000.0,1.0681
1582588200000.0,0.9983
1582600200000.0,0.8811
1582610400000.0,0.9253
1582617900000.0,1.0779
1582625100000.0,1.0246
1582632000000.0,0.9749
1582637100000.0,1.0306
1582640700000.0,0.9378
1582642200000.0,0.9454
1582646100000.0,0.9925
1582648200000.0,0.9296
1582650900000.0,1.0024
1582656900000.0,0.9008
1582663500000.0,1.0206
1582666200000.0,0.9693
1582675200000.0,0.9576
1582680600000.0,0.9381
1582683600000.0,1.0074
1582687800000.0,1.023
1582695000000.0,1.0057
1582701900000.0,1.0713
1582707300000.0,0.9221
1582711800000.0,0.9479
1582719000000.0,1.1189
1582720800000.0,0.855
1582724400000.0,0.8468
1582725900000.0,0.9429
1582727400000.0,0.9826
1582730100000.0,0.9467
1582733400000.0,0.8669
1582734300000.0,0.8296
1582735800000.0,1.063
1582737000000.0,0.9815
1582740300000.0,1.0511
1582744500000.0,1.0293
1582752000000.0,1.0391
1582759200000.0,0.8178
1582763700000.0,0.922
1582765800000.0,1.1229
1582768500000.0,0.8944
1582774200000.0,1.0493
1582781100000.0,1.065
1582787700000.0,0.9633
1582794900000.0,0.923
1582801200000.0,0.9888
1582806300000.0,0.9085
1582808400000.0,1.0403
1582814100000.0,1.1112
1582819800000.0,1.0578
1582823700000.0,0.9423
1582830900000.0,0.9681
1582839600000.0,1.0276
1582843200000.0,0.9869
1582848300000.0,1.0093
1582856100000.0,1.0098
1582868700000.0,0.8647
1582876800000.0,1.0083
1582882500000.0,0.8917
1582884300000.0,0.9468
1582887600000.0,0.9527
1582892100000.0,0.896
1582894200000.0,1.1055
1582896000000.0,0.941
1582899900000.0,1.1107
1582904100000.0,0.9401
1582909500000.0,0.8981
1582914600000.0,1.1909
1582921200000.0,1.0248
1582929900000.0,0.9324
1582936200000.0,0.9681
1582947900000.0,1.0553
1582958700000.0,0.9832
1582970400000.0,1.0057
1582977300000.0,0.8711
1582986000000.0,1.0532
1582991700000.0,0.9891
1583002200000.0,0.9128
1583018100000.0,0.9451
1583022900000.0,1.0379
1583028300000.0,0.9223
1583037000000.0,0.9617
1583047200000.0,1.0078
1583054700000.0,0.9895
1583064000000.0,1.0204
1583065500000.0,0.9256
1583067900000.0,1.0062
1583073600000.0,0.8444
1583080500000.0,1.0788
1583083500000.0,0.93
1583089500000.0,1.0664
1583093400000.0,0.989
1583102100000.0,1.0436
1583108700000.0,1.128
1583117700000.0,1.1409
1583127000000.0,1.0016
1583133900000.0,1.0429
1583142300000.0,1.066
1583146800000.0,1.004
1583153100000.0,1.0998
1583156400000.0,1.0061
1583159700000.0,0.8703
1583163600000.0,1.1821
1583168700000.0,1.0052
1583175000000.0,1.0614
1583184000000.0,0.9873
1583190600000.0,0.9028
1583196900000.0,0.9022
1583208000000.0,0.8604
1583218800000.0,0.9277
1583223900000.0,1.0632
1583230800000.0,0.9122
1583237100000.0,0.9894
1583241000000.0,0.8966
1583246400000.0,1.1333
1583248200000.0,0.8967
1583249100000.0,0.9028
1583253000000.0,0.9054
1583260800000.0,0.9994
1583271600000.0,0.9905
1583283900000.0,1.0485
1583294400000.0,1.0373
1583305800000.0,0.9452
1583316000000.0,0.999
1583322900000.0,1.064
1583332200000.0,0.9969
1583335500000.0,0.977
1583341500000.0,0.9456
1583355000000.0,1.0693
1583368500000.0,1.0297
1583371200000.0,1.0775
1583376900000.0,0.9271
1583382600000.0,1.0348
1583391300000.0,1.1296
1583400600000.0,1.1006
1583403900000.0,0.9389
1583408700000.0,0.9428
1583414100000.0,0.9268
1583420700000.0,0.967
1583426700000.0,1.0139
1583436900000.0,1.027
1583441700000.0,1.0541
1583451300000.0,0.9499
1583456700000.0,1.0451
1583467500000.0,1.1131
1583475000000.0,0.9983
1583482800000.0,1.0616
1583492100000.0,0.902
1583497500000.0,0.973
1583504100000.0,0.9697
1583510700000.0,0.992
1583523300000.0,0.9517
1583536800000.0,1.0012
1583547000000.0,0.929
1583561700000.0,1.0123
1583575200000.0,0.9371
1583584800000.0,0.9813
1583597100000.0,0.9097
1583599500000.0,0.8363
1583600700000.0,1.0039
1583603700000.0,0.8498
1583606400000.0,1.0542
1583616900000.0,0.9491
1583627100000.0,0.9785
1583632800000.0,0.9739
1583644800000.0,0.979
1583658600000.0,0.992
1583667000000.0,1.0353
1583673300000.0,0.9333
1583678100000.0,0.9076
1583680500000.0,0.8823
1583681700000.0,1.0301
1583682600000.0,0.7847
1583684400000.0,0.9512
1583685000000.0,1.0255
1583686200000.0,1.0509
1583689200000.0,1.0238
1583694900000.0,1.0149
1583704800000.0,0.8827
1583709000000.0,0.759
1583711400000.0,1.1295
1583712600000.0,0.8804
1583717100000.0,0.9443
1583723700000.0,0.8198
1583727300000.0,1.0222
1583728500000.0,0.9024
1583731500000.0,1.0417
1583732400000.0,1.1298
1583733600000.0,1.0685
1583736300000.0,1.0846
1583741400000.0,0.9955
1583748000000.0,0.9005
1583752500000.0,1.1135
1583755800000.0,0.8851
1583759100000.0,0.9503
1583762100000.0,0.935
1583764200000.0,0.8666
1583766900000.0,0.9279
1583768700000.0,1.0543
1583770800000.0,1.0395
1583772600000.0,0.7918
1583776500000.0,1.0273
1583781900000.0,1.075
1583786100000.0,0.8481
1583795400000.0,1.0141
1583802000000.0,0.9081
1583809500000.0,1.1371
1583819700000.0,0.9434
1583828100000.0,1.0381
1583836200000.0,1.0801
1583837700000.0,1.0259
1583840100000.0,1.0338
1583844300000.0,0.9248
1583847900000.0,1.0062
1583851800000.0,0.8597
1583854500000.0,0.94
1583855100000.0,0.9549
1583856300000.0,1.1747
1583860500000.0,0.919
1583865300000.0,1.1017
1583870700000.0,1.0647
1583875500000.0,1.0276
1583880600000.0,0.9608
1583884500000.0,0.9896
1583893800000.0,0.8942
1583905200000.0,0.8776
1583912100000.0,1.0114
1583916000000.0,0.9898
1583922600000.0,1.0761
1583928300000.0,1.1214
1583934300000.0,0.9211
1583940600000.0,0.9134
1583943600000.0,0.8108
1583946900000.0,0.9859
1583949600000.0,1.0631
1583951700000.0,1.0468
1583954100000.0,1.1217
1583958600000.0,1.1008
1583966100000.0,0.9461
1583968800000.0,0.9022
1583975400000.0,0.8569
1583978400000.0,0.9059
1583979900000.0,1.0294
1583982300000.0,0.9531
1583986800000.0,1.0427
1583991300000.0,0.9249
1583995200000.0,0.9062
1583997300000.0,0.9651
1583998500000.0,0.9436
1584001200000.0,1.0428
1584003900000.0,0.9196
1584008400000.0,0.8858
1584009300000.0,0.7716
1584009600000.0,0.3928
1584009900000.0,0.9151
1584010200000.0,0.7551
1584010800000.0,1.3707
1584011400000.0,0.884
1584012600000.0,0.5622
1584013800000.0,1.2279
1584015000000.0,1.0515
1584016500000.0,0.9517
1584018300000.0,0.7461
1584020400000.0,1.168
1584021900000.0,1.2742
1584024000000.0,0.8595
1584026400000.0,1.0648
1584029700000.0,1.1755
1584033000000.0,0.933
1584036900000.0,0.952
1584042000000.0,0.811
1584045300000.0,0.7832
1584046800000.0,0.9079
1584049500000.0,1.4253
1584051300000.0,0.7616
1584054600000.0,0.3046
1584055500000.0,0.7469
1584055800000.0,0.5139
1584056400000.0,0.8805
1584057000000.0,1.0742
1584057900000.0,0.7907
1584059400000.0,0.7538
1584061200000.0,0.9693
1584063600000.0,0.0404
1584064800000.0,0.7297
1584066000000.0,3.0847
1584067200000.0,0.5737
1584068100000.0,1.5595
1584069600000.0,1.2329
1584070500000.0,0.5699
1584071700000.0,0.8289
1584073800000.0,0.9827
1584075900000.0,1.2041
1584077400000.0,0.7963
1584079800000.0,1.3133
1584082500000.0,1.1201
1584085200000.0,1.5857
1584087000000.0,0.6534
1584088800000.0,1.3592
1584092700000.0,1.0017
1584094500000.0,0.6883
1584097500000.0,1.266
1584099600000.0,1.1266
1584102600000.0,0.94
1584105000000.0,1.6435
1584106500000.0,0.7265
1584107400000.0,1.0797
1584109200000.0,0.7423
1584111000000.0,0.4293
1584111900000.0,1.0595
1584113400000.0,0.7968
1584114600000.0,1.2159
1584115500000.0,1.2931
1584117600000.0,0.7614
1584120000000.0,0.8796
1584123300000.0,0.8728
1584125700000.0,0.8799
1584128100000.0,1.685
1584129300000.0,1.0637
1584131100000.0,1.193
1584135300000.0,1.0139
1584139500000.0,0.9424
1584143100000.0,0.9284
1584146700000.0,1.0614
1584151200000.0,1.0788
1584156000000.0,0.9935
1584161100000.0,0.8713
1584167700000.0,0.8453
1584173700000.0,0.9761
1584178800000.0,1.0863
1584183000000.0,1.0484
1584187800000.0,0.9205
