timestamp,btc_exchange_whale_ratio
1579364400000.0,0.3593
1579371000000.0,0.3654
1579385400000.0,0.393
1579393500000.0,0.3076
1579395900000.0,0.3282
1579397700000.0,0.2462
1579400700000.0,0.353
1579407000000.0,0.397
1579416600000.0,0.4457
1579422900000.0,0.4669
1579431300000.0,0.3247
1579431900000.0,0.3276
1579432800000.0,0.2697
1579434900000.0,0.2827
1579437300000.0,0.3235
1579441800000.0,0.453
1579449900000.0,0.3926
1579459500000.0,0.3988
1579469400000.0,0.3874
1579472400000.0,0.349
1579476000000.0,0.3924
1579481100000.0,0.2991
1579488900000.0,0.3304
1579501200000.0,0.4095
1579512000000.0,0.3871
1579523100000.0,0.3634
1579527000000.0,0.2576
1579531500000.0,0.3151
1579537800000.0,0.3894
1579552800000.0,0.3838
1579561200000.0,0.287
1579566300000.0,0.2913
1579583400000.0,0.3979
1579597200000.0,0.361
1579610700000.0,0.3214
1579627500000.0,0.316
1579635900000.0,0.3896
1579637400000.0,0.3839
1579639500000.0,0.3512
1579642800000.0,0.3221
1579653300000.0,0.2812
1579675500000.0,0.3286
1579679100000.0,0.2421
1579683900000.0,0.2719
1579692300000.0,0.2994
1579703400000.0,0.3229
1579712100000.0,0.3553
1579721100000.0,0.3215
1579741800000.0,0.3209
1579748700000.0,0.4226
1579758000000.0,0.3507
1579764600000.0,0.2946
1579770000000.0,0.3526
1579773300000.0,0.3711
1579778400000.0,0.3996
1579781700000.0,0.378
1579786200000.0,0.3534
1579790100000.0,0.3441
1579797900000.0,0.362
1579804200000.0,0.4448
1579814700000.0,0.4267
1579824000000.0,0.3191
1579834800000.0,0.3784
1579845300000.0,0.3094
1579858200000.0,0.3178
1579863300000.0,0.3057
1579866000000.0,0.3149
1579869300000.0,0.334
1579875600000.0,0.359
1579879800000.0,0.3537
1579885800000.0,0.3132
1579896000000.0,0.382
1579903800000.0,0.322
1579912500000.0,0.4394
1579917300000.0,0.3432
1579926900000.0,0.3503
1579939200000.0,0.2847
1579950000000.0,0.3591
1579962300000.0,0.4336
1579980600000.0,0.4155
1579991400000.0,0.298
1579999500000.0,0.2488
1580016900000.0,0.3481
1580026800000.0,0.261
1580031000000.0,0.3826
1580039700000.0,0.3931
1580051400000.0,0.3544
1580058600000.0,0.3216
1580064600000.0,0.2988
1580071200000.0,0.3592
1580082900000.0,0.2824
1580085600000.0,0.3637
1580094900000.0,0.3589
1580107200000.0,0.4213
1580115900000.0,0.3384
1580125800000.0,0.3608
1580127000000.0,0.4083
1580132100000.0,0.375
1580137800000.0,0.3483
1580142300000.0,0.4222
1580151300000.0,0.4412
1580153100000.0,0.3911
1580155200000.0,0.3816
1580159700000.0,0.3462
1580166600000.0,0.3604
1580172000000.0,0.4098
1580173800000.0,0.3561
1580177700000.0,0.3546
1580185800000.0,0.3534
1580189400000.0,0.3281
1580194200000.0,0.3517
1580200500000.0,0.3405
1580205900000.0,0.3029
1580210700000.0,0.2963
1580214900000.0,0.3848
1580220900000.0,0.4024
1580222700000.0,0.2842
1580223900000.0,0.3163
1580227500000.0,0.3218
1580232000000.0,0.2427
1580235600000.0,0.3405
1580242500000.0,0.3616
1580248500000.0,0.3085
1580253600000.0,0.3606
1580254800000.0,0.4077
1580256000000.0,0.4173
1580258100000.0,0.3707
1580261100000.0,0.3389
1580266500000.0,0.3601
1580274300000.0,0.2468
1580282700000.0,0.4987
1580291700000.0,0.3786
1580294100000.0,0.3294
1580296200000.0,0.3987
1580299200000.0,0.4362
1580304600000.0,0.3489
1580312700000.0,0.3481
1580319000000.0,0.359
1580327100000.0,0.3263
1580333100000.0,0.3333
1580342100000.0,0.385
1580345700000.0,0.3389
1580357700000.0,0.4714
1580369400000.0,0.3288
1580375400000.0,0.2826
1580384400000.0,0.3483
1580391900000.0,0.3217
1580395500000.0,0.3339
1580401500000.0,0.4102
1580402100000.0,0.3472
1580403900000.0,0.4119
1580405100000.0,0.3606
1580406300000.0,0.3469
1580410200000.0,0.3082
1580415600000.0,0.2951
1580418600000.0,0.2994
1580427600000.0,0.4224
1580433300000.0,0.3378
1580438400000.0,0.3723
1580446500000.0,0.3704
1580450700000.0,0.3943
1580458200000.0,0.3523
1580467200000.0,0.3159
1580470500000.0,0.3307
1580475300000.0,0.4112
1580479200000.0,0.3562
1580486400000.0,0.3236
1580491800000.0,0.2917
1580502000000.0,0.4114
1580511000000.0,0.3649
1580517600000.0,0.3553
1580523600000.0,0.2973
1580530800000.0,0.3854
1580541600000.0,0.3818
1580548800000.0,0.3891
1580557200000.0,0.3121
1580563500000.0,0.3354
1580571600000.0,0.3309
1580578200000.0,0.3505
1580592300000.0,0.3274
1580604300000.0,0.3807
1580610900000.0,0.3667
1580616600000.0,0.3991
1580619600000.0,0.3558
1580625900000.0,0.4448
1580633400000.0,0.3384
1580638800000.0,0.3049
1580645100000.0,0.3282
1580649600000.0,0.4173
1580654700000.0,0.295
1580661000000.0,0.3504
1580672100000.0,0.3741
1580682900000.0,0.3339
1580687400000.0,0.267
1580691900000.0,0.3874
1580694000000.0,0.3607
1580695500000.0,0.3735
1580699100000.0,0.3394
1580706300000.0,0.4423
1580717400000.0,0.3273
1580725500000.0,0.3257
1580731200000.0,0.2901
1580740500000.0,0.3362
1580745300000.0,0.3083
1580748600000.0,0.2547
1580754000000.0,0.2668
1580763300000.0,0.3516
1580775300000.0,0.3501
1580781600000.0,0.3263
1580792100000.0,0.3255
1580798700000.0,0.4254
1580806500000.0,0.3295
1580809800000.0,0.2317
1580814600000.0,0.3118
1580816400000.0,0.4473
1580820000000.0,0.3785
1580823600000.0,0.3975
1580829300000.0,0.3391
1580836200000.0,0.3544
1580847900000.0,0.2624
1580862900000.0,0.3547
1580872500000.0,0.323
1580882400000.0,0.3479
1580889900000.0,0.291
1580898600000.0,0.461
1580900700000.0,0.2382
1580904300000.0,0.3262
1580905200000.0,0.3247
1580910000000.0,0.4014
1580913900000.0,0.3849
1580918700000.0,0.277
1580920500000.0,0.2938
1580924700000.0,0.3637
1580926800000.0,0.4106
1580927400000.0,0.2491
1580929800000.0,0.3497
1580933400000.0,0.3376
1580939700000.0,0.4069
1580944800000.0,0.3121
1580948400000.0,0.3647
1580952300000.0,0.328
1580959500000.0,0.3599
1580967000000.0,0.3744
1580974200000.0,0.2363
1580978400000.0,0.3159
1580986200000.0,0.2626
1580991300000.0,0.322
1580993700000.0,0.3923
1580995800000.0,0.3833
1580997000000.0,0.3893
1580998800000.0,0.2936
1581001200000.0,0.3366
1581004200000.0,0.3727
1581008700000.0,0.3088
1581013500000.0,0.326
1581021300000.0,0.2927
1581029400000.0,0.4566
1581034200000.0,0.3382
1581040200000.0,0.3786
1581045900000.0,0.3595
1581054000000.0,0.2991
1581062700000.0,0.3193
1581070800000.0,0.4101
1581076200000.0,0.2606
1581079500000.0,0.3151
1581086100000.0,0.3657
1581092100000.0,0.2956
1581103800000.0,0.279
1581115500000.0,0.4354
1581126900000.0,0.3809
1581132000000.0,0.4312
1581139200000.0,0.3357
1581150000000.0,0.3432
1581156300000.0,0.3603
1581161100000.0,0.3755
1581169500000.0,0.3412
1581173100000.0,0.4255
1581179100000.0,0.3015
1581185100000.0,0.3454
1581196500000.0,0.3518
1581199800000.0,0.3767
1581208800000.0,0.3684
1581216900000.0,0.3223
1581219000000.0,0.2966
1581221700000.0,0.21
1581227400000.0,0.3845
1581234600000.0,0.3509
1581239700000.0,0.4274
1581245400000.0,0.2729
1581252000000.0,0.3888
1581260100000.0,0.2457
1581263100000.0,0.4112
1581269100000.0,0.3627
1581280200000.0,0.4507
1581290700000.0,0.3369
1581295500000.0,0.297
1581300900000.0,0.3339
1581306600000.0,0.3392
1581312900000.0,0.3609
1581314400000.0,0.3931
1581315300000.0,0.3895
1581317400000.0,0.2696
1581321900000.0,0.2914
1581325200000.0,0.2844
1581327300000.0,0.367
1581332400000.0,0.4424
1581336900000.0,0.2308
1581343800000.0,0.3201
1581348900000.0,0.3655
1581354000000.0,0.3726
1581363900000.0,0.318
1581376500000.0,0.4254
1581381300000.0,0.3069
1581384900000.0,0.3366
1581392700000.0,0.3191
1581400200000.0,0.3457
1581410400000.0,0.3226
1581417600000.0,0.3624
1581424200000.0,0.352
1581429600000.0,0.4268
1581434700000.0,0.2913
1581435600000.0,0.3872
1581436200000.0,0.3901
1581437100000.0,0.4226
1581438000000.0,0.3506
1581441300000.0,0.3649
1581445500000.0,0.3926
1581450900000.0,0.3134
1581459900000.0,0.3789
1581466200000.0,0.3247
1581469800000.0,0.4043
1581476700000.0,0.3812
1581486000000.0,0.3778
1581490800000.0,0.3762
1581493800000.0,0.2797
1581496200000.0,0.2887
1581499200000.0,0.4214
1581505800000.0,0.3547
1581511500000.0,0.4379
1581516900000.0,0.381
1581520500000.0,0.3941
1581525600000.0,0.3329
1581534300000.0,0.3701
1581542100000.0,0.3667
1581550500000.0,0.3837
1581559200000.0,0.2871
1581564900000.0,0.3858
1581573300000.0,0.3471
1581578400000.0,0.398
1581581400000.0,0.4138
1581582000000.0,0.382
1581584700000.0,0.3589
1581586500000.0,0.3019
1581590100000.0,0.3088
1581594600000.0,0.3639
1581599100000.0,0.3589
1581601200000.0,0.4184
1581602400000.0,0.3214
1581603000000.0,0.3312
1581605100000.0,0.3281
1581609600000.0,0.3919
1581613200000.0,0.4101
1581618000000.0,0.3059
1581627600000.0,0.2792
1581639300000.0,0.3644
1581646500000.0,0.3536
1581654600000.0,0.4224
1581661500000.0,0.2545
1581668100000.0,0.3636
1581675300000.0,0.3376
1581678000000.0,0.3414
1581684300000.0,0.3503
1581690900000.0,0.3074
1581694800000.0,0.3496
1581702300000.0,0.4173
1581707100000.0,0.344
1581715500000.0,0.3016
1581725700000.0,0.2421
1581732600000.0,0.4399
1581741600000.0,0.2709
1581751500000.0,0.3793
1581761100000.0,0.3672
1581772200000.0,0.3609
1581781800000.0,0.4311
1581782100000.0,0.3835
1581782700000.0,0.3544
1581784200000.0,0.338
1581785100000.0,0.3631
1581788400000.0,0.3043
1581790800000.0,0.4351
1581798900000.0,0.3583
1581813600000.0,0.4601
1581822000000.0,0.353
1581831600000.0,0.3377
1581843000000.0,0.3366
1581852300000.0,0.4002
1581860100000.0,0.3729
1581867000000.0,0.393
1581870000000.0,0.2383
1581872100000.0,0.3367
1581874800000.0,0.3179
1581882000000.0,0.3303
1581891900000.0,0.3175
1581896400000.0,0.3554
1581900300000.0,0.3836
1581907500000.0,0.3025
1581913500000.0,0.32
1581918600000.0,0.3991
1581927300000.0,0.3027
1581934500000.0,0.3112
1581938100000.0,0.3279
1581939600000.0,0.3589
1581942000000.0,0.4188
1581946800000.0,0.3159
1581949200000.0,0.3325
1581951300000.0,0.3341
1581954000000.0,0.3532
1581957000000.0,0.3256
1581960600000.0,0.3109
1581967800000.0,0.3771
1581976200000.0,0.3543
1581986100000.0,0.4256
1581996300000.0,0.3138
1582005600000.0,0.3816
1582016100000.0,0.408
1582021200000.0,0.3552
1582028400000.0,0.3329
1582033500000.0,0.3974
1582039200000.0,0.3292
1582041300000.0,0.5655
1582045200000.0,0.3309
1582049100000.0,0.3048
1582052400000.0,0.3855
1582057800000.0,0.3284
1582060200000.0,0.332
1582062600000.0,0.3235
1582067100000.0,0.4198
1582072500000.0,0.3201
1582080900000.0,0.4179
1582090200000.0,0.3275
1582098900000.0,0.3277
1582104300000.0,0.358
1582113600000.0,0.3136
1582116900000.0,0.3354
1582131000000.0,0.357
1582134300000.0,0.2903
1582141200000.0,0.2722
1582146000000.0,0.2913
1582148400000.0,0.3434
1582149000000.0,0.3397
1582149300000.0,0.3239
1582150200000.0,0.276
1582152000000.0,0.4009
1582156800000.0,0.3847
1582164300000.0,0.3624
1582170000000.0,0.3058
1582182000000.0,0.3499
1582191000000.0,0.3463
1582198500000.0,0.4515
1582205700000.0,0.3588
1582212600000.0,0.3169
1582216800000.0,0.2643
1582217700000.0,0.3159
1582219800000.0,0.4123
1582224000000.0,0.3338
1582235400000.0,0.3622
1582246800000.0,0.3709
1582256100000.0,0.3695
1582263300000.0,0.3756
1582274400000.0,0.3724
1582285200000.0,0.2667
1582292700000.0,0.3514
1582302000000.0,0.4106
1582314300000.0,0.3388
1582317900000.0,0.2859
1582328100000.0,0.393
1582343100000.0,0.3142
1582353300000.0,0.3397
1582368900000.0,0.3582
1582384800000.0,0.3996
1582398300000.0,0.3005
1582422600000.0,0.3267
1582430700000.0,0.3379
1582435500000.0,0.3797
1582446000000.0,0.3299
1582454100000.0,0.4361
1582459200000.0,0.32
1582468500000.0,0.3412
1582482600000.0,0.3508
1582499100000.0,0.3501
1582503300000.0,0.3187
1582508400000.0,0.3529
1582512000000.0,0.361
1582515000000.0,0.3544
1582526100000.0,0.2676
1582531800000.0,0.3752
1582540800000.0,0.4399
1582547700000.0,0.2766
1582555200000.0,0.3321
1582559400000.0,0.3982
1582563600000.0,0.3625
1582567500000.0,0.3674
1582570800000.0,0.3506
1582577400000.0,0.3383
1582588200000.0,0.3576
1582600200000.0,0.3114
1582610400000.0,0.2945
1582617900000.0,0.3553
1582625100000.0,0.3477
1582632000000.0,0.3083
1582637100000.0,0.4541
1582640700000.0,0.3337
1582642200000.0,0.4918
1582646100000.0,0.3643
1582648200000.0,0.4155
1582650900000.0,0.3259
1582656900000.0,0.3843
1582663500000.0,0.3064
1582666200000.0,0.2593
1582675200000.0,0.2658
1582680600000.0,0.3998
1582683600000.0,0.3568
1582687800000.0,0.3409
1582695000000.0,0.34
1582701900000.0,0.3504
1582707300000.0,0.4543
1582711800000.0,0.3575
1582719000000.0,0.2844
1582720800000.0,0.3943
1582724400000.0,0.395
1582725900000.0,0.3233
1582727400000.0,0.4075
1582730100000.0,0.2311
1582733400000.0,0.3038
1582734300000.0,0.4436
1582735800000.0,0.3736
1582737000000.0,0.3094
1582740300000.0,0.3133
1582744500000.0,0.3481
1582752000000.0,0.2989
1582759200000.0,0.3304
1582763700000.0,0.3254
1582765800000.0,0.3706
1582768500000.0,0.3605
1582774200000.0,0.3963
1582781100000.0,0.4213
1582787700000.0,0.4219
1582794900000.0,0.3122
1582801200000.0,0.2115
1582806300000.0,0.3176
1582808400000.0,0.2911
1582814100000.0,0.447
1582819800000.0,0.4023
1582823700000.0,0.3146
1582830900000.0,0.4266
1582839600000.0,0.2628
1582843200000.0,0.376
1582848300000.0,0.3267
1582856100000.0,0.2538
1582868700000.0,0.3241
1582876800000.0,0.3906
1582882500000.0,0.4039
1582884300000.0,0.3682
1582887600000.0,0.328
1582892100000.0,0.3668
1582894200000.0,0.3195
1582896000000.0,0.406
1582899900000.0,0.3825
1582904100000.0,0.379
1582909500000.0,0.3201
1582914600000.0,0.3422
1582921200000.0,0.3913
1582929900000.0,0.2948
1582936200000.0,0.2708
1582947900000.0,0.3544
1582958700000.0,0.3575
1582970400000.0,0.3213
1582977300000.0,0.3677
1582986000000.0,0.3539
1582991700000.0,0.23
1583002200000.0,0.3392
1583018100000.0,0.3079
1583022900000.0,0.3132
1583028300000.0,0.3743
1583037000000.0,0.3715
1583047200000.0,0.2774
1583054700000.0,0.4147
1583064000000.0,0.3294
1583065500000.0,0.3792
1583067900000.0,0.3656
1583073600000.0,0.3179
1583080500000.0,0.3814
1583083500000.0,0.337
1583089500000.0,0.4145
1583093400000.0,0.3273
1583102100000.0,0.3424
1583108700000.0,0.3673
1583117700000.0,0.3957
1583127000000.0,0.3119
1583133900000.0,0.4009
1583142300000.0,0.3365
1583146800000.0,0.3894
1583153100000.0,0.3129
1583156400000.0,0.2723
1583159700000.0,0.2251
1583163600000.0,0.3237
1583168700000.0,0.3513
1583175000000.0,0.2489
1583184000000.0,0.3769
1583190600000.0,0.3576
1583196900000.0,0.3222
1583208000000.0,0.3143
1583218800000.0,0.3055
1583223900000.0,0.4158
1583230800000.0,0.34
1583237100000.0,0.4569
1583241000000.0,0.3801
1583246400000.0,0.4427
1583248200000.0,0.2602
1583249100000.0,0.2973
1583253000000.0,0.3781
1583260800000.0,0.3232
1583271600000.0,0.3737
1583283900000.0,0.3423
1583294400000.0,0.409
1583305800000.0,0.4296
1583316000000.0,0.2678
1583322900000.0,0.3709
1583332200000.0,0.3932
1583335500000.0,0.4616
1583341500000.0,0.351
1583355000000.0,0.4028
1583368500000.0,0.3455
1583371200000.0,0.4042
1583376900000.0,0.3787
1583382600000.0,0.4725
1583391300000.0,0.4012
1583400600000.0,0.3899
1583403900000.0,0.4602
1583408700000.0,0.3621
1583414100000.0,0.4219
1583420700000.0,0.3764
1583426700000.0,0.3146
1583436900000.0,0.2806
1583441700000.0,0.4497
1583451300000.0,0.4012
1583456700000.0,0.3166
1583467500000.0,0.3671
1583475000000.0,0.3057
1583482800000.0,0.3021
1583492100000.0,0.3055
1583497500000.0,0.3807
1583504100000.0,0.3226
1583510700000.0,0.3932
1583523300000.0,0.3621
1583536800000.0,0.383
1583547000000.0,0.4154
1583561700000.0,0.3121
1583575200000.0,0.2569
1583584800000.0,0.2958
1583597100000.0,0.3269
1583599500000.0,0.2799
1583600700000.0,0.3393
1583603700000.0,0.3071
1583606400000.0,0.4616
1583616900000.0,0.39
1583627100000.0,0.3194
1583632800000.0,0.4064
1583644800000.0,0.3552
1583658600000.0,0.4033
1583667000000.0,0.3512
1583673300000.0,0.4182
1583678100000.0,0.2355
1583680500000.0,0.3612
1583681700000.0,0.2734
1583682600000.0,0.4753
1583684400000.0,0.3154
1583685000000.0,0.3083
1583686200000.0,0.4179
1583689200000.0,0.3302
1583694900000.0,0.3056
1583704800000.0,0.2935
1583709000000.0,0.349
1583711400000.0,0.3482
1583712600000.0,0.2809
1583717100000.0,0.3383
1583723700000.0,0.3846
1583727300000.0,0.3019
1583728500000.0,0.3322
1583731500000.0,0.4328
1583732400000.0,0.335
1583733600000.0,0.2955
1583736300000.0,0.2856
1583741400000.0,0.277
1583748000000.0,0.2925
1583752500000.0,0.2668
1583755800000.0,0.4505
1583759100000.0,0.3322
1583762100000.0,0.2885
1583764200000.0,0.3583
1583766900000.0,0.3994
1583768700000.0,0.2846
1583770800000.0,0.3834
1583772600000.0,0.3267
1583776500000.0,0.3794
1583781900000.0,0.2634
1583786100000.0,0.3587
1583795400000.0,0.3647
1583802000000.0,0.3658
1583809500000.0,0.3786
1583819700000.0,0.408
1583828100000.0,0.2968
1583836200000.0,0.2733
1583837700000.0,0.3178
1583840100000.0,0.2865
1583844300000.0,0.3548
1583847900000.0,0.3148
1583851800000.0,0.3428
1583854500000.0,0.3054
1583855100000.0,0.3518
1583856300000.0,0.3526
1583860500000.0,0.262
1583865300000.0,0.3631
1583870700000.0,0.3694
1583875500000.0,0.3123
1583880600000.0,0.3574
1583884500000.0,0.3747
1583893800000.0,0.3078
1583905200000.0,0.3317
1583912100000.0,0.3527
1583916000000.0,0.3286
1583922600000.0,0.322
1583928300000.0,0.3593
1583934300000.0,0.3429
1583940600000.0,0.2804
1583943600000.0,0.2558
1583946900000.0,0.2795
1583949600000.0,0.3939
1583951700000.0,0.3993
1583954100000.0,0.427
1583958600000.0,0.2504
1583966100000.0,0.4122
1583968800000.0,0.3268
1583975400000.0,0.3645
1583978400000.0,0.4088
1583979900000.0,0.3262
1583982300000.0,0.411
1583986800000.0,0.3946
1583991300000.0,0.3213
1583995200000.0,0.3807
1583997300000.0,0.3812
1583998500000.0,0.2888
1584001200000.0,0.3069
1584003900000.0,0.3303
1584008400000.0,0.3784
1584009300000.0,0.3613
1584009600000.0,0.3012
1584009900000.0,0.2784
1584010200000.0,0.2576
1584010800000.0,0.363
1584011400000.0,0.3533
1584012600000.0,0.3065
1584013800000.0,0.2976
1584015000000.0,0.3258
1584016500000.0,0.3089
1584018300000.0,0.3341
1584020400000.0,0.3244
1584021900000.0,0.339
1584024000000.0,0.3655
1584026400000.0,0.4085
1584029700000.0,0.3472
1584033000000.0,0.2826
1584036900000.0,0.4136
1584042000000.0,0.2921
1584045300000.0,0.3817
1584046800000.0,0.255
1584049500000.0,0.2494
1584051300000.0,0.4483
1584054600000.0,0.2825
1584055500000.0,0.2433
1584055800000.0,0.386
1584056400000.0,0.327
1584057000000.0,0.2437
1584057900000.0,0.3392
1584059400000.0,0.333
1584061200000.0,0.315
1584063600000.0,0.1883
1584064800000.0,0.3302
1584066000000.0,0.3126
1584067200000.0,0.4378
1584068100000.0,0.313
1584069600000.0,0.3349
1584070500000.0,0.2338
1584071700000.0,0.3341
1584073800000.0,0.3586
1584075900000.0,0.3105
1584077400000.0,0.3731
1584079800000.0,0.3353
1584082500000.0,0.2673
1584085200000.0,0.3699
1584087000000.0,0.3035
1584088800000.0,0.2722
1584092700000.0,0.3882
1584094500000.0,0.3358
1584097500000.0,0.3461
1584099600000.0,0.2761
1584102600000.0,0.3159
1584105000000.0,0.336
1584106500000.0,0.334
1584107400000.0,0.3899
1584109200000.0,0.3041
1584111000000.0,0.3081
1584111900000.0,0.3778
1584113400000.0,0.2739
1584114600000.0,0.2987
1584115500000.0,0.2484
1584117600000.0,0.3026
1584120000000.0,0.2859
1584123300000.0,0.3473
1584125700000.0,0.2914
1584128100000.0,0.3306
1584129300000.0,0.4482
1584131100000.0,0.3859
1584135300000.0,0.2922
1584139500000.0,0.384
1584143100000.0,0.3666
1584146700000.0,0.3008
1584151200000.0,0.301
1584156000000.0,0.4936
1584161100000.0,0.392
1584167700000.0,0.353
1584173700000.0,0.4234
1584178800000.0,0.3556
1584183000000.0,0.3803
1584187800000.0,0.3593
1584193800000.0,0.3542
1584199800000.0,0.4043
1584203700000.0,0.4028
1584211200000.0,0.3635
