timestamp,btc_exchange_reserve_usd
1579020300000.0,20903206673.15
1579021800000.0,21107927777.48
1579024200000.0,21154837165.79
1579026600000.0,21035131391.68
1579029000000.0,20868693342.32
1579035900000.0,21129621582.75
1579044300000.0,20989763735.48
1579046700000.0,21256928788.01
1579048800000.0,21081786049.81
1579052100000.0,21013276366.08
1579058700000.0,20730088485.08
1579062300000.0,20676557617.73
1579065300000.0,20844137250.02
1579071600000.0,20785185942.9
1579079100000.0,20980620662.12
1579083600000.0,21077161338.4
1579088400000.0,21041946875.71
1579093200000.0,21342607964.49
1579096800000.0,21141917004.29
1579098000000.0,21205405302.58
1579100700000.0,21105578711.08
1579103400000.0,21108528040.69
1579105200000.0,21095532018.14
1579110300000.0,21069005136.82
1579116300000.0,21205156753.02
1579122300000.0,21241784223.94
1579129800000.0,21039967321.66
1579134300000.0,20793162504.62
1579137900000.0,20805795784.74
1579141800000.0,20735623507.24
1579147500000.0,20889845459.1
1579155600000.0,20895675648.89
1579163100000.0,20719094539.37
1579169400000.0,20897080789.88
1579175100000.0,20985355210.26
1579178700000.0,20855599593.61
1579182900000.0,20862263525.6
1579189200000.0,20785603451.96
1579194300000.0,20884630090.12
1579202100000.0,20835298925.5
1579209900000.0,20889516855.67
1579221300000.0,21045652423.15
1579229700000.0,21126819704.08
1579233900000.0,21283691844.68
1579240200000.0,21490731631.66
1579242000000.0,21321873624.06
1579244700000.0,21564451835.72
1579248900000.0,21562082690.22
1579253400000.0,21483517355.46
1579256700000.0,21415478565.6
1579261800000.0,21231346216.98
1579264200000.0,21195693044.43
1579270200000.0,21210009270.55
1579275300000.0,21356298715.36
1579280100000.0,21370737958.18
1579286400000.0,21294381698.85
1579290900000.0,21407660774.48
1579298700000.0,21466021678.61
1579307100000.0,21401732351.89
1579313700000.0,21274780430.93
1579323000000.0,21275553689.81
1579331100000.0,21344372377.1
1579340100000.0,21350773427.8
1579350600000.0,21453737738.07
1579358700000.0,21406832487.46
1579364400000.0,21354036710.3
1579371000000.0,21437948864.69
1579385400000.0,21434324943.53
1579393500000.0,21738203103.23
1579395900000.0,21956299789.21
1579397700000.0,21970432229.28
1579400700000.0,21949459931.92
1579407000000.0,21845900268.07
1579416600000.0,21847532325.83
1579422900000.0,21749342045.46
1579431300000.0,20850071908.16
1579431900000.0,20832262973.92
1579432800000.0,20870898795.76
1579434900000.0,20706181615.69
1579437300000.0,20744609233.06
1579441800000.0,20775150387.9
1579449900000.0,20758991086.11
1579459500000.0,20964003875.32
1579469400000.0,20640819910.74
1579472400000.0,20795607631.95
1579476000000.0,20860572466.96
1579481100000.0,20792750199.18
1579488900000.0,20822271661.83
1579501200000.0,20795897786.51
1579512000000.0,20655831845.89
1579523100000.0,20561599039.65
1579527000000.0,20770307565.57
1579531500000.0,20807956415.0
1579537800000.0,20787003577.31
1579552800000.0,20787676358.14
1579561200000.0,20762990873.0
1579566300000.0,20838167246.29
1579583400000.0,20785262206.38
1579597200000.0,20759098013.59
1579610700000.0,20767218269.94
1579627500000.0,20560039793.99
1579635900000.0,20794066937.36
1579637400000.0,20898989281.3
1579639500000.0,20962292971.49
1579642800000.0,20989961874.26
1579653300000.0,21003513150.34
1579675500000.0,20933545224.11
1579679100000.0,20800107892.42
1579683900000.0,20797095199.5
1579692300000.0,20782997110.66
1579703400000.0,20860992100.39
1579712100000.0,20762663753.03
1579721100000.0,20755278595.68
1579741800000.0,20652563346.87
1579748700000.0,20511500509.76
1579758000000.0,20610074587.25
1579764600000.0,20444472158.17
1579770000000.0,20311779017.49
1579773300000.0,20283884230.51
1579778400000.0,20332759794.54
1579781700000.0,20180684915.87
1579786200000.0,20086441999.9
1579790100000.0,20060870484.94
1579797900000.0,20018138192.62
1579804200000.0,20232892282.19
1579814700000.0,20191566606.81
1579824000000.0,19939359679.01
1579834800000.0,19983082204.15
1579845300000.0,19949491862.6
1579858200000.0,19820884307.37
1579863300000.0,20122867135.94
1579866000000.0,20199821519.0
1579869300000.0,20286579127.6
1579875600000.0,20385587354.43
1579879800000.0,20328504764.95
1579885800000.0,20418590018.07
1579896000000.0,20296952891.11
1579903800000.0,20069269074.16
1579912500000.0,19853381198.41
1579917300000.0,19939734445.92
1579926900000.0,19962846898.74
1579939200000.0,19993825413.91
1579950000000.0,20047846664.88
1579962300000.0,20040762885.9
1579980600000.0,20213406170.84
1579991400000.0,19966733433.28
1579999500000.0,20129567712.17
1580016900000.0,20162091445.45
1580026800000.0,20181561165.38
1580031000000.0,20295856675.03
1580039700000.0,20360623557.76
1580051400000.0,20600270017.34
1580058600000.0,20602804995.54
1580064600000.0,20616434732.98
1580071200000.0,20636924621.43
1580082900000.0,20793555937.77
1580085600000.0,20758823759.13
1580094900000.0,20753466733.15
1580107200000.0,20674517287.88
1580115900000.0,20825421983.64
1580125800000.0,20936409809.31
1580127000000.0,21036333567.15
1580132100000.0,21072207904.73
1580137800000.0,21108618747.44
1580142300000.0,21117147472.59
1580151300000.0,21467171584.05
1580153100000.0,21429878274.41
1580155200000.0,21496025546.98
1580159700000.0,21385665760.6
1580166600000.0,21738617744.73
1580172000000.0,21870175760.12
1580173800000.0,21902747422.96
1580177700000.0,21882459686.25
1580185800000.0,21600894762.58
1580189400000.0,21706637326.2
1580194200000.0,21618983260.88
1580200500000.0,21517808817.2
1580205900000.0,21803493672.63
1580210700000.0,21668286735.12
1580214900000.0,21971131903.43
1580220900000.0,21872262584.52
1580222700000.0,21647756278.4
1580223900000.0,21628158988.31
1580227500000.0,21461951772.21
1580232000000.0,21630513197.1
1580235600000.0,21777893418.55
1580242500000.0,21798299374.68
1580248500000.0,21984660833.7
1580253600000.0,22497425115.1
1580254800000.0,22552504997.05
1580256000000.0,22499189046.36
1580258100000.0,22465466778.45
1580261100000.0,22455179082.28
1580266500000.0,22417023240.53
1580274300000.0,22440382669.96
1580282700000.0,22435468191.38
1580291700000.0,22503054695.0
1580294100000.0,22324454868.22
1580296200000.0,22353006591.65
1580299200000.0,22332529669.33
1580304600000.0,22313314198.1
1580312700000.0,22491299967.62
1580319000000.0,22553336973.84
1580327100000.0,22458729828.61
1580333100000.0,22342857519.63
1580342100000.0,22292340183.78
1580345700000.0,22432927429.45
1580357700000.0,22490535565.57
1580369400000.0,22469535499.99
1580375400000.0,22451999383.48
1580384400000.0,22523432379.57
1580391900000.0,22460126872.88
1580395500000.0,22663101688.46
1580401500000.0,22297961506.81
1580402100000.0,22574071820.34
1580403900000.0,22738900703.53
1580405100000.0,22715220717.57
1580406300000.0,22813540903.29
1580410200000.0,22879045032.74
1580415600000.0,22966966462.91
1580418600000.0,22828592403.68
1580427600000.0,22809515901.08
1580433300000.0,22673843986.03
1580438400000.0,22609767732.81
1580446500000.0,22440385364.48
1580450700000.0,22452105510.8
1580458200000.0,22543638792.32
1580467200000.0,22415405565.38
1580470500000.0,22304344949.47
1580475300000.0,22263169002.07
1580479200000.0,22422539724.22
1580486400000.0,22370934386.41
1580491800000.0,22431873468.63
1580502000000.0,22618570059.92
1580511000000.0,22540633577.43
1580517600000.0,22701509283.79
1580523600000.0,22673927104.2
1580530800000.0,22674376859.98
1580541600000.0,22481791563.53
1580548800000.0,22456168520.87
1580557200000.0,22494730700.66
1580563500000.0,22511105969.52
1580571600000.0,22614200840.3
1580578200000.0,22522095692.21
1580592300000.0,22489785229.79
1580604300000.0,22228620732.25
1580610900000.0,22163528624.03
1580616600000.0,22377920760.24
1580619600000.0,22509672395.98
1580625900000.0,22515661079.64
1580633400000.0,22632635340.38
1580638800000.0,22692696872.05
1580645100000.0,22623546921.88
1580649600000.0,22671020622.94
1580654700000.0,22661341481.37
1580661000000.0,22700229531.69
1580672100000.0,22544316634.75
1580682900000.0,22453655588.94
1580687400000.0,22589695771.93
1580691900000.0,22951243386.95
1580694000000.0,22531185871.95
1580695500000.0,22525860269.77
1580699100000.0,22582289567.42
1580706300000.0,22489387724.92
1580717400000.0,22393592147.91
1580725500000.0,22452318916.71
1580731200000.0,22446907688.91
1580740500000.0,22331613615.23
1580745300000.0,22307047371.18
1580748600000.0,22275704961.93
1580754000000.0,22375741488.56
1580763300000.0,22439720607.09
1580775300000.0,22297383949.9
1580781600000.0,22271095363.22
1580792100000.0,22265215380.99
1580798700000.0,22204461192.02
1580806500000.0,22064218858.34
1580809800000.0,22061751113.38
1580814600000.0,22204795738.24
1580816400000.0,21923862638.52
1580820000000.0,21937653336.05
1580823600000.0,22140308117.7
1580829300000.0,22113362125.01
1580836200000.0,22012297241.91
1580847900000.0,22112132987.26
1580862900000.0,22126702685.36
1580872500000.0,22260387313.07
1580882400000.0,22216041677.03
1580889900000.0,22392990050.54
1580898600000.0,22514926003.75
1580900700000.0,22657198078.91
1580904300000.0,22758245508.71
1580905200000.0,22660813830.16
1580910000000.0,22685839886.71
1580913900000.0,22831527567.79
1580918700000.0,22872261251.14
1580920500000.0,22958050266.4
1580924700000.0,23316423581.48
1580926800000.0,23201326697.04
1580927400000.0,23237110921.21
1580929800000.0,23267784198.34
1580933400000.0,23293671934.73
1580939700000.0,23228738003.01
1580944800000.0,23005101216.18
1580948400000.0,23078836226.66
1580952300000.0,23047892076.45
1580959500000.0,23202360652.04
1580967000000.0,23252024211.22
1580974200000.0,23160464725.46
1580978400000.0,23252500590.88
1580986200000.0,23364776074.28
1580991300000.0,23581045909.92
1580993700000.0,23573633318.55
1580995800000.0,23350074584.92
1580997000000.0,23458406097.47
1580998800000.0,23607485995.31
1581001200000.0,23519738115.09
1581004200000.0,23505433897.48
1581008700000.0,23376304849.14
1581013500000.0,23506536724.03
1581021300000.0,23300737584.71
1581029400000.0,23543729815.82
1581034200000.0,23509891618.7
1581040200000.0,23508516322.05
1581045900000.0,23458247571.98
1581054000000.0,23574858326.9
1581062700000.0,23600523171.04
1581070800000.0,23593177623.06
1581076200000.0,23410636485.03
1581079500000.0,23561346304.27
1581086100000.0,23604846198.95
1581092100000.0,23483083628.24
1581103800000.0,23565474438.33
1581115500000.0,23520497544.05
1581126900000.0,23294219306.55
1581132000000.0,23413832344.43
1581139200000.0,23510579166.48
1581150000000.0,23626877307.84
1581156300000.0,23593689731.55
1581161100000.0,23539516696.81
1581169500000.0,23604210554.21
1581173100000.0,23633579090.23
1581179100000.0,23678013557.16
1581185100000.0,23723481170.68
1581196500000.0,23718741195.55
1581199800000.0,23867357654.85
1581208800000.0,23991872964.46
1581216900000.0,24008301558.85
1581219000000.0,24268015066.79
1581221700000.0,24249602480.71
1581227400000.0,24358533245.0
1581234600000.0,24282550696.82
1581239700000.0,24315338189.41
1581245400000.0,24360046266.14
1581252000000.0,24232645122.12
1581260100000.0,24237728531.38
1581263100000.0,24266784642.16
1581269100000.0,24209313094.07
1581280200000.0,24366512683.99
1581290700000.0,24486084964.45
1581295500000.0,24249135946.23
1581300900000.0,24247433320.22
1581306600000.0,24217400552.97
1581312900000.0,23638408145.37
1581314400000.0,23816100781.85
1581315300000.0,23944822768.54
1581317400000.0,23973536582.91
1581321900000.0,23840457698.03
1581325200000.0,23606113749.31
1581327300000.0,23640975028.22
1581332400000.0,23546617521.75
1581336900000.0,23638631150.36
1581343800000.0,23838837272.74
1581348900000.0,23617432764.61
1581354000000.0,23641943370.5
1581363900000.0,23690885070.58
1581376500000.0,23541009947.82
1581381300000.0,23468672660.1
1581384900000.0,23393424831.14
1581392700000.0,23442922706.66
1581400200000.0,23443308365.5
1581410400000.0,23498386374.02
1581417600000.0,23676500723.72
1581424200000.0,23713502767.15
1581429600000.0,23948302128.21
1581434700000.0,24165643603.74
1581435600000.0,24372227394.02
1581436200000.0,24943411695.72
1581437100000.0,24659381228.78
1581438000000.0,24694050986.43
1581441300000.0,24755966861.62
1581445500000.0,24658020573.08
1581450900000.0,24572743071.58
1581459900000.0,24691564191.33
1581466200000.0,24741823145.5
1581469800000.0,24654296975.48
1581476700000.0,24721799179.04
1581486000000.0,24831752311.19
1581490800000.0,24902259579.74
1581493800000.0,24779184992.94
1581496200000.0,24654775001.26
1581499200000.0,24825396557.73
1581505800000.0,24824170494.36
1581511500000.0,24790183127.53
1581516900000.0,24798426492.9
1581520500000.0,24846630120.4
1581525600000.0,24887457774.72
1581534300000.0,25029992190.37
1581542100000.0,24846505913.01
1581550500000.0,24969109728.15
1581559200000.0,24947053461.76
1581564900000.0,25057617616.44
1581573300000.0,24982297018.38
1581578400000.0,24717112334.17
1581581400000.0,24630485983.76
1581582000000.0,24576795836.97
1581584700000.0,24441792288.63
1581586500000.0,24484557521.38
1581590100000.0,24363595086.47
1581594600000.0,24598006027.08
1581599100000.0,25104468697.46
1581601200000.0,24440425646.82
1581602400000.0,24669171832.99
1581603000000.0,24668375605.56
1581605100000.0,24625160016.58
1581609600000.0,24431273790.36
1581613200000.0,24574876927.8
1581618000000.0,24570785549.59
1581627600000.0,24533328554.79
1581639300000.0,24641638384.78
1581646500000.0,24563495471.54
1581654600000.0,24484946618.33
1581661500000.0,24439296965.34
1581668100000.0,24576614351.15
1581675300000.0,24628048229.3
1581678000000.0,24680466194.5
1581684300000.0,24763977501.12
1581690900000.0,24699833599.88
1581694800000.0,24668797435.95
1581702300000.0,24913583408.29
1581707100000.0,24855056206.68
1581715500000.0,24861158853.82
1581725700000.0,24648120675.33
1581732600000.0,24658561742.5
1581741600000.0,24577502186.67
1581751500000.0,24636532695.75
1581761100000.0,24599528384.51
1581772200000.0,24472239955.58
1581781800000.0,23780234272.33
1581782100000.0,24137441952.7
1581782700000.0,23974518322.56
1581784200000.0,23825772865.02
1581785100000.0,23747276927.63
1581788400000.0,23737413802.66
1581790800000.0,23757854153.0
1581798900000.0,23823995449.86
1581813600000.0,24134037197.56
1581822000000.0,23952106055.13
1581831600000.0,24044141934.13
1581843000000.0,23882431781.92
1581852300000.0,23777348458.84
1581860100000.0,23732878132.32
1581867000000.0,23489856190.94
1581870000000.0,23318558860.31
1581872100000.0,23459965937.09
1581874800000.0,23433509017.87
1581882000000.0,23537564075.0
1581891900000.0,23893425076.28
1581896400000.0,23752308043.7
1581900300000.0,23633070974.53
1581907500000.0,23427953721.65
1581913500000.0,23480609895.61
1581918600000.0,23412479433.55
1581927300000.0,23434010534.89
1581934500000.0,23269960758.77
1581938100000.0,23096671594.84
1581939600000.0,23146230063.47
1581942000000.0,22925072188.2
1581946800000.0,22814191004.75
1581949200000.0,23090540632.83
1581951300000.0,23029505774.96
1581954000000.0,23188037989.27
1581957000000.0,23061746988.76
1581960600000.0,23134612088.13
1581967800000.0,23166936869.53
1581976200000.0,23203374979.96
1581986100000.0,23300923134.04
1581996300000.0,23485493430.44
1582005600000.0,23401210089.75
1582016100000.0,23206877826.89
1582021200000.0,23235921931.69
1582028400000.0,23108110415.98
1582033500000.0,23451635361.22
1582039200000.0,23627538999.34
1582041300000.0,23809898792.73
1582045200000.0,24063173466.17
1582049100000.0,23994894335.74
1582052400000.0,24193204361.09
1582057800000.0,24542343222.94
1582060200000.0,24213859869.67
1582062600000.0,24510380737.55
1582067100000.0,24330535346.12
1582072500000.0,24369362506.26
1582080900000.0,24263241805.41
1582090200000.0,24148400359.26
1582098900000.0,24376964130.18
1582104300000.0,24512441364.82
1582113600000.0,24267315984.1
1582116900000.0,24408215167.75
1582131000000.0,24498366426.19
1582134300000.0,24466442668.06
1582141200000.0,24383158528.4
1582146000000.0,23904024517.42
1582148400000.0,22670882169.1
1582149000000.0,22948619066.13
1582149300000.0,23053175174.98
1582150200000.0,23160138205.82
1582152000000.0,23033569340.24
1582156800000.0,23006621715.25
1582164300000.0,23047206623.02
1582170000000.0,23082806209.05
1582182000000.0,22964105010.26
1582191000000.0,23003947235.08
1582198500000.0,22950841052.56
1582205700000.0,23026176151.1
1582212600000.0,22725466175.14
1582216800000.0,23125820282.69
1582217700000.0,22823334539.99
1582219800000.0,22940772729.55
1582224000000.0,23039720607.49
1582235400000.0,23043149406.12
1582246800000.0,23266531399.82
1582256100000.0,23195953662.01
1582263300000.0,23081409311.19
1582274400000.0,23298358890.01
1582285200000.0,23372082121.01
1582292700000.0,23262774824.08
1582302000000.0,23224525720.98
1582314300000.0,23230232690.35
1582317900000.0,23286253996.98
1582328100000.0,23227275428.27
1582343100000.0,23043750798.75
1582353300000.0,23118472705.97
1582368900000.0,23109199049.04
1582384800000.0,23208705886.4
1582398300000.0,23206606890.05
1582422600000.0,23783031290.51
1582430700000.0,23714831801.34
1582435500000.0,23708287000.94
1582446000000.0,23865905060.0
1582454100000.0,23634827405.47
1582459200000.0,23730085905.38
1582468500000.0,23751254088.4
1582482600000.0,23853273710.26
1582499100000.0,23926608951.74
1582503300000.0,23819647539.16
1582508400000.0,23348073883.16
1582512000000.0,23414766094.54
1582515000000.0,23402773307.69
1582526100000.0,23408688508.25
1582531800000.0,23405508956.76
1582540800000.0,23556243789.94
1582547700000.0,23525091305.22
1582555200000.0,23286846295.02
1582559400000.0,23174789642.51
1582563600000.0,22849768041.83
1582567500000.0,23031545058.84
1582570800000.0,23056714541.7
1582577400000.0,23215907014.05
1582588200000.0,23089483170.78
1582600200000.0,22960514805.5
1582610400000.0,22868002414.93
1582617900000.0,22997205798.3
1582625100000.0,23116966803.65
1582632000000.0,23001854832.73
1582637100000.0,22766067421.98
1582640700000.0,22676214898.27
1582642200000.0,22565848614.02
1582646100000.0,22509731724.33
1582648200000.0,22401097266.58
1582650900000.0,22540418547.61
1582656900000.0,22360782420.47
1582663500000.0,22513959080.42
1582666200000.0,22382225100.23
1582675200000.0,22153440292.64
1582680600000.0,21936532201.51
1582683600000.0,21963814388.97
1582687800000.0,21994967326.88
1582695000000.0,22024411658.09
1582701900000.0,22124947413.68
1582707300000.0,21997029919.67
1582711800000.0,21988979250.49
1582719000000.0,22270978201.38
1582720800000.0,22048750507.22
1582724400000.0,21792012346.52
1582725900000.0,21683305999.58
1582727400000.0,21624099221.91
1582730100000.0,21420417074.91
1582733400000.0,21268120200.76
1582734300000.0,20824564675.82
1582735800000.0,21023171070.36
1582737000000.0,21041993637.99
1582740300000.0,21143197940.25
1582744500000.0,21167993649.11
1582752000000.0,21142615969.26
1582759200000.0,20836825386.19
1582763700000.0,20532433548.82
1582765800000.0,20891108298.26
1582768500000.0,20841484129.53
1582774200000.0,20939234386.46
1582781100000.0,21128790532.06
1582787700000.0,21145520804.81
1582794900000.0,21171000217.23
1582801200000.0,21361517277.65
1582806300000.0,21089679200.5
1582808400000.0,21203750761.27
1582814100000.0,21323820052.32
1582819800000.0,21419236771.99
1582823700000.0,21295729946.88
1582830900000.0,21041193526.3
1582839600000.0,21129005882.13
1582843200000.0,21121721548.06
1582848300000.0,21290329090.56
1582856100000.0,21081200632.89
1582868700000.0,20968939041.19
1582876800000.0,20862698853.35
1582882500000.0,20741918676.82
1582884300000.0,20632835624.35
1582887600000.0,20530761194.85
1582892100000.0,20471530123.83
1582894200000.0,20758633035.86
1582896000000.0,20654010442.43
1582899900000.0,20894667415.03
1582904100000.0,20681495059.74
1582909500000.0,20507163954.83
1582914600000.0,20897689230.68
1582921200000.0,21060051885.77
1582929900000.0,20986162395.72
1582936200000.0,20912771897.22
1582947900000.0,20971692442.63
1582958700000.0,20878849687.0
1582970400000.0,20909113106.18
1582977300000.0,20644324067.0
1582986000000.0,20813154770.09
1582991700000.0,20834714814.26
1583002200000.0,20745213959.49
1583018100000.0,20635660647.24
1583022900000.0,20794648528.53
1583028300000.0,20565861979.74
1583037000000.0,20547178570.36
1583047200000.0,20589031149.83
1583054700000.0,20762276671.39
1583064000000.0,20845880196.3
1583065500000.0,20603496034.31
1583067900000.0,20637057176.3
1583073600000.0,20369517155.69
1583080500000.0,20407269828.58
1583083500000.0,20264797691.85
1583089500000.0,20491312176.61
1583093400000.0,20478787638.71
1583102100000.0,20508412404.25
1583108700000.0,20726846388.82
1583117700000.0,20719938591.48
1583127000000.0,20684984139.14
1583133900000.0,20884359545.72
1583142300000.0,20931125749.45
1583146800000.0,20973653948.32
1583153100000.0,21223935038.3
1583156400000.0,21213482072.0
1583159700000.0,21076509118.97
1583163600000.0,21306207474.26
1583168700000.0,21267124064.48
1583175000000.0,21416324560.96
1583184000000.0,21356508039.84
1583190600000.0,21256840642.84
1583196900000.0,21275847640.38
1583208000000.0,21085507578.77
1583218800000.0,21064976850.53
1583223900000.0,21227427295.51
1583230800000.0,21347513215.01
1583237100000.0,21077840924.86
1583241000000.0,20921166955.7
1583246400000.0,21232545249.52
1583248200000.0,20900371621.69
1583249100000.0,20877039190.0
1583253000000.0,20908393432.09
1583260800000.0,20992932214.49
1583271600000.0,21128579073.35
1583283900000.0,21094932424.57
1583294400000.0,21116544089.01
1583305800000.0,21001354986.76
1583316000000.0,20993425952.76
1583322900000.0,21070183109.87
1583332200000.0,20982563798.95
1583335500000.0,20961867751.56
1583341500000.0,20876609644.71
1583355000000.0,21126377674.01
1583368500000.0,21258633461.54
1583371200000.0,21423674204.1
1583376900000.0,21373076909.45
1583382600000.0,21409764076.11
1583391300000.0,21675331600.76
1583400600000.0,21772187165.24
1583403900000.0,21786009470.63
1583408700000.0,21821087766.8
1583414100000.0,21692635327.66
1583420700000.0,21783919234.01
1583426700000.0,21851521332.71
1583436900000.0,21839770237.03
1583441700000.0,21805651497.11
1583451300000.0,21654786415.51
1583456700000.0,21721079786.76
1583467500000.0,21873089910.89
1583475000000.0,21813500255.75
1583482800000.0,21932722140.81
1583492100000.0,21848767331.16
1583497500000.0,21773521455.34
1583504100000.0,21703128896.64
1583510700000.0,21867208370.68
1583523300000.0,21919062768.33
1583536800000.0,21836780401.89
1583547000000.0,21815149625.98
1583561700000.0,21883176931.26
1583575200000.0,21872326980.44
1583584800000.0,21874156119.6
1583597100000.0,21789060711.24
1583599500000.0,21467672808.46
1583600700000.0,21420319005.52
1583603700000.0,21318052785.31
1583606400000.0,21342057773.98
1583616900000.0,21135200992.01
1583627100000.0,21040303003.9
1583632800000.0,20954121607.34
1583644800000.0,20979612681.99
1583658600000.0,20959462211.48
1583667000000.0,20810125055.28
1583673300000.0,20704811562.66
1583678100000.0,20449473195.84
1583680500000.0,20072838774.34
1583681700000.0,20135425221.52
1583682600000.0,19782341553.49
1583684400000.0,19711319674.78
1583685000000.0,19854002852.26
1583686200000.0,19997384865.31
1583689200000.0,19862514482.34
1583694900000.0,19801227780.09
1583704800000.0,19671030504.04
1583709000000.0,19197189967.33
1583711400000.0,19514875673.98
