timestamp,bw_mean_reversion
1579323000000.0,-0.0
1579331100000.0,-0.0
1579340100000.0,-0.0
1579350600000.0,-0.0
1579358700000.0,-0.0
1579364400000.0,-0.0
1579371000000.0,-0.0
1579385400000.0,-0.0
1579393500000.0,-0.0
1579395900000.0,-0.0
1579397700000.0,-0.0
1579400700000.0,-0.0
1579407000000.0,-0.0
1579416600000.0,-0.0
1579422900000.0,-0.0
1579431300000.0,-0.0
1579431900000.0,-0.0
1579432800000.0,-0.0
1579434900000.0,-0.0
1579437300000.0,-0.0
1579441800000.0,-0.0
1579449900000.0,-0.0
1579459500000.0,-0.0
1579469400000.0,-0.0
1579472400000.0,-0.0
1579476000000.0,-0.0
1579481100000.0,-0.0
1579488900000.0,-0.0
1579501200000.0,-0.0
1579512000000.0,-0.0
1579523100000.0,-0.0
1579527000000.0,-0.0
1579531500000.0,-0.0
1579537800000.0,-0.0
1579552800000.0,-0.0
1579561200000.0,-0.0
1579566300000.0,-0.0
1579583400000.0,-0.0
1579597200000.0,-0.0
1579610700000.0,-0.0
1579627500000.0,-0.0
1579635900000.0,-0.0
1579637400000.0,-0.0
1579639500000.0,-0.0
1579642800000.0,-0.0
1579653300000.0,-0.0
1579675500000.0,-0.0
1579679100000.0,-0.0
1579683900000.0,-0.0
1579692300000.0,-0.0
1579703400000.0,-0.0
1579712100000.0,-0.0
1579721100000.0,-0.0
1579741800000.0,-0.0
1579748700000.0,-0.0
1579758000000.0,-0.0
1579764600000.0,-0.0
1579770000000.0,-0.0
1579773300000.0,-0.0
1579778400000.0,-0.0
1579781700000.0,-0.0
1579786200000.0,-0.0
1579790100000.0,-0.0
1579797900000.0,-0.0
1579804200000.0,-0.0
1579814700000.0,-0.0
1579824000000.0,-0.0
1579834800000.0,-0.0
1579845300000.0,-0.0
1579858200000.0,-0.0
1579863300000.0,-0.0
1579866000000.0,-0.0
1579869300000.0,-0.0
1579875600000.0,-0.0
1579879800000.0,-0.0
1579885800000.0,-0.0
1579896000000.0,-0.0
1579903800000.0,-0.0
1579912500000.0,-0.0
1579917300000.0,-0.0
1579926900000.0,-0.0
1579939200000.0,-0.0
1579950000000.0,-0.0
1579962300000.0,-0.0
1579980600000.0,-0.0
1579991400000.0,-0.0
1579999500000.0,-0.0
1580016900000.0,-0.0
1580026800000.0,-0.0
1580031000000.0,-0.0
1580039700000.0,-0.0
1580051400000.0,-0.0
1580058600000.0,-0.0
1580064600000.0,-0.0
1580071200000.0,-0.0
1580082900000.0,-0.0
1580085600000.0,-0.0
1580094900000.0,-0.0
1580107200000.0,-0.0
1580115900000.0,-0.0
1580125800000.0,-0.0
1580127000000.0,-0.0
1580132100000.0,-0.0
1580137800000.0,-0.0
1580142300000.0,-0.0
1580151300000.0,-0.0
1580153100000.0,-0.0
1580155200000.0,-0.0
1580159700000.0,-0.0
1580166600000.0,-0.0
1580172000000.0,-0.0
1580173800000.0,-0.0
1580177700000.0,-0.0
1580185800000.0,-0.0
1580189400000.0,-0.0
1580194200000.0,-0.0
1580200500000.0,-0.0
1580205900000.0,-0.0
1580210700000.0,-0.0
1580214900000.0,-0.0
1580220900000.0,-0.0
1580222700000.0,-0.0
1580223900000.0,-0.0
1580227500000.0,-0.0
1580232000000.0,-0.0
1580235600000.0,-0.0
1580242500000.0,-0.0
1580248500000.0,-0.0
1580253600000.0,-0.0
1580254800000.0,-0.0
1580256000000.0,-0.0
1580258100000.0,-0.0
1580261100000.0,-0.0
1580266500000.0,-0.0
1580274300000.0,-0.0
1580282700000.0,-0.0
1580291700000.0,-0.0
1580294100000.0,-0.0
1580296200000.0,-0.0
1580299200000.0,-0.0
1580304600000.0,-0.0
1580312700000.0,-0.0
1580319000000.0,-0.0
1580327100000.0,-0.0
1580333100000.0,-0.0
1580342100000.0,-0.0
1580345700000.0,-0.0
1580357700000.0,-0.0
1580369400000.0,-0.0
1580375400000.0,-0.0
1580384400000.0,-0.0
1580391900000.0,-0.0
1580395500000.0,-0.0
1580401500000.0,-0.0
1580402100000.0,-0.0
1580403900000.0,-0.0
1580405100000.0,-0.0
1580406300000.0,-0.0
1580410200000.0,-0.0
1580415600000.0,-0.0
1580418600000.0,-0.0
1580427600000.0,-0.0
1580433300000.0,-0.0
1580438400000.0,-0.0
1580446500000.0,-0.0
1580450700000.0,-0.0
1580458200000.0,-0.0
1580467200000.0,-0.0
1580470500000.0,-0.0
1580475300000.0,-0.0
1580479200000.0,-0.0
1580486400000.0,-0.0
1580491800000.0,-0.0
1580502000000.0,-0.0
1580511000000.0,-0.0
1580517600000.0,-0.0
1580523600000.0,-0.0
1580530800000.0,-0.0
1580541600000.0,-0.0
1580548800000.0,-0.0
1580557200000.0,-0.0
1580563500000.0,-0.0
1580571600000.0,-0.0
1580578200000.0,-0.0
1580592300000.0,-0.0
1580604300000.0,-0.0
1580610900000.0,-0.0
1580616600000.0,-0.0
1580619600000.0,-0.0
1580625900000.0,-0.0
1580633400000.0,-0.0
1580638800000.0,-0.0
1580645100000.0,-0.0
1580649600000.0,-0.0
1580654700000.0,-0.0
1580661000000.0,-0.0
1580672100000.0,-0.0
1580682900000.0,-0.0
1580687400000.0,-0.0
1580691900000.0,-0.0
1580694000000.0,-0.0
1580695500000.0,-0.0
1580699100000.0,-0.0
1580706300000.0,-0.0
1580717400000.0,-0.0
1580725500000.0,-0.0
1580731200000.0,-0.0
1580740500000.0,-0.0
1580745300000.0,-0.0
1580748600000.0,-0.0
1580754000000.0,-0.0
1580763300000.0,-0.0
1580775300000.0,-0.0
1580781600000.0,-0.0
1580792100000.0,-0.0
1580798700000.0,-0.0
1580806500000.0,-0.0
1580809800000.0,-0.0
1580814600000.0,-0.0
1580816400000.0,-0.0
1580820000000.0,-0.0
1580823600000.0,-0.0
1580829300000.0,-0.0
1580836200000.0,-0.0
1580847900000.0,-0.0
1580862900000.0,-0.0
1580872500000.0,-0.0
1580882400000.0,-0.0
1580889900000.0,-0.0
1580898600000.0,-0.0
1580900700000.0,-0.0
1580904300000.0,-0.0
1580905200000.0,-0.0
1580910000000.0,-0.0
1580913900000.0,-0.0
1580918700000.0,-0.0
1580920500000.0,-0.0
1580924700000.0,-0.0
1580926800000.0,-0.0
1580927400000.0,-0.0
1580929800000.0,-0.0
1580933400000.0,-0.0
1580939700000.0,-0.0
1580944800000.0,-0.0
1580948400000.0,-0.0
1580952300000.0,-0.0
1580959500000.0,-0.0
1580967000000.0,-0.0
1580974200000.0,-0.0
1580978400000.0,-0.0
1580986200000.0,-0.0
1580991300000.0,-0.0
1580993700000.0,-0.0
1580995800000.0,-0.0
1580997000000.0,-0.0
1580998800000.0,-0.0
1581001200000.0,-0.0
1581004200000.0,-0.0
1581008700000.0,-0.1287
1581013500000.0,-0.1335
1581021300000.0,-0.125
1581029400000.0,-0.1354
1581034200000.0,-0.1331
1581040200000.0,-0.1322
1581045900000.0,-0.129
1581054000000.0,-0.1323
1581062700000.0,-0.1334
1581070800000.0,-0.1324
1581076200000.0,-0.1236
1581079500000.0,-0.13
1581086100000.0,-0.1309
1581092100000.0,-0.1256
1581103800000.0,-0.128
1581115500000.0,-0.1254
1581126900000.0,-0.1157
1581132000000.0,-0.12
1581139200000.0,-0.1229
1581150000000.0,-0.1271
1581156300000.0,-0.1252
1581161100000.0,-0.1226
1581169500000.0,-0.1252
1581173100000.0,-0.1248
1581179100000.0,-0.1267
1581185100000.0,-0.1271
1581196500000.0,-0.1268
1581199800000.0,-0.1323
1581208800000.0,-0.1372
1581216900000.0,-0.1371
1581219000000.0,-0.1474
1581221700000.0,-0.1459
1581227400000.0,-0.15
1581234600000.0,-0.1462
1581239700000.0,-0.1467
1581245400000.0,-0.1477
1581252000000.0,-0.1422
1581260100000.0,-0.1417
1581263100000.0,-0.1417
1581269100000.0,-0.1391
1581280200000.0,-0.1446
1581290700000.0,-0.1486
1581295500000.0,-0.1391
1581300900000.0,-0.1376
1581306600000.0,-0.136
1581312900000.0,-0.1116
1581314400000.0,-0.1186
1581315300000.0,-0.1237
1581317400000.0,-0.1238
1581321900000.0,-0.1175
1581325200000.0,-0.108
1581327300000.0,-0.1086
1581332400000.0,-0.104
1581336900000.0,-0.1069
1581343800000.0,-0.1142
1581348900000.0,-0.1051
1581354000000.0,-0.1056
1581363900000.0,-0.1065
1581376500000.0,-0.1001
1581381300000.0,-0.0977
1581384900000.0,-0.0935
1581392700000.0,-0.0944
1581400200000.0,-0.0949
1581410400000.0,-0.0966
1581417600000.0,-0.1038
1581424200000.0,-0.1045
1581429600000.0,-0.1138
1581434700000.0,-0.1223
1581435600000.0,-0.1303
1581436200000.0,-0.1534
1581437100000.0,-0.1405
1581438000000.0,-0.1417
1581441300000.0,-0.1433
1581445500000.0,-0.1402
1581450900000.0,-0.1357
1581459900000.0,-0.1401
1581466200000.0,-0.1413
1581469800000.0,-0.1373
1581476700000.0,-0.14
1581486000000.0,-0.1431
1581490800000.0,-0.1463
1581493800000.0,-0.1414
1581496200000.0,-0.1351
1581499200000.0,-0.1417
1581505800000.0,-0.1409
1581511500000.0,-0.1394
1581516900000.0,-0.1391
1581520500000.0,-0.141
1581525600000.0,-0.1415
1581534300000.0,-0.1472
1581542100000.0,-0.1396
1581550500000.0,-0.1443
1581559200000.0,-0.1423
1581564900000.0,-0.1468
1581573300000.0,-0.1434
1581578400000.0,-0.1318
1581581400000.0,-0.1281
1581582000000.0,-0.1256
1581584700000.0,-0.1195
1581586500000.0,-0.1214
1581590100000.0,-0.1151
1581594600000.0,-0.1248
1581599100000.0,-0.1434
1581601200000.0,-0.1164
1581602400000.0,-0.1257
1581603000000.0,-0.1252
1581605100000.0,-0.1232
1581609600000.0,-0.1142
1581613200000.0,-0.1203
1581618000000.0,-0.1193
1581627600000.0,-0.1177
1581639300000.0,-0.1204
1581646500000.0,-0.1173
1581654600000.0,-0.1136
1581661500000.0,-0.1109
1581668100000.0,-0.1169
1581675300000.0,-0.1181
1581678000000.0,-0.1188
1581684300000.0,-0.1231
1581690900000.0,-0.1181
1581694800000.0,-0.1177
1581702300000.0,-0.1271
1581707100000.0,-0.1246
1581715500000.0,-0.1234
1581725700000.0,-0.1131
1581732600000.0,-0.114
1581741600000.0,-0.1101
1581751500000.0,-0.1124
1581761100000.0,-0.1099
1581772200000.0,-0.104
1581781800000.0,-0.0752
1581782100000.0,-0.0901
1581782700000.0,-0.0822
1581784200000.0,-0.0763
1581785100000.0,-0.0722
1581788400000.0,-0.0723
1581790800000.0,-0.0716
1581798900000.0,-0.0743
1581813600000.0,-0.0865
1581822000000.0,-0.0787
1581831600000.0,-0.0823
1581843000000.0,-0.0753
1581852300000.0,-0.0706
1581860100000.0,-0.0676
1581867000000.0,-0.0571
1581870000000.0,-0.0497
1581872100000.0,-0.0555
1581874800000.0,-0.0542
1581882000000.0,-0.0582
1581891900000.0,-0.0728
1581896400000.0,-0.0655
1581900300000.0,-0.0608
1581907500000.0,-0.0522
1581913500000.0,-0.0527
1581918600000.0,-0.0507
1581927300000.0,-0.0507
1581934500000.0,-0.0435
1581938100000.0,-0.0361
1581939600000.0,-0.0371
1581942000000.0,-0.0283
1581946800000.0,-0.022
1581949200000.0,-0.0333
1581951300000.0,-0.0308
1581954000000.0,-0.0375
1581957000000.0,-0.0319
1581960600000.0,-0.0344
1581967800000.0,-0.0358
1581976200000.0,-0.0365
1581986100000.0,-0.0413
1581996300000.0,-0.0489
1582005600000.0,-0.0449
1582016100000.0,-0.0363
1582021200000.0,-0.0366
1582028400000.0,-0.0315
1582033500000.0,-0.045
1582039200000.0,-0.0527
1582041300000.0,-0.0608
1582045200000.0,-0.0705
1582049100000.0,-0.0671
1582052400000.0,-0.0758
1582057800000.0,-0.0888
1582060200000.0,-0.0756
1582062600000.0,-0.0872
1582067100000.0,-0.0792
1582072500000.0,-0.0816
1582080900000.0,-0.0765
1582090200000.0,-0.0711
1582098900000.0,-0.0801
1582104300000.0,-0.0855
1582113600000.0,-0.0753
1582116900000.0,-0.0812
1582131000000.0,-0.0843
1582134300000.0,-0.083
1582141200000.0,-0.0786
1582146000000.0,-0.0582
1582148400000.0,-0.0065
1582149000000.0,-0.018
1582149300000.0,-0.0222
1582150200000.0,-0.0273
1582152000000.0,-0.0203
1582156800000.0,-0.019
1582164300000.0,-0.0208
1582170000000.0,-0.0227
1582182000000.0,-0.017
1582191000000.0,-0.0188
1582198500000.0,-0.0156
1582205700000.0,-0.019
1582212600000.0,-0.0064
1582216800000.0,-0.0234
1582217700000.0,-0.01
1582219800000.0,-0.015
1582224000000.0,-0.0188
1582235400000.0,-0.0191
1582246800000.0,-0.0282
1582256100000.0,-0.0248
1582263300000.0,-0.0202
1582274400000.0,-0.0292
1582285200000.0,-0.0317
1582292700000.0,-0.0271
1582302000000.0,-0.0254
1582314300000.0,-0.026
1582317900000.0,-0.0273
1582328100000.0,-0.0249
1582343100000.0,-0.0171
1582353300000.0,-0.0198
1582368900000.0,-0.0196
1582384800000.0,-0.0232
1582398300000.0,-0.0233
1582422600000.0,-0.0469
1582430700000.0,-0.0436
1582435500000.0,-0.044
1582446000000.0,-0.0489
1582454100000.0,-0.0395
1582459200000.0,-0.0445
1582468500000.0,-0.0442
1582482600000.0,-0.0493
1582499100000.0,-0.0515
1582503300000.0,-0.0466
1582508400000.0,-0.0268
1582512000000.0,-0.0288
1582515000000.0,-0.029
1582526100000.0,-0.0286
1582531800000.0,-0.0279
1582540800000.0,-0.0346
1582547700000.0,-0.0327
1582555200000.0,-0.0234
1582559400000.0,-0.018
1582563600000.0,-0.0034
1582567500000.0,-0.0112
1582570800000.0,-0.0125
1582577400000.0,-0.0182
1582588200000.0,-0.0134
1582600200000.0,-0.0074
1582610400000.0,-0.0035
1582617900000.0,-0.0092
1582625100000.0,-0.0141
1582632000000.0,-0.0084
1582637100000.0,0.001
1582640700000.0,0.0052
1582642200000.0,0.0104
1582646100000.0,0.0125
1582648200000.0,0.0176
1582650900000.0,0.0121
1582656900000.0,0.0201
1582663500000.0,0.0137
1582666200000.0,0.0197
1582675200000.0,0.03
1582680600000.0,0.0404
1582683600000.0,0.0388
1582687800000.0,0.0379
1582695000000.0,0.0364
1582701900000.0,0.0323
1582707300000.0,0.0375
1582711800000.0,0.0379
1582719000000.0,0.026
1582720800000.0,0.0365
1582724400000.0,0.0477
1582725900000.0,0.0534
1582727400000.0,0.0562
1582730100000.0,0.0652
1582733400000.0,0.0725
1582734300000.0,0.0936
1582735800000.0,0.084
1582737000000.0,0.0832
1582740300000.0,0.0784
1582744500000.0,0.0764
1582752000000.0,0.0782
1582759200000.0,0.093
1582763700000.0,0.1076
1582765800000.0,0.0904
1582768500000.0,0.0923
1582774200000.0,0.0877
1582781100000.0,0.0787
1582787700000.0,0.0778
1582794900000.0,0.0769
1582801200000.0,0.0683
1582806300000.0,0.0808
1582808400000.0,0.0756
1582814100000.0,0.0702
1582819800000.0,0.0666
1582823700000.0,0.0717
1582830900000.0,0.0837
1582839600000.0,0.0795
1582843200000.0,0.0807
1582848300000.0,0.0722
1582856100000.0,0.0817
1582868700000.0,0.0878
1582876800000.0,0.0932
1582882500000.0,0.099
1582884300000.0,0.1037
1582887600000.0,0.1088
1582892100000.0,0.1124
1582894200000.0,0.098
1582896000000.0,0.1026
1582899900000.0,0.0917
1582904100000.0,0.1014
1582909500000.0,0.1097
1582914600000.0,0.0914
1582921200000.0,0.0847
1582929900000.0,0.0871
1582936200000.0,0.0914
1582947900000.0,0.0885
1582958700000.0,0.0931
1582970400000.0,0.0917
1582977300000.0,0.1045
1582986000000.0,0.0964
1582991700000.0,0.0958
1583002200000.0,0.0998
1583018100000.0,0.1045
1583022900000.0,0.0977
1583028300000.0,0.1077
1583037000000.0,0.11
1583047200000.0,0.1076
1583054700000.0,0.0988
1583064000000.0,0.095
1583065500000.0,0.1075
1583067900000.0,0.1044
1583073600000.0,0.1184
1583080500000.0,0.1167
1583083500000.0,0.1233
1583089500000.0,0.1116
1583093400000.0,0.1126
1583102100000.0,0.1113
1583108700000.0,0.1003
1583117700000.0,0.1014
1583127000000.0,0.1032
1583133900000.0,0.0927
1583142300000.0,0.0903
1583146800000.0,0.089
1583153100000.0,0.0766
1583156400000.0,0.0763
1583159700000.0,0.0831
1583163600000.0,0.0733
1583168700000.0,0.0741
1583175000000.0,0.0666
1583184000000.0,0.0701
1583190600000.0,0.075
1583196900000.0,0.0734
1583208000000.0,0.0826
1583218800000.0,0.0834
1583223900000.0,0.076
1583230800000.0,0.0711
1583237100000.0,0.0827
1583241000000.0,0.0901
1583246400000.0,0.076
1583248200000.0,0.0912
1583249100000.0,0.0929
1583253000000.0,0.0906
1583260800000.0,0.0868
1583271600000.0,0.0804
1583283900000.0,0.0813
1583294400000.0,0.0805
1583305800000.0,0.0858
1583316000000.0,0.087
1583322900000.0,0.0825
1583332200000.0,0.0864
1583335500000.0,0.087
1583341500000.0,0.0909
1583355000000.0,0.0786
1583368500000.0,0.0722
1583371200000.0,0.0648
1583376900000.0,0.0676
1583382600000.0,0.0653
1583391300000.0,0.0531
1583400600000.0,0.0489
1583403900000.0,0.0479
1583408700000.0,0.0459
1583414100000.0,0.0517
1583420700000.0,0.0474
1583426700000.0,0.0443
1583436900000.0,0.0447
1583441700000.0,0.0467
1583451300000.0,0.0532
1583456700000.0,0.05
1583467500000.0,0.0433
1583475000000.0,0.0461
1583482800000.0,0.04
1583492100000.0,0.0443
1583497500000.0,0.0476
1583504100000.0,0.0509
1583510700000.0,0.0438
1583523300000.0,0.0407
1583536800000.0,0.0433
1583547000000.0,0.0448
1583561700000.0,0.0418
1583575200000.0,0.0419
1583584800000.0,0.0425
1583597100000.0,0.0458
1583599500000.0,0.061
1583600700000.0,0.0627
1583603700000.0,0.0676
1583606400000.0,0.0664
1583616900000.0,0.0769
1583627100000.0,0.0804
1583632800000.0,0.0848
1583644800000.0,0.0829
1583658600000.0,0.0841
1583667000000.0,0.0909
1583673300000.0,0.0955
1583678100000.0,0.1076
1583680500000.0,0.1267
1583681700000.0,0.123
1583682600000.0,0.1403
1583684400000.0,0.144
1583685000000.0,0.1362
1583686200000.0,0.1291
1583689200000.0,0.1352
1583694900000.0,0.1382
1583704800000.0,0.1456
1583709000000.0,0.1686
1583711400000.0,0.1519
1583712600000.0,0.1589
1583717100000.0,0.1631
1583723700000.0,0.1792
1583727300000.0,0.1892
1583728500000.0,0.1964
1583731500000.0,0.1886
1583732400000.0,0.1736
1583733600000.0,0.1786
1583736300000.0,0.1706
1583741400000.0,0.1784
1583748000000.0,0.1895
1583752500000.0,0.1774
1583755800000.0,0.1799
1583759100000.0,0.1868
1583762100000.0,0.1921
1583764200000.0,0.1982
1583766900000.0,0.2061
1583768700000.0,0.1892
1583770800000.0,0.1859
1583772600000.0,0.195
1583776500000.0,0.1852
1583781900000.0,0.1748
1583786100000.0,0.1761
1583795400000.0,0.1672
1583802000000.0,0.175
1583809500000.0,0.1662
1583819700000.0,0.1707
1583828100000.0,0.166
1583836200000.0,0.1541
1583837700000.0,0.1489
1583840100000.0,0.1426
1583844300000.0,0.1541
1583847900000.0,0.1498
1583851800000.0,0.1739
1583854500000.0,0.1741
1583855100000.0,0.1816
1583856300000.0,0.1682
1583860500000.0,0.1711
1583865300000.0,0.1636
1583870700000.0,0.152
1583875500000.0,0.1588
1583880600000.0,0.1675
1583884500000.0,0.164
1583893800000.0,0.1689
1583905200000.0,0.1701
1583912100000.0,0.1756
1583916000000.0,0.181
1583922600000.0,0.1748
1583928300000.0,0.1691
1583934300000.0,0.1776
1583940600000.0,0.1795
1583943600000.0,0.1912
1583946900000.0,0.1909
1583949600000.0,0.1824
1583951700000.0,0.1778
1583954100000.0,0.1703
1583958600000.0,0.1553
1583966100000.0,0.1564
1583968800000.0,0.1629
1583975400000.0,0.1828
1583978400000.0,0.1917
1583979900000.0,0.1879
1583982300000.0,0.1975
1583986800000.0,0.1906
1583991300000.0,0.2055
1583995200000.0,0.2215
1583997300000.0,0.2153
1583998500000.0,0.2254
1584001200000.0,0.2239
1584003900000.0,0.2393
1584008400000.0,0.262
1584009300000.0,0.2989
1584009600000.0,0.3775
1584009900000.0,0.3935
1584010200000.0,0.4282
1584010800000.0,0.3819
1584011400000.0,0.393
1584012600000.0,0.4451
1584013800000.0,0.4118
1584015000000.0,0.4038
1584016500000.0,0.4073
1584018300000.0,0.4415
1584020400000.0,0.4266
1584021900000.0,0.3929
1584024000000.0,0.4043
1584026400000.0,0.4078
1584029700000.0,0.3855
1584033000000.0,0.3922
1584036900000.0,0.4034
1584042000000.0,0.4324
1584045300000.0,0.4543
1584046800000.0,0.4753
1584049500000.0,0.4277
1584051300000.0,0.4688
1584054600000.0,0.5554
1584055500000.0,0.5783
1584055800000.0,0.6327
1584056400000.0,0.6471
1584057000000.0,0.6278
1584057900000.0,0.6464
1584059400000.0,0.6741
1584061200000.0,0.6733
1584063600000.0,0.7824
1584064800000.0,0.8164
1584066000000.0,0.5617
1584067200000.0,0.6137
1584068100000.0,0.5302
1584069600000.0,0.5072
1584070500000.0,0.5577
1584071700000.0,0.5788
1584073800000.0,0.5781
1584075900000.0,0.5505
1584077400000.0,0.5782
1584079800000.0,0.5421
1584082500000.0,0.5346
1584085200000.0,0.469
1584087000000.0,0.5133
1584088800000.0,0.4592
1584092700000.0,0.4568
1584094500000.0,0.4849
1584097500000.0,0.451
1584099600000.0,0.4416
1584102600000.0,0.4529
1584105000000.0,0.3734
1584106500000.0,0.4098
1584107400000.0,0.3965
1584109200000.0,0.4252
1584111000000.0,0.5067
1584111900000.0,0.4967
