timestamp,bb_lower
1579248900000.0,8530.9398
1579253400000.0,8534.6773
1579256700000.0,8550.0465
1579261800000.0,8559.3961
1579264200000.0,8568.3386
1579270200000.0,8592.6496
1579275300000.0,8604.8708
1579280100000.0,8613.0233
1579286400000.0,8631.4792
1579290900000.0,8651.3471
1579298700000.0,8682.3347
1579307100000.0,8708.5458
1579313700000.0,8743.3819
1579323000000.0,8779.2906
1579331100000.0,8800.2711
1579340100000.0,8814.3616
1579350600000.0,8817.7373
1579358700000.0,8818.7503
1579364400000.0,8819.6934
1579371000000.0,8824.3813
1579385400000.0,8829.5823
1579393500000.0,8807.8805
1579395900000.0,8771.5818
1579397700000.0,8754.4343
1579400700000.0,8752.9706
1579407000000.0,8761.8763
1579416600000.0,8764.8643
1579422900000.0,8771.6129
1579431300000.0,8730.4158
1579431900000.0,8687.0897
1579432800000.0,8650.3667
1579434900000.0,8602.0606
1579437300000.0,8568.161
1579441800000.0,8540.0407
1579449900000.0,8509.2058
1579459500000.0,8494.936
1579469400000.0,8458.1177
1579472400000.0,8435.7762
1579476000000.0,8418.2714
1579481100000.0,8398.7742
1579488900000.0,8383.161
1579501200000.0,8373.0742
1579512000000.0,8369.0117
1579523100000.0,8372.111
1579527000000.0,8396.1143
1579531500000.0,8427.396
1579537800000.0,8481.8512
1579552800000.0,8580.8876
1579561200000.0,8580.2678
1579566300000.0,8580.3782
1579583400000.0,8581.0233
1579597200000.0,8583.7529
1579610700000.0,8584.2224
1579627500000.0,8567.3323
1579635900000.0,8567.9649
1579637400000.0,8572.3942
1579639500000.0,8574.1719
1579642800000.0,8568.2893
1579653300000.0,8563.1537
1579675500000.0,8562.7484
1579679100000.0,8562.2552
1579683900000.0,8561.8684
1579692300000.0,8569.1418
1579703400000.0,8588.3694
1579712100000.0,8587.9973
1579721100000.0,8586.1339
1579741800000.0,8578.7811
1579748700000.0,8557.8961
1579758000000.0,8550.7184
1579764600000.0,8524.8689
1579770000000.0,8489.6425
1579773300000.0,8456.9669
1579778400000.0,8434.4124
1579781700000.0,8404.7024
1579786200000.0,8363.7776
1579790100000.0,8328.198
1579797900000.0,8297.2199
1579804200000.0,8288.8404
1579814700000.0,8282.79
1579824000000.0,8259.9629
1579834800000.0,8241.3903
1579845300000.0,8224.0505
1579858200000.0,8200.1212
1579863300000.0,8207.2476
1579866000000.0,8216.848
1579869300000.0,8232.5253
1579875600000.0,8244.7991
1579879800000.0,8250.2293
1579885800000.0,8262.8525
1579896000000.0,8266.7547
1579903800000.0,8263.5905
1579912500000.0,8246.5562
1579917300000.0,8239.9479
1579926900000.0,8233.2479
1579939200000.0,8230.061
1579950000000.0,8228.8326
1579962300000.0,8229.1681
1579980600000.0,8229.3712
1579991400000.0,8223.6337
1579999500000.0,8230.3976
1580016900000.0,8235.1278
1580026800000.0,8242.6062
1580031000000.0,8262.2274
1580039700000.0,8262.121
1580051400000.0,8247.7988
1580058600000.0,8236.4634
1580064600000.0,8225.6157
1580071200000.0,8217.2442
1580082900000.0,8201.2621
1580085600000.0,8191.472
1580094900000.0,8192.4038
1580107200000.0,8214.6305
1580115900000.0,8228.6543
1580125800000.0,8242.1333
1580127000000.0,8255.6592
1580132100000.0,8271.9275
1580137800000.0,8292.8633
1580142300000.0,8306.4019
1580151300000.0,8329.5279
1580153100000.0,8349.0029
1580155200000.0,8372.1486
1580159700000.0,8409.4101
1580166600000.0,8424.4427
1580172000000.0,8438.6475
1580173800000.0,8442.2748
1580177700000.0,8455.6446
1580185800000.0,8483.2413
1580189400000.0,8514.9232
1580194200000.0,8540.2493
1580200500000.0,8572.9706
1580205900000.0,8607.4305
1580210700000.0,8660.8449
1580214900000.0,8696.9129
1580220900000.0,8733.0644
1580222700000.0,8769.1941
1580223900000.0,8806.1961
1580227500000.0,8838.9081
1580232000000.0,8881.3155
1580235600000.0,8892.7366
1580242500000.0,8907.2057
1580248500000.0,8914.7658
1580253600000.0,8891.1907
1580254800000.0,8859.3686
1580256000000.0,8840.5461
1580258100000.0,8829.8131
1580261100000.0,8822.3937
1580266500000.0,8832.0756
1580274300000.0,8837.7173
1580282700000.0,8853.7128
1580291700000.0,8878.7578
1580294100000.0,8891.1307
1580296200000.0,8913.7985
1580299200000.0,8920.5487
1580304600000.0,8932.7271
1580312700000.0,8962.3608
1580319000000.0,8999.5986
1580327100000.0,9066.3189
1580333100000.0,9122.0754
1580342100000.0,9167.0421
1580345700000.0,9226.7209
1580357700000.0,9278.6703
1580369400000.0,9278.8201
1580375400000.0,9281.1215
1580384400000.0,9279.4579
1580391900000.0,9279.548
1580395500000.0,9271.145
1580401500000.0,9265.1746
1580402100000.0,9263.7852
1580403900000.0,9252.9011
1580405100000.0,9247.1901
1580406300000.0,9242.4494
1580410200000.0,9237.7696
1580415600000.0,9234.8503
1580418600000.0,9243.9364
1580427600000.0,9245.3538
1580433300000.0,9247.1471
1580438400000.0,9252.3513
1580446500000.0,9258.7851
1580450700000.0,9272.4299
1580458200000.0,9279.0255
1580467200000.0,9273.9075
1580470500000.0,9261.7975
1580475300000.0,9247.6727
1580479200000.0,9242.5913
1580486400000.0,9237.5339
1580491800000.0,9230.6791
1580502000000.0,9245.5162
1580511000000.0,9244.039
1580517600000.0,9244.4478
1580523600000.0,9244.4932
1580530800000.0,9246.7258
1580541600000.0,9249.0427
1580548800000.0,9259.1877
1580557200000.0,9264.9808
1580563500000.0,9272.9464
1580571600000.0,9274.5151
1580578200000.0,9274.8612
1580592300000.0,9276.3626
1580604300000.0,9259.6721
1580610900000.0,9236.8194
1580616600000.0,9235.822
1580619600000.0,9243.9134
1580625900000.0,9255.9885
1580633400000.0,9257.7641
1580638800000.0,9262.3945
1580645100000.0,9266.1842
1580649600000.0,9265.3485
1580654700000.0,9265.6977
1580661000000.0,9265.7085
1580672100000.0,9265.9991
1580682900000.0,9264.1402
1580687400000.0,9265.3382
1580691900000.0,9251.9011
1580694000000.0,9253.5237
1580695500000.0,9254.4415
1580699100000.0,9254.1461
1580706300000.0,9252.9876
1580717400000.0,9248.8986
1580725500000.0,9265.9817
1580731200000.0,9294.408
1580740500000.0,9288.1903
1580745300000.0,9275.7662
1580748600000.0,9260.3844
1580754000000.0,9252.886
1580763300000.0,9249.3607
1580775300000.0,9237.465
1580781600000.0,9227.1228
1580792100000.0,9217.1624
1580798700000.0,9207.0001
1580806500000.0,9182.0999
1580809800000.0,9162.3921
1580814600000.0,9155.2314
1580816400000.0,9156.9298
1580820000000.0,9135.2663
1580823600000.0,9132.4078
1580829300000.0,9132.81
1580836200000.0,9124.7034
1580847900000.0,9122.5191
1580862900000.0,9124.005
1580872500000.0,9129.5981
1580882400000.0,9130.2844
1580889900000.0,9127.5498
1580898600000.0,9117.5166
1580900700000.0,9100.8582
1580904300000.0,9081.4714
1580905200000.0,9071.3812
1580910000000.0,9063.5394
1580913900000.0,9050.6277
1580918700000.0,9041.7039
1580920500000.0,9042.6411
1580924700000.0,9026.7488
1580926800000.0,9022.8221
1580927400000.0,9042.0652
1580929800000.0,9067.0441
1580933400000.0,9083.4163
1580939700000.0,9111.0058
1580944800000.0,9157.1461
1580948400000.0,9198.4751
1580952300000.0,9247.2049
1580959500000.0,9286.6709
1580967000000.0,9339.4056
1580974200000.0,9382.3834
1580978400000.0,9417.2646
1580986200000.0,9439.4376
1580991300000.0,9447.9811
1580993700000.0,9470.9922
1580995800000.0,9507.7734
1580997000000.0,9530.3456
1580998800000.0,9544.4903
1581001200000.0,9562.6196
1581004200000.0,9562.3261
1581008700000.0,9567.4136
1581013500000.0,9570.0134
1581021300000.0,9571.5656
1581029400000.0,9571.2223
1581034200000.0,9575.2634
1581040200000.0,9598.5747
1581045900000.0,9620.0847
1581054000000.0,9649.1379
1581062700000.0,9661.6651
1581070800000.0,9672.8292
1581076200000.0,9694.1459
1581079500000.0,9714.5597
1581086100000.0,9721.3109
1581092100000.0,9720.524
1581103800000.0,9720.605
1581115500000.0,9730.8916
1581126900000.0,9718.1701
1581132000000.0,9715.727
1581139200000.0,9715.452
1581150000000.0,9714.7895
1581156300000.0,9721.7439
1581161100000.0,9722.4119
1581169500000.0,9736.9733
1581173100000.0,9736.1338
1581179100000.0,9733.694
1581185100000.0,9731.1721
1581196500000.0,9732.3612
1581199800000.0,9721.8886
1581208800000.0,9703.8742
1581216900000.0,9691.6044
1581219000000.0,9672.5057
1581221700000.0,9658.1027
1581227400000.0,9641.5606
1581234600000.0,9642.5957
1581239700000.0,9643.286
1581245400000.0,9649.5427
1581252000000.0,9681.6169
1581260100000.0,9708.3937
1581263100000.0,9732.2664
1581269100000.0,9751.0386
1581280200000.0,9772.8921
1581290700000.0,9800.7634
1581295500000.0,9831.1111
1581300900000.0,9865.8383
1581306600000.0,9899.3324
1581312900000.0,9890.6605
1581314400000.0,9901.4487
1581315300000.0,9908.8534
1581317400000.0,9907.5237
1581321900000.0,9894.7287
1581325200000.0,9854.9012
1581327300000.0,9824.0229
1581332400000.0,9789.8711
1581336900000.0,9766.8924
1581343800000.0,9759.3876
1581348900000.0,9742.7791
1581354000000.0,9728.2188
1581363900000.0,9718.2233
1581376500000.0,9702.3268
1581381300000.0,9685.4522
1581384900000.0,9673.1311
1581392700000.0,9680.4463
1581400200000.0,9681.417
1581410400000.0,9691.7355
1581417600000.0,9716.4687
1581424200000.0,9717.4719
1581429600000.0,9712.7355
1581434700000.0,9697.906
1581435600000.0,9667.368
1581436200000.0,9582.6332
1581437100000.0,9562.6444
1581438000000.0,9548.461
1581441300000.0,9543.9166
1581445500000.0,9545.6024
1581450900000.0,9547.4389
1581459900000.0,9558.1636
1581466200000.0,9571.147
1581469800000.0,9588.8284
1581476700000.0,9618.3475
1581486000000.0,9655.5074
1581490800000.0,9706.5403
1581493800000.0,9767.0663
1581496200000.0,9837.2989
1581499200000.0,9914.8691
1581505800000.0,9984.711
1581511500000.0,10070.9856
1581516900000.0,10143.5166
1581520500000.0,10200.0
1581525600000.0,10235.7307
1581534300000.0,10229.7656
1581542100000.0,10236.0143
1581550500000.0,10236.196
1581559200000.0,10237.0475
1581564900000.0,10236.8215
1581573300000.0,10252.3701
1581578400000.0,10253.646
1581581400000.0,10245.5894
1581582000000.0,10239.1125
1581584700000.0,10212.4465
1581586500000.0,10193.0317
1581590100000.0,10161.2457
1581594600000.0,10154.5241
1581599100000.0,10154.9146
1581601200000.0,10134.4806
1581602400000.0,10130.8171
1581603000000.0,10127.6758
1581605100000.0,10123.1452
1581609600000.0,10106.3397
1581613200000.0,10101.0783
1581618000000.0,10100.5758
1581627600000.0,10095.4576
1581639300000.0,10098.173
1581646500000.0,10098.8608
1581654600000.0,10107.6228
1581661500000.0,10113.7694
1581668100000.0,10113.9502
1581675300000.0,10113.962
1581678000000.0,10114.5061
1581684300000.0,10118.6548
1581690900000.0,10122.758
1581694800000.0,10137.9387
1581702300000.0,10131.5467
1581707100000.0,10148.8563
1581715500000.0,10156.3526
1581725700000.0,10155.4286
1581732600000.0,10155.2459
1581741600000.0,10153.3971
1581751500000.0,10166.1644
1581761100000.0,10166.5461
1581772200000.0,10159.2642
1581781800000.0,10057.8099
1581782100000.0,10029.717
1581782700000.0,9988.3005
1581784200000.0,9940.1825
1581785100000.0,9890.5998
1581788400000.0,9846.0465
1581790800000.0,9806.625
1581798900000.0,9777.8722
1581813600000.0,9771.6252
1581822000000.0,9756.8984
1581831600000.0,9749.3595
1581843000000.0,9746.8915
1581852300000.0,9742.7784
1581860100000.0,9742.2517
1581867000000.0,9717.1068
1581870000000.0,9686.8592
1581872100000.0,9674.3607
1581874800000.0,9674.4421
1581882000000.0,9690.2109
1581891900000.0,9717.0339
1581896400000.0,9716.0917
1581900300000.0,9718.669
1581907500000.0,9704.561
1581913500000.0,9692.2251
1581918600000.0,9678.7331
1581927300000.0,9666.9451
1581934500000.0,9644.4755
1581938100000.0,9610.4377
1581939600000.0,9597.6364
1581942000000.0,9562.4191
1581946800000.0,9526.7358
1581949200000.0,9516.3841
1581951300000.0,9502.5765
1581954000000.0,9499.8581
1581957000000.0,9487.3176
1581960600000.0,9480.7043
1581967800000.0,9475.1931
1581976200000.0,9471.1008
1581986100000.0,9471.7913
1581996300000.0,9493.7237
1582005600000.0,9507.9005
1582016100000.0,9517.3919
1582021200000.0,9519.2119
1582028400000.0,9519.965
1582033500000.0,9519.4701
1582039200000.0,9507.9615
1582041300000.0,9481.4353
1582045200000.0,9448.8396
1582049100000.0,9435.0491
1582052400000.0,9426.3697
1582057800000.0,9416.4259
1582060200000.0,9423.0971
1582062600000.0,9425.5529
1582067100000.0,9436.2937
1582072500000.0,9459.322
1582080900000.0,9487.7075
1582090200000.0,9520.1766
1582098900000.0,9552.2528
1582104300000.0,9577.452
1582113600000.0,9599.1032
1582116900000.0,9628.7833
1582131000000.0,9681.397
1582134300000.0,9743.9839
1582141200000.0,9841.2174
1582146000000.0,9891.5212
1582148400000.0,9740.9076
1582149000000.0,9656.5728
1582149300000.0,9587.3613
1582150200000.0,9539.2435
1582152000000.0,9478.7149
1582156800000.0,9425.5949
1582164300000.0,9380.2998
1582170000000.0,9347.6095
1582182000000.0,9308.7847
1582191000000.0,9280.2246
1582198500000.0,9250.4568
1582205700000.0,9228.1946
1582212600000.0,9199.7271
1582216800000.0,9206.8503
1582217700000.0,9196.0533
1582219800000.0,9208.8178
1582224000000.0,9246.3877
1582235400000.0,9306.9271
1582246800000.0,9401.2986
1582256100000.0,9469.8627
1582263300000.0,9495.1543
1582274400000.0,9491.1763
1582285200000.0,9482.5497
1582292700000.0,9480.4627
1582302000000.0,9481.5309
1582314300000.0,9483.8963
1582317900000.0,9484.5065
1582328100000.0,9485.3318
1582343100000.0,9489.5922
1582353300000.0,9493.368
1582368900000.0,9501.5937
1582384800000.0,9506.2679
1582398300000.0,9540.9811
1582422600000.0,9505.7885
1582430700000.0,9514.2828
1582435500000.0,9517.9414
1582446000000.0,9512.6204
1582454100000.0,9523.8074
1582459200000.0,9521.2697
1582468500000.0,9524.843
1582482600000.0,9532.9166
1582499100000.0,9530.1048
1582503300000.0,9531.9488
1582508400000.0,9535.9416
1582512000000.0,9544.0173
1582515000000.0,9551.5249
1582526100000.0,9557.0548
1582531800000.0,9565.4884
1582540800000.0,9594.2881
1582547700000.0,9618.7441
1582555200000.0,9634.4633
1582559400000.0,9631.7371
1582563600000.0,9589.5582
1582567500000.0,9558.4203
1582570800000.0,9533.7793
1582577400000.0,9521.8262
1582588200000.0,9508.5733
1582600200000.0,9483.2234
1582610400000.0,9457.3357
1582617900000.0,9446.134
1582625100000.0,9452.2348
1582632000000.0,9463.9999
1582637100000.0,9460.3106
1582640700000.0,9429.8339
1582642200000.0,9394.3493
1582646100000.0,9361.3187
1582648200000.0,9323.7025
1582650900000.0,9304.3325
1582656900000.0,9284.6779
1582663500000.0,9284.0892
1582666200000.0,9266.907
1582675200000.0,9228.3955
1582680600000.0,9167.0626
1582683600000.0,9121.5241
1582687800000.0,9086.6679
1582695000000.0,9067.3494
1582701900000.0,9056.5096
1582707300000.0,9037.7104
1582711800000.0,9020.409
1582719000000.0,9027.0445
1582720800000.0,9038.5164
1582724400000.0,9032.5772
1582725900000.0,9009.2833
1582727400000.0,8983.3461
1582730100000.0,8939.5112
1582733400000.0,8886.7407
1582734300000.0,8787.5896
1582735800000.0,8737.2862
1582737000000.0,8692.9829
1582740300000.0,8672.2304
1582744500000.0,8656.5891
1582752000000.0,8635.8787
1582759200000.0,8590.9759
1582763700000.0,8525.3055
1582765800000.0,8499.6184
1582768500000.0,8477.6022
1582774200000.0,8471.245
1582781100000.0,8474.2714
1582787700000.0,8482.5006
1582794900000.0,8520.1872
1582801200000.0,8552.466
1582806300000.0,8570.6217
1582808400000.0,8587.5705
1582814100000.0,8602.8951
1582819800000.0,8603.7504
1582823700000.0,8603.1265
1582830900000.0,8614.7156
1582839600000.0,8617.3224
1582843200000.0,8619.1421
1582848300000.0,8618.5969
1582856100000.0,8617.4063
1582868700000.0,8612.1637
1582876800000.0,8613.6015
1582882500000.0,8638.7762
1582884300000.0,8615.0841
1582887600000.0,8584.557
1582892100000.0,8544.8765
1582894200000.0,8531.6205
1582896000000.0,8513.3237
1582899900000.0,8508.9349
1582904100000.0,8500.2281
1582909500000.0,8476.3827
1582914600000.0,8476.0448
1582921200000.0,8482.1223
1582929900000.0,8494.5355
1582936200000.0,8502.7342
1582947900000.0,8503.2443
1582958700000.0,8505.5842
1582970400000.0,8508.3382
1582977300000.0,8516.2091
1582986000000.0,8521.2234
1582991700000.0,8522.2874
1583002200000.0,8520.5527
1583018100000.0,8516.8385
1583022900000.0,8522.5393
1583028300000.0,8526.4427
1583037000000.0,8533.8
1583047200000.0,8524.903
1583054700000.0,8528.8134
1583064000000.0,8528.9948
1583065500000.0,8522.9027
1583067900000.0,8532.6264
1583073600000.0,8502.2531
1583080500000.0,8486.2718
1583083500000.0,8458.3437
1583089500000.0,8452.6744
1583093400000.0,8450.8236
1583102100000.0,8448.5739
1583108700000.0,8454.0979
1583117700000.0,8454.4212
1583127000000.0,8456.359
1583133900000.0,8453.4286
1583142300000.0,8446.3567
1583146800000.0,8439.8576
1583153100000.0,8416.775
1583156400000.0,8403.8404
1583159700000.0,8405.9775
1583163600000.0,8398.9614
1583168700000.0,8391.4444
1583175000000.0,8377.3993
1583184000000.0,8380.0624
1583190600000.0,8386.3281
1583196900000.0,8413.7858
1583208000000.0,8444.8832
1583218800000.0,8495.4405
1583223900000.0,8526.8618
1583230800000.0,8565.1226
1583237100000.0,8608.0579
1583241000000.0,8623.0821
1583246400000.0,8652.1516
1583248200000.0,8677.4569
1583249100000.0,8675.3163
1583253000000.0,8673.1606
1583260800000.0,8674.8795
1583271600000.0,8673.3444
1583283900000.0,8671.3299
1583294400000.0,8672.2869
1583305800000.0,8667.0456
1583316000000.0,8660.9474
1583322900000.0,8668.3417
1583332200000.0,8670.1818
1583335500000.0,8667.9257
1583341500000.0,8663.8566
1583355000000.0,8663.6963
1583368500000.0,8659.7211
1583371200000.0,8648.049
1583376900000.0,8646.0895
1583382600000.0,8637.9812
1583391300000.0,8620.133
1583400600000.0,8595.5257
1583403900000.0,8589.1766
1583408700000.0,8590.6258
1583414100000.0,8601.8251
1583420700000.0,8608.3462
1583426700000.0,8608.9434
1583436900000.0,8615.1125
1583441700000.0,8625.1543
1583451300000.0,8647.864
1583456700000.0,8675.7557
1583467500000.0,8697.5737
1583475000000.0,8733.3378
1583482800000.0,8775.216
1583492100000.0,8843.0272
1583497500000.0,8888.175
1583504100000.0,8922.2737
1583510700000.0,8943.6512
1583523300000.0,8978.0189
1583536800000.0,9018.2434
1583547000000.0,9026.0518
1583561700000.0,9027.5489
1583575200000.0,9028.5676
1583584800000.0,9028.7538
1583597100000.0,9035.1706
1583599500000.0,8997.9558
1583600700000.0,8964.8528
1583603700000.0,8925.0967
1583606400000.0,8896.1458
1583616900000.0,8848.1251
1583627100000.0,8798.137
1583632800000.0,8745.9439
1583644800000.0,8705.6678
1583658600000.0,8671.1037
1583667000000.0,8627.0766
1583673300000.0,8579.7896
1583678100000.0,8514.071
1583680500000.0,8419.3734
1583681700000.0,8352.4565
1583682600000.0,8260.7633
1583684400000.0,8177.9613
1583685000000.0,8127.441
1583686200000.0,8100.4637
1583689200000.0,8075.7244
1583694900000.0,8055.923
1583704800000.0,8019.9174
1583709000000.0,7953.5481
1583711400000.0,7925.1787
1583712600000.0,7899.3602
1583717100000.0,7867.7509
1583723700000.0,7817.5688
1583727300000.0,7759.1172
1583728500000.0,7705.7014
1583731500000.0,7681.7436
1583732400000.0,7684.7988
1583733600000.0,7689.7404
1583736300000.0,7699.5496
1583741400000.0,7687.4012
1583748000000.0,7671.2111
1583752500000.0,7661.1207
1583755800000.0,7649.3816
1583759100000.0,7639.9052
1583762100000.0,7640.8837
1583764200000.0,7635.2346
1583766900000.0,7623.5401
1583768700000.0,7635.8654
1583770800000.0,7631.3816
1583772600000.0,7639.562
1583776500000.0,7654.6619
1583781900000.0,7671.8983
1583786100000.0,7673.092
1583795400000.0,7670.431
1583802000000.0,7678.0442
1583809500000.0,7677.3374
1583819700000.0,7679.0527
1583828100000.0,7676.9834
1583836200000.0,7666.8757
1583837700000.0,7650.2073
1583840100000.0,7636.4744
1583844300000.0,7633.2417
1583847900000.0,7629.8176
1583851800000.0,7634.4351
1583854500000.0,7644.8699
1583855100000.0,7658.2685
1583856300000.0,7699.5109
1583860500000.0,7712.03
1583865300000.0,7724.9956
1583870700000.0,7756.2388
1583875500000.0,7774.7241
1583880600000.0,7775.8851
1583884500000.0,7781.2651
1583893800000.0,7775.28
1583905200000.0,7773.8376
1583912100000.0,7758.7825
1583916000000.0,7738.2052
1583922600000.0,7725.8368
1583928300000.0,7721.9171
1583934300000.0,7714.5209
1583940600000.0,7718.9724
1583943600000.0,7691.2631
1583946900000.0,7676.7105
1583949600000.0,7663.8933
1583951700000.0,7656.9584
1583954100000.0,7659.1548
1583958600000.0,7657.3999
1583966100000.0,7656.4137
1583968800000.0,7657.5759
1583975400000.0,7655.5842
1583978400000.0,7634.7393
1583979900000.0,7617.8645
1583982300000.0,7589.1435
1583986800000.0,7573.2416
1583991300000.0,7533.425
1583995200000.0,7464.8105
1583997300000.0,7419.7692
1583998500000.0,7362.6373
1584001200000.0,7318.5142
1584003900000.0,7251.2308
1584008400000.0,7150.5514
1584009300000.0,6991.4481
1584009600000.0,6695.6788
1584009900000.0,6440.2444
1584010200000.0,6174.6149
1584010800000.0,6027.4502
1584011400000.0,5896.4875
