timestamp,btc_exchange_stablecoins_ratio
1578738600000.0,10.3758
1578745500000.0,11.437
1578753900000.0,9.4702
1578760500000.0,9.7981
1578765900000.0,10.1027
1578778800000.0,9.4693
1578780000000.0,10.3473
1578784500000.0,9.1853
1578789300000.0,8.7999
1578800100000.0,9.4907
1578814500000.0,9.8682
1578825300000.0,10.9493
1578838200000.0,9.876
1578848700000.0,9.0585
1578850500000.0,10.821
1578860700000.0,10.6889
1578873600000.0,10.3377
1578886500000.0,11.0943
1578901200000.0,8.8274
1578916800000.0,9.0035
1578930900000.0,9.8665
1578948300000.0,10.746
1578961800000.0,9.8352
1578963300000.0,9.6448
1578964800000.0,9.9743
1578966600000.0,10.375
1578971100000.0,11.5412
1578974700000.0,10.6165
1578978600000.0,10.2822
1578985800000.0,9.0294
1578995100000.0,10.4506
1579002000000.0,10.9629
1579005600000.0,10.0057
1579008900000.0,10.4762
1579011600000.0,9.2234
1579012800000.0,9.4525
1579015500000.0,8.6237
1579017900000.0,12.0027
1579020300000.0,8.7312
1579021800000.0,7.8303
1579024200000.0,11.5418
1579026600000.0,10.1026
1579029000000.0,10.8877
1579035900000.0,12.0707
1579044300000.0,11.0355
1579046700000.0,10.364
1579048800000.0,10.7111
1579052100000.0,9.6949
1579058700000.0,10.8426
1579062300000.0,10.354
1579065300000.0,9.9567
1579071600000.0,8.922
1579079100000.0,11.8031
1579083600000.0,10.6799
1579088400000.0,11.6554
1579093200000.0,10.6607
1579096800000.0,10.5023
1579098000000.0,10.3402
1579100700000.0,8.3334
1579103400000.0,9.922
1579105200000.0,8.2585
1579110300000.0,8.3722
1579116300000.0,9.4399
1579122300000.0,11.365
1579129800000.0,8.1086
1579134300000.0,8.9776
1579137900000.0,10.9455
1579141800000.0,10.8671
1579147500000.0,10.4501
1579155600000.0,10.5012
1579163100000.0,9.7848
1579169400000.0,8.6172
1579175100000.0,10.2622
1579178700000.0,10.5695
1579182900000.0,9.0339
1579189200000.0,10.4217
1579194300000.0,10.0399
1579202100000.0,10.2196
1579209900000.0,9.1846
1579221300000.0,11.0874
1579229700000.0,9.7728
1579233900000.0,9.6164
1579240200000.0,8.1186
1579242000000.0,12.8524
1579244700000.0,8.1743
1579248900000.0,7.6073
1579253400000.0,11.16
1579256700000.0,10.502
1579261800000.0,9.4603
1579264200000.0,11.7434
1579270200000.0,10.322
1579275300000.0,10.1765
1579280100000.0,10.3015
1579286400000.0,10.1979
1579290900000.0,10.6674
1579298700000.0,11.4566
1579307100000.0,12.6122
1579313700000.0,10.2787
1579323000000.0,6.6749
1579331100000.0,9.1211
1579340100000.0,9.5938
1579350600000.0,10.621
1579358700000.0,8.9467
1579364400000.0,10.152
1579371000000.0,10.8016
1579385400000.0,8.9787
1579393500000.0,9.9527
1579395900000.0,10.9082
1579397700000.0,9.153
1579400700000.0,10.5977
1579407000000.0,9.1398
1579416600000.0,10.1361
1579422900000.0,10.7401
1579431300000.0,9.264
1579431900000.0,11.5388
1579432800000.0,11.2372
1579434900000.0,10.1481
1579437300000.0,11.3375
1579441800000.0,8.8219
1579449900000.0,10.5382
1579459500000.0,8.6162
1579469400000.0,11.1928
1579472400000.0,9.7152
1579476000000.0,9.1866
1579481100000.0,10.6399
1579488900000.0,10.0006
1579501200000.0,9.585
1579512000000.0,8.8898
1579523100000.0,10.5869
1579527000000.0,10.7394
1579531500000.0,9.9733
1579537800000.0,10.7198
1579552800000.0,8.2731
1579561200000.0,9.7552
1579566300000.0,9.336
1579583400000.0,11.1611
1579597200000.0,8.8841
1579610700000.0,9.7421
1579627500000.0,11.6457
1579635900000.0,10.2876
1579637400000.0,10.5964
1579639500000.0,10.8079
1579642800000.0,10.383
1579653300000.0,10.7569
1579675500000.0,7.6402
1579679100000.0,10.413
1579683900000.0,11.1576
1579692300000.0,10.8946
1579703400000.0,10.0789
1579712100000.0,10.8754
1579721100000.0,10.2693
1579741800000.0,9.1355
1579748700000.0,10.7685
1579758000000.0,10.1092
1579764600000.0,9.7811
1579770000000.0,11.4979
1579773300000.0,10.918
1579778400000.0,9.2196
1579781700000.0,10.0442
1579786200000.0,10.0173
1579790100000.0,9.8473
1579797900000.0,9.3384
1579804200000.0,10.6336
1579814700000.0,10.3003
1579824000000.0,10.7631
1579834800000.0,10.7675
1579845300000.0,11.0688
1579858200000.0,8.5633
1579863300000.0,9.0764
1579866000000.0,9.5173
1579869300000.0,9.1214
1579875600000.0,9.209
1579879800000.0,7.5927
1579885800000.0,10.8503
1579896000000.0,10.8147
1579903800000.0,10.3237
1579912500000.0,10.9673
1579917300000.0,7.9078
1579926900000.0,11.1354
1579939200000.0,8.9954
1579950000000.0,9.1962
1579962300000.0,10.9797
1579980600000.0,9.3002
1579991400000.0,9.3666
1579999500000.0,8.3162
1580016900000.0,8.6972
1580026800000.0,10.1636
1580031000000.0,10.1174
1580039700000.0,8.6681
1580051400000.0,9.9976
1580058600000.0,8.7125
1580064600000.0,9.4318
1580071200000.0,9.66
1580082900000.0,10.2401
1580085600000.0,11.1216
1580094900000.0,9.7187
1580107200000.0,11.3213
1580115900000.0,10.7378
1580125800000.0,9.6566
1580127000000.0,10.4963
1580132100000.0,9.2002
1580137800000.0,10.4186
1580142300000.0,11.5506
1580151300000.0,9.634
1580153100000.0,9.791
1580155200000.0,9.9127
1580159700000.0,9.5243
1580166600000.0,9.4625
1580172000000.0,9.5749
1580173800000.0,8.8871
1580177700000.0,12.0897
1580185800000.0,9.112
1580189400000.0,10.3208
1580194200000.0,11.1263
1580200500000.0,9.203
1580205900000.0,10.9274
1580210700000.0,9.5748
1580214900000.0,9.1068
1580220900000.0,9.4832
1580222700000.0,10.3378
1580223900000.0,8.7063
1580227500000.0,8.7519
1580232000000.0,9.1648
1580235600000.0,9.8858
1580242500000.0,11.2163
1580248500000.0,9.5598
1580253600000.0,10.7317
1580254800000.0,11.0474
1580256000000.0,11.8854
1580258100000.0,10.3107
1580261100000.0,11.0995
1580266500000.0,10.4251
1580274300000.0,10.4673
1580282700000.0,11.8327
1580291700000.0,11.0251
1580294100000.0,11.1369
1580296200000.0,9.0808
1580299200000.0,9.9056
1580304600000.0,10.6616
1580312700000.0,9.2368
1580319000000.0,11.6146
1580327100000.0,10.9656
1580333100000.0,9.7214
1580342100000.0,10.6565
1580345700000.0,10.083
1580357700000.0,8.8864
1580369400000.0,9.4952
1580375400000.0,10.2989
1580384400000.0,9.6052
1580391900000.0,10.3213
1580395500000.0,10.2899
1580401500000.0,10.7224
1580402100000.0,10.6641
1580403900000.0,10.7853
1580405100000.0,6.7953
1580406300000.0,11.0096
1580410200000.0,10.2236
1580415600000.0,9.7673
1580418600000.0,11.2471
1580427600000.0,9.6305
1580433300000.0,9.7217
1580438400000.0,10.6217
1580446500000.0,10.4419
1580450700000.0,9.1899
1580458200000.0,8.2423
1580467200000.0,8.5028
1580470500000.0,9.9618
1580475300000.0,9.899
1580479200000.0,9.2107
1580486400000.0,9.8724
1580491800000.0,11.4958
1580502000000.0,11.1387
1580511000000.0,10.3331
1580517600000.0,11.715
1580523600000.0,9.3381
1580530800000.0,10.5722
1580541600000.0,10.3239
1580548800000.0,10.4481
1580557200000.0,9.7676
1580563500000.0,9.5935
1580571600000.0,9.1556
1580578200000.0,9.5417
1580592300000.0,10.5151
1580604300000.0,9.7271
1580610900000.0,9.5184
1580616600000.0,10.0039
1580619600000.0,9.7363
1580625900000.0,10.2272
1580633400000.0,9.1887
1580638800000.0,8.6279
1580645100000.0,8.8509
1580649600000.0,11.4821
1580654700000.0,12.1363
1580661000000.0,10.8897
1580672100000.0,9.2671
1580682900000.0,10.1311
1580687400000.0,9.0361
1580691900000.0,10.2518
1580694000000.0,10.4264
1580695500000.0,9.7997
1580699100000.0,9.4307
1580706300000.0,9.0526
1580717400000.0,10.5095
1580725500000.0,11.174
1580731200000.0,11.2987
1580740500000.0,9.3032
1580745300000.0,11.3691
1580748600000.0,11.7563
1580754000000.0,10.48
1580763300000.0,10.6241
1580775300000.0,10.431
1580781600000.0,10.2651
1580792100000.0,9.4238
1580798700000.0,8.1145
1580806500000.0,11.4335
1580809800000.0,11.3115
1580814600000.0,8.8586
1580816400000.0,9.7168
1580820000000.0,10.3027
1580823600000.0,9.7865
1580829300000.0,6.913
1580836200000.0,9.6415
1580847900000.0,10.541
1580862900000.0,9.1909
1580872500000.0,10.565
1580882400000.0,10.5923
1580889900000.0,11.223
1580898600000.0,10.1712
1580900700000.0,10.7294
1580904300000.0,9.2204
1580905200000.0,9.5959
1580910000000.0,10.646
1580913900000.0,11.0272
1580918700000.0,10.7448
1580920500000.0,10.8348
1580924700000.0,10.8146
1580926800000.0,9.5332
1580927400000.0,8.5525
1580929800000.0,11.1517
1580933400000.0,8.3936
1580939700000.0,8.9145
1580944800000.0,10.1454
1580948400000.0,9.0735
1580952300000.0,9.7251
1580959500000.0,10.9386
1580967000000.0,10.5419
1580974200000.0,10.8175
1580978400000.0,9.2057
1580986200000.0,10.0395
1580991300000.0,9.2797
1580993700000.0,9.8424
1580995800000.0,11.8326
1580997000000.0,8.3417
1580998800000.0,12.1379
1581001200000.0,9.7079
1581004200000.0,8.4822
1581008700000.0,10.7141
1581013500000.0,9.3049
1581021300000.0,9.8986
1581029400000.0,10.5364
1581034200000.0,9.5925
1581040200000.0,11.58
1581045900000.0,8.6609
1581054000000.0,9.5478
1581062700000.0,10.8322
1581070800000.0,10.5668
1581076200000.0,10.8175
1581079500000.0,9.721
1581086100000.0,9.7647
1581092100000.0,10.3642
1581103800000.0,9.4046
1581115500000.0,11.6472
1581126900000.0,8.9496
1581132000000.0,11.4564
1581139200000.0,10.397
1581150000000.0,9.7027
1581156300000.0,8.8899
1581161100000.0,10.4368
1581169500000.0,9.1706
1581173100000.0,9.8191
1581179100000.0,10.5636
1581185100000.0,10.6569
1581196500000.0,8.836
1581199800000.0,9.3985
1581208800000.0,10.0634
1581216900000.0,9.5263
1581219000000.0,10.0456
1581221700000.0,9.2662
1581227400000.0,8.4013
1581234600000.0,11.7546
1581239700000.0,9.942
1581245400000.0,10.4664
1581252000000.0,10.2327
1581260100000.0,11.0325
1581263100000.0,10.9538
1581269100000.0,11.2164
1581280200000.0,10.2658
1581290700000.0,9.8084
1581295500000.0,8.9665
1581300900000.0,10.29
1581306600000.0,9.6086
1581312900000.0,10.0009
1581314400000.0,8.9081
1581315300000.0,9.4777
1581317400000.0,9.3196
1581321900000.0,10.4775
1581325200000.0,10.7685
1581327300000.0,9.2995
1581332400000.0,11.3558
1581336900000.0,10.2949
1581343800000.0,10.0321
1581348900000.0,8.6
1581354000000.0,10.6376
1581363900000.0,8.2194
1581376500000.0,8.0437
1581381300000.0,9.3462
1581384900000.0,8.8674
1581392700000.0,10.0767
1581400200000.0,10.8893
1581410400000.0,10.2053
1581417600000.0,9.4504
1581424200000.0,10.843
1581429600000.0,12.0475
1581434700000.0,11.1831
1581435600000.0,9.036
1581436200000.0,10.1433
1581437100000.0,10.948
1581438000000.0,9.8571
1581441300000.0,9.9468
1581445500000.0,10.9812
1581450900000.0,8.9939
1581459900000.0,8.4196
1581466200000.0,11.1969
1581469800000.0,9.6563
1581476700000.0,10.5421
1581486000000.0,9.3141
1581490800000.0,9.047
1581493800000.0,10.1156
1581496200000.0,10.349
1581499200000.0,10.7221
1581505800000.0,8.1852
1581511500000.0,11.6878
1581516900000.0,9.6745
1581520500000.0,9.3733
1581525600000.0,10.6936
1581534300000.0,9.2377
1581542100000.0,9.2068
1581550500000.0,10.924
1581559200000.0,9.3022
1581564900000.0,12.2628
1581573300000.0,10.6422
1581578400000.0,8.9199
1581581400000.0,9.4791
1581582000000.0,9.9896
1581584700000.0,11.1536
1581586500000.0,9.0973
1581590100000.0,10.1353
1581594600000.0,9.1299
1581599100000.0,10.4566
1581601200000.0,8.6625
1581602400000.0,9.1757
1581603000000.0,9.5503
1581605100000.0,10.0422
1581609600000.0,7.5118
1581613200000.0,10.6743
1581618000000.0,9.6573
1581627600000.0,9.0103
1581639300000.0,10.0226
1581646500000.0,10.7806
1581654600000.0,11.4894
1581661500000.0,8.2867
1581668100000.0,9.1261
1581675300000.0,9.5876
1581678000000.0,10.2901
1581684300000.0,9.5851
1581690900000.0,9.0582
1581694800000.0,8.6575
1581702300000.0,10.0228
1581707100000.0,9.5796
1581715500000.0,12.1716
1581725700000.0,11.5599
1581732600000.0,9.9551
1581741600000.0,8.6702
1581751500000.0,10.8139
1581761100000.0,10.7059
1581772200000.0,11.3395
1581781800000.0,10.8518
1581782100000.0,8.6507
1581782700000.0,8.7701
1581784200000.0,8.3828
1581785100000.0,10.6415
1581788400000.0,10.3093
1581790800000.0,9.9375
1581798900000.0,10.2097
1581813600000.0,10.1985
1581822000000.0,9.1442
1581831600000.0,8.9145
1581843000000.0,11.3655
1581852300000.0,9.9216
1581860100000.0,12.321
1581867000000.0,10.9506
1581870000000.0,8.8926
1581872100000.0,9.7235
1581874800000.0,10.2131
1581882000000.0,10.0534
1581891900000.0,8.5504
1581896400000.0,9.6111
1581900300000.0,10.3255
1581907500000.0,8.5488
1581913500000.0,10.0935
1581918600000.0,9.3455
1581927300000.0,9.87
1581934500000.0,9.2613
1581938100000.0,9.3357
1581939600000.0,9.9431
1581942000000.0,9.022
1581946800000.0,9.2609
1581949200000.0,9.3933
1581951300000.0,9.1209
1581954000000.0,10.9178
1581957000000.0,10.4737
1581960600000.0,9.7953
1581967800000.0,9.1228
1581976200000.0,10.9834
1581986100000.0,12.7914
1581996300000.0,12.5674
1582005600000.0,8.7014
1582016100000.0,9.5348
1582021200000.0,10.7196
1582028400000.0,10.5969
1582033500000.0,9.4186
1582039200000.0,8.6457
1582041300000.0,8.6684
1582045200000.0,8.4415
1582049100000.0,10.7891
1582052400000.0,10.1764
1582057800000.0,10.4397
1582060200000.0,10.3569
1582062600000.0,10.4984
1582067100000.0,10.2478
1582072500000.0,9.6981
1582080900000.0,8.4048
1582090200000.0,10.6601
1582098900000.0,9.3251
1582104300000.0,9.7918
1582113600000.0,9.4066
1582116900000.0,11.6639
1582131000000.0,10.8563
1582134300000.0,10.5227
1582141200000.0,9.912
1582146000000.0,8.1901
1582148400000.0,10.5195
1582149000000.0,10.9778
1582149300000.0,9.1122
1582150200000.0,9.9806
1582152000000.0,10.9229
1582156800000.0,9.1613
1582164300000.0,9.9049
1582170000000.0,7.4288
1582182000000.0,10.2307
1582191000000.0,10.837
1582198500000.0,9.4129
1582205700000.0,11.5827
1582212600000.0,7.9907
1582216800000.0,9.7211
1582217700000.0,10.0375
1582219800000.0,11.2909
1582224000000.0,11.974
1582235400000.0,10.1265
1582246800000.0,9.0491
1582256100000.0,10.9362
1582263300000.0,9.8839
1582274400000.0,11.0754
1582285200000.0,11.286
1582292700000.0,10.101
1582302000000.0,9.7674
1582314300000.0,8.4403
1582317900000.0,9.9327
1582328100000.0,9.9943
1582343100000.0,9.4915
1582353300000.0,10.143
1582368900000.0,12.2738
1582384800000.0,11.6066
1582398300000.0,10.1347
1582422600000.0,9.7572
1582430700000.0,10.7516
1582435500000.0,8.5376
1582446000000.0,9.5652
1582454100000.0,9.3712
1582459200000.0,10.1374
1582468500000.0,10.633
1582482600000.0,10.5858
1582499100000.0,11.4006
1582503300000.0,10.7077
1582508400000.0,10.6956
1582512000000.0,11.0697
1582515000000.0,9.8453
1582526100000.0,8.7609
1582531800000.0,9.9683
1582540800000.0,10.5584
1582547700000.0,10.9518
1582555200000.0,10.7994
1582559400000.0,10.359
1582563600000.0,9.4639
1582567500000.0,11.0979
1582570800000.0,9.1573
1582577400000.0,6.9831
1582588200000.0,10.62
1582600200000.0,9.3629
1582610400000.0,7.9913
1582617900000.0,11.2471
1582625100000.0,10.2302
1582632000000.0,10.1097
1582637100000.0,9.7818
1582640700000.0,11.9826
1582642200000.0,9.5918
1582646100000.0,11.1864
1582648200000.0,9.0088
1582650900000.0,10.2123
1582656900000.0,9.7306
1582663500000.0,9.5828
1582666200000.0,9.2088
1582675200000.0,10.8932
1582680600000.0,9.6014
1582683600000.0,9.2761
1582687800000.0,10.4422
1582695000000.0,9.0797
1582701900000.0,9.7128
1582707300000.0,11.0871
1582711800000.0,8.0794
1582719000000.0,10.3115
1582720800000.0,9.8174
1582724400000.0,8.3512
1582725900000.0,9.5954
1582727400000.0,8.575
1582730100000.0,10.4322
1582733400000.0,11.6665
1582734300000.0,9.2784
1582735800000.0,9.8022
1582737000000.0,9.3547
1582740300000.0,9.7445
1582744500000.0,9.0638
1582752000000.0,9.8606
1582759200000.0,10.6221
1582763700000.0,11.1628
1582765800000.0,11.2557
1582768500000.0,9.3146
1582774200000.0,9.887
1582781100000.0,10.9948
1582787700000.0,10.7442
1582794900000.0,7.6634
1582801200000.0,10.1871
1582806300000.0,9.0101
1582808400000.0,9.5532
1582814100000.0,9.5119
1582819800000.0,8.2352
1582823700000.0,10.6334
1582830900000.0,10.4217
1582839600000.0,9.9674
1582843200000.0,10.3128
1582848300000.0,9.8452
1582856100000.0,10.3168
1582868700000.0,10.4776
1582876800000.0,11.0831
1582882500000.0,9.8346
1582884300000.0,11.8695
1582887600000.0,10.2885
1582892100000.0,10.1041
1582894200000.0,8.4567
1582896000000.0,10.5472
1582899900000.0,10.2098
1582904100000.0,10.557
1582909500000.0,9.1206
1582914600000.0,10.9628
1582921200000.0,10.3038
1582929900000.0,11.4403
1582936200000.0,11.71
1582947900000.0,9.4898
1582958700000.0,11.4978
1582970400000.0,11.6036
1582977300000.0,9.1317
1582986000000.0,10.589
1582991700000.0,9.6941
1583002200000.0,10.7142
1583018100000.0,10.0777
1583022900000.0,9.7647
1583028300000.0,8.9685
1583037000000.0,11.5362
1583047200000.0,9.8294
1583054700000.0,8.995
1583064000000.0,10.3097
1583065500000.0,9.0745
1583067900000.0,10.5954
1583073600000.0,10.5154
1583080500000.0,10.4341
1583083500000.0,10.5602
1583089500000.0,8.916
1583093400000.0,7.8065
1583102100000.0,10.226
1583108700000.0,11.4149
1583117700000.0,9.2126
1583127000000.0,10.4873
1583133900000.0,11.8962
1583142300000.0,10.3006
1583146800000.0,10.265
1583153100000.0,10.5186
1583156400000.0,9.5915
1583159700000.0,10.9958
1583163600000.0,11.2155
1583168700000.0,10.0042
1583175000000.0,10.071
1583184000000.0,9.4548
1583190600000.0,10.3373
1583196900000.0,12.8717
1583208000000.0,7.637
1583218800000.0,9.7684
1583223900000.0,9.7947
1583230800000.0,11.2724
1583237100000.0,9.4651
1583241000000.0,10.0984
1583246400000.0,9.4305
1583248200000.0,9.2382
1583249100000.0,10.9449
1583253000000.0,10.2052
1583260800000.0,9.6253
1583271600000.0,9.6849
1583283900000.0,9.9374
1583294400000.0,11.1564
1583305800000.0,11.3141
1583316000000.0,10.8406
1583322900000.0,11.735
1583332200000.0,9.4084
1583335500000.0,9.3083
1583341500000.0,11.1213
1583355000000.0,10.6341
1583368500000.0,11.2529
1583371200000.0,11.501
1583376900000.0,11.4733
1583382600000.0,10.171
1583391300000.0,9.8278
1583400600000.0,11.3195
1583403900000.0,9.9525
1583408700000.0,10.5295
1583414100000.0,9.9669
1583420700000.0,7.9055
1583426700000.0,7.9143
1583436900000.0,11.1767
1583441700000.0,8.8916
1583451300000.0,9.596
1583456700000.0,11.0242
1583467500000.0,8.6872
1583475000000.0,8.4994
1583482800000.0,10.1037
1583492100000.0,8.691
1583497500000.0,9.3577
1583504100000.0,11.0318
1583510700000.0,10.904
1583523300000.0,9.0688
1583536800000.0,9.3589
1583547000000.0,10.5736
1583561700000.0,10.0515
1583575200000.0,11.3932
1583584800000.0,10.0989
1583597100000.0,9.8693
1583599500000.0,9.2787
1583600700000.0,8.5861
1583603700000.0,9.854
1583606400000.0,9.2883
1583616900000.0,10.2964
1583627100000.0,8.2114
1583632800000.0,12.1975
1583644800000.0,9.9217
1583658600000.0,9.1973
1583667000000.0,9.0367
1583673300000.0,9.794
1583678100000.0,9.9376
1583680500000.0,10.6847
1583681700000.0,10.12
1583682600000.0,10.7599
1583684400000.0,12.2071
1583685000000.0,10.4328
1583686200000.0,10.3158
1583689200000.0,8.9261
1583694900000.0,6.5435
1583704800000.0,9.7125
1583709000000.0,11.0778
1583711400000.0,8.7838
1583712600000.0,10.4617
1583717100000.0,8.8757
1583723700000.0,9.3363
1583727300000.0,9.4563
1583728500000.0,9.3164
1583731500000.0,8.3735
1583732400000.0,10.1742
1583733600000.0,10.0314
1583736300000.0,9.5313
1583741400000.0,10.9231
1583748000000.0,11.6561
1583752500000.0,8.4821
1583755800000.0,8.4122
1583759100000.0,9.4351
1583762100000.0,9.4901
1583764200000.0,9.4382
1583766900000.0,10.3375
1583768700000.0,9.7428
1583770800000.0,10.8762
1583772600000.0,9.775
1583776500000.0,8.6305
1583781900000.0,10.6454
1583786100000.0,9.9315
1583795400000.0,9.0985
1583802000000.0,9.3145
1583809500000.0,8.6116
1583819700000.0,10.9622
1583828100000.0,8.5728
1583836200000.0,8.1679
1583837700000.0,8.8696
1583840100000.0,10.1659
1583844300000.0,11.5624
1583847900000.0,11.0111
1583851800000.0,10.3169
1583854500000.0,9.7255
1583855100000.0,9.0027
1583856300000.0,10.9804
1583860500000.0,10.0131
1583865300000.0,10.4139
1583870700000.0,9.7478
1583875500000.0,8.976
1583880600000.0,9.7951
1583884500000.0,9.4172
1583893800000.0,10.3142
1583905200000.0,9.9461
1583912100000.0,9.8935
1583916000000.0,11.9273
1583922600000.0,9.7532
1583928300000.0,9.5685
1583934300000.0,10.1793
1583940600000.0,9.4165
1583943600000.0,8.7302
1583946900000.0,10.1769
1583949600000.0,9.5379
1583951700000.0,9.7066
1583954100000.0,9.3659
1583958600000.0,10.215
1583966100000.0,11.1814
1583968800000.0,11.2019
1583975400000.0,9.258
1583978400000.0,10.2752
1583979900000.0,9.1008
1583982300000.0,9.0567
1583986800000.0,10.2769
1583991300000.0,12.3749
1583995200000.0,8.7814
1583997300000.0,10.2532
1583998500000.0,10.4579
1584001200000.0,9.2675
1584003900000.0,10.8779
1584008400000.0,11.2127
1584009300000.0,10.4603
1584009600000.0,8.7677
1584009900000.0,11.4073
1584010200000.0,11.2769
1584010800000.0,8.7491
1584011400000.0,10.6228
1584012600000.0,7.58
1584013800000.0,10.7923
1584015000000.0,10.3164
1584016500000.0,11.6164
1584018300000.0,10.0999
1584020400000.0,10.3083
1584021900000.0,10.0291
1584024000000.0,7.9629
1584026400000.0,8.6302
1584029700000.0,9.5128
1584033000000.0,10.4208
1584036900000.0,11.7442
1584042000000.0,9.3208
1584045300000.0,10.2326
1584046800000.0,9.602
1584049500000.0,9.8711
1584051300000.0,11.1365
1584054600000.0,10.8591
1584055500000.0,10.149
1584055800000.0,11.9701
1584056400000.0,10.707
1584057000000.0,10.3374
1584057900000.0,7.6401
1584059400000.0,9.8051
1584061200000.0,9.5998
1584063600000.0,10.4588
1584064800000.0,10.9168
1584066000000.0,10.7065
1584067200000.0,10.1704
1584068100000.0,10.1734
1584069600000.0,8.7268
1584070500000.0,10.3617
1584071700000.0,8.7327
1584073800000.0,6.8186
1584075900000.0,10.0391
1584077400000.0,9.371
1584079800000.0,10.9501
1584082500000.0,10.1895
1584085200000.0,10.2414
1584087000000.0,10.8845
1584088800000.0,9.5661
1584092700000.0,8.4598
1584094500000.0,8.8666
1584097500000.0,8.7669
1584099600000.0,10.5234
1584102600000.0,10.9186
1584105000000.0,9.7454
1584106500000.0,8.9218
1584107400000.0,9.9755
1584109200000.0,9.5371
1584111000000.0,8.7701
1584111900000.0,8.7518
1584113400000.0,9.2085
1584114600000.0,11.051
1584115500000.0,10.1244
1584117600000.0,9.4511
1584120000000.0,9.0799
1584123300000.0,11.0009
1584125700000.0,9.9537
1584128100000.0,8.3385
1584129300000.0,8.6907
1584131100000.0,8.8963
1584135300000.0,10.0944
1584139500000.0,8.7509
1584143100000.0,11.2829
1584146700000.0,8.7116
1584151200000.0,9.9237
1584156000000.0,10.9764
1584161100000.0,7.8484
1584167700000.0,8.3936
1584173700000.0,11.2494
1584178800000.0,10.6032
1584183000000.0,8.8176
1584187800000.0,8.0177
