timestamp,btc_fund_flow_ratio
1579863300000.0,0.0619
1579866000000.0,0.0525
1579869300000.0,0.0499
1579875600000.0,0.0489
1579879800000.0,0.0426
1579885800000.0,0.0595
1579896000000.0,0.0597
1579903800000.0,0.0487
1579912500000.0,0.0393
1579917300000.0,0.0414
1579926900000.0,0.0584
1579939200000.0,0.0517
1579950000000.0,0.0487
1579962300000.0,0.0437
1579980600000.0,0.0305
1579991400000.0,0.0287
1579999500000.0,0.0454
1580016900000.0,0.0522
1580026800000.0,0.0378
1580031000000.0,0.0408
1580039700000.0,0.0507
1580051400000.0,0.0635
1580058600000.0,0.0363
1580064600000.0,0.0377
1580071200000.0,0.0578
1580082900000.0,0.0453
1580085600000.0,0.0312
1580094900000.0,0.036
1580107200000.0,0.0522
1580115900000.0,0.0537
1580125800000.0,0.0724
1580127000000.0,0.0346
1580132100000.0,0.042
1580137800000.0,0.047
1580142300000.0,0.0521
1580151300000.0,0.0488
1580153100000.0,0.0604
1580155200000.0,0.0534
1580159700000.0,0.0384
1580166600000.0,0.0436
1580172000000.0,0.0454
1580173800000.0,0.0307
1580177700000.0,0.0508
1580185800000.0,0.0372
1580189400000.0,0.0352
1580194200000.0,0.0498
1580200500000.0,0.0435
1580205900000.0,0.0653
1580210700000.0,0.0617
1580214900000.0,0.0491
1580220900000.0,0.045
1580222700000.0,0.0431
1580223900000.0,0.0529
1580227500000.0,0.0464
1580232000000.0,0.0475
1580235600000.0,0.0454
1580242500000.0,0.064
1580248500000.0,0.0376
1580253600000.0,0.0472
1580254800000.0,0.0545
1580256000000.0,0.0587
1580258100000.0,0.0406
1580261100000.0,0.0469
1580266500000.0,0.0654
1580274300000.0,0.0559
1580282700000.0,0.0381
1580291700000.0,0.0593
1580294100000.0,0.0507
1580296200000.0,0.0537
1580299200000.0,0.0446
1580304600000.0,0.0566
1580312700000.0,0.0587
1580319000000.0,0.0558
1580327100000.0,0.0563
1580333100000.0,0.052
1580342100000.0,0.0565
1580345700000.0,0.0481
1580357700000.0,0.0497
1580369400000.0,0.0413
1580375400000.0,0.0529
1580384400000.0,0.0374
1580391900000.0,0.0435
1580395500000.0,0.0618
1580401500000.0,0.0409
1580402100000.0,0.0388
1580403900000.0,0.059
1580405100000.0,0.0663
1580406300000.0,0.0504
1580410200000.0,0.0535
1580415600000.0,0.0541
1580418600000.0,0.0474
1580427600000.0,0.0446
1580433300000.0,0.0462
1580438400000.0,0.0618
1580446500000.0,0.0563
1580450700000.0,0.058
1580458200000.0,0.0471
1580467200000.0,0.0397
1580470500000.0,0.0435
1580475300000.0,0.0477
1580479200000.0,0.0605
1580486400000.0,0.0412
1580491800000.0,0.0618
1580502000000.0,0.0359
1580511000000.0,0.0489
1580517600000.0,0.0502
1580523600000.0,0.0414
1580530800000.0,0.0622
1580541600000.0,0.0492
1580548800000.0,0.0653
1580557200000.0,0.0574
1580563500000.0,0.0454
1580571600000.0,0.048
1580578200000.0,0.0429
1580592300000.0,0.0622
1580604300000.0,0.0537
1580610900000.0,0.048
1580616600000.0,0.0526
1580619600000.0,0.0698
1580625900000.0,0.0481
1580633400000.0,0.0553
1580638800000.0,0.0548
1580645100000.0,0.0414
1580649600000.0,0.0497
1580654700000.0,0.051
1580661000000.0,0.0557
1580672100000.0,0.058
1580682900000.0,0.0508
1580687400000.0,0.0557
1580691900000.0,0.0387
1580694000000.0,0.0395
1580695500000.0,0.0295
1580699100000.0,0.0582
1580706300000.0,0.0382
1580717400000.0,0.0482
1580725500000.0,0.0506
1580731200000.0,0.0394
1580740500000.0,0.0533
1580745300000.0,0.0529
1580748600000.0,0.0351
1580754000000.0,0.0556
1580763300000.0,0.0538
1580775300000.0,0.0595
1580781600000.0,0.029
1580792100000.0,0.049
1580798700000.0,0.0525
1580806500000.0,0.0468
1580809800000.0,0.057
1580814600000.0,0.0615
1580816400000.0,0.0498
1580820000000.0,0.0477
1580823600000.0,0.0481
1580829300000.0,0.0545
1580836200000.0,0.0513
1580847900000.0,0.0435
1580862900000.0,0.0499
1580872500000.0,0.0422
1580882400000.0,0.0704
1580889900000.0,0.0668
1580898600000.0,0.0522
1580900700000.0,0.034
1580904300000.0,0.0685
1580905200000.0,0.042
1580910000000.0,0.0508
1580913900000.0,0.0703
1580918700000.0,0.0586
1580920500000.0,0.0358
1580924700000.0,0.0532
1580926800000.0,0.0464
1580927400000.0,0.055
1580929800000.0,0.0488
1580933400000.0,0.035
1580939700000.0,0.0481
1580944800000.0,0.0411
1580948400000.0,0.066
1580952300000.0,0.0536
1580959500000.0,0.0543
1580967000000.0,0.038
1580974200000.0,0.0608
1580978400000.0,0.0587
1580986200000.0,0.0474
1580991300000.0,0.0586
1580993700000.0,0.0545
1580995800000.0,0.0546
1580997000000.0,0.0595
1580998800000.0,0.0417
1581001200000.0,0.0511
1581004200000.0,0.0622
1581008700000.0,0.0436
1581013500000.0,0.0402
1581021300000.0,0.0309
1581029400000.0,0.0327
1581034200000.0,0.0396
1581040200000.0,0.0611
1581045900000.0,0.076
1581054000000.0,0.0447
1581062700000.0,0.0579
1581070800000.0,0.0428
1581076200000.0,0.0624
1581079500000.0,0.0562
1581086100000.0,0.0287
1581092100000.0,0.0547
1581103800000.0,0.0466
1581115500000.0,0.0656
1581126900000.0,0.0421
1581132000000.0,0.0496
1581139200000.0,0.0618
1581150000000.0,0.0422
1581156300000.0,0.0465
1581161100000.0,0.0446
1581169500000.0,0.0412
1581173100000.0,0.0347
1581179100000.0,0.0517
1581185100000.0,0.0482
1581196500000.0,0.0464
1581199800000.0,0.055
1581208800000.0,0.0596
1581216900000.0,0.0445
1581219000000.0,0.0662
1581221700000.0,0.0347
1581227400000.0,0.0547
1581234600000.0,0.0591
1581239700000.0,0.0631
1581245400000.0,0.0462
1581252000000.0,0.0388
1581260100000.0,0.0762
1581263100000.0,0.0442
1581269100000.0,0.0449
1581280200000.0,0.0543
1581290700000.0,0.0544
1581295500000.0,0.0425
1581300900000.0,0.0437
1581306600000.0,0.0599
1581312900000.0,0.0508
1581314400000.0,0.0555
1581315300000.0,0.0525
1581317400000.0,0.0397
1581321900000.0,0.0466
1581325200000.0,0.0643
1581327300000.0,0.0579
1581332400000.0,0.0459
1581336900000.0,0.0534
1581343800000.0,0.0521
1581348900000.0,0.0402
1581354000000.0,0.0508
1581363900000.0,0.0437
1581376500000.0,0.0417
1581381300000.0,0.058
1581384900000.0,0.0492
1581392700000.0,0.0432
1581400200000.0,0.0557
1581410400000.0,0.0652
1581417600000.0,0.0593
1581424200000.0,0.0553
1581429600000.0,0.0498
1581434700000.0,0.0493
1581435600000.0,0.0455
1581436200000.0,0.0483
1581437100000.0,0.0494
1581438000000.0,0.0699
1581441300000.0,0.0504
1581445500000.0,0.0475
1581450900000.0,0.0349
1581459900000.0,0.0474
1581466200000.0,0.0605
1581469800000.0,0.0286
1581476700000.0,0.0443
1581486000000.0,0.0403
1581490800000.0,0.0644
1581493800000.0,0.0594
1581496200000.0,0.0715
1581499200000.0,0.0377
1581505800000.0,0.043
1581511500000.0,0.0471
1581516900000.0,0.0631
1581520500000.0,0.051
1581525600000.0,0.0398
1581534300000.0,0.0717
1581542100000.0,0.0546
1581550500000.0,0.0562
1581559200000.0,0.04
1581564900000.0,0.0423
1581573300000.0,0.054
1581578400000.0,0.053
1581581400000.0,0.0522
1581582000000.0,0.0613
1581584700000.0,0.0585
1581586500000.0,0.0456
1581590100000.0,0.061
1581594600000.0,0.0568
1581599100000.0,0.0495
1581601200000.0,0.0528
1581602400000.0,0.0398
1581603000000.0,0.0638
1581605100000.0,0.0545
1581609600000.0,0.0544
1581613200000.0,0.052
1581618000000.0,0.0608
1581627600000.0,0.0508
1581639300000.0,0.0621
1581646500000.0,0.0466
1581654600000.0,0.0343
1581661500000.0,0.0474
1581668100000.0,0.0402
1581675300000.0,0.075
1581678000000.0,0.0591
1581684300000.0,0.0442
1581690900000.0,0.0472
1581694800000.0,0.0721
1581702300000.0,0.0604
1581707100000.0,0.052
1581715500000.0,0.0456
1581725700000.0,0.0401
1581732600000.0,0.049
1581741600000.0,0.0529
1581751500000.0,0.0541
1581761100000.0,0.0643
1581772200000.0,0.0486
1581781800000.0,0.0567
1581782100000.0,0.0513
1581782700000.0,0.0414
1581784200000.0,0.049
1581785100000.0,0.0486
1581788400000.0,0.0572
1581790800000.0,0.0445
1581798900000.0,0.0371
1581813600000.0,0.0631
1581822000000.0,0.0648
1581831600000.0,0.0269
1581843000000.0,0.0698
1581852300000.0,0.0436
1581860100000.0,0.0458
1581867000000.0,0.0664
1581870000000.0,0.0545
1581872100000.0,0.0548
1581874800000.0,0.0489
1581882000000.0,0.0492
1581891900000.0,0.0418
1581896400000.0,0.0565
1581900300000.0,0.047
1581907500000.0,0.0383
1581913500000.0,0.0648
1581918600000.0,0.0615
1581927300000.0,0.0449
1581934500000.0,0.0431
1581938100000.0,0.0497
1581939600000.0,0.0539
1581942000000.0,0.054
1581946800000.0,0.0445
1581949200000.0,0.0545
1581951300000.0,0.0502
1581954000000.0,0.0585
1581957000000.0,0.0377
1581960600000.0,0.0604
1581967800000.0,0.061
1581976200000.0,0.0334
1581986100000.0,0.0539
1581996300000.0,0.0539
1582005600000.0,0.0757
1582016100000.0,0.0339
1582021200000.0,0.0402
1582028400000.0,0.04
1582033500000.0,0.0549
1582039200000.0,0.0501
1582041300000.0,0.0376
1582045200000.0,0.0486
1582049100000.0,0.0535
1582052400000.0,0.0452
1582057800000.0,0.0621
1582060200000.0,0.0679
1582062600000.0,0.0376
1582067100000.0,0.0679
1582072500000.0,0.0581
1582080900000.0,0.0363
1582090200000.0,0.0385
1582098900000.0,0.0477
1582104300000.0,0.038
1582113600000.0,0.0578
1582116900000.0,0.0357
1582131000000.0,0.061
1582134300000.0,0.0548
1582141200000.0,0.0434
1582146000000.0,0.0499
1582148400000.0,0.067
1582149000000.0,0.0298
1582149300000.0,0.043
1582150200000.0,0.0436
1582152000000.0,0.0558
1582156800000.0,0.0533
1582164300000.0,0.0391
1582170000000.0,0.0528
1582182000000.0,0.0412
1582191000000.0,0.0444
1582198500000.0,0.0562
1582205700000.0,0.0504
1582212600000.0,0.0581
1582216800000.0,0.0346
1582217700000.0,0.062
1582219800000.0,0.0408
1582224000000.0,0.0531
1582235400000.0,0.067
1582246800000.0,0.0617
1582256100000.0,0.043
1582263300000.0,0.0507
1582274400000.0,0.0524
1582285200000.0,0.0314
1582292700000.0,0.0498
1582302000000.0,0.0438
1582314300000.0,0.0864
1582317900000.0,0.0546
1582328100000.0,0.0416
1582343100000.0,0.0539
1582353300000.0,0.0488
1582368900000.0,0.0516
1582384800000.0,0.0399
1582398300000.0,0.0224
1582422600000.0,0.0611
1582430700000.0,0.0585
1582435500000.0,0.0419
1582446000000.0,0.028
1582454100000.0,0.0557
1582459200000.0,0.0532
1582468500000.0,0.0539
1582482600000.0,0.0622
1582499100000.0,0.0491
1582503300000.0,0.0483
1582508400000.0,0.0404
1582512000000.0,0.0541
1582515000000.0,0.0691
1582526100000.0,0.0424
1582531800000.0,0.0666
1582540800000.0,0.0483
1582547700000.0,0.0488
1582555200000.0,0.0425
1582559400000.0,0.074
1582563600000.0,0.0534
1582567500000.0,0.0505
1582570800000.0,0.0496
1582577400000.0,0.0575
1582588200000.0,0.0489
1582600200000.0,0.0488
1582610400000.0,0.0372
1582617900000.0,0.0513
1582625100000.0,0.0383
1582632000000.0,0.0311
1582637100000.0,0.0586
1582640700000.0,0.0496
1582642200000.0,0.034
1582646100000.0,0.0364
1582648200000.0,0.0643
1582650900000.0,0.0277
1582656900000.0,0.0558
1582663500000.0,0.0407
1582666200000.0,0.0551
1582675200000.0,0.0649
1582680600000.0,0.0537
1582683600000.0,0.0614
1582687800000.0,0.063
1582695000000.0,0.0632
1582701900000.0,0.0433
1582707300000.0,0.0547
1582711800000.0,0.0431
1582719000000.0,0.0539
1582720800000.0,0.047
1582724400000.0,0.038
1582725900000.0,0.0253
1582727400000.0,0.0664
1582730100000.0,0.0455
1582733400000.0,0.0572
1582734300000.0,0.0487
1582735800000.0,0.0545
1582737000000.0,0.0478
1582740300000.0,0.0547
1582744500000.0,0.045
1582752000000.0,0.0522
1582759200000.0,0.0574
1582763700000.0,0.0673
1582765800000.0,0.0668
1582768500000.0,0.056
1582774200000.0,0.0623
1582781100000.0,0.0538
1582787700000.0,0.0493
1582794900000.0,0.0553
1582801200000.0,0.0321
1582806300000.0,0.046
1582808400000.0,0.0732
1582814100000.0,0.0475
1582819800000.0,0.0713
1582823700000.0,0.0555
1582830900000.0,0.071
1582839600000.0,0.0545
1582843200000.0,0.0776
1582848300000.0,0.053
1582856100000.0,0.038
1582868700000.0,0.0675
1582876800000.0,0.0519
1582882500000.0,0.0492
1582884300000.0,0.0638
1582887600000.0,0.0597
1582892100000.0,0.0535
1582894200000.0,0.0365
1582896000000.0,0.0504
1582899900000.0,0.0669
1582904100000.0,0.0481
1582909500000.0,0.0473
1582914600000.0,0.0647
1582921200000.0,0.0497
1582929900000.0,0.0453
1582936200000.0,0.0459
1582947900000.0,0.0564
1582958700000.0,0.0342
1582970400000.0,0.044
1582977300000.0,0.0562
1582986000000.0,0.0555
1582991700000.0,0.0436
1583002200000.0,0.0573
1583018100000.0,0.0505
1583022900000.0,0.043
1583028300000.0,0.0353
1583037000000.0,0.0572
1583047200000.0,0.0557
1583054700000.0,0.0451
1583064000000.0,0.041
1583065500000.0,0.0512
1583067900000.0,0.0375
1583073600000.0,0.0325
1583080500000.0,0.0461
1583083500000.0,0.0475
1583089500000.0,0.0501
1583093400000.0,0.0517
1583102100000.0,0.0707
1583108700000.0,0.0603
1583117700000.0,0.0502
1583127000000.0,0.0592
1583133900000.0,0.0463
1583142300000.0,0.0447
1583146800000.0,0.0527
1583153100000.0,0.0518
1583156400000.0,0.069
1583159700000.0,0.0569
1583163600000.0,0.0454
1583168700000.0,0.0429
1583175000000.0,0.0596
1583184000000.0,0.0508
1583190600000.0,0.0492
1583196900000.0,0.0439
1583208000000.0,0.0373
1583218800000.0,0.0563
1583223900000.0,0.0636
1583230800000.0,0.0524
1583237100000.0,0.043
1583241000000.0,0.0384
1583246400000.0,0.067
1583248200000.0,0.056
1583249100000.0,0.0418
1583253000000.0,0.0422
1583260800000.0,0.0388
1583271600000.0,0.0567
1583283900000.0,0.0478
1583294400000.0,0.0583
1583305800000.0,0.0431
1583316000000.0,0.0835
1583322900000.0,0.0447
1583332200000.0,0.0558
1583335500000.0,0.0659
1583341500000.0,0.0397
1583355000000.0,0.0494
1583368500000.0,0.0512
1583371200000.0,0.0426
1583376900000.0,0.0455
1583382600000.0,0.0688
1583391300000.0,0.0343
1583400600000.0,0.0432
1583403900000.0,0.0564
1583408700000.0,0.0575
1583414100000.0,0.0409
1583420700000.0,0.0319
1583426700000.0,0.0579
1583436900000.0,0.0502
1583441700000.0,0.0555
1583451300000.0,0.0725
1583456700000.0,0.0622
1583467500000.0,0.0441
1583475000000.0,0.0552
1583482800000.0,0.0472
1583492100000.0,0.0573
1583497500000.0,0.0531
1583504100000.0,0.039
1583510700000.0,0.0273
1583523300000.0,0.0581
1583536800000.0,0.0657
1583547000000.0,0.0507
1583561700000.0,0.0452
1583575200000.0,0.063
1583584800000.0,0.0455
1583597100000.0,0.0477
1583599500000.0,0.0488
1583600700000.0,0.0527
1583603700000.0,0.0508
1583606400000.0,0.0579
1583616900000.0,0.0603
1583627100000.0,0.0692
1583632800000.0,0.0599
1583644800000.0,0.0546
1583658600000.0,0.0478
1583667000000.0,0.05
1583673300000.0,0.0414
1583678100000.0,0.0417
1583680500000.0,0.0554
1583681700000.0,0.0411
1583682600000.0,0.0527
1583684400000.0,0.0523
1583685000000.0,0.0582
1583686200000.0,0.0376
1583689200000.0,0.0298
1583694900000.0,0.0536
1583704800000.0,0.0358
1583709000000.0,0.0378
1583711400000.0,0.0522
1583712600000.0,0.0576
1583717100000.0,0.0411
1583723700000.0,0.0465
1583727300000.0,0.0426
1583728500000.0,0.0587
1583731500000.0,0.042
1583732400000.0,0.0704
1583733600000.0,0.0428
1583736300000.0,0.0444
1583741400000.0,0.0579
1583748000000.0,0.0376
1583752500000.0,0.0483
1583755800000.0,0.0493
1583759100000.0,0.0435
1583762100000.0,0.0548
1583764200000.0,0.061
1583766900000.0,0.0521
1583768700000.0,0.0471
1583770800000.0,0.0432
1583772600000.0,0.0544
1583776500000.0,0.0693
1583781900000.0,0.0563
1583786100000.0,0.0414
1583795400000.0,0.0527
1583802000000.0,0.0552
1583809500000.0,0.0258
1583819700000.0,0.0557
1583828100000.0,0.0264
1583836200000.0,0.0469
1583837700000.0,0.048
1583840100000.0,0.0445
1583844300000.0,0.055
1583847900000.0,0.0645
1583851800000.0,0.052
1583854500000.0,0.0373
1583855100000.0,0.0518
1583856300000.0,0.0562
1583860500000.0,0.0517
1583865300000.0,0.0513
1583870700000.0,0.0615
1583875500000.0,0.0533
1583880600000.0,0.0419
1583884500000.0,0.0533
1583893800000.0,0.0482
1583905200000.0,0.0412
1583912100000.0,0.0611
1583916000000.0,0.0463
1583922600000.0,0.0469
1583928300000.0,0.042
1583934300000.0,0.0497
1583940600000.0,0.064
1583943600000.0,0.0422
1583946900000.0,0.0372
1583949600000.0,0.0338
1583951700000.0,0.0542
1583954100000.0,0.0562
1583958600000.0,0.0564
1583966100000.0,0.0649
1583968800000.0,0.0266
1583975400000.0,0.0523
1583978400000.0,0.0517
1583979900000.0,0.0594
1583982300000.0,0.0534
1583986800000.0,0.0476
1583991300000.0,0.0625
1583995200000.0,0.0286
1583997300000.0,0.0678
1583998500000.0,0.0601
1584001200000.0,0.0402
1584003900000.0,0.0507
1584008400000.0,0.047
1584009300000.0,0.0623
1584009600000.0,0.0406
1584009900000.0,0.0586
1584010200000.0,0.0305
1584010800000.0,0.0542
1584011400000.0,0.0613
1584012600000.0,0.0397
1584013800000.0,0.0508
1584015000000.0,0.0441
1584016500000.0,0.052
1584018300000.0,0.0721
1584020400000.0,0.049
1584021900000.0,0.033
1584024000000.0,0.0393
1584026400000.0,0.0407
1584029700000.0,0.0395
1584033000000.0,0.0283
1584036900000.0,0.0621
1584042000000.0,0.0523
1584045300000.0,0.0564
1584046800000.0,0.041
1584049500000.0,0.0334
1584051300000.0,0.0341
1584054600000.0,0.0561
1584055500000.0,0.0543
1584055800000.0,0.0549
1584056400000.0,0.0328
1584057000000.0,0.0372
1584057900000.0,0.0532
1584059400000.0,0.0487
1584061200000.0,0.0532
1584063600000.0,0.0543
1584064800000.0,0.033
1584066000000.0,0.0548
1584067200000.0,0.0475
1584068100000.0,0.0625
1584069600000.0,0.0695
1584070500000.0,0.0551
1584071700000.0,0.0551
1584073800000.0,0.0536
1584075900000.0,0.0377
1584077400000.0,0.0393
1584079800000.0,0.0461
1584082500000.0,0.0546
1584085200000.0,0.0632
1584087000000.0,0.0312
1584088800000.0,0.0625
1584092700000.0,0.0432
1584094500000.0,0.0504
1584097500000.0,0.0283
1584099600000.0,0.0512
1584102600000.0,0.0464
1584105000000.0,0.0628
1584106500000.0,0.0497
1584107400000.0,0.0546
1584109200000.0,0.0391
1584111000000.0,0.0263
1584111900000.0,0.0368
1584113400000.0,0.0611
1584114600000.0,0.0513
1584115500000.0,0.063
1584117600000.0,0.0474
1584120000000.0,0.0434
1584123300000.0,0.0609
1584125700000.0,0.0424
1584128100000.0,0.0443
1584129300000.0,0.0539
1584131100000.0,0.0568
1584135300000.0,0.0511
1584139500000.0,0.0375
1584143100000.0,0.0528
1584146700000.0,0.0575
1584151200000.0,0.0443
1584156000000.0,0.0466
1584161100000.0,0.051
1584167700000.0,0.0541
1584173700000.0,0.0493
1584178800000.0,0.0503
1584183000000.0,0.033
1584187800000.0,0.0517
1584193800000.0,0.0541
